gene	iso_a	iso_b	idx_a	idx_b	domain_count	gap	ft_a	ft_b	len_a	len_b	top_go_idx	top_go_gap	len_diff	len_ratio
ENSG00000144815	ENST00000491511.6	ENST00000491511.6	24413	24414	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000495842.6	24413	24638	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704528.1	24413	35966	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000491511.6	ENST00000704530.1	24413	35967	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704532.1	24413	35968	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704537.1	24413	35969	1	0.00057	Type3_SameDomain	Type3_SameDomain	559	484	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000491511.6	ENST00000704539.1	24413	35970	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704542.1	24413	35971	1	0.00023	Type3_SameDomain	Type3_SameDomain	559	271	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000491511.6	ENST00000704548.1	24413	35972	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000491511.6	ENST00000704548.1	24413	35973	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000491511.6	ENST00000704552.1	24413	35974	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000495842.6	24414	24638	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704528.1	24414	35966	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000491511.6	ENST00000704530.1	24414	35967	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704532.1	24414	35968	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704537.1	24414	35969	1	0.00057	Type3_SameDomain	Type3_SameDomain	559	484	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000491511.6	ENST00000704539.1	24414	35970	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000491511.6	ENST00000704542.1	24414	35971	1	0.00023	Type3_SameDomain	Type3_SameDomain	559	271	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000491511.6	ENST00000704548.1	24414	35972	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000491511.6	ENST00000704548.1	24414	35973	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000491511.6	ENST00000704552.1	24414	35974	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000495842.6	ENST00000704528.1	24638	35966	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000495842.6	ENST00000704530.1	24638	35967	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000495842.6	ENST00000704532.1	24638	35968	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000495842.6	ENST00000704537.1	24638	35969	1	0.00057	Type3_SameDomain	Type3_SameDomain	559	484	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000495842.6	ENST00000704539.1	24638	35970	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000495842.6	ENST00000704542.1	24638	35971	1	0.00023	Type3_SameDomain	Type3_SameDomain	559	271	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000495842.6	ENST00000704548.1	24638	35972	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000495842.6	ENST00000704548.1	24638	35973	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000495842.6	ENST00000704552.1	24638	35974	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704528.1	ENST00000704530.1	35966	35967	1	0.00218	Type3_SameDomain	Type3_SameDomain	490	559	39	0.05949	69	0.875
ENSG00000144815	ENST00000704528.1	ENST00000704532.1	35966	35968	1	0.00218	Type3_SameDomain	Type3_SameDomain	490	559	39	0.05949	69	0.875
ENSG00000144815	ENST00000704528.1	ENST00000704537.1	35966	35969	1	0.00276	Type3_SameDomain	Type3_SameDomain	490	484	39	0.04233	6	0.9857433808553971
ENSG00000144815	ENST00000704528.1	ENST00000704539.1	35966	35970	1	0.00218	Type3_SameDomain	Type3_SameDomain	490	559	39	0.05949	69	0.875
ENSG00000144815	ENST00000704528.1	ENST00000704542.1	35966	35971	1	0.00241	Type3_SameDomain	Type3_SameDomain	490	271	70	0.08676	219	0.5519348268839104
ENSG00000144815	ENST00000704528.1	ENST00000704548.1	35966	35972	1	0.0	Type3_SameDomain	Type3_SameDomain	490	490	0	0.0	0	0.9979633401221996
ENSG00000144815	ENST00000704528.1	ENST00000704548.1	35966	35973	1	0.0	Type3_SameDomain	Type3_SameDomain	490	490	0	0.0	0	0.9979633401221996
ENSG00000144815	ENST00000704528.1	ENST00000704552.1	35966	35974	1	0.00218	Type3_SameDomain	Type3_SameDomain	490	559	39	0.05949	69	0.875
ENSG00000144815	ENST00000704530.1	ENST00000704532.1	35967	35968	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704530.1	ENST00000704537.1	35967	35969	1	0.00057	Type3_SameDomain	Type3_SameDomain	559	484	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000704530.1	ENST00000704539.1	35967	35970	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704530.1	ENST00000704542.1	35967	35971	1	0.00023	Type3_SameDomain	Type3_SameDomain	559	271	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000704530.1	ENST00000704548.1	35967	35972	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000704530.1	ENST00000704548.1	35967	35973	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000704530.1	ENST00000704552.1	35967	35974	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704532.1	ENST00000704537.1	35968	35969	1	0.00057	Type3_SameDomain	Type3_SameDomain	559	484	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000704532.1	ENST00000704539.1	35968	35970	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704532.1	ENST00000704542.1	35968	35971	1	0.00023	Type3_SameDomain	Type3_SameDomain	559	271	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000704532.1	ENST00000704548.1	35968	35972	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000704532.1	ENST00000704548.1	35968	35973	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000704532.1	ENST00000704552.1	35968	35974	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704537.1	ENST00000704539.1	35969	35970	1	0.00057	Type3_SameDomain	Type3_SameDomain	484	559	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000704537.1	ENST00000704542.1	35969	35971	1	0.00034	Type3_SameDomain	Type3_SameDomain	484	271	32	0.06918	213	0.5587628865979382
ENSG00000144815	ENST00000704537.1	ENST00000704548.1	35969	35972	1	0.00276	Type3_SameDomain	Type3_SameDomain	484	490	39	0.04233	6	0.9857433808553971
ENSG00000144815	ENST00000704537.1	ENST00000704548.1	35969	35973	1	0.00276	Type3_SameDomain	Type3_SameDomain	484	490	39	0.04233	6	0.9857433808553971
ENSG00000144815	ENST00000704537.1	ENST00000704552.1	35969	35974	1	0.00057	Type3_SameDomain	Type3_SameDomain	484	559	39	0.01716	75	0.8642857142857143
ENSG00000144815	ENST00000704539.1	ENST00000704542.1	35970	35971	1	0.00023	Type3_SameDomain	Type3_SameDomain	559	271	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000704539.1	ENST00000704548.1	35970	35972	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000704539.1	ENST00000704548.1	35970	35973	1	0.00218	Type3_SameDomain	Type3_SameDomain	559	490	39	0.05949	69	0.875
ENSG00000144815	ENST00000704539.1	ENST00000704552.1	35970	35974	1	0.0	Type3_SameDomain	Type3_SameDomain	559	559	0	0.0	0	0.9982142857142857
ENSG00000144815	ENST00000704542.1	ENST00000704548.1	35971	35972	1	0.00241	Type3_SameDomain	Type3_SameDomain	271	490	70	0.08676	219	0.5519348268839104
ENSG00000144815	ENST00000704542.1	ENST00000704548.1	35971	35973	1	0.00241	Type3_SameDomain	Type3_SameDomain	271	490	70	0.08676	219	0.5519348268839104
ENSG00000144815	ENST00000704542.1	ENST00000704552.1	35971	35974	1	0.00023	Type3_SameDomain	Type3_SameDomain	271	559	32	0.07257	288	0.48392857142857143
ENSG00000144815	ENST00000704548.1	ENST00000704548.1	35972	35973	1	0.0	Type3_SameDomain	Type3_SameDomain	490	490	0	0.0	0	0.9979633401221996
ENSG00000144815	ENST00000704548.1	ENST00000704552.1	35972	35974	1	0.00218	Type3_SameDomain	Type3_SameDomain	490	559	39	0.05949	69	0.875
ENSG00000144815	ENST00000704548.1	ENST00000704552.1	35973	35974	1	0.00218	Type3_SameDomain	Type3_SameDomain	490	559	39	0.05949	69	0.875
ENSG00000144840	ENST00000273375.8	ENST00000483733.1	5279	24041	0	0.00021	Type0_NoDomain	Type0_NoDomain	239	216	53	0.03632	23	0.9
ENSG00000144857	ENST00000273395.8	ENST00000273395.8	5280	5281	3	0.0	Type3_SameDomain	Type3_SameDomain	1115	1115	0	0.0	0	0.9991039426523297
ENSG00000144857	ENST00000273395.8	ENST00000495514.5	5280	24621	3	0.00022	Type3_SameDomain	Type3_SameDomain	1115	1114	73	0.00568	1	0.9982078853046595
ENSG00000144857	ENST00000273395.8	ENST00000495514.5	5280	24622	3	0.00022	Type3_SameDomain	Type3_SameDomain	1115	1114	73	0.00568	1	0.9982078853046595
ENSG00000144857	ENST00000273395.8	ENST00000495514.5	5281	24621	3	0.00022	Type3_SameDomain	Type3_SameDomain	1115	1114	73	0.00568	1	0.9982078853046595
ENSG00000144857	ENST00000273395.8	ENST00000495514.5	5281	24622	3	0.00022	Type3_SameDomain	Type3_SameDomain	1115	1114	73	0.00568	1	0.9982078853046595
ENSG00000144857	ENST00000355385.7	ENST00000355385.7	11699	11700	0	0.0	Type1_DomainLoss	Type1_DomainLoss	1114	1114	0	0.0	0	0.9991031390134529
ENSG00000144857	ENST00000495514.5	ENST00000495514.5	24621	24622	3	0.0	Type3_SameDomain	Type3_SameDomain	1114	1114	0	0.0	0	0.9991031390134529
ENSG00000144908	ENST00000273450.7	ENST00000393434.7	5283	17447	1	0.00068	Type3_SameDomain	Type3_SameDomain	912	946	49	0.0311	34	0.9630411826821542
ENSG00000114125	ENST00000273480.4	ENST00000393000.3	5284	17349	0	0.00184	Type0_NoDomain	Type0_NoDomain	113	125	47	0.29449	12	0.8968253968253969
ENSG00000114125	ENST00000273480.4	ENST00000477012.5	5284	23702	0	0.02258	Type0_NoDomain	Type0_NoDomain	113	108	77	0.59039	5	0.9473684210526315
ENSG00000114125	ENST00000393000.3	ENST00000477012.5	17349	23702	0	0.02074	Type0_NoDomain	Type0_NoDomain	125	108	47	0.60077	17	0.8571428571428571
ENSG00000167996	ENST00000273550.12	ENST00000534180.1	5285	26673	0	0.00333	Type0_NoDomain	Type0_NoDomain	183	273	62	0.12546	90	0.6678832116788321
ENSG00000167996	ENST00000273550.12	ENST00000620041.5	5285	30978	0	0.00688	Type0_NoDomain	Type0_NoDomain	183	222	39	0.05181	39	0.820627802690583
ENSG00000167996	ENST00000534180.1	ENST00000620041.5	26673	30978	0	0.00355	Type0_NoDomain	Type0_NoDomain	273	222	62	0.07769	51	0.8102189781021898
ENSG00000145241	ENST00000273853.11	ENST00000510189.5	5291	25261	0	0.0155	Type0_NoDomain	Type0_NoDomain	943	774	77	0.09504	169	0.8199152542372882
ENSG00000145293	ENST00000273920.8	ENST00000509635.5	5293	25232	1	0.0002	Type3_SameDomain	Type3_SameDomain	341	173	0	0.10288	168	0.5058479532163743
ENSG00000145358	ENST00000273990.6	ENST00000513992.1	5297	25485	0	0.03955	Type0_NoDomain	Type0_NoDomain	264	128	41	0.15111	136	0.4830188679245283
ENSG00000145390	ENST00000274030.11	ENST00000274030.11	5301	5302	0	0.0	Type1_DomainLoss	Type1_DomainLoss	800	800	0	0.0	0	0.9987515605493134
ENSG00000145390	ENST00000274030.11	ENST00000274030.11	5301	5303	0	0.0	Type1_DomainLoss	Type1_DomainLoss	800	800	0	0.0	0	0.9987515605493134
ENSG00000145390	ENST00000274030.11	ENST00000450251.6	5301	22210	0	0.01161	Type1_DomainLoss	Type1_DomainLoss	800	1073	26	0.19001	273	0.74487895716946
ENSG00000145390	ENST00000274030.11	ENST00000450251.6	5301	22211	0	0.01161	Type1_DomainLoss	Type1_DomainLoss	800	1073	26	0.19001	273	0.74487895716946
ENSG00000145390	ENST00000274030.11	ENST00000274030.11	5302	5303	0	0.0	Type1_DomainLoss	Type1_DomainLoss	800	800	0	0.0	0	0.9987515605493134
ENSG00000145390	ENST00000274030.11	ENST00000450251.6	5302	22210	0	0.01161	Type1_DomainLoss	Type1_DomainLoss	800	1073	26	0.19001	273	0.74487895716946
ENSG00000145390	ENST00000274030.11	ENST00000450251.6	5302	22211	0	0.01161	Type1_DomainLoss	Type1_DomainLoss	800	1073	26	0.19001	273	0.74487895716946
ENSG00000145390	ENST00000274030.11	ENST00000450251.6	5303	22210	0	0.01161	Type1_DomainLoss	Type1_DomainLoss	800	1073	26	0.19001	273	0.74487895716946
ENSG00000145390	ENST00000274030.11	ENST00000450251.6	5303	22211	0	0.01161	Type1_DomainLoss	Type1_DomainLoss	800	1073	26	0.19001	273	0.74487895716946
ENSG00000145390	ENST00000450251.6	ENST00000450251.6	22210	22211	0	0.0	Type1_DomainLoss	Type1_DomainLoss	1073	1073	0	0.0	0	0.9990689013035382
ENSG00000145390	ENST00000688980.1	ENST00000688980.1	35054	35055	1	0.0	Type3_SameDomain	Type3_SameDomain	768	768	0	0.0	0	0.9986996098829649
ENSG00000145390	ENST00000688980.1	ENST00000692078.1	35054	35223	1	0.06051	Type3_SameDomain	Type3_SameDomain	768	1073	26	0.55758	305	0.7150837988826816
ENSG00000145390	ENST00000688980.1	ENST00000692078.1	35055	35223	1	0.06051	Type3_SameDomain	Type3_SameDomain	768	1073	26	0.55758	305	0.7150837988826816
ENSG00000145391	ENST00000274031.8	ENST00000274031.8	5304	5305	0	0.0	Type0_NoDomain	Type0_NoDomain	366	366	0	0.0	0	0.997275204359673
ENSG00000145391	ENST00000274031.8	ENST00000404104.7	5304	19013	0	0.02248	Type0_NoDomain	Type0_NoDomain	366	150	47	0.13586	216	0.4087193460490463
ENSG00000145391	ENST00000274031.8	ENST00000404104.7	5304	19014	0	0.02248	Type0_NoDomain	Type0_NoDomain	366	150	47	0.13586	216	0.4087193460490463
ENSG00000145391	ENST00000274031.8	ENST00000506866.6	5304	25071	0	0.01274	Type0_NoDomain	Type0_NoDomain	366	362	47	0.10461	4	0.9863760217983651
ENSG00000145391	ENST00000274031.8	ENST00000404104.7	5305	19013	0	0.02248	Type0_NoDomain	Type0_NoDomain	366	150	47	0.13586	216	0.4087193460490463
ENSG00000145391	ENST00000274031.8	ENST00000404104.7	5305	19014	0	0.02248	Type0_NoDomain	Type0_NoDomain	366	150	47	0.13586	216	0.4087193460490463
ENSG00000145391	ENST00000274031.8	ENST00000506866.6	5305	25071	0	0.01274	Type0_NoDomain	Type0_NoDomain	366	362	47	0.10461	4	0.9863760217983651
ENSG00000145391	ENST00000404104.7	ENST00000404104.7	19013	19014	0	0.0	Type0_NoDomain	Type0_NoDomain	150	150	0	0.0	0	0.9933774834437086
ENSG00000145391	ENST00000404104.7	ENST00000506866.6	19013	25071	0	0.00974	Type0_NoDomain	Type0_NoDomain	150	362	56	0.12889	212	0.4132231404958678
ENSG00000145391	ENST00000404104.7	ENST00000506866.6	19014	25071	0	0.00974	Type0_NoDomain	Type0_NoDomain	150	362	56	0.12889	212	0.4132231404958678
ENSG00000145414	ENST00000274054.3	ENST00000422287.6	5306	20251	0	0.00862	Type0_NoDomain	Type0_NoDomain	494	389	15	0.15199	105	0.7858585858585858
ENSG00000145414	ENST00000274054.3	ENST00000502973.1	5306	24864	0	0.03997	Type0_NoDomain	Type0_NoDomain	494	181	15	0.40953	313	0.3656565656565657
ENSG00000145414	ENST00000274054.3	ENST00000509232.5	5306	25213	0	0.00715	Type0_NoDomain	Type0_NoDomain	494	372	15	0.21405	122	0.7515151515151515
ENSG00000145414	ENST00000422287.6	ENST00000502973.1	20251	24864	0	0.04859	Type0_NoDomain	Type0_NoDomain	389	181	15	0.25754	208	0.4641025641025641
ENSG00000145414	ENST00000422287.6	ENST00000509232.5	20251	25213	0	0.00148	Type0_NoDomain	Type0_NoDomain	389	372	15	0.06206	17	0.9538461538461539
ENSG00000145414	ENST00000502973.1	ENST00000509232.5	24864	25213	0	0.04712	Type0_NoDomain	Type0_NoDomain	181	372	56	0.22449	191	0.48525469168900803
ENSG00000145431	ENST00000502773.6	ENST00000502773.6	24857	24858	0	0.0	Type0_NoDomain	Type0_NoDomain	345	345	0	0.0	0	0.9971098265895953
ENSG00000145569	ENST00000274217.4	ENST00000274217.4	5313	5314	0	0.0	Type0_NoDomain	Type0_NoDomain	356	356	0	0.0	0	0.9971988795518207
ENSG00000145604	ENST00000274254.9	ENST00000274255.11	5317	5318	1	0.00157	Type3_SameDomain	Type3_SameDomain	410	424	39	0.02398	14	0.9647058823529412
ENSG00000145604	ENST00000274254.9	ENST00000677537.1	5317	33638	1	0.00399	Type3_SameDomain	Type3_SameDomain	410	358	80	0.06046	52	0.8710462287104623
ENSG00000145604	ENST00000274255.11	ENST00000677537.1	5318	33638	1	0.00241	Type3_SameDomain	Type3_SameDomain	424	358	80	0.05852	66	0.8423529411764706
ENSG00000152684	ENST00000274311.3	ENST00000506949.1	5323	25072	0	0.00021	Type0_NoDomain	Type0_NoDomain	385	101	15	0.29725	284	0.2616580310880829
ENSG00000145715	ENST00000274376.11	ENST00000456692.6	5326	22623	5	0.02248	Type3_SameDomain	Type3_SameDomain	1047	870	31	0.14134	177	0.8301526717557252
ENSG00000145715	ENST00000515800.6	ENST00000515800.6	25600	25601	2	0.0	Type2_PartialTrunc	Type2_PartialTrunc	539	539	0	0.0	0	0.9981481481481481
ENSG00000145779	ENST00000274456.6	ENST00000504771.3	5327	24964	0	0.00383	Type0_NoDomain	Type0_NoDomain	188	198	31	0.05129	10	0.9447236180904522
ENSG00000145779	ENST00000274456.6	ENST00000504771.3	5327	24965	0	0.00383	Type0_NoDomain	Type0_NoDomain	188	198	31	0.05129	10	0.9447236180904522
ENSG00000145779	ENST00000274456.6	ENST00000504771.3	5327	24966	0	0.00383	Type0_NoDomain	Type0_NoDomain	188	198	31	0.05129	10	0.9447236180904522
ENSG00000145779	ENST00000274456.6	ENST00000504771.3	5327	24967	0	0.00383	Type0_NoDomain	Type0_NoDomain	188	198	31	0.05129	10	0.9447236180904522
ENSG00000145779	ENST00000504771.3	ENST00000504771.3	24964	24965	0	0.0	Type0_NoDomain	Type0_NoDomain	198	198	0	0.0	0	0.9949748743718593
ENSG00000145779	ENST00000504771.3	ENST00000504771.3	24964	24966	0	0.0	Type0_NoDomain	Type0_NoDomain	198	198	0	0.0	0	0.9949748743718593
ENSG00000145779	ENST00000504771.3	ENST00000504771.3	24964	24967	0	0.0	Type0_NoDomain	Type0_NoDomain	198	198	0	0.0	0	0.9949748743718593
ENSG00000145779	ENST00000504771.3	ENST00000504771.3	24965	24966	0	0.0	Type0_NoDomain	Type0_NoDomain	198	198	0	0.0	0	0.9949748743718593
ENSG00000145779	ENST00000504771.3	ENST00000504771.3	24965	24967	0	0.0	Type0_NoDomain	Type0_NoDomain	198	198	0	0.0	0	0.9949748743718593
ENSG00000145779	ENST00000504771.3	ENST00000504771.3	24966	24967	0	0.0	Type0_NoDomain	Type0_NoDomain	198	198	0	0.0	0	0.9949748743718593
ENSG00000145780	ENST00000274457.5	ENST00000274457.5	5328	5329	2	0.0	Type3_SameDomain	Type3_SameDomain	617	617	0	0.0	0	0.9983818770226537
ENSG00000145781	ENST00000274458.9	ENST00000632434.1	5330	31405	1	0.0	Type3_SameDomain	Type3_SameDomain	188	188	0	0.0	0	0.9947089947089947
ENSG00000145794	ENST00000274473.6	ENST00000503335.7	5331	24883	3	0.0	Type3_SameDomain	Type3_SameDomain	1140	1140	0	0.0	0	0.9991235758106923
ENSG00000145819	ENST00000274498.9	ENST00000645722.2	5334	32039	4	0.00543	Type3_SameDomain	Type3_SameDomain	814	759	67	0.07232	55	0.9312883435582822
ENSG00000156427	ENST00000274625.6	ENST00000274625.6	5341	5342	0	0.0	Type0_NoDomain	Type0_NoDomain	207	207	0	0.0	0	0.9951923076923077
ENSG00000145949	ENST00000274643.9	ENST00000274643.9	5344	5345	1	0.0	Type3_SameDomain	Type3_SameDomain	388	388	0	0.0	0	0.9974293059125964
ENSG00000145949	ENST00000274643.9	ENST00000647417.1	5344	32172	1	0.00166	Type3_SameDomain	Type3_SameDomain	388	382	18	0.03766	6	0.9820051413881749
ENSG00000145949	ENST00000274643.9	ENST00000647417.1	5344	32173	1	0.00166	Type3_SameDomain	Type3_SameDomain	388	382	18	0.03766	6	0.9820051413881749
ENSG00000145949	ENST00000274643.9	ENST00000647417.1	5345	32172	1	0.00166	Type3_SameDomain	Type3_SameDomain	388	382	18	0.03766	6	0.9820051413881749
ENSG00000145949	ENST00000274643.9	ENST00000647417.1	5345	32173	1	0.00166	Type3_SameDomain	Type3_SameDomain	388	382	18	0.03766	6	0.9820051413881749
ENSG00000145949	ENST00000647417.1	ENST00000647417.1	32172	32173	1	0.0	Type3_SameDomain	Type3_SameDomain	382	382	0	0.0	0	0.9973890339425587
ENSG00000145982	ENST00000274680.9	ENST00000324331.10	5346	8983	0	0.0	Type0_NoDomain	Type0_NoDomain	451	451	0	0.0	0	0.9977876106194691
ENSG00000145996	ENST00000274695.8	ENST00000378610.1	5347	16095	1	0.00063	Type0_NoDomain	Type0_NoDomain	579	582	69	0.00468	3	0.9931389365351629
ENSG00000124532	ENST00000274747.11	ENST00000378353.5	5351	16045	0	0.00108	Type0_NoDomain	Type0_NoDomain	393	408	62	0.02093	15	0.960880195599022
ENSG00000124532	ENST00000274747.11	ENST00000378386.8	5351	16049	0	0.00224	Type0_NoDomain	Type0_NoDomain	393	443	39	0.02665	50	0.8851351351351351
ENSG00000124532	ENST00000378353.5	ENST00000378386.8	16045	16049	0	0.00117	Type0_NoDomain	Type0_NoDomain	408	443	39	0.02686	35	0.918918918918919
ENSG00000146054	ENST00000334421.5	ENST00000393315.5	9785	17419	2	0.01133	Type2_PartialTrunc	Type2_PartialTrunc	221	303	47	0.40848	82	0.7269736842105263
ENSG00000146054	ENST00000504241.1	ENST00000504241.1	24938	24939	0	0.0	Type1_DomainLoss	Type1_DomainLoss	162	162	0	0.0	0	0.9938650306748467
ENSG00000146054	ENST00000504241.1	ENST00000504241.1	24938	24940	0	0.0	Type1_DomainLoss	Type1_DomainLoss	162	162	0	0.0	0	0.9938650306748467
ENSG00000146054	ENST00000504241.1	ENST00000504241.1	24939	24940	0	0.0	Type1_DomainLoss	Type1_DomainLoss	162	162	0	0.0	0	0.9938650306748467
ENSG00000146083	ENST00000274811.9	ENST00000274811.9	5355	5356	0	0.0	Type0_NoDomain	Type0_NoDomain	432	432	0	0.0	0	0.9976905311778291
ENSG00000146122	ENST00000274867.9	ENST00000538976.5	5359	26992	1	0.00137	Type3_SameDomain	Type3_SameDomain	1068	1067	31	0.0115	1	0.9981290926099158
ENSG00000146122	ENST00000631498.1	ENST00000631498.1	31400	31401	0	0.0	Type1_DomainLoss	Type1_DomainLoss	367	367	0	0.0	0	0.9972826086956522
ENSG00000146122	ENST00000631498.1	ENST00000631498.1	31400	31402	0	0.0	Type1_DomainLoss	Type1_DomainLoss	367	367	0	0.0	0	0.9972826086956522
ENSG00000146122	ENST00000631498.1	ENST00000631498.1	31401	31402	0	0.0	Type1_DomainLoss	Type1_DomainLoss	367	367	0	0.0	0	0.9972826086956522
ENSG00000146147	ENST00000274897.9	ENST00000370876.6	5360	14251	0	0.01523	Type0_NoDomain	Type0_NoDomain	458	234	56	0.09956	224	0.5098039215686274
ENSG00000146147	ENST00000274897.9	ENST00000502396.6	5360	24832	0	0.00508	Type0_NoDomain	Type0_NoDomain	458	1005	13	0.10995	547	0.4552683896620278
ENSG00000146147	ENST00000274897.9	ENST00000514921.5	5360	25541	0	0.00148	Type0_NoDomain	Type0_NoDomain	458	915	44	0.09068	457	0.5
ENSG00000146147	ENST00000370876.6	ENST00000502396.6	14251	24832	0	0.02031	Type0_NoDomain	Type0_NoDomain	234	1005	12	0.15072	771	0.23260437375745527
ENSG00000146147	ENST00000370876.6	ENST00000514921.5	14251	25541	0	0.01672	Type0_NoDomain	Type0_NoDomain	234	915	12	0.10996	681	0.2554585152838428
ENSG00000146147	ENST00000502396.6	ENST00000514921.5	24832	25541	0	0.0036	Type0_NoDomain	Type0_NoDomain	1005	915	39	0.04521	90	0.9095427435387674
ENSG00000146151	ENST00000274901.9	ENST00000274901.9	5361	5362	0	0.0	Type0_NoDomain	Type0_NoDomain	340	340	0	0.0	0	0.9970674486803519
ENSG00000146151	ENST00000274901.9	ENST00000308161.8	5361	7543	0	0.00815	Type0_NoDomain	Type0_NoDomain	340	308	39	0.0693	32	0.9032258064516129
ENSG00000146151	ENST00000274901.9	ENST00000308161.8	5362	7543	0	0.00815	Type0_NoDomain	Type0_NoDomain	340	308	39	0.0693	32	0.9032258064516129
ENSG00000146197	ENST00000274938.8	ENST00000274938.8	5363	5364	0	0.0	Type0_NoDomain	Type0_NoDomain	993	993	0	0.0	0	0.9989939637826962
ENSG00000146247	ENST00000479165.1	ENST00000479165.1	23806	23807	1	0.0	Type2_PartialTrunc	Type2_PartialTrunc	574	574	0	0.0	0	0.9982608695652174
