gene	isoform	isoform_idx	go_idx	go_id	go_name	pred_score	gene_mean	excess	feature_type	domain_count	seq_length	n_gene_isoforms	type
ENSG00000114416	ENST00000445140.6	21818	62	GO:0042802	identical protein binding	0.5021	0.4357	0.0664	Type3_SameDomain	1	543	7	novel_GO
ENSG00000114416	ENST00000698793.1	35645	62	GO:0042802	identical protein binding	0.4921	0.4357	0.0565	Type3_SameDomain	1	568	7	novel_GO
ENSG00000114416	ENST00000698794.1	35646	62	GO:0042802	identical protein binding	0.4311	0.4357	-0.0045	Type3_SameDomain	1	650	7	novel_GO
ENSG00000161202	BambuTx545	1241	53	GO:0019901	protein kinase binding	0.4264	0.4228	0.0036	Type3_SameDomain	2	718	2	novel_GO
ENSG00000161202	BambuTx545	1241	62	GO:0042802	identical protein binding	0.4808	0.4822	-0.0014	Type3_SameDomain	2	718	2	novel_GO
ENSG00000161202	ENST00000313143.9	7996	53	GO:0019901	protein kinase binding	0.4192	0.4228	-0.0036	Type3_SameDomain	2	716	2	novel_GO
ENSG00000161202	ENST00000313143.9	7996	62	GO:0042802	identical protein binding	0.4835	0.4822	0.0014	Type3_SameDomain	2	716	2	novel_GO
ENSG00000188001	ENST00000412373.5	19684	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.5076	0.2004	0.3072	Type0_NoDomain	0	100	3	novel_GO
ENSG00000188001	ENST00000412373.5	19684	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.4959	0.1723	0.3235	Type0_NoDomain	0	100	3	novel_GO
ENSG00000188001	ENST00000412373.5	19684	11	GO:0003700	DNA-binding transcription factor activity	0.4217	0.163	0.2587	Type0_NoDomain	0	100	3	novel_GO
ENSG00000163964	BambuTx560	1249	39	GO:0005515	protein binding	0.5052	0.5362	-0.031	Type0_NoDomain	0	185	6	novel_GO
ENSG00000163964	BambuTx560	1250	39	GO:0005515	protein binding	0.5052	0.5362	-0.031	Type0_NoDomain	0	185	6	novel_GO
ENSG00000163964	ENST00000296333.10	6443	39	GO:0005515	protein binding	0.4459	0.5362	-0.0903	Type0_NoDomain	0	316	6	novel_GO
ENSG00000163964	ENST00000392391.9	17212	39	GO:0005515	protein binding	0.4886	0.5362	-0.0476	Type0_NoDomain	0	310	6	novel_GO
ENSG00000163964	ENST00000421265.5	20187	39	GO:0005515	protein binding	0.6583	0.5362	0.1221	Type0_NoDomain	0	167	6	novel_GO
ENSG00000163964	ENST00000457284.5	22652	39	GO:0005515	protein binding	0.6141	0.5362	0.0779	Type0_NoDomain	0	111	6	novel_GO
ENSG00000131127	BambuTx564	1251	39	GO:0005515	protein binding	0.4876	0.4637	0.0239	Type0_NoDomain	0	104	3	novel_GO
ENSG00000131127	ENST00000240499.8	2760	39	GO:0005515	protein binding	0.4518	0.4637	-0.012	Type0_NoDomain	0	474	3	novel_GO
ENSG00000131127	ENST00000240499.8	2761	39	GO:0005515	protein binding	0.4518	0.4637	-0.012	Type0_NoDomain	0	474	3	novel_GO
ENSG00000293360	BambuTx565	1252	39	GO:0005515	protein binding	0.5025	0.6359	-0.1334	Type3_SameDomain	1	207	5	novel_GO
ENSG00000293360	BambuTx565	1252	41	GO:0005524	ATP binding	0.9048	0.9029	0.0019	Type3_SameDomain	1	207	5	novel_GO
ENSG00000293360	BambuTx565	1252	51	GO:0016887	ATP hydrolysis activity	0.6256	0.6737	-0.0481	Type3_SameDomain	1	207	5	novel_GO
ENSG00000293360	BambuTx565	1253	39	GO:0005515	protein binding	0.5025	0.6359	-0.1334	Type3_SameDomain	1	207	5	novel_GO
ENSG00000293360	BambuTx565	1253	41	GO:0005524	ATP binding	0.9048	0.9029	0.0019	Type3_SameDomain	1	207	5	novel_GO
ENSG00000293360	BambuTx565	1253	51	GO:0016887	ATP hydrolysis activity	0.6256	0.6737	-0.0481	Type3_SameDomain	1	207	5	novel_GO
ENSG00000293360	ENST00000451020.6	22253	39	GO:0005515	protein binding	0.7248	0.6359	0.0889	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000451020.6	22253	41	GO:0005524	ATP binding	0.9016	0.9029	-0.0013	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000451020.6	22253	51	GO:0016887	ATP hydrolysis activity	0.7057	0.6737	0.032	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000451020.6	22254	39	GO:0005515	protein binding	0.7248	0.6359	0.0889	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000451020.6	22254	41	GO:0005524	ATP binding	0.9016	0.9029	-0.0013	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000451020.6	22254	51	GO:0016887	ATP hydrolysis activity	0.7057	0.6737	0.032	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000514396.5	25517	39	GO:0005515	protein binding	0.7248	0.6359	0.0889	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000514396.5	25517	41	GO:0005524	ATP binding	0.9016	0.9029	-0.0013	Type3_SameDomain	1	156	5	novel_GO
ENSG00000293360	ENST00000514396.5	25517	51	GO:0016887	ATP hydrolysis activity	0.7057	0.6737	0.032	Type3_SameDomain	1	156	5	novel_GO
ENSG00000215375	BambuTx566	1254	39	GO:0005515	protein binding	0.6071	0.5883	0.0188	Type3_SameDomain	2	132	2	novel_GO
ENSG00000215375	ENST00000400159.7	18761	39	GO:0005515	protein binding	0.5694	0.5883	-0.0188	Type2_PartialTrunc	1	173	2	novel_GO
ENSG00000109685	ENST00000382891.9	16861	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382891.9	16861	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382891.9	16862	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382891.9	16862	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382892.6	16863	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382892.6	16863	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382892.6	16864	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382892.6	16864	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000382895.7	16866	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type1_DomainLoss	0	1365	19	novel_GO
ENSG00000109685	ENST00000382895.7	16866	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type1_DomainLoss	0	1365	19	novel_GO
ENSG00000109685	ENST00000382895.7	16867	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type1_DomainLoss	0	1365	19	novel_GO
ENSG00000109685	ENST00000382895.7	16867	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type1_DomainLoss	0	1365	19	novel_GO
ENSG00000109685	ENST00000508803.6	25188	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000508803.6	25188	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000508803.6	25189	8	GO:0003677	DNA binding	0.4637	0.3968	0.0669	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000109685	ENST00000508803.6	25189	47	GO:0008270	zinc ion binding	0.5529	0.444	0.1089	Type3_SameDomain	5	1365	19	novel_GO
ENSG00000168826	BambuTx571	1258	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.4228	0.4428	-0.02	Type2_PartialTrunc	2	420	3	novel_GO
ENSG00000168826	BambuTx571	1259	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.4228	0.4428	-0.02	Type2_PartialTrunc	2	420	3	novel_GO
ENSG00000168826	ENST00000337872.9	10173	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.4829	0.4428	0.04	Type3_SameDomain	3	765	3	novel_GO
ENSG00000168826	ENST00000337872.9	10173	11	GO:0003700	DNA-binding transcription factor activity	0.4058	0.3086	0.0971	Type3_SameDomain	3	765	3	novel_GO
ENSG00000168826	ENST00000337872.9	10173	81	GO:1990837	sequence-specific double-stranded DNA binding	0.4577	0.3255	0.1322	Type3_SameDomain	3	765	3	novel_GO
ENSG00000087008	BambuTx574	1262	39	GO:0005515	protein binding	0.7068	0.7153	-0.0084	Type1_DomainLoss	0	652	4	novel_GO
ENSG00000087008	BambuTx574	1262	62	GO:0042802	identical protein binding	0.5016	0.4452	0.0564	Type1_DomainLoss	0	652	4	novel_GO
ENSG00000087008	BambuTx575	1263	39	GO:0005515	protein binding	0.7036	0.7153	-0.0117	Type3_SameDomain	1	624	4	novel_GO
ENSG00000087008	BambuTx575	1263	62	GO:0042802	identical protein binding	0.4076	0.4452	-0.0376	Type3_SameDomain	1	624	4	novel_GO
ENSG00000087008	ENST00000356406.10	11909	39	GO:0005515	protein binding	0.7253	0.7153	0.01	Type3_SameDomain	1	700	4	novel_GO
ENSG00000087008	ENST00000356406.10	11909	62	GO:0042802	identical protein binding	0.4358	0.4452	-0.0094	Type3_SameDomain	1	700	4	novel_GO
ENSG00000087008	ENST00000503233.5	24882	39	GO:0005515	protein binding	0.7253	0.7153	0.01	Type3_SameDomain	1	700	4	novel_GO
ENSG00000087008	ENST00000503233.5	24882	62	GO:0042802	identical protein binding	0.4358	0.4452	-0.0094	Type3_SameDomain	1	700	4	novel_GO
ENSG00000178163	BambuTx576	1264	39	GO:0005515	protein binding	0.4068	0.3663	0.0404	Type0_NoDomain	0	1074	7	novel_GO
ENSG00000178163	BambuTx576	1265	39	GO:0005515	protein binding	0.4068	0.3663	0.0404	Type0_NoDomain	0	1074	7	novel_GO
ENSG00000178163	ENST00000326756.4	9173	39	GO:0005515	protein binding	0.4068	0.3663	0.0404	Type0_NoDomain	0	1074	7	novel_GO
ENSG00000178163	ENST00000326756.4	9174	39	GO:0005515	protein binding	0.4068	0.3663	0.0404	Type0_NoDomain	0	1074	7	novel_GO
ENSG00000178163	ENST00000326756.4	9175	39	GO:0005515	protein binding	0.4068	0.3663	0.0404	Type0_NoDomain	0	1074	7	novel_GO
ENSG00000178177	ENST00000382226.5	16776	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.4441	0.2472	0.1968	Type0_NoDomain	0	602	3	novel_GO
ENSG00000178177	ENST00000382226.5	16776	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.4998	0.2651	0.2347	Type0_NoDomain	0	602	3	novel_GO
ENSG00000181982	BambuTx584	1269	39	GO:0005515	protein binding	0.5566	0.5606	-0.004	Type0_NoDomain	0	474	8	novel_GO
ENSG00000181982	ENST00000504487.5	24950	39	GO:0005515	protein binding	0.5631	0.5606	0.0025	Type0_NoDomain	0	524	8	novel_GO
ENSG00000181982	ENST00000504487.5	24951	39	GO:0005515	protein binding	0.5631	0.5606	0.0025	Type0_NoDomain	0	524	8	novel_GO
ENSG00000181982	ENST00000504487.5	24952	39	GO:0005515	protein binding	0.5631	0.5606	0.0025	Type0_NoDomain	0	524	8	novel_GO
ENSG00000181982	ENST00000635206.3	31464	39	GO:0005515	protein binding	0.5597	0.5606	-0.0009	Type0_NoDomain	0	535	8	novel_GO
ENSG00000181982	ENST00000635206.3	31465	39	GO:0005515	protein binding	0.5597	0.5606	-0.0009	Type0_NoDomain	0	535	8	novel_GO
ENSG00000181982	ENST00000635206.3	31466	39	GO:0005515	protein binding	0.5597	0.5606	-0.0009	Type0_NoDomain	0	535	8	novel_GO
ENSG00000181982	ENST00000635206.3	31467	39	GO:0005515	protein binding	0.5597	0.5606	-0.0009	Type0_NoDomain	0	535	8	novel_GO
ENSG00000064042	BambuTx590	1275	44	GO:0008017	microtubule binding	0.629	0.2527	0.3763	Type2_PartialTrunc	2	517	9	novel_GO
ENSG00000064042	BambuTx590	1275	74	GO:0051015	actin filament binding	0.4753	0.3291	0.1462	Type2_PartialTrunc	2	517	9	novel_GO
ENSG00000018189	ENST00000381006.8	16580	69	GO:0046872	metal ion binding	0.4167	0.2887	0.128	Type3_SameDomain	1	620	3	novel_GO
ENSG00000138744	BambuTx603	1286	39	GO:0005515	protein binding	0.5087	0.5203	-0.0116	Type0_NoDomain	0	323	5	novel_GO
ENSG00000138744	ENST00000286733.9	5855	39	GO:0005515	protein binding	0.5023	0.5203	-0.0179	Type0_NoDomain	0	359	5	novel_GO
ENSG00000138744	ENST00000507187.2	25091	39	GO:0005515	protein binding	0.5794	0.5203	0.0591	Type0_NoDomain	0	167	5	novel_GO
ENSG00000138744	ENST00000507956.5	25133	39	GO:0005515	protein binding	0.5087	0.5203	-0.0116	Type0_NoDomain	0	323	5	novel_GO
ENSG00000138744	ENST00000718295.1	36448	39	GO:0005515	protein binding	0.5023	0.5203	-0.0179	Type0_NoDomain	0	359	5	novel_GO
ENSG00000189157	BambuTx611	1289	15	GO:0003723	RNA binding	0.4312	0.2886	0.1426	Type0_NoDomain	0	408	4	novel_GO
ENSG00000138758	BambuTx614	1293	62	GO:0042802	identical protein binding	0.4065	0.4134	-0.0069	Type3_SameDomain	1	429	4	novel_GO
ENSG00000138758	ENST00000264893.11	4625	62	GO:0042802	identical protein binding	0.4137	0.4134	0.0003	Type3_SameDomain	1	429	4	novel_GO
ENSG00000138758	ENST00000264893.11	4626	62	GO:0042802	identical protein binding	0.4137	0.4134	0.0003	Type3_SameDomain	1	429	4	novel_GO
ENSG00000138758	ENST00000502584.5	24840	62	GO:0042802	identical protein binding	0.4197	0.4134	0.0063	Type3_SameDomain	1	425	4	novel_GO
ENSG00000168785	ENST00000508798.5	25187	62	GO:0042802	identical protein binding	0.5021	0.2705	0.2316	Type3_SameDomain	1	193	3	novel_GO
ENSG00000070190	ENST00000512369.2	25382	56	GO:0030674	protein-macromolecule adaptor activity	0.4942	0.3003	0.1939	Type3_SameDomain	2	280	3	novel_GO
ENSG00000109332	BambuTx626	1300	58	GO:0031625	ubiquitin protein ligase binding	0.4174	0.4211	-0.0037	Type3_SameDomain	1	148	13	novel_GO
ENSG00000109332	ENST00000321805.11	8758	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type3_SameDomain	1	147	13	novel_GO
ENSG00000109332	ENST00000321805.11	8759	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type3_SameDomain	1	147	13	novel_GO
ENSG00000109332	ENST00000338145.7	10216	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type3_SameDomain	1	147	13	novel_GO
ENSG00000109332	ENST00000357194.10	12058	58	GO:0031625	ubiquitin protein ligase binding	0.4033	0.4211	-0.0178	Type3_SameDomain	1	149	13	novel_GO
ENSG00000109332	ENST00000394801.8	17771	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type3_SameDomain	1	147	13	novel_GO
ENSG00000109332	ENST00000394803.9	17772	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type3_SameDomain	1	147	13	novel_GO
ENSG00000109332	ENST00000394804.6	17773	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type1_DomainLoss	0	147	13	novel_GO
ENSG00000109332	ENST00000394804.6	17774	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type1_DomainLoss	0	147	13	novel_GO
ENSG00000109332	ENST00000453744.7	22449	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type1_DomainLoss	0	147	13	novel_GO
ENSG00000109332	ENST00000453744.7	22450	58	GO:0031625	ubiquitin protein ligase binding	0.4219	0.4211	0.0008	Type1_DomainLoss	0	147	13	novel_GO
ENSG00000109332	ENST00000507845.5	25125	58	GO:0031625	ubiquitin protein ligase binding	0.4283	0.4211	0.0072	Type3_SameDomain	1	118	13	novel_GO
ENSG00000109332	ENST00000508474.5	25161	58	GO:0031625	ubiquitin protein ligase binding	0.4283	0.4211	0.0072	Type3_SameDomain	1	118	13	novel_GO
ENSG00000145388	BambuTx633	1304	7	GO:0003676	nucleic acid binding	0.6313	0.5308	0.1006	Type0_NoDomain	0	314	2	novel_GO
ENSG00000145388	ENST00000388822.10	16938	7	GO:0003676	nucleic acid binding	0.4302	0.5308	-0.1006	Type0_NoDomain	0	456	2	novel_GO
ENSG00000273007	BambuTx636	1305	39	GO:0005515	protein binding	0.5212	0.5212	0.0	Type3_SameDomain	1	304	2	novel_GO
ENSG00000273007	BambuTx636	1305	50	GO:0016787	hydrolase activity	0.6175	0.6175	0.0	Type3_SameDomain	1	304	2	novel_GO
ENSG00000273007	BambuTx636	1306	39	GO:0005515	protein binding	0.5212	0.5212	0.0	Type3_SameDomain	1	304	2	novel_GO
ENSG00000273007	BambuTx636	1306	50	GO:0016787	hydrolase activity	0.6175	0.6175	0.0	Type3_SameDomain	1	304	2	novel_GO
ENSG00000151014	BambuTx640	1310	0	GO:0000287	magnesium ion binding	0.5108	0.5108	0.0	Type3_SameDomain	1	431	2	novel_GO
ENSG00000151014	ENST00000280614.4	5563	0	GO:0000287	magnesium ion binding	0.5108	0.5108	0.0	Type3_SameDomain	1	431	2	novel_GO
ENSG00000164169	BambuTx644	1311	67	GO:0044877	protein-containing complex binding	0.4032	0.3957	0.0075	Type0_NoDomain	1	540	4	novel_GO
ENSG00000164169	BambuTx644	1312	67	GO:0044877	protein-containing complex binding	0.4032	0.3957	0.0075	Type0_NoDomain	1	540	4	novel_GO
ENSG00000164169	ENST00000322396.7	8831	62	GO:0042802	identical protein binding	0.501	0.379	0.122	Type0_NoDomain	1	845	4	novel_GO
ENSG00000164169	ENST00000514886.1	25538	62	GO:0042802	identical protein binding	0.537	0.379	0.158	Type0_NoDomain	1	732	4	novel_GO
ENSG00000164169	ENST00000514886.1	25538	67	GO:0044877	protein-containing complex binding	0.4067	0.3957	0.011	Type0_NoDomain	1	732	4	novel_GO
ENSG00000171421	BambuTx657	1324	15	GO:0003723	RNA binding	0.4044	0.3474	0.057	Type0_NoDomain	0	195	3	novel_GO
ENSG00000145494	BambuTx658	1325	39	GO:0005515	protein binding	0.625	0.625	0.0	Type0_NoDomain	0	120	3	novel_GO
ENSG00000145494	BambuTx658	1326	39	GO:0005515	protein binding	0.625	0.625	0.0	Type0_NoDomain	0	120	3	novel_GO
ENSG00000145494	ENST00000274137.10	5310	39	GO:0005515	protein binding	0.625	0.625	0.0	Type0_NoDomain	0	120	3	novel_GO
ENSG00000132773	BambuTx66	1328	14	GO:0003714	transcription corepressor activity	0.4229	0.356	0.0669	Type1_DomainLoss	0	256	3	novel_GO
ENSG00000132773	BambuTx66	1329	14	GO:0003714	transcription corepressor activity	0.4229	0.356	0.0669	Type1_DomainLoss	0	256	3	novel_GO
ENSG00000132773	ENST00000372090.6	14569	15	GO:0003723	RNA binding	0.5035	0.3587	0.1449	Type3_SameDomain	1	510	3	novel_GO
ENSG00000152620	BambuTx660	1330	39	GO:0005515	protein binding	0.5523	0.5454	0.0069	Type0_NoDomain	0	464	2	novel_GO
ENSG00000152620	BambuTx660	1330	62	GO:0042802	identical protein binding	0.4864	0.4713	0.0151	Type0_NoDomain	0	464	2	novel_GO
ENSG00000152620	ENST00000381937.9	16718	39	GO:0005515	protein binding	0.5384	0.5454	-0.0069	Type0_NoDomain	0	442	2	novel_GO
ENSG00000152620	ENST00000381937.9	16718	62	GO:0042802	identical protein binding	0.4562	0.4713	-0.0151	Type0_NoDomain	0	442	2	novel_GO
ENSG00000145592	BambuTx663	1332	39	GO:0005515	protein binding	0.5172	0.5172	0.0	Type0_NoDomain	0	118	4	novel_GO
ENSG00000145592	BambuTx663	1333	39	GO:0005515	protein binding	0.5172	0.5172	0.0	Type0_NoDomain	0	118	4	novel_GO
ENSG00000145592	ENST00000274242.10	5315	39	GO:0005515	protein binding	0.5172	0.5172	0.0	Type0_NoDomain	0	119	4	novel_GO
ENSG00000145592	ENST00000274242.10	5316	39	GO:0005515	protein binding	0.5172	0.5172	0.0	Type0_NoDomain	0	119	4	novel_GO
BambuGene29737	BambuTx670	1338	7	GO:0003676	nucleic acid binding	0.4024	0.4024	0.0	Type0_NoDomain	0	196	2	novel_GO
BambuGene29737	BambuTx670	1338	39	GO:0005515	protein binding	0.5026	0.5026	0.0	Type0_NoDomain	0	196	2	novel_GO
BambuGene29737	BambuTx670	1339	7	GO:0003676	nucleic acid binding	0.4024	0.4024	0.0	Type0_NoDomain	0	196	2	novel_GO
BambuGene29737	BambuTx670	1339	39	GO:0005515	protein binding	0.5026	0.5026	0.0	Type0_NoDomain	0	196	2	novel_GO
ENSG00000132840	BambuTx674	1341	39	GO:0005515	protein binding	0.6623	0.6687	-0.0064	Type0_NoDomain	0	156	3	novel_GO
ENSG00000132840	BambuTx674	1342	39	GO:0005515	protein binding	0.6623	0.6687	-0.0064	Type0_NoDomain	0	156	3	novel_GO
ENSG00000132840	ENST00000255192.8	3401	19	GO:0003824	catalytic activity	0.4881	0.3781	0.1099	Type0_NoDomain	0	368	3	novel_GO
ENSG00000132840	ENST00000255192.8	3401	39	GO:0005515	protein binding	0.6816	0.6687	0.0128	Type0_NoDomain	0	368	3	novel_GO
ENSG00000132840	ENST00000255192.8	3401	69	GO:0046872	metal ion binding	0.4442	0.2241	0.2201	Type0_NoDomain	0	368	3	novel_GO
ENSG00000293465	BambuTx676	1343	39	GO:0005515	protein binding	0.4714	0.4633	0.0082	Type0_NoDomain	0	299	2	novel_GO
ENSG00000293465	BambuTx677	1344	39	GO:0005515	protein binding	0.4551	0.4633	-0.0082	Type0_NoDomain	0	325	2	novel_GO
ENSG00000169570	BambuTx688	1347	39	GO:0005515	protein binding	0.4533	0.4472	0.0061	Type0_NoDomain	0	318	2	novel_GO
ENSG00000169570	ENST00000510708.6	25286	39	GO:0005515	protein binding	0.4411	0.4472	-0.0061	Type0_NoDomain	0	298	2	novel_GO
ENSG00000117480	BambuTx69	1348	41	GO:0005524	ATP binding	0.4164	0.4289	-0.0126	Type0_NoDomain	0	509	2	novel_GO
ENSG00000117480	ENST00000243167.9	2837	41	GO:0005524	ATP binding	0.4415	0.4289	0.0126	Type0_NoDomain	0	525	2	novel_GO
ENSG00000290854	BambuTx7	1351	39	GO:0005515	protein binding	0.7115	0.7115	0.0	Type0_NoDomain	0	253	4	novel_GO
ENSG00000290854	BambuTx7	1352	39	GO:0005515	protein binding	0.7115	0.7115	0.0	Type0_NoDomain	0	253	4	novel_GO
ENSG00000290854	BambuTx7	1353	39	GO:0005515	protein binding	0.7115	0.7115	0.0	Type0_NoDomain	0	253	4	novel_GO
ENSG00000290854	BambuTx7	1354	39	GO:0005515	protein binding	0.7115	0.7115	0.0	Type0_NoDomain	0	253	4	novel_GO
ENSG00000072682	BambuTx700	1356	62	GO:0042802	identical protein binding	0.46	0.4774	-0.0174	Type3_SameDomain	1	533	5	novel_GO
ENSG00000072682	ENST00000166534.8	1725	62	GO:0042802	identical protein binding	0.4716	0.4774	-0.0058	Type3_SameDomain	1	535	5	novel_GO
ENSG00000072682	ENST00000360568.8	12684	62	GO:0042802	identical protein binding	0.4919	0.4774	0.0145	Type3_SameDomain	1	560	5	novel_GO
ENSG00000072682	ENST00000379086.5	16179	62	GO:0042802	identical protein binding	0.46	0.4774	-0.0174	Type3_SameDomain	1	533	5	novel_GO
ENSG00000072682	ENST00000379104.7	16185	62	GO:0042802	identical protein binding	0.5034	0.4774	0.026	Type3_SameDomain	1	562	5	novel_GO
ENSG00000120314	BambuTx713	1361	39	GO:0005515	protein binding	0.6109	0.6208	-0.0099	Type0_NoDomain	0	403	3	novel_GO
ENSG00000120314	BambuTx713	1362	39	GO:0005515	protein binding	0.6109	0.6208	-0.0099	Type0_NoDomain	0	403	3	novel_GO
ENSG00000120314	ENST00000358337.10	12296	39	GO:0005515	protein binding	0.6406	0.6208	0.0198	Type0_NoDomain	0	386	3	novel_GO
ENSG00000186335	BambuTx719	1368	39	GO:0005515	protein binding	0.582	0.5837	-0.0017	Type3_SameDomain	1	393	9	novel_GO
ENSG00000186335	BambuTx720	1369	39	GO:0005515	protein binding	0.5511	0.5837	-0.0326	Type3_SameDomain	1	167	9	novel_GO
ENSG00000186335	BambuTx720	1369	55	GO:0022857	transmembrane transporter activity	0.7428	0.2415	0.5013	Type3_SameDomain	1	167	9	novel_GO
ENSG00000186335	ENST00000335244.9	9870	39	GO:0005515	protein binding	0.6409	0.5837	0.0572	Type3_SameDomain	1	483	9	novel_GO
ENSG00000186335	ENST00000518280.5	25654	39	GO:0005515	protein binding	0.5822	0.5837	-0.0015	Type3_SameDomain	1	285	9	novel_GO
ENSG00000186335	ENST00000518280.5	25655	39	GO:0005515	protein binding	0.5822	0.5837	-0.0015	Type3_SameDomain	1	285	9	novel_GO
ENSG00000186335	ENST00000518617.5	25680	39	GO:0005515	protein binding	0.5779	0.5837	-0.0058	Type3_SameDomain	1	207	9	novel_GO
ENSG00000186335	ENST00000518617.5	25681	39	GO:0005515	protein binding	0.5779	0.5837	-0.0058	Type3_SameDomain	1	207	9	novel_GO
ENSG00000186335	ENST00000518617.5	25682	39	GO:0005515	protein binding	0.5779	0.5837	-0.0058	Type3_SameDomain	1	207	9	novel_GO
ENSG00000186335	ENST00000521967.1	25900	39	GO:0005515	protein binding	0.5813	0.5837	-0.0024	Type3_SameDomain	1	395	9	novel_GO
ENSG00000051596	BambuTx729	1375	39	GO:0005515	protein binding	0.6999	0.7285	-0.0286	Type0_NoDomain	0	314	3	novel_GO
ENSG00000051596	BambuTx730	1377	39	GO:0005515	protein binding	0.7428	0.7285	0.0143	Type0_NoDomain	0	344	3	novel_GO
ENSG00000051596	ENST00000265097.9	4680	39	GO:0005515	protein binding	0.7428	0.7285	0.0143	Type0_NoDomain	0	344	3	novel_GO
ENSG00000087206	BambuTx732	1379	47	GO:0008270	zinc ion binding	0.4235	0.4359	-0.0124	Type0_NoDomain	0	519	4	novel_GO
ENSG00000087206	BambuTx733	1380	47	GO:0008270	zinc ion binding	0.4535	0.4359	0.0176	Type0_NoDomain	0	482	4	novel_GO
ENSG00000087206	ENST00000377227.8	15816	47	GO:0008270	zinc ion binding	0.4124	0.4359	-0.0235	Type0_NoDomain	0	719	4	novel_GO
ENSG00000087206	ENST00000511320.6	25324	47	GO:0008270	zinc ion binding	0.4542	0.4359	0.0183	Type0_NoDomain	0	765	4	novel_GO
ENSG00000246596	BambuTx738	1384	39	GO:0005515	protein binding	0.5754	0.5754	0.0	Type0_NoDomain	0	414	3	novel_GO
ENSG00000246596	BambuTx738	1385	39	GO:0005515	protein binding	0.5754	0.5754	0.0	Type0_NoDomain	0	414	3	novel_GO
ENSG00000246596	BambuTx738	1386	39	GO:0005515	protein binding	0.5754	0.5754	0.0	Type0_NoDomain	0	414	3	novel_GO
ENSG00000145911	BambuTx740	1387	62	GO:0042802	identical protein binding	0.4758	0.3922	0.0835	Type0_NoDomain	0	212	4	novel_GO
ENSG00000145911	BambuTx741	1388	62	GO:0042802	identical protein binding	0.4758	0.3922	0.0835	Type0_NoDomain	0	212	4	novel_GO
ENSG00000198939	BambuTx743	1389	81	GO:1990837	sequence-specific double-stranded DNA binding	0.4281	0.4115	0.0165	Type3_SameDomain	1	510	3	novel_GO
