gene	isoform	isoform_idx	go_idx	go_id	go_name	pred_score	gene_mean	excess	feature_type	domain_count	seq_length	n_gene_isoforms	type
ENSG00000067225	ENST00000565154.6	28496	68	GO:0045296	cadherin binding	0.7382	0.6534	0.0848	Type0_NoDomain	0	605	5	specialization
ENSG00000169291	BambuTx157	438	39	GO:0005515	protein binding	0.5395	0.4129	0.1266	Type3_SameDomain	1	440	4	specialization
ENSG00000169291	ENST00000304760.3	7218	39	GO:0005515	protein binding	0.6393	0.4129	0.2264	Type3_SameDomain	1	495	4	specialization
ENSG00000167196	BambuTx1572	441	39	GO:0005515	protein binding	0.8674	0.8096	0.0578	Type0_NoDomain	0	246	5	specialization
ENSG00000167196	ENST00000308275.8	7552	25	GO:0004842	ubiquitin-protein transferase activity	0.8143	0.6158	0.1985	Type0_NoDomain	0	403	5	specialization
ENSG00000167196	ENST00000308275.8	7553	25	GO:0004842	ubiquitin-protein transferase activity	0.8143	0.6158	0.1985	Type0_NoDomain	0	403	5	specialization
ENSG00000167196	ENST00000453211.6	22419	25	GO:0004842	ubiquitin-protein transferase activity	0.7196	0.6158	0.1038	Type0_NoDomain	0	276	5	specialization
ENSG00000136371	ENST00000258874.4	3656	39	GO:0005515	protein binding	0.7022	0.6133	0.0889	Type0_NoDomain	0	203	3	specialization
ENSG00000136371	ENST00000258874.4	3656	41	GO:0005524	ATP binding	0.6759	0.6081	0.0678	Type0_NoDomain	0	203	3	specialization
ENSG00000273540	ENST00000614907.3	30625	47	GO:0008270	zinc ion binding	0.8579	0.304	0.5538	Type0_NoDomain	0	1121	3	specialization
ENSG00000160714	BambuTx158	450	25	GO:0004842	ubiquitin-protein transferase activity	0.4365	0.3648	0.0718	Type3_SameDomain	1	368	3	specialization
ENSG00000197562	BambuTx1597	454	39	GO:0005515	protein binding	0.6652	0.5776	0.0876	Type1_DomainLoss	1	132	14	specialization
ENSG00000197562	BambuTx1597	454	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5535	0.4093	0.1441	Type1_DomainLoss	1	132	14	specialization
ENSG00000197562	BambuTx1597	455	39	GO:0005515	protein binding	0.6652	0.5776	0.0876	Type1_DomainLoss	1	132	14	specialization
ENSG00000197562	BambuTx1597	455	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5535	0.4093	0.1441	Type1_DomainLoss	1	132	14	specialization
ENSG00000197562	BambuTx1597	456	39	GO:0005515	protein binding	0.6652	0.5776	0.0876	Type1_DomainLoss	1	132	14	specialization
ENSG00000197562	BambuTx1597	456	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5535	0.4093	0.1441	Type1_DomainLoss	1	132	14	specialization
ENSG00000197562	ENST00000538492.5	26951	20	GO:0003924	GTPase activity	0.941	0.57	0.3711	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26951	21	GO:0003925	G protein activity	0.783	0.4594	0.3236	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26951	39	GO:0005515	protein binding	0.6277	0.5776	0.0502	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26951	42	GO:0005525	GTP binding	0.9017	0.5297	0.372	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26951	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5555	0.4093	0.1461	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26952	20	GO:0003924	GTPase activity	0.941	0.57	0.3711	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26952	21	GO:0003925	G protein activity	0.783	0.4594	0.3236	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26952	39	GO:0005515	protein binding	0.6277	0.5776	0.0502	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26952	42	GO:0005525	GTP binding	0.9017	0.5297	0.372	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26952	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5555	0.4093	0.1461	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26953	20	GO:0003924	GTPase activity	0.941	0.57	0.3711	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26953	21	GO:0003925	G protein activity	0.783	0.4594	0.3236	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26953	39	GO:0005515	protein binding	0.6277	0.5776	0.0502	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26953	42	GO:0005525	GTP binding	0.9017	0.5297	0.372	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000538492.5	26953	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5555	0.4093	0.1461	Type1_DomainLoss	0	281	14	specialization
ENSG00000197562	ENST00000539661.5	27047	20	GO:0003924	GTPase activity	0.941	0.57	0.3711	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27047	21	GO:0003925	G protein activity	0.783	0.4594	0.3236	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27047	39	GO:0005515	protein binding	0.6277	0.5776	0.0502	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27047	42	GO:0005525	GTP binding	0.9017	0.5297	0.372	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27047	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5555	0.4093	0.1461	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27048	20	GO:0003924	GTPase activity	0.941	0.57	0.3711	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27048	21	GO:0003925	G protein activity	0.783	0.4594	0.3236	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27048	39	GO:0005515	protein binding	0.6277	0.5776	0.0502	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27048	42	GO:0005525	GTP binding	0.9017	0.5297	0.372	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27048	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5555	0.4093	0.1461	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27049	20	GO:0003924	GTPase activity	0.941	0.57	0.3711	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27049	21	GO:0003925	G protein activity	0.783	0.4594	0.3236	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27049	39	GO:0005515	protein binding	0.6277	0.5776	0.0502	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27049	42	GO:0005525	GTP binding	0.9017	0.5297	0.372	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000539661.5	27049	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.5555	0.4093	0.1461	Type3_SameDomain	2	281	14	specialization
ENSG00000197562	ENST00000563109.1	28400	20	GO:0003924	GTPase activity	0.8319	0.57	0.2619	Type3_SameDomain	2	236	14	specialization
ENSG00000197562	ENST00000563109.1	28400	21	GO:0003925	G protein activity	0.7337	0.4594	0.2742	Type3_SameDomain	2	236	14	specialization
ENSG00000197562	ENST00000563109.1	28400	42	GO:0005525	GTP binding	0.6879	0.5297	0.1582	Type3_SameDomain	2	236	14	specialization
ENSG00000197562	ENST00000563109.1	28400	80	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	0.6069	0.4093	0.1976	Type3_SameDomain	2	236	14	specialization
ENSG00000197562	ENST00000569575.5	28746	20	GO:0003924	GTPase activity	0.9298	0.57	0.3598	Type2_PartialTrunc	1	156	14	specialization
ENSG00000197562	ENST00000569575.5	28746	21	GO:0003925	G protein activity	0.7242	0.4594	0.2648	Type2_PartialTrunc	1	156	14	specialization
ENSG00000197562	ENST00000569575.5	28746	39	GO:0005515	protein binding	0.7457	0.5776	0.1681	Type2_PartialTrunc	1	156	14	specialization
ENSG00000197562	ENST00000569575.5	28746	42	GO:0005525	GTP binding	0.9016	0.5297	0.3719	Type2_PartialTrunc	1	156	14	specialization
ENSG00000059145	ENST00000301712.5	6954	69	GO:0046872	metal ion binding	0.8381	0.5459	0.2922	Type1_DomainLoss	0	277	11	specialization
ENSG00000059145	ENST00000389221.9	16979	69	GO:0046872	metal ion binding	0.8947	0.5459	0.3487	Type1_DomainLoss	0	733	11	specialization
ENSG00000059145	ENST00000389221.9	16980	69	GO:0046872	metal ion binding	0.8947	0.5459	0.3487	Type1_DomainLoss	0	733	11	specialization
ENSG00000140632	ENST00000321919.14	8771	8	GO:0003677	DNA binding	0.6991	0.4076	0.2915	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8771	9	GO:0003682	chromatin binding	0.7414	0.3978	0.3436	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8771	39	GO:0005515	protein binding	0.7553	0.6122	0.1431	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8771	61	GO:0042393	histone binding	0.6881	0.356	0.3321	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8772	8	GO:0003677	DNA binding	0.6991	0.4076	0.2915	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8772	9	GO:0003682	chromatin binding	0.7414	0.3978	0.3436	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8772	39	GO:0005515	protein binding	0.7553	0.6122	0.1431	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000321919.14	8772	61	GO:0042393	histone binding	0.6881	0.356	0.3321	Type3_SameDomain	1	553	9	specialization
ENSG00000140632	ENST00000588732.5	29427	8	GO:0003677	DNA binding	0.6036	0.4076	0.196	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29427	9	GO:0003682	chromatin binding	0.5561	0.3978	0.1583	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29427	39	GO:0005515	protein binding	0.7197	0.6122	0.1076	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29427	61	GO:0042393	histone binding	0.5266	0.356	0.1705	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29428	8	GO:0003677	DNA binding	0.6036	0.4076	0.196	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29428	9	GO:0003682	chromatin binding	0.5561	0.3978	0.1583	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29428	39	GO:0005515	protein binding	0.7197	0.6122	0.1076	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000588732.5	29428	61	GO:0042393	histone binding	0.5266	0.356	0.1705	Type1_DomainLoss	0	484	9	specialization
ENSG00000140632	ENST00000591451.5	29602	8	GO:0003677	DNA binding	0.6943	0.4076	0.2868	Type3_SameDomain	1	547	9	specialization
ENSG00000140632	ENST00000591451.5	29602	9	GO:0003682	chromatin binding	0.7503	0.3978	0.3525	Type3_SameDomain	1	547	9	specialization
ENSG00000140632	ENST00000591451.5	29602	39	GO:0005515	protein binding	0.7534	0.6122	0.1412	Type3_SameDomain	1	547	9	specialization
ENSG00000140632	ENST00000591451.5	29602	61	GO:0042393	histone binding	0.697	0.356	0.341	Type3_SameDomain	1	547	9	specialization
ENSG00000067365	ENST00000381920.8	16717	39	GO:0005515	protein binding	0.7154	0.6411	0.0743	Type3_SameDomain	1	404	4	specialization
ENSG00000048471	ENST00000566228.6	28558	59	GO:0035091	phosphatidylinositol binding	0.6196	0.4436	0.176	Type1_DomainLoss	0	813	3	specialization
ENSG00000048471	ENST00000566228.6	28559	59	GO:0035091	phosphatidylinositol binding	0.6196	0.4436	0.176	Type1_DomainLoss	0	813	3	specialization
ENSG00000103550	BambuTx1618	475	15	GO:0003723	RNA binding	0.7397	0.3496	0.3901	Type0_NoDomain	0	458	4	specialization
ENSG00000103550	BambuTx1618	475	39	GO:0005515	protein binding	0.6817	0.4611	0.2206	Type0_NoDomain	0	458	4	specialization
ENSG00000103550	ENST00000565844.1	28530	15	GO:0003723	RNA binding	0.5461	0.3496	0.1965	Type0_NoDomain	0	405	4	specialization
ENSG00000103550	ENST00000565844.1	28530	39	GO:0005515	protein binding	0.6048	0.4611	0.1437	Type0_NoDomain	0	405	4	specialization
ENSG00000103485	BambuTx1625	478	39	GO:0005515	protein binding	0.7089	0.436	0.2729	Type0_NoDomain	0	265	3	specialization
ENSG00000103485	BambuTx1625	478	62	GO:0042802	identical protein binding	0.3695	0.1787	0.1908	Type0_NoDomain	0	265	3	specialization
ENSG00000102882	ENST00000263025.9	4245	23	GO:0004674	protein serine/threonine kinase activity	0.7288	0.6777	0.051	Type3_SameDomain	1	350	6	specialization
ENSG00000102882	ENST00000322266.9	8814	23	GO:0004674	protein serine/threonine kinase activity	0.753	0.6777	0.0753	Type3_SameDomain	1	335	6	specialization
ENSG00000102882	ENST00000322266.9	8814	79	GO:0140297	DNA-binding transcription factor binding	0.3613	0.2863	0.075	Type3_SameDomain	1	335	6	specialization
ENSG00000140798	BambuTx3404	1064	41	GO:0005524	ATP binding	0.7834	0.6591	0.1242	Type3_SameDomain	1	140	2	specialization
ENSG00000140798	BambuTx3404	1064	51	GO:0016887	ATP hydrolysis activity	0.8253	0.7523	0.0731	Type3_SameDomain	1	140	2	specialization
ENSG00000102871	ENST00000345057.9	11007	39	GO:0005515	protein binding	0.7235	0.6289	0.0946	Type3_SameDomain	1	312	3	specialization
ENSG00000102871	ENST00000345057.9	11007	56	GO:0030674	protein-macromolecule adaptor activity	0.4356	0.3696	0.066	Type3_SameDomain	1	312	3	specialization
ENSG00000102878	ENST00000434833.6	21168	81	GO:1990837	sequence-specific double-stranded DNA binding	0.7598	0.6657	0.0941	Type0_NoDomain	0	315	4	specialization
ENSG00000103066	BambuTx1645	497	43	GO:0005543	phospholipid binding	0.5677	0.3561	0.2116	Type0_NoDomain	0	444	4	specialization
ENSG00000103066	BambuTx1645	497	47	GO:0008270	zinc ion binding	0.5581	0.4412	0.1169	Type0_NoDomain	0	444	4	specialization
ENSG00000103066	ENST00000219345.10	2099	39	GO:0005515	protein binding	0.6259	0.5664	0.0595	Type0_NoDomain	0	412	4	specialization
ENSG00000103066	ENST00000219345.10	2099	43	GO:0005543	phospholipid binding	0.5707	0.3561	0.2145	Type0_NoDomain	0	412	4	specialization
ENSG00000103066	ENST00000219345.10	2099	47	GO:0008270	zinc ion binding	0.5793	0.4412	0.1381	Type0_NoDomain	0	412	4	specialization
ENSG00000103066	ENST00000566188.5	28555	47	GO:0008270	zinc ion binding	0.5641	0.4412	0.1229	Type0_NoDomain	0	262	4	specialization
ENSG00000182149	ENST00000378798.9	16127	68	GO:0045296	cadherin binding	0.767	0.6889	0.078	Type0_NoDomain	0	335	11	specialization
ENSG00000182149	ENST00000378798.9	16128	68	GO:0045296	cadherin binding	0.767	0.6889	0.078	Type0_NoDomain	0	335	11	specialization
ENSG00000182149	ENST00000378799.11	16129	68	GO:0045296	cadherin binding	0.739	0.6889	0.05	Type0_NoDomain	0	366	11	specialization
ENSG00000182149	ENST00000378799.11	16130	68	GO:0045296	cadherin binding	0.739	0.6889	0.05	Type0_NoDomain	0	366	11	specialization
ENSG00000182149	ENST00000378799.11	16131	68	GO:0045296	cadherin binding	0.739	0.6889	0.05	Type0_NoDomain	0	366	11	specialization
ENSG00000140876	BambuTx1653	507	0	GO:0000287	magnesium ion binding	0.6655	0.5735	0.092	Type3_SameDomain	1	213	4	specialization
ENSG00000140876	ENST00000268533.9	4994	0	GO:0000287	magnesium ion binding	0.6899	0.5735	0.1164	Type3_SameDomain	1	261	4	specialization
ENSG00000140876	ENST00000564085.5	28453	0	GO:0000287	magnesium ion binding	0.6939	0.5735	0.1204	Type3_SameDomain	1	193	4	specialization
ENSG00000103257	BambuTx1665	514	55	GO:0022857	transmembrane transporter activity	0.8884	0.6725	0.2159	Type0_NoDomain	1	330	12	specialization
ENSG00000103257	BambuTx1665	515	55	GO:0022857	transmembrane transporter activity	0.8884	0.6725	0.2159	Type0_NoDomain	1	330	12	specialization
ENSG00000103257	BambuTx1665	516	55	GO:0022857	transmembrane transporter activity	0.8884	0.6725	0.2159	Type0_NoDomain	1	330	12	specialization
ENSG00000103257	BambuTx1666	517	55	GO:0022857	transmembrane transporter activity	0.8996	0.6725	0.2271	Type0_NoDomain	1	352	12	specialization
ENSG00000103257	BambuTx1666	518	55	GO:0022857	transmembrane transporter activity	0.8996	0.6725	0.2271	Type0_NoDomain	1	352	12	specialization
ENSG00000103257	BambuTx1666	519	55	GO:0022857	transmembrane transporter activity	0.8996	0.6725	0.2271	Type0_NoDomain	1	352	12	specialization
ENSG00000103257	ENST00000261622.5	3920	39	GO:0005515	protein binding	0.6666	0.6048	0.0618	Type0_NoDomain	1	507	12	specialization
ENSG00000103257	ENST00000261622.5	3920	55	GO:0022857	transmembrane transporter activity	0.8797	0.6725	0.2072	Type0_NoDomain	1	507	12	specialization
ENSG00000103257	ENST00000261622.5	3921	39	GO:0005515	protein binding	0.6666	0.6048	0.0618	Type0_NoDomain	1	507	12	specialization
ENSG00000103257	ENST00000261622.5	3921	55	GO:0022857	transmembrane transporter activity	0.8797	0.6725	0.2072	Type0_NoDomain	1	507	12	specialization
ENSG00000103257	ENST00000261622.5	3922	39	GO:0005515	protein binding	0.6666	0.6048	0.0618	Type0_NoDomain	1	507	12	specialization
ENSG00000103257	ENST00000261622.5	3922	55	GO:0022857	transmembrane transporter activity	0.8797	0.6725	0.2072	Type0_NoDomain	1	507	12	specialization
ENSG00000129993	BambuTx1669	521	14	GO:0003714	transcription corepressor activity	0.5038	0.3599	0.1439	Type3_SameDomain	2	592	9	specialization
ENSG00000129993	BambuTx1669	521	39	GO:0005515	protein binding	0.7872	0.6651	0.1221	Type3_SameDomain	2	592	9	specialization
ENSG00000129993	BambuTx1669	522	14	GO:0003714	transcription corepressor activity	0.5038	0.3599	0.1439	Type3_SameDomain	2	592	9	specialization
ENSG00000129993	BambuTx1669	522	39	GO:0005515	protein binding	0.7872	0.6651	0.1221	Type3_SameDomain	2	592	9	specialization
ENSG00000129993	BambuTx1670	523	14	GO:0003714	transcription corepressor activity	0.4775	0.3599	0.1176	Type3_SameDomain	2	550	9	specialization
ENSG00000129993	BambuTx1670	523	39	GO:0005515	protein binding	0.8081	0.6651	0.143	Type3_SameDomain	2	550	9	specialization
ENSG00000129993	ENST00000327483.9	9238	14	GO:0003714	transcription corepressor activity	0.4927	0.3599	0.1328	Type1_DomainLoss	0	567	9	specialization
ENSG00000129993	ENST00000327483.9	9238	39	GO:0005515	protein binding	0.8013	0.6651	0.1362	Type1_DomainLoss	0	567	9	specialization
ENSG00000129993	ENST00000327483.9	9239	14	GO:0003714	transcription corepressor activity	0.4927	0.3599	0.1328	Type1_DomainLoss	0	567	9	specialization
ENSG00000129993	ENST00000327483.9	9239	39	GO:0005515	protein binding	0.8013	0.6651	0.1362	Type1_DomainLoss	0	567	9	specialization
ENSG00000129993	ENST00000327483.9	9240	14	GO:0003714	transcription corepressor activity	0.4927	0.3599	0.1328	Type1_DomainLoss	0	567	9	specialization
ENSG00000129993	ENST00000327483.9	9240	39	GO:0005515	protein binding	0.8013	0.6651	0.1362	Type1_DomainLoss	0	567	9	specialization
ENSG00000174238	BambuTx1676	525	39	GO:0005515	protein binding	0.5699	0.4978	0.0721	Type0_NoDomain	1	168	5	specialization
ENSG00000174238	BambuTx1676	526	39	GO:0005515	protein binding	0.5699	0.4978	0.0721	Type0_NoDomain	1	168	5	specialization
ENSG00000174238	BambuTx1676	527	39	GO:0005515	protein binding	0.5699	0.4978	0.0721	Type0_NoDomain	1	168	5	specialization
ENSG00000127804	ENST00000263092.11	4261	15	GO:0003723	RNA binding	0.6917	0.5257	0.166	Type0_NoDomain	0	562	4	specialization
ENSG00000127804	ENST00000263092.11	4262	15	GO:0003723	RNA binding	0.6917	0.5257	0.166	Type0_NoDomain	0	562	4	specialization
ENSG00000127804	ENST00000263092.11	4263	15	GO:0003723	RNA binding	0.6917	0.5257	0.166	Type0_NoDomain	0	562	4	specialization
ENSG00000167840	ENST00000250076.8	3094	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.7971	0.7225	0.0746	Type3_SameDomain	2	444	10	specialization
ENSG00000167840	ENST00000250076.8	3094	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.9048	0.849	0.0558	Type3_SameDomain	2	444	10	specialization
ENSG00000167840	ENST00000573015.6	28856	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.7982	0.7225	0.0757	Type3_SameDomain	2	417	10	specialization
ENSG00000167840	ENST00000573015.6	28856	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.9121	0.849	0.0631	Type3_SameDomain	2	417	10	specialization
ENSG00000167840	ENST00000575898.5	28954	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.7987	0.7225	0.0762	Type3_SameDomain	2	441	10	specialization
ENSG00000167840	ENST00000575898.5	28954	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.9068	0.849	0.0578	Type3_SameDomain	2	441	10	specialization
ENSG00000167840	ENST00000696536.1	35476	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.7941	0.7225	0.0716	Type3_SameDomain	2	420	10	specialization
ENSG00000167840	ENST00000696536.1	35476	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.9137	0.849	0.0647	Type3_SameDomain	2	420	10	specialization
ENSG00000167840	ENST00000696538.1	35477	3	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0.7982	0.7225	0.0757	Type3_SameDomain	2	417	10	specialization
ENSG00000167840	ENST00000696538.1	35477	4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.9121	0.849	0.0631	Type3_SameDomain	2	417	10	specialization
ENSG00000132530	ENST00000361842.8	13016	47	GO:0008270	zinc ion binding	0.6044	0.5232	0.0813	Type0_NoDomain	0	312	2	specialization
ENSG00000187824	ENST00000455996.6	22577	39	GO:0005515	protein binding	0.6456	0.569	0.0766	Type0_NoDomain	0	207	3	specialization
ENSG00000141127	ENST00000536323.5	26791	62	GO:0042802	identical protein binding	0.3647	0.3053	0.0594	Type0_NoDomain	0	283	3	specialization
ENSG00000141698	BambuTx1718	559	0	GO:0000287	magnesium ion binding	0.6224	0.5432	0.0792	Type0_NoDomain	0	292	5	specialization
ENSG00000141698	ENST00000435506.7	21210	0	GO:0000287	magnesium ion binding	0.616	0.5432	0.0728	Type0_NoDomain	0	300	5	specialization
ENSG00000177469	BambuTx1720	564	62	GO:0042802	identical protein binding	0.4397	0.3798	0.0599	Type0_NoDomain	0	265	4	specialization
ENSG00000068120	BambuTx1722	565	41	GO:0005524	ATP binding	0.8225	0.7316	0.0909	Type0_NoDomain	0	269	3	specialization
ENSG00000068120	ENST00000393818.3	17528	19	GO:0003824	catalytic activity	0.541	0.3715	0.1695	Type0_NoDomain	0	564	3	specialization
ENSG00000068120	ENST00000393818.3	17528	39	GO:0005515	protein binding	0.714	0.6177	0.0963	Type0_NoDomain	0	564	3	specialization
ENSG00000068120	ENST00000421097.6	20174	19	GO:0003824	catalytic activity	0.541	0.3715	0.1695	Type0_NoDomain	0	564	3	specialization
ENSG00000068120	ENST00000421097.6	20174	39	GO:0005515	protein binding	0.714	0.6177	0.0963	Type0_NoDomain	0	564	3	specialization
ENSG00000161649	ENST00000317310.5	8360	27	GO:0004888	transmembrane signaling receptor activity	0.6879	0.5116	0.1763	Type3_SameDomain	1	332	3	specialization
ENSG00000161649	ENST00000317310.5	8360	39	GO:0005515	protein binding	0.6671	0.5903	0.0768	Type3_SameDomain	1	332	3	specialization
ENSG00000161649	ENST00000700726.1	35828	27	GO:0004888	transmembrane signaling receptor activity	0.7767	0.5116	0.2651	Type3_SameDomain	1	247	3	specialization
ENSG00000161649	ENST00000700726.1	35828	39	GO:0005515	protein binding	0.6776	0.5903	0.0873	Type3_SameDomain	1	247	3	specialization
ENSG00000181513	BambuTx1727	568	39	GO:0005515	protein binding	0.7347	0.6304	0.1043	Type0_NoDomain	0	305	8	specialization
ENSG00000181513	ENST00000321854.13	8762	39	GO:0005515	protein binding	0.7347	0.6304	0.1043	Type0_NoDomain	0	305	8	specialization
ENSG00000181513	ENST00000321854.13	8763	39	GO:0005515	protein binding	0.7347	0.6304	0.1043	Type0_NoDomain	0	305	8	specialization
ENSG00000153944	BambuTx1737	578	7	GO:0003676	nucleic acid binding	0.9753	0.7094	0.2659	Type3_SameDomain	1	328	7	specialization
ENSG00000153944	BambuTx1737	578	15	GO:0003723	RNA binding	0.9507	0.7076	0.2431	Type3_SameDomain	1	328	7	specialization
ENSG00000153944	BambuTx1737	578	16	GO:0003729	mRNA binding	0.6136	0.4271	0.1864	Type3_SameDomain	1	328	7	specialization
ENSG00000153944	BambuTx1737	578	39	GO:0005515	protein binding	0.5642	0.4839	0.0803	Type3_SameDomain	1	328	7	specialization
ENSG00000153944	BambuTx1737	578	62	GO:0042802	identical protein binding	0.2406	0.1802	0.0604	Type3_SameDomain	1	328	7	specialization
ENSG00000153944	BambuTx1738	579	7	GO:0003676	nucleic acid binding	0.9838	0.7094	0.2744	Type3_SameDomain	1	283	7	specialization
ENSG00000153944	BambuTx1738	579	15	GO:0003723	RNA binding	0.9604	0.7076	0.2528	Type3_SameDomain	1	283	7	specialization
ENSG00000153944	BambuTx1738	579	16	GO:0003729	mRNA binding	0.6187	0.4271	0.1916	Type3_SameDomain	1	283	7	specialization
ENSG00000153944	BambuTx1738	579	39	GO:0005515	protein binding	0.5751	0.4839	0.0912	Type3_SameDomain	1	283	7	specialization
ENSG00000153944	BambuTx1738	579	62	GO:0042802	identical protein binding	0.2587	0.1802	0.0785	Type3_SameDomain	1	283	7	specialization
ENSG00000153944	ENST00000284073.7	5724	7	GO:0003676	nucleic acid binding	0.9761	0.7094	0.2667	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5724	15	GO:0003723	RNA binding	0.944	0.7076	0.2365	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5724	16	GO:0003729	mRNA binding	0.6204	0.4271	0.1933	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5724	39	GO:0005515	protein binding	0.5481	0.4839	0.0642	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5725	7	GO:0003676	nucleic acid binding	0.9761	0.7094	0.2667	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5725	15	GO:0003723	RNA binding	0.944	0.7076	0.2365	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5725	16	GO:0003729	mRNA binding	0.6204	0.4271	0.1933	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000284073.7	5725	39	GO:0005515	protein binding	0.5481	0.4839	0.0642	Type1_DomainLoss	0	328	7	specialization
ENSG00000153944	ENST00000581523.5	29131	7	GO:0003676	nucleic acid binding	0.9678	0.7094	0.2584	Type3_SameDomain	1	106	7	specialization
ENSG00000153944	ENST00000581523.5	29131	15	GO:0003723	RNA binding	0.89	0.7076	0.1824	Type3_SameDomain	1	106	7	specialization
