tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary	severity_score	domain_binary_faithful
muscle	ENSG00000053900.11	8188	1270	8188	1270	0	29	0	0	-0.0334482758620689	0	0.2929314076900482	0
muscle	ENSG00000197712.12	12389	1271	12389	1271	0	173	0	0	0.1938486842105263	0	1.2816309928894043	0
muscle	ENSG00000197712.12	12389	1272	1272	12389	1	21	0	1	0.033047619047619	0	-0.4091939330101013	0
muscle	ENSG00000197712.12	12389	25547	12389	25547	0	207	0	1	0.2218502415458937	0	2.8155007362365723	0
muscle	ENSG00000078177.15	3872	1273	3872	1273	0	1193	0	1	0.1509547359597653	1	-1.6623209714889526	0
muscle	ENSG00000078177.15	3872	25333	3872	25333	0	80	0	1	0.1634625	0	0.6190895438194275	0
muscle	ENSG00000078177.15	3872	25334	3872	25334	0	80	0	1	0.1634625	0	0.6190895438194275	0
muscle	ENSG00000078177.15	3872	36100	3872	36100	0	80	1	1	0.1634625	0	0.6190895438194275	1
muscle	ENSG00000078177.15	3872	36101	3872	36101	0	80	1	1	0.1634625	0	0.6190895438194275	1
muscle	ENSG00000066185.13	14713	1274	14713	1274	0	262	1	1	0.0411755725190839	1	5.608590126037598	1
muscle	ENSG00000064042.18	24868	1275	24868	1275	0	1306	1	0	0.2132748226950354	1	-3.1252529621124268	0
muscle	ENSG00000064042.18	24868	8067	24868	8067	0	715	1	0	0.2190202205882352	1	-2.115773677825928	1
muscle	ENSG00000064042.18	24868	16696	24868	16696	0	587	0	0	0.2274810996563574	1	-2.8168864250183105	0
muscle	ENSG00000064042.18	24868	18180	24868	18180	0	575	0	0	0.2265350877192982	1	-2.5254271030426025	0
muscle	ENSG00000064042.18	24868	25163	24868	25163	0	747	1	0	0.2265350877192982	1	-1.7971311807632446	1
muscle	ENSG00000064042.18	24868	25335	24868	25335	0	570	0	0	0.2265350877192982	0	-2.567638397216797	0
muscle	ENSG00000064042.18	24868	25399	24868	25399	0	816	1	0	0.2277399380804953	1	-3.3845601081848145	1
muscle	ENSG00000064042.18	24868	25417	24868	25417	0	748	1	0	0.2265350877192982	1	-1.8574914932250977	1
muscle	ENSG00000109171.15	4512	1276	1276	4512	1	27	0	0	0.1755925925925925	0	-0.4900939166545868	0
muscle	ENSG00000109171.15	4512	25366	4512	25366	0	208	0	1	0.2043736263736263	1	-0.2108330726623535	0
muscle	ENSG00000163069.13	16650	1277	16650	1277	0	99	0	1	0.0519898989898989	0	2.409240961074829	0
muscle	ENSG00000163069.13	16650	1278	16650	1278	0	99	0	1	0.0519898989898989	0	2.409240961074829	0
muscle	ENSG00000163069.13	16650	1279	16650	1279	0	70	0	1	0.0746857142857142	0	3.489169120788574	0
muscle	ENSG00000163069.13	16650	1280	16650	1280	0	99	0	1	0.0519898989898989	0	2.409240961074829	0
muscle	ENSG00000197530.13	11787	23753	11787	23753	0	947	1	1	0.0995696202531645	1	21.4123649597168	1
muscle	ENSG00000197530.13	11787	24958	24958	11787	1	14	0	1	0.3062857142857143	0	-0.1776239573955536	0
muscle	ENSG00000197530.13	11787	25826	25826	11787	1	18	0	1	0.3062857142857143	0	-0.1093134135007858	0
muscle	ENSG00000018189.13	16580	1284	1284	16580	1	138	0	1	0.2998514851485149	0	0.2129864245653152	0
muscle	ENSG00000018189.13	16580	2368	16580	2368	0	169	0	0	0.2057730061349693	1	3.136682510375977	0
muscle	ENSG00000174796.12	7878	1285	7878	1285	0	41	0	1	0.0714146341463414	0	1.7949049472808838	0
muscle	ENSG00000174796.12	7878	16538	7878	16538	0	42	0	0	0.0873095238095238	0	-1.2445275783538818	0
muscle	ENSG00000138744.17	5855	1286	5855	1286	0	36	0	0	0.0395277777777777	1	0.0946976393461227	0
muscle	ENSG00000138744.17	5855	25091	5855	25091	0	192	0	0	0.0487239583333333	1	5.172438144683838	0
muscle	ENSG00000138744.17	5855	25133	5855	25133	0	36	0	0	0.0395277777777777	1	0.0946976393461227	0
muscle	ENSG00000189157.14	20426	1289	1289	20426	1	15	0	0	-0.0478666666666666	0	-0.9034889340400696	0
muscle	ENSG00000189157.14	20426	1290	20426	1290	0	183	0	1	0.1538154761904761	1	1.2959879636764526	0
muscle	ENSG00000189157.14	20426	25262	20426	25262	0	153	0	1	0.162376923076923	1	1.2494921684265137	0
muscle	ENSG00000138758.12	4625	1293	4625	1293	0	5	0	0	0.1533333333333333	1	-0.1154464930295944	0
muscle	ENSG00000138758.12	4625	24840	4625	24840	0	5	0	0	-0.0459999999999999	1	-0.2326660603284835	0
muscle	ENSG00000170502.13	7002	1294	7002	1294	0	29	0	1	-0.0193571428571428	0	0.4726119339466095	0
muscle	ENSG00000170502.13	7002	21532	7002	21532	0	66	0	0	0.1836818181818181	0	-1.073798418045044	0
muscle	ENSG00000170502.13	7002	23528	7002	23528	0	50	0	1	-0.0147199999999999	0	0.0351003110408782	0
muscle	ENSG00000065978.19	8720	1295	8720	1295	0	30	0	0	0.1848999999999999	0	1.6661734580993652	0
muscle	ENSG00000065978.19	8720	21296	21296	8720	1	196	0	1	0.2408699186991869	0	-9.773222923278809	0
muscle	ENSG00000168785.8	7292	1297	7292	1297	0	49	0	1	-0.1045714285714285	0	4.217677116394043	0
muscle	ENSG00000168785.8	7292	25187	7292	25187	0	136	0	0	0.016787037037037	1	8.04527759552002	0
muscle	ENSG00000070190.13	25382	1298	1298	25382	1	627	1	1	0.1908497536945813	1	-16.576168060302734	1
muscle	ENSG00000070190.13	25382	1299	1299	25382	1	627	1	1	0.1908497536945813	1	-16.576168060302734	1
muscle	ENSG00000109332.20	22449	1300	1300	22449	1	4	1	0	0.0359999999999999	1	-0.0099498592317104	1
muscle	ENSG00000109332.20	22449	12058	12058	22449	1	9	1	1	0.1903333333333333	0	-0.2966475486755371	1
muscle	ENSG00000109332.20	22449	25125	22449	25125	0	29	1	1	0.1935862068965517	0	0.2735828161239624	1
muscle	ENSG00000109332.20	22449	25161	22449	25161	0	29	1	1	0.1935862068965517	0	0.2735828161239624	1
muscle	ENSG00000155016.18	9667	1302	9667	1302	0	212	0	0	0.035504716981132	1	3.4696624279022217	0
muscle	ENSG00000155016.18	9667	25430	9667	25430	0	376	0	0	0.057188829787234	1	2.115275382995605	0
muscle	ENSG00000005059.16	17738	1303	17738	1303	0	88	0	1	0.142090909090909	0	-0.7452980279922485	0
muscle	ENSG00000145388.15	16938	1304	16938	1304	0	186	0	0	0.1388121212121212	1	-0.094659686088562	0
muscle	ENSG00000164056.11	32616	31120	31120	32616	1	61	0	1	0.1608688524590164	0	-1.753309726715088	0
muscle	ENSG00000164074.17	32049	1308	32049	1308	0	397	0	1	0.0734157608695652	1	-1.029242992401123	0
muscle	ENSG00000164169.13	8831	1311	8831	1311	0	305	0	1	0.0668131147540983	0	4.767061233520508	0
muscle	ENSG00000164169.13	8831	1312	8831	1312	0	305	0	1	0.0668131147540983	0	4.767061233520508	0
muscle	ENSG00000164169.13	8831	25538	8831	25538	0	113	0	1	0.0790176991150442	0	0.2906622290611267	0
muscle	ENSG00000129116.20	25012	1314	25012	1314	0	1177	1	1	0.1772488563586459	1	25.74420928955078	1
muscle	ENSG00000129116.20	25012	1315	25012	1315	0	1177	1	1	0.1772488563586459	1	25.744203567504883	1
muscle	ENSG00000129116.20	25012	1317	25012	1317	0	663	0	1	0.1775212224108658	1	-0.1414960622787475	0
muscle	ENSG00000129116.20	25012	1318	25012	1318	0	663	0	1	0.1775212224108658	1	-0.1414960622787475	0
muscle	ENSG00000129116.20	25012	3891	25012	3891	0	17	0	0	0.2478235294117647	0	-0.0642891228199005	0
muscle	ENSG00000129116.20	25012	3892	25012	3892	0	17	0	0	0.2478235294117647	0	-0.0642891228199005	0
muscle	ENSG00000129116.20	25012	25114	25012	25114	0	845	1	1	0.1930138888888889	1	-3.5887138843536377	1
muscle	ENSG00000129116.20	25012	25115	25012	25115	0	845	1	1	0.1930138888888889	1	-3.5887138843536377	1
muscle	ENSG00000129116.20	25012	25117	25012	25117	0	734	1	1	0.1783970345963756	1	0.2707599997520447	1
muscle	ENSG00000129116.20	25012	25118	25012	25118	0	734	1	1	0.1783970345963756	1	0.2707599997520447	1
muscle	ENSG00000164118.13	24908	1319	1319	24908	1	46	0	0	0.0850666666666666	1	-1.001645803451538	0
muscle	ENSG00000164118.13	24908	22662	22662	24908	1	46	0	0	0.0850666666666666	1	-1.001645803451538	0
muscle	ENSG00000186352.9	9864	1320	9864	1320	0	269	1	1	0.1096234567901234	1	15.058082580566406	1
muscle	ENSG00000186352.9	9864	1321	9864	1321	0	27	1	1	0.0615925925925925	0	-2.76076078414917	1
muscle	ENSG00000186352.9	9864	1322	9864	1322	0	27	1	1	0.0615925925925925	0	-2.76076078414917	1
muscle	ENSG00000168491.10	7470	1323	7470	1323	0	387	0	1	0.1632933333333333	0	-2.299974203109741	0
muscle	ENSG00000168491.10	7470	25077	7470	25077	0	718	0	1	0.1589554317548746	1	4.647101879119873	0
muscle	ENSG00000171421.13	24983	1324	1324	24983	1	83	0	1	0.1964999999999999	0	-6.496004104614258	0
muscle	ENSG00000171421.13	24983	25199	25199	24983	1	26	0	1	0.2828846153846154	0	-2.096298217773437	0
muscle	ENSG00000124279.12	4575	5638	4575	5638	0	470	1	1	0.0731723404255319	1	4.696737289428711	1
muscle	ENSG00000124279.12	4575	25081	4575	25081	0	94	0	0	0.0880379746835443	1	2.3375909328460693	0
muscle	ENSG00000124279.12	4575	25459	4575	25459	0	564	1	1	0.0753394160583941	1	23.44101333618164	1
muscle	ENSG00000132773.12	14569	1328	14569	1328	0	258	1	0	0.2002578125	1	-6.129636764526367	1
muscle	ENSG00000132773.12	14569	1329	14569	1329	0	258	1	0	0.2002578125	1	-6.129636764526367	1
muscle	ENSG00000152620.13	16718	1330	1330	16718	1	22	0	0	0.0001363636363636	0	-0.516165018081665	0
muscle	ENSG00000039537.16	10165	1334	10165	1334	0	319	1	1	0.1109341692789968	0	3.464259624481201	1
muscle	ENSG00000151876.13	5612	1335	5612	1335	0	97	0	0	0.0389868421052631	1	2.9425578117370605	0
muscle	ENSG00000151876.13	5612	25208	5612	25208	0	93	0	0	0.0642674418604651	0	1.6135220527648926	0
muscle	ENSG00000062194.16	25039	20407	20407	25039	1	20	0	0	0.1609	0	-0.4134042263031006	0
muscle	ENSG00000062194.16	25039	20408	20408	25039	1	20	0	0	0.1609	0	-0.4134042263031006	0
muscle	ENSG00000062194.16	25039	25317	25039	25317	0	22	0	0	0.2147333333333333	0	0.0617991983890533	0
muscle	ENSG00000062194.16	25039	25516	25039	25516	0	171	0	1	0.1830058479532163	0	2.528703212738037	0
muscle	ENSG00000132840.10	3401	1341	3401	1341	0	213	0	1	0.1184037558685446	1	-2.664714813232422	0
muscle	ENSG00000132840.10	3401	1342	3401	1342	0	213	0	1	0.1184037558685446	1	-2.664714813232422	0
muscle	ENSG00000293465.2	1344	1343	1344	1343	0	26	0	1	-0.0386923076923076	0	-0.8358991146087646	0
muscle	ENSG00000185261.16	9377	1345	9377	1345	0	112	0	1	0.0779910714285714	0	-0.8330946564674377	0
muscle	ENSG00000177879.17	8311	1346	1346	8311	1	77	0	1	0.1995581395348837	0	-0.2091735601425171	0
muscle	ENSG00000177879.17	8311	17944	8311	17944	0	22	0	1	0.0268181818181818	0	1.3231070041656494	0
muscle	ENSG00000177879.17	8311	25052	8311	25052	0	38	0	0	0.0876842105263158	1	-1.1733604669570925	0
muscle	ENSG00000169570.10	25286	1347	1347	25286	1	20	0	0	0.08705	0	-1.1729084253311155	0
muscle	ENSG00000117480.16	2837	1348	2837	1348	0	16	0	0	-0.0621874999999999	0	-0.302754670381546	0
muscle	ENSG00000079277.22	14526	1355	14526	1355	0	82	0	1	0.1328292682926829	0	-3.265817403793335	0
muscle	ENSG00000079277.22	14526	1359	14526	1359	0	82	0	1	0.1328292682926829	0	-3.265817403793335	0
muscle	ENSG00000079277.22	14526	32416	14526	32416	0	158	0	1	0.1679155844155844	0	-4.8368754386901855	0
muscle	ENSG00000079277.22	14526	32463	14526	32463	0	72	0	1	0.1293611111111111	0	-2.98569393157959	0
muscle	ENSG00000072682.20	12684	1356	12684	1356	0	27	0	1	0.2211851851851852	0	-0.2782098948955536	0
muscle	ENSG00000072682.20	12684	1725	12684	1725	0	39	0	1	0.2400588235294117	0	-0.4590043425559997	0
muscle	ENSG00000072682.20	12684	16179	12684	16179	0	27	0	1	0.2211851851851852	0	-0.2782098948955536	0
muscle	ENSG00000072682.20	12684	16185	16185	12684	1	18	0	0	0.037090909090909	0	0.1547117829322815	0
muscle	ENSG00000164615.6	6553	1358	6553	1358	0	22	0	0	-0.0753636363636363	0	1.0471713542938232	0
muscle	ENSG00000164615.6	6553	33592	6553	33592	0	63	0	0	0.005031746031746	1	0.1056871190667152	0
muscle	ENSG00000164615.6	6553	33782	6553	33782	0	1	0	1	0.736	0	0.0380616188049316	0
muscle	ENSG00000120314.19	12296	1361	12296	1361	0	471	0	1	0.1058830083565459	1	22.74465751647949	0
muscle	ENSG00000120314.19	12296	1362	12296	1362	0	471	0	1	0.1058830083565459	1	22.74465751647949	0
muscle	ENSG00000171992.13	7481	1365	7481	1365	0	223	0	0	0.3160358744394619	1	1.110267162322998	0
muscle	ENSG00000171992.13	7481	1366	7481	1366	0	223	0	0	0.3160358744394619	1	1.110267162322998	0
muscle	ENSG00000171992.13	7481	1367	7481	1367	0	223	0	0	0.3160358744394619	1	1.110267162322998	0
muscle	ENSG00000171992.13	7481	17642	17642	7481	1	464	0	1	0.2672073170731707	0	-1.231985330581665	0
muscle	ENSG00000171992.13	7481	17643	17643	7481	1	464	0	1	0.2672073170731707	0	-1.231985330581665	0
muscle	ENSG00000171992.13	7481	25760	7481	25760	0	223	0	0	0.3160358744394619	1	1.110267162322998	0
muscle	ENSG00000171992.13	7481	25761	7481	25761	0	223	0	0	0.3160358744394619	1	1.110267162322998	0
muscle	ENSG00000186335.9	9870	1368	9870	1368	0	90	0	0	0.0030555555555555	1	-0.1085297614336013	0
muscle	ENSG00000186335.9	9870	1369	9870	1369	0	327	0	0	-0.0470644171779141	1	2.9549334049224854	0
muscle	ENSG00000186335.9	9870	25654	9870	25654	0	198	0	1	0.046550505050505	0	1.0992461442947388	0
muscle	ENSG00000186335.9	9870	25655	9870	25655	0	198	0	1	0.046550505050505	0	1.0992461442947388	0
muscle	ENSG00000186335.9	9870	25680	9870	25680	0	276	0	1	0.0073079710144927	1	2.128908157348633	0
muscle	ENSG00000186335.9	9870	25681	9870	25681	0	276	0	1	0.0073079710144927	1	2.128908157348633	0
muscle	ENSG00000186335.9	9870	25682	9870	25682	0	276	0	1	0.0073079710144927	1	2.128908157348633	0
muscle	ENSG00000186335.9	9870	25900	9870	25900	0	88	0	0	-0.005465909090909	1	-0.0581895932555198	0
muscle	ENSG00000177556.12	1371	1370	1371	1370	0	32	0	1	-0.0608749999999999	0	-1.2935035228729248	0
muscle	ENSG00000170584.12	7059	1373	1373	7059	1	156	1	1	0.130144578313253	1	14.892955780029297	1
muscle	ENSG00000170584.12	7059	1374	1374	7059	1	156	1	1	0.130144578313253	1	14.892955780029297	1
muscle	ENSG00000051596.10	4680	1375	4680	1375	0	56	0	0	0.1124255319148936	1	0.9199362993240356	0
muscle	ENSG00000085831.16	34067	1376	34067	1376	0	27	0	1	0.222074074074074	0	0.3103770017623901	0
muscle	ENSG00000085831.16	34067	26403	34067	26403	0	356	0	1	0.0380252808988764	1	7.771979808807373	0
muscle	ENSG00000087206.17	25324	1379	25324	1379	0	321	0	1	0.2095704225352112	1	-1.5957982540130615	0
muscle	ENSG00000087206.17	25324	1380	25324	1380	0	283	0	1	0.2102862190812721	1	-2.5647311210632324	0
muscle	ENSG00000087206.17	25324	15816	25324	15816	0	46	0	1	0.358586956521739	0	-0.2804615795612335	0
muscle	ENSG00000196923.14	11794	1381	11794	1381	0	306	1	1	0.1610620689655172	1	9.479427337646484	1
muscle	ENSG00000196923.14	11794	11735	11794	11735	0	278	1	1	0.1560646387832699	1	8.354144096374512	1
muscle	ENSG00000196923.14	11794	12577	11794	12577	0	51	0	1	0.2429607843137255	0	-0.8606410026550293	0
muscle	ENSG00000027847.14	1633	1382	1382	1633	1	54	0	1	0.2675555555555556	0	-2.396327018737793	0
muscle	ENSG00000027847.14	1633	1383	1383	1633	1	54	0	1	0.2675555555555556	0	-2.396327018737793	0
muscle	ENSG00000145911.6	5337	1387	5337	1387	0	332	0	1	0.1966716867469879	1	-1.8758139610290527	0
muscle	ENSG00000145911.6	5337	1388	5337	1388	0	332	0	1	0.1966716867469879	1	-1.8758139610290527	0
muscle	ENSG00000198939.8	12877	1389	1389	12877	1	49	1	1	0.2198979591836734	0	-1.4840493202209473	0
muscle	ENSG00000197226.13	11673	1390	11673	1390	0	825	1	0	0.1220778894472361	1	3.3971705436706543	1
muscle	ENSG00000197226.13	11673	11983	11983	11673	1	17	1	0	0.0817058823529411	0	-0.0660875141620636	1
muscle	ENSG00000197226.13	11673	11984	11984	11673	1	17	1	0	0.0817058823529411	0	-0.0660875141620636	1
muscle	ENSG00000124588.22	16463	1393	16463	1393	0	92	0	1	0.2055434782608695	0	-2.972158193588257	0
muscle	ENSG00000124588.22	16463	1394	16463	1394	0	92	0	1	0.2055434782608695	0	-2.972158193588257	0
muscle	ENSG00000124588.22	16463	10213	16463	10213	0	92	0	1	0.2055434782608695	0	-2.972158193588257	0
muscle	ENSG00000124588.22	16463	16462	16463	16462	0	74	0	1	0.068081081081081	1	0.4619207978248596	0
muscle	ENSG00000058804.12	14375	1395	14375	1395	0	115	0	1	-0.0867478260869565	0	-0.6984941363334656	0
muscle	ENSG00000058804.12	14375	1396	14375	1396	0	115	0	1	-0.0867478260869565	0	-0.6984941363334656	0
muscle	ENSG00000180822.12	21449	1397	21449	1397	0	67	0	1	0.0608392857142857	0	4.4032135009765625	0
muscle	ENSG00000180822.12	21449	20052	20052	21449	1	64	0	0	0.2174102564102563	0	-2.093583583831787	0
muscle	ENSG00000124787.14	16386	1398	16386	1398	0	141	0	1	0.0752836879432624	0	3.216613292694092	0
muscle	ENSG00000124787.14	16386	1399	16386	1399	0	141	0	1	0.0752836879432624	0	3.216613292694092	0
muscle	ENSG00000124523.17	30141	16211	30141	16211	0	108	0	1	0.0725648148148148	0	-0.425823450088501	0
muscle	ENSG00000124523.17	30141	16212	30141	16212	0	108	0	1	0.0725648148148148	0	-0.425823450088501	0
muscle	ENSG00000124523.17	30141	16213	30141	16213	0	108	0	1	0.0725648148148148	0	-0.425823450088501	0
muscle	ENSG00000124523.17	30141	16214	30141	16214	0	23	0	0	0.2132380952380952	1	-0.0969930812716484	0
muscle	ENSG00000124523.17	30141	34040	30141	34040	0	162	0	0	0.1118958333333333	1	3.198768138885498	0
muscle	ENSG00000124523.17	30141	34041	30141	34041	0	162	0	0	0.1118958333333333	1	3.198768138885498	0
muscle	ENSG00000124523.17	30141	34042	30141	34042	0	162	0	0	0.1118958333333333	1	3.198768138885498	0
muscle	ENSG00000124523.17	30141	34049	30141	34049	0	108	0	1	0.0725648148148148	0	-0.425823450088501	0
muscle	ENSG00000124523.17	30141	34050	30141	34050	0	108	0	1	0.0725648148148148	0	-0.425823450088501	0
muscle	ENSG00000124523.17	30141	34051	30141	34051	0	108	0	1	0.0725648148148148	0	-0.425823450088501	0
muscle	ENSG00000124523.17	30141	34114	30141	34114	0	58	0	0	0.1290862068965517	1	-0.2648828625679016	0
muscle	ENSG00000124523.17	30141	34115	30141	34115	0	58	0	0	0.1290862068965517	1	-0.2648828625679016	0
muscle	ENSG00000124523.17	30141	34116	30141	34116	0	58	0	0	0.1290862068965517	1	-0.2648828625679016	0
muscle	ENSG00000124523.17	30141	34117	30141	34117	0	58	0	0	0.1290862068965517	1	-0.2648828625679016	0
muscle	ENSG00000124523.17	30141	34258	30141	34258	0	183	0	0	0.1436571428571428	1	3.2373123168945312	0
muscle	ENSG00000124523.17	30141	34259	30141	34259	0	183	0	0	0.1436571428571428	1	3.2373123168945312	0
muscle	ENSG00000124523.17	30141	34260	30141	34260	0	183	0	0	0.1436571428571428	1	3.2373123168945312	0
muscle	ENSG00000180596.9	8106	1401	1401	8106	1	5	0	1	-0.2397999999999999	0	-0.2920171618461609	0
muscle	ENSG00000235109.8	10914	21246	10914	21246	0	201	1	1	0.1889900497512437	0	-2.63982892036438	1
muscle	ENSG00000235109.8	10914	30366	10914	30366	0	159	1	1	0.1912201257861635	0	-3.4885873794555664	1
muscle	ENSG00000058799.15	1678	23048	23048	1678	1	23	0	1	-0.0033043478260869	0	-1.1016061305999756	0
muscle	ENSG00000164530.15	15063	1404	15063	1404	0	193	0	0	0.2381968911917098	1	-4.479249954223633	0
muscle	ENSG00000124615.21	10508	1405	10508	1405	0	16	0	0	-0.046625	0	-0.2484074980020523	0
muscle	ENSG00000124615.21	10508	14917	10508	14917	0	251	0	0	0.1199601593625497	1	-6.2187089920043945	0
muscle	ENSG00000124615.21	10508	14918	10508	14918	0	251	0	0	0.1199601593625497	1	-6.2187089920043945	0
muscle	ENSG00000124615.21	10508	32028	10508	32028	0	298	0	1	0.1311911764705882	0	-4.927905082702637	0
muscle	ENSG00000124615.21	10508	32029	10508	32029	0	298	0	1	0.1311911764705882	0	-4.927905082702637	0
muscle	ENSG00000124574.16	14700	1407	14700	1407	0	391	0	1	0.0416195372750642	0	-4.36452579498291	0
muscle	ENSG00000081870.12	1796	1408	1408	1796	1	150	1	1	0.1472619047619047	1	-5.242221832275391	1
muscle	ENSG00000081870.12	1796	1414	1414	1796	1	28	0	1	0.2572142857142857	0	-0.6664636135101318	0
muscle	ENSG00000081870.12	1796	14362	14362	1796	1	122	0	0	0.1158469387755102	1	-5.529677391052246	0
muscle	ENSG00000153291.16	14354	1411	14354	1411	0	23	1	0	-4.347826086957491e-05	1	-0.1159763187170028	1
muscle	ENSG00000082269.17	20032	1415	20032	1415	0	1038	0	0	0.1206442687747035	1	1.1228491067886353	0
muscle	ENSG00000146281.6	5369	1417	5369	1417	0	277	0	0	0.076927797833935	1	2.195765495300293	0
muscle	ENSG00000146281.6	5369	1418	5369	1418	0	277	0	0	0.076927797833935	1	2.195765495300293	0
muscle	ENSG00000132423.12	3365	1420	1420	3365	1	45	0	1	0.1078444444444444	0	-1.493869066238403	0
muscle	ENSG00000279170.3	1421	32539	1421	32539	0	32	0	1	0.00084375	0	-4.452468395233154	0
muscle	ENSG00000185250.16	25842	1422	25842	1422	0	126	0	0	0.0912025316455696	1	-0.1149687618017196	0
muscle	ENSG00000185250.16	25842	1423	25842	1423	0	126	0	0	0.0912025316455696	1	-0.1149687618017196	0
muscle	ENSG00000185250.16	25842	20406	25842	20406	0	32	0	1	0.1615	0	1.5253469944000244	0
muscle	ENSG00000162585.17	16080	1424	1424	16080	1	18	0	1	0.0838888888888888	0	0.5081744194030762	0
muscle	ENSG00000162585.17	16080	18807	16080	18807	0	22	0	0	0.0465	1	0.5833332538604736	0
muscle	ENSG00000162585.17	16080	19782	19782	16080	1	15	0	0	0.1436	1	-0.1307694911956787	0
muscle	ENSG00000162585.17	16080	20130	20130	16080	1	43	0	0	0.19703125	0	-5.238616943359375	0
muscle	ENSG00000162585.17	16080	24743	16080	24743	0	269	0	1	0.1886618705035971	1	14.577508926391602	0
muscle	ENSG00000162585.17	16080	24744	16080	24744	0	269	0	1	0.1886618705035971	1	14.577508926391602	0
muscle	ENSG00000135587.9	3582	1425	1425	3582	1	42	0	0	0.2829285714285715	0	-1.35829496383667	0
muscle	ENSG00000203797.12	13735	1426	13735	1426	0	208	0	1	0.0951330049261083	1	3.0704307556152344	0
muscle	ENSG00000203797.12	13735	13734	13735	13734	0	63	0	1	0.047015873015873	1	0.5737125873565674	0
muscle	ENSG00000111877.18	30942	1427	30942	1427	0	442	0	1	0.0818755760368663	0	3.6353096961975098	0
muscle	ENSG00000111877.18	30942	8249	30942	8249	0	826	0	1	0.1901142098273572	1	2.3616809844970703	0
muscle	ENSG00000111877.18	30942	8265	30942	8265	0	6	0	1	0.0554999999999999	0	-0.0067456690594553	0
muscle	ENSG00000172594.13	13601	1429	13601	1429	0	220	1	1	0.0787272727272727	1	4.264710903167725	1
muscle	ENSG00000172594.13	13601	26999	13601	26999	0	131	0	1	0.0841908396946564	0	2.625209331512451	0
muscle	BambuGene36248	1430	1431	1430	1431	0	26	0	1	0.2472916666666666	0	1.013852596282959	0
muscle	ENSG00000001036.14	1558	1433	1558	1433	0	331	0	0	0.057140625	1	1.9161362648010252	0
muscle	ENSG00000181472.5	9039	1436	9039	1436	0	77	1	1	-0.0786382978723404	0	2.667670249938965	1
muscle	ENSG00000122687.19	2806	1437	2806	1437	0	292	0	1	0.0844449541284403	1	31.765012741088867	0
muscle	ENSG00000122687.19	2806	19232	2806	19232	0	95	0	1	0.0702947368421052	0	0.2325979471206665	0
muscle	ENSG00000122687.19	2806	23175	23175	2806	1	64	0	1	0.1656406249999999	0	-2.663522958755493	0
muscle	ENSG00000122687.19	2806	24153	2806	24153	0	100	0	1	0.0924516129032258	0	0.8414282202720642	0
muscle	ENSG00000122687.19	2806	24154	2806	24154	0	100	0	1	0.0924516129032258	0	0.8414282202720642	0
muscle	ENSG00000157927.17	18696	1438	1438	18696	1	1058	1	1	0.1270158259149356	1	19.458515167236328	1
muscle	ENSG00000164654.16	10425	24513	10425	24513	0	465	0	1	0.0694408602150537	1	1.0378334522247314	0
muscle	ENSG00000219545.12	34423	1440	34423	1440	0	35	0	1	0.2108285714285714	0	-2.631185293197632	0
muscle	ENSG00000219545.12	34423	31552	31552	34423	1	32	0	1	0.1385625	0	2.036738157272339	0
muscle	ENSG00000184588.18	14289	1441	14289	1441	0	47	0	1	0.1313617021276595	0	-0.7633113861083984	0
muscle	ENSG00000106049.9	4732	1443	4732	1443	0	124	0	0	0.0432419354838709	1	0.2433297932147979	0
muscle	ENSG00000106049.9	4732	1444	4732	1444	0	124	0	0	0.0432419354838709	1	0.2433297932147979	0
muscle	ENSG00000106086.21	22163	1445	22163	1445	0	80	0	0	0.0366533333333333	1	-0.8036646842956543	0
muscle	ENSG00000106086.21	22163	1446	22163	1446	0	80	0	0	0.0366533333333333	1	-0.8036646842956543	0
muscle	ENSG00000180233.11	8873	1447	8873	1447	0	62	1	0	0.175	1	4.801594734191895	1
muscle	ENSG00000180233.11	8873	1448	8873	1448	0	62	1	0	0.175	1	4.801594734191895	1
muscle	ENSG00000164542.13	21520	1449	21520	1449	0	242	0	1	0.156297520661157	0	-6.587451934814453	0
muscle	ENSG00000136280.17	3653	1450	1450	3653	1	41	0	0	0.0670975609756097	0	-1.4561517238616943	0
muscle	ENSG00000136280.17	3653	1451	1451	3653	1	41	0	0	0.0670975609756097	0	-1.4561517238616943	0
muscle	ENSG00000136280.17	3653	22895	3653	22895	0	302	0	1	0.1426192052980132	1	1.0306525230407717	0
muscle	ENSG00000136280.17	3653	22896	3653	22896	0	302	0	1	0.1426192052980132	1	1.0306525230407717	0
muscle	ENSG00000136280.17	3653	24274	3653	24274	0	199	0	0	0.1022925531914893	1	-1.1755378246307373	0
muscle	ENSG00000136280.17	3653	24275	3653	24275	0	199	0	0	0.1022925531914893	1	-1.1755378246307373	0
muscle	ENSG00000136280.17	3653	27173	3653	27173	0	58	0	1	0.2281379310344827	0	-1.0174944400787354	0
muscle	ENSG00000136280.17	3653	27174	3653	27174	0	58	0	1	0.2281379310344827	0	-1.0174944400787354	0
muscle	ENSG00000136280.17	3653	27356	3653	27356	0	91	0	0	0.1184945054945055	0	0.3542832136154175	0
muscle	ENSG00000136280.17	3653	27357	3653	27357	0	91	0	0	0.1184945054945055	0	0.3542832136154175	0
