tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary
muscle	ENSG00000100425.20	19055	1973	19055	1973	0	131	0	0	0.27346564885496183	0
muscle	ENSG00000090060.19	1976	17346	1976	17346	0	21	0	0	0.22761904761904764	0
muscle	ENSG00000090060.19	1976	28130	1976	28130	0	461	0	0	0.17606290672451191	1
muscle	ENSG00000090060.19	1976	30896	1976	30896	0	370	0	0	0.1902027027027027	1
muscle	ENSG00000080824.19	1977	9819	9819	1977	1	133	0	1	0.1661804511278195	0
muscle	ENSG00000075413.19	20797	1979	20797	1979	0	40	0	0	0.11627499999999999	0
muscle	ENSG00000075413.19	20797	7130	20797	7130	0	24	0	0	0.08937499999999998	0
muscle	ENSG00000075413.19	20797	7131	20797	7131	0	24	0	0	0.08937499999999998	0
muscle	ENSG00000075413.19	20797	27904	20797	27904	0	9	0	0	-0.1092222222222222	0
muscle	ENSG00000075413.19	20797	27943	20797	27943	0	249	0	1	0.1049718875502008	1
muscle	ENSG00000075413.19	20797	28094	28094	20797	1	68	0	0	0.12557692307692309	0
muscle	ENSG00000075413.19	20797	33547	20797	33547	0	15	0	0	0.20853333333333335	0
muscle	ENSG00000075413.19	20797	33579	20797	33579	0	390	1	1	0.09095336787564766	1
muscle	ENSG00000075413.19	20797	33580	20797	33580	0	390	1	1	0.09095336787564766	1
muscle	ENSG00000075413.19	20797	33605	20797	33605	0	64	0	1	0.13090625	0
muscle	ENSG00000075413.19	20797	33643	20797	33643	0	106	0	1	0.12695283018867923	0
muscle	ENSG00000075413.19	20797	33694	20797	33694	0	131	1	1	0.10496946564885494	0
muscle	ENSG00000075413.19	20797	33695	20797	33695	0	131	1	1	0.10496946564885494	0
muscle	ENSG00000075413.19	20797	33721	33721	20797	1	61	0	0	0.12557692307692309	1
muscle	ENSG00000075413.19	20797	33770	20797	33770	0	79	0	1	0.14564556962025316	0
muscle	ENSG00000075413.19	20797	33830	20797	33830	0	751	1	1	0.13161471861471863	1
muscle	ENSG00000100485.12	1983	28033	1983	28033	0	927	1	1	0.16650054054054056	1
muscle	ENSG00000100528.12	1986	17951	1986	17951	0	69	0	0	-0.07175	0
muscle	ENSG00000100532.13	1987	27957	1987	27957	0	243	0	1	0.05801234567901235	1
muscle	ENSG00000100532.13	1987	33892	1987	33892	0	210	1	1	0.03885238095238096	1
muscle	ENSG00000100532.13	1987	33893	1987	33893	0	210	1	1	0.03885238095238096	1
muscle	ENSG00000100564.9	1989	28169	1989	28169	0	100	0	1	0.04030769230769231	0
muscle	ENSG00000100564.9	1989	28312	1989	28312	0	1	0	0	0.318	0
muscle	ENSG00000100568.11	27945	1991	27945	1991	0	108	0	1	0.16374074074074074	0
muscle	ENSG00000100577.19	1992	11281	1992	11281	0	42	0	0	0.13845238095238094	0
muscle	ENSG00000100596.8	1996	34967	1996	34967	0	157	1	1	0.05322929936305732	0
muscle	ENSG00000100596.8	1996	34968	1996	34968	0	157	1	1	0.05322929936305732	0
muscle	ENSG00000100601.10	1999	28110	1999	28110	0	264	0	1	0.08902651515151515	1
muscle	ENSG00000100601.10	1999	28111	1999	28111	0	264	0	1	0.08902651515151515	1
muscle	ENSG00000100711.14	7827	2002	2002	7827	1	18	0	0	0.22688888888888886	0
muscle	ENSG00000100836.11	2003	18334	2003	18334	0	12	1	0	0.027636363636363622	1
muscle	ENSG00000100836.11	2003	18335	2003	18335	0	12	1	0	0.027636363636363622	1
muscle	ENSG00000100865.15	2005	28263	28263	2005	1	421	0	1	0.1615408560311284	1
muscle	ENSG00000100865.15	2005	28264	28264	2005	1	421	0	1	0.1615408560311284	1
muscle	ENSG00000100865.15	2005	28265	28265	2005	1	421	0	1	0.1615408560311284	1
muscle	ENSG00000100865.15	2005	28266	28266	2005	1	421	0	1	0.1615408560311284	1
muscle	ENSG00000100883.13	2006	28011	2006	28011	0	51	0	1	0.05729411764705881	0
muscle	ENSG00000100883.13	2006	28029	2006	28029	0	57	0	0	0.10724561403508771	0
muscle	ENSG00000100906.12	2007	28118	2007	28118	0	43	0	0	0.08648837209302325	0
muscle	ENSG00000100906.12	2007	35578	2007	35578	0	178	1	0	0.08153543307086612	0
muscle	ENSG00000132670.21	18740	2010	18740	2010	0	9	0	0	0.2427777777777778	0
muscle	ENSG00000132670.21	18740	11857	18740	11857	0	9	0	0	0.2427777777777778	0
muscle	ENSG00000088833.18	2011	23648	23648	2011	1	2	0	0	0.2605	0
muscle	ENSG00000088833.18	2011	28044	2011	28044	0	121	0	1	0.15610169491525425	0
muscle	ENSG00000020256.20	2012	12889	2012	12889	0	465	1	0	0.15626470588235294	1
muscle	ENSG00000020256.20	2012	14397	2012	14397	0	3	0	1	0.22233333333333336	0
muscle	ENSG00000101160.15	2017	34152	2017	34152	0	341	0	1	0.046884057971014484	1
muscle	ENSG00000101160.15	2017	34153	2017	34153	0	341	0	1	0.046884057971014484	1
muscle	ENSG00000101160.15	2017	34154	2017	34154	0	341	0	1	0.046884057971014484	1
muscle	ENSG00000185019.17	2021	11172	2021	11172	0	54	0	0	0.13550000000000004	0
muscle	ENSG00000185019.17	2021	11173	2021	11173	0	54	0	0	0.13550000000000004	0
muscle	ENSG00000185019.17	2021	11174	2021	11174	0	54	0	0	0.13550000000000004	0
muscle	ENSG00000185019.17	2021	11175	2021	11175	0	54	0	0	0.13550000000000004	0
muscle	ENSG00000101210.14	2025	36132	36132	2025	1	50	0	0	0.11973999999999999	1
muscle	ENSG00000101266.19	2027	11289	11289	2027	1	38	0	1	0.0004642857142857127	0
muscle	ENSG00000101266.19	2027	31918	2027	31918	0	69	0	0	0.2182	1
muscle	ENSG00000172264.19	34692	2028	34692	2028	0	23	0	0	0.2092173913043478	1
muscle	ENSG00000172264.19	34692	2029	34692	2029	0	23	0	0	0.2092173913043478	1
muscle	ENSG00000101337.16	18494	2030	18494	2030	0	17	0	1	-0.16758823529411765	0
muscle	ENSG00000101337.16	18494	2031	18494	2031	0	17	0	1	-0.16758823529411765	0
muscle	ENSG00000101473.17	2037	22884	2037	22884	0	95	0	0	0.014861702127659568	1
muscle	ENSG00000101473.17	2037	22885	2037	22885	0	95	0	0	0.014861702127659568	1
muscle	ENSG00000101608.13	2041	26813	26813	2041	1	6	0	1	-0.059000000000000004	0
muscle	ENSG00000101608.13	2041	29040	29040	2041	1	40	0	1	0.1322	0
muscle	ENSG00000101608.13	2041	29098	29098	2041	1	6	0	1	-0.059000000000000004	0
muscle	ENSG00000067829.20	2043	20667	2043	20667	0	105	0	1	0.06447222222222221	0
muscle	ENSG00000101843.19	2046	13007	2046	13007	0	75	0	0	0.10949333333333333	1
muscle	ENSG00000101892.12	2048	12861	2048	12861	0	4	0	0	0.029000000000000012	0
muscle	ENSG00000101892.12	2048	27019	2048	27019	0	43	0	0	-0.0912093023255814	0
muscle	ENSG00000101972.20	14320	14322	14320	14322	0	37	0	0	0.08897297297297296	0
muscle	ENSG00000101972.20	14320	22538	14320	22538	0	37	0	0	0.08897297297297296	0
muscle	ENSG00000101972.20	14320	35302	14320	35302	0	171	0	1	0.13478362573099417	0
muscle	ENSG00000102078.16	27446	27334	27334	27446	1	31	0	1	0.24	0
muscle	ENSG00000102081.16	2054	21516	2054	21516	0	25	0	0	0.19724	0
muscle	ENSG00000102081.16	2054	24492	2054	24492	0	139	0	0	0.22211510791366904	1
muscle	ENSG00000102081.16	2054	31025	2054	31025	0	139	0	1	0.11233812949640287	0
muscle	ENSG00000102081.16	2054	34952	2054	34952	0	17	0	0	0.11376470588235293	0
muscle	ENSG00000102081.16	2054	35095	2054	35095	0	139	0	0	0.22211510791366904	1
muscle	ENSG00000102226.10	15801	2056	2056	15801	1	43	0	1	0.10506976744186046	0
muscle	ENSG00000102316.17	15405	11137	15405	11137	0	18	0	1	0.2367777777777778	0
muscle	ENSG00000102393.15	2061	33437	2061	33437	0	278	0	0	0.01670434782608696	1
muscle	ENSG00000102393.15	2061	33438	2061	33438	0	278	0	0	0.01670434782608696	1
muscle	ENSG00000102393.15	2061	33439	2061	33439	0	278	0	0	0.01670434782608696	1
muscle	ENSG00000102393.15	2061	33440	2061	33440	0	278	0	0	0.01670434782608696	1
muscle	ENSG00000102471.16	2062	31030	2062	31030	0	90	0	1	0.2116555555555555	0
muscle	ENSG00000102471.16	2062	35863	35863	2062	1	23	0	0	0.1567	0
muscle	ENSG00000102606.20	20546	2064	20546	2064	0	177	0	1	0.05888135593220341	0
muscle	ENSG00000102606.20	20546	15539	20546	15539	0	192	0	1	0.15613846153846153	0
muscle	ENSG00000102606.20	20546	15544	20546	15544	0	118	0	1	0.05888135593220341	0
muscle	ENSG00000102606.20	20546	23116	20546	23116	0	258	0	1	0.2074529914529915	0
muscle	ENSG00000006194.11	2068	28879	2068	28879	0	559	1	0	0.20462524271844662	1
muscle	ENSG00000006194.11	2068	28880	2068	28880	0	559	1	0	0.20462524271844662	1
muscle	ENSG00000006194.11	2068	28881	2068	28881	0	559	1	0	0.20462524271844662	1
muscle	ENSG00000006194.11	2068	28897	2068	28897	0	1	0	0	0.166	1
muscle	ENSG00000006194.11	2068	28939	2068	28939	0	1	0	0	0.166	1
muscle	ENSG00000006194.11	2068	28940	2068	28940	0	1	0	0	0.166	1
muscle	ENSG00000006194.11	2068	28950	2068	28950	0	538	1	0	0.20324624060150379	1
muscle	ENSG00000006194.11	2068	28951	2068	28951	0	538	1	0	0.20324624060150379	1
muscle	ENSG00000006194.11	2068	28952	2068	28952	0	538	1	0	0.20324624060150379	1
muscle	ENSG00000087245.13	2070	28780	2070	28780	0	51	0	1	0.1296190476190476	0
muscle	ENSG00000177200.18	21990	2071	21990	2071	0	902	1	1	0.1594977827050998	0
muscle	ENSG00000177200.18	21990	28484	21990	28484	0	16	0	0	0.224375	0
muscle	ENSG00000177200.18	21990	28508	21990	28508	0	2772	1	1	0.13268470418470418	1
muscle	ENSG00000177200.18	21990	28525	21990	28525	0	478	0	1	0.1309035639412998	0
muscle	ENSG00000177200.18	21990	28529	21990	28529	0	2265	1	0	0.1315766004415011	1
muscle	ENSG00000177200.18	21990	28546	21990	28546	0	16	0	0	0.224375	0
muscle	ENSG00000102897.10	28646	19661	28646	19661	0	178	0	1	0.078126213592233	1
muscle	ENSG00000102897.10	28646	21450	21450	28646	1	100	0	1	0.23306000000000002	0
muscle	ENSG00000103024.8	2092	28582	2092	28582	0	216	0	1	0.0198642857142857	1
muscle	ENSG00000103035.11	2094	28685	2094	28685	0	77	0	1	0.05785714285714287	0
muscle	ENSG00000103037.12	2095	7776	2095	7776	0	24	0	1	0.21854166666666666	0
muscle	ENSG00000103037.12	2095	20669	2095	20669	0	225	1	1	0.09595515695067262	1
muscle	ENSG00000103037.12	2095	20670	2095	20670	0	225	1	1	0.09595515695067262	1
muscle	ENSG00000103064.15	2098	16189	2098	16189	0	274	0	1	0.02366788321167883	1
muscle	ENSG00000103064.15	2098	16190	2098	16190	0	274	0	1	0.02366788321167883	1
muscle	ENSG00000103064.15	2098	30820	2098	30820	0	274	0	1	0.02366788321167883	1
muscle	ENSG00000103064.15	2098	30821	2098	30821	0	274	0	1	0.02366788321167883	1
muscle	ENSG00000103194.16	2103	28396	2103	28396	0	460	1	1	0.17246521739130435	1
muscle	ENSG00000103194.16	2103	28772	28772	2103	1	6	0	1	0.15599999999999997	0
muscle	ENSG00000103197.20	2104	18849	2104	18849	0	67	0	0	0.16391044776119404	0
muscle	ENSG00000103197.20	2104	28668	2104	28668	0	78	0	0	0.16391044776119404	0
muscle	ENSG00000103197.20	2104	31823	2104	31823	0	44	0	0	0.22356818181818178	0
muscle	ENSG00000103202.13	2108	31031	2108	31031	0	70	0	1	0.08588571428571429	0
muscle	ENSG00000103254.10	28742	2109	28742	2109	0	18	0	0	0.04800000000000001	0
muscle	ENSG00000103260.9	28654	2110	2110	28654	1	353	0	1	0.1768046875	1
muscle	ENSG00000103266.11	2111	28421	2111	28421	0	129	0	0	0.1269887640449438	1
muscle	ENSG00000103326.12	2112	28491	2112	28491	0	940	1	1	0.1591351063829787	1
muscle	ENSG00000103326.12	2112	28492	2112	28492	0	940	1	1	0.1591351063829787	1
muscle	ENSG00000103326.12	2112	28493	2112	28493	0	940	1	1	0.1591351063829787	1
muscle	ENSG00000103326.12	2112	28494	2112	28494	0	940	1	1	0.1591351063829787	1
muscle	ENSG00000103495.15	8863	2116	2116	8863	1	76	0	0	0.10662745098039217	1
muscle	ENSG00000103495.15	8863	27414	8863	27414	0	30	0	1	0.12867857142857145	0
muscle	ENSG00000103502.14	2117	28464	2117	28464	0	65	0	1	-0.06009230769230768	0
muscle	ENSG00000103502.14	2117	28548	2117	28548	0	45	0	1	-0.07155555555555555	0
muscle	ENSG00000103507.14	2118	17829	2118	17829	0	47	0	0	0.021659574468085103	1
muscle	ENSG00000103507.14	2118	17830	2118	17830	0	47	0	0	0.021659574468085103	1
muscle	ENSG00000103507.14	2118	28626	2118	28626	0	195	0	0	0.055917948717948716	1
muscle	ENSG00000103507.14	2118	28627	2118	28627	0	195	0	0	0.055917948717948716	1
muscle	ENSG00000103507.14	2118	28628	2118	28628	0	195	0	0	0.055917948717948716	1
muscle	ENSG00000103507.14	2118	28629	2118	28629	0	195	0	0	0.055917948717948716	1
muscle	ENSG00000174197.19	2122	27442	2122	27442	0	1929	1	1	0.1638897555902236	1
muscle	ENSG00000174197.19	2122	27443	2122	27443	0	1929	1	1	0.1638897555902236	1
muscle	ENSG00000174197.19	2122	28581	2122	28581	0	209	0	0	0.14993301435406697	0
muscle	ENSG00000174197.19	2122	28589	2122	28589	0	1968	1	0	0.18944918699186994	1
muscle	ENSG00000174197.19	2122	28771	2122	28771	0	589	0	0	0.17308333333333334	0
muscle	ENSG00000104064.18	16553	2131	2131	16553	1	12	0	0	0.21091666666666667	0
muscle	ENSG00000104064.18	16553	18154	16553	18154	0	55	1	0	0.23304347826086957	1
muscle	ENSG00000104164.12	2137	28505	28505	2137	1	33	0	1	0.015652173913043476	0
muscle	ENSG00000104164.12	2137	28691	2137	28691	0	121	0	1	0.20552427184466013	1
muscle	ENSG00000012232.10	2138	25980	2138	25980	0	816	0	1	0.07856617647058824	1
muscle	ENSG00000012232.10	2138	25981	2138	25981	0	816	0	1	0.07856617647058824	1
muscle	ENSG00000104231.11	2147	25854	2147	25854	0	113	1	1	0.16886725663716814	0
muscle	ENSG00000104231.11	2147	25897	2147	25897	0	172	1	1	0.14874074074074073	1
muscle	ENSG00000104231.11	2147	25940	2147	25940	0	113	1	1	0.16886725663716814	0
muscle	ENSG00000104231.11	2147	25978	2147	25978	0	7	0	0	-0.057142857142857155	0
muscle	ENSG00000104312.8	2148	25970	2148	25970	0	137	0	1	0.06702919708029197	0
muscle	ENSG00000104325.7	2150	25618	2150	25618	0	97	0	1	0.03557731958762887	0
muscle	ENSG00000104368.19	2152	11394	2152	11394	0	46	0	1	0.0958695652173913	0
muscle	ENSG00000104381.14	2153	33325	2153	33325	0	68	0	1	0.18419117647058825	0
muscle	ENSG00000104381.14	2153	33368	2153	33368	0	109	0	1	0.13888990825688072	0
muscle	ENSG00000104381.14	2153	33401	2153	33401	0	109	0	1	0.13888990825688072	0
muscle	ENSG00000104381.14	2153	33411	2153	33411	0	158	0	0	0.05841772151898733	1
muscle	ENSG00000129292.21	17918	2154	17918	2154	0	26	0	0	0.20630769230769233	0
muscle	ENSG00000129292.21	17918	13047	17918	13047	0	509	1	0	0.15217913385826773	1
muscle	ENSG00000129292.21	17918	13048	17918	13048	0	509	1	0	0.15217913385826773	1
muscle	ENSG00000129292.21	17918	17914	17918	17914	0	868	1	1	0.17683064516129035	1
muscle	ENSG00000129292.21	17918	17915	17918	17915	0	474	1	0	0.1511257995735608	1
muscle	ENSG00000129292.21	17918	17919	17918	17919	0	27	0	0	0.20630769230769233	0
muscle	ENSG00000129292.21	17918	23313	17918	23313	0	918	1	1	0.1736710239651416	1
muscle	ENSG00000129292.21	17918	23314	17918	23314	0	918	1	1	0.1736710239651416	1
muscle	ENSG00000129292.21	17918	23315	17918	23315	0	918	1	1	0.1736710239651416	1
muscle	ENSG00000129292.21	17918	24132	17918	24132	0	858	1	0	0.19381468531468532	1
muscle	ENSG00000104472.10	2156	25740	2156	25740	0	199	0	1	0.15071186440677964	1
muscle	ENSG00000032444.17	29948	2166	2166	29948	1	87	0	1	0.08247126436781609	1
muscle	ENSG00000167384.11	29661	2170	2170	29661	1	27	0	1	0.1347037037037037	0
muscle	ENSG00000167384.11	29661	2171	2171	29661	1	27	0	1	0.1347037037037037	0
muscle	ENSG00000104774.14	22638	2172	22638	2172	0	1	0	0	0.318	0
muscle	ENSG00000104852.15	29873	2175	29873	2175	0	9	0	0	0.5124444444444445	0
muscle	ENSG00000104852.15	29873	27351	29873	27351	0	201	1	1	0.19772847682119205	0
muscle	ENSG00000104852.15	29873	27352	29873	27352	0	201	1	1	0.19772847682119205	0
muscle	ENSG00000104852.15	29873	27353	29873	27353	0	201	1	1	0.19772847682119205	0
muscle	ENSG00000104852.15	29873	27354	29873	27354	0	201	1	1	0.19772847682119205	0
muscle	ENSG00000104852.15	29873	29770	29873	29770	0	315	0	1	0.21865396825396827	1
muscle	ENSG00000104852.15	29873	29771	29873	29771	0	315	0	1	0.21865396825396827	1
muscle	ENSG00000104852.15	29873	29958	29873	29958	0	315	1	1	0.21865396825396827	1
muscle	ENSG00000104852.15	29873	29959	29873	29959	0	315	1	1	0.21865396825396827	1
muscle	ENSG00000104856.15	2176	24986	2176	24986	0	3	0	1	0.20066666666666663	0
muscle	ENSG00000104859.15	2177	17106	2177	17106	0	97	0	0	0.25908695652173913	1
muscle	ENSG00000104866.11	2179	27071	2179	27071	0	473	1	1	0.10530021141649047	1
muscle	ENSG00000104866.11	2179	27072	2179	27072	0	473	1	1	0.10530021141649047	1
muscle	ENSG00000104870.13	2181	29809	2181	29809	0	92	0	0	0.09320652173913042	0
muscle	ENSG00000104946.14	2187	29754	2187	29754	0	311	0	1	0.16454193548387094	0
muscle	ENSG00000104957.14	2188	29706	2188	29706	0	145	0	1	0.10677241379310344	0
muscle	ENSG00000104957.14	2188	29707	2188	29707	0	145	0	1	0.10677241379310344	0
muscle	ENSG00000104964.15	9205	2189	2189	9205	1	342	0	1	0.14372619047619045	1
muscle	ENSG00000104964.15	9205	2190	2190	9205	1	342	0	1	0.14372619047619045	1
muscle	ENSG00000104964.15	9205	29335	29335	9205	1	183	0	1	0.13175	1
muscle	ENSG00000104976.13	2193	29847	2193	29847	0	69	0	1	0.24941176470588236	0
muscle	ENSG00000105254.12	2199	29514	2199	29514	0	73	1	0	0.10939705882352943	1
muscle	ENSG00000105254.12	2199	32544	32544	2199	1	38	0	0	0.07068421052631581	0
muscle	ENSG00000105341.19	2204	21435	2204	21435	0	149	0	1	0.12901550387596897	1
muscle	ENSG00000105341.19	2204	21436	2204	21436	0	149	0	1	0.12901550387596897	1
muscle	ENSG00000105341.19	2204	29482	2204	29482	0	143	0	1	0.1043146853146853	1
muscle	ENSG00000105341.19	2204	29483	2204	29483	0	143	0	1	0.1043146853146853	1
muscle	ENSG00000105341.19	2204	29513	2204	29513	0	122	0	0	0.1506862745098039	1
muscle	ENSG00000105341.19	2204	29688	2204	29688	0	27	0	1	0.047148148148148154	0
muscle	ENSG00000105341.19	2204	29689	2204	29689	0	27	0	1	0.047148148148148154	0
muscle	ENSG00000105401.10	2207	29589	2207	29589	0	217	0	0	0.14355721393034823	1
muscle	ENSG00000105401.10	2207	29590	2207	29590	0	217	0	0	0.14355721393034823	1
muscle	ENSG00000105516.11	2211	29720	2211	29720	0	202	0	1	0.2711782178217822	1
muscle	ENSG00000105607.14	2214	29353	29353	2214	1	16	0	0	0.19793750000000002	0
muscle	ENSG00000105612.10	2215	29656	2215	29656	0	55	0	0	0.05169090909090909	0
muscle	ENSG00000105643.11	2216	16307	2216	16307	0	91	0	1	0.11666071428571427	0
muscle	ENSG00000105643.11	2216	29716	2216	29716	0	420	0	1	0.13424148606811145	1
muscle	ENSG00000105643.11	2216	29717	2216	29717	0	420	0	1	0.13424148606811145	1
muscle	ENSG00000105643.11	2216	29780	2216	29780	0	116	0	1	0.09145454545454546	0
muscle	ENSG00000105647.20	2217	30766	2217	30766	0	514	0	1	0.18315695067264576	1
muscle	ENSG00000105647.20	2217	30767	2217	30767	0	514	0	1	0.18315695067264576	1
muscle	ENSG00000105647.20	2217	30768	2217	30768	0	514	0	1	0.18315695067264576	1
muscle	ENSG00000105664.11	2221	27244	2221	27244	0	33	0	1	0.10936363636363636	0
muscle	ENSG00000105677.12	2222	17168	17168	2222	1	90	0	1	0.2164358974358975	0
muscle	ENSG00000105698.16	2223	10837	2223	10837	0	67	0	0	0.1512537313432836	0
muscle	ENSG00000105698.16	2223	10838	2223	10838	0	67	0	0	0.1512537313432836	0
muscle	ENSG00000105698.16	2223	29760	2223	29760	0	8	1	0	0.17175	0
muscle	ENSG00000105698.16	2223	29761	2223	29761	0	8	1	0	0.17175	0
muscle	ENSG00000105723.13	2227	18526	2227	18526	0	100	0	1	0.23645054945054944	0
muscle	ENSG00000091136.15	2233	17468	17468	2233	1	45	0	1	0.040232558139534885	0
muscle	ENSG00000091136.15	2233	23555	2233	23555	0	1262	1	1	0.10739936608557846	1
muscle	ENSG00000091136.15	2233	33529	2233	33529	0	1492	1	1	0.1172553619302949	1
muscle	ENSG00000091136.15	2233	33564	33564	2233	1	171	0	1	0.17007920792079206	0
muscle	ENSG00000091136.15	2233	33629	33629	2233	1	35	1	1	0.3335483870967742	0
muscle	ENSG00000091136.15	2233	33630	33630	2233	1	35	1	1	0.3335483870967742	0
muscle	ENSG00000091136.15	2233	33776	2233	33776	0	534	0	1	0.09256928838951309	0
muscle	ENSG00000091136.15	2233	33777	2233	33777	0	534	0	1	0.09256928838951309	0
muscle	ENSG00000078967.13	2234	21539	21539	2234	1	156	0	1	0.06274418604651162	1
muscle	ENSG00000078967.13	2234	21552	21552	2234	1	214	0	1	0.14849612403100776	1
muscle	ENSG00000078967.13	2234	22236	22236	2234	1	223	0	1	0.11412837837837839	1
muscle	ENSG00000105793.16	2236	3553	2236	3553	0	87	0	1	0.09193103448275863	0
muscle	ENSG00000105829.13	2238	12134	12134	2238	1	52	0	0	0.1772	1
muscle	ENSG00000105829.13	2238	12135	12135	2238	1	52	0	0	0.1772	1
muscle	ENSG00000105835.13	2239	33895	2239	33895	0	367	0	1	0.09078201634877382	1
muscle	ENSG00000105835.13	2239	34059	2239	34059	0	38	0	0	0.12999999999999998	1
muscle	ENSG00000105835.13	2239	34084	2239	34084	0	1	0	0	0.586	0
muscle	ENSG00000105835.13	2239	34097	2239	34097	0	333	0	0	0.09371471471471472	1
muscle	ENSG00000105835.13	2239	34098	2239	34098	0	333	0	0	0.09371471471471472	1
muscle	ENSG00000105835.13	2239	34228	34228	2239	1	88	0	1	0.15744827586206894	0
muscle	ENSG00000105866.15	2241	22053	2241	22053	0	880	1	1	0.15588859764089125	1
muscle	ENSG00000105866.15	2241	22054	2241	22054	0	880	1	1	0.15588859764089125	1
muscle	ENSG00000105926.16	2242	19536	2242	19536	0	112	0	1	0.15094642857142856	0
muscle	ENSG00000105926.16	2242	20856	2242	20856	0	233	1	0	0.0764635193133047	1
muscle	ENSG00000105953.16	2243	21792	21792	2243	1	1093	0	1	0.07887340529931305	1
muscle	ENSG00000105968.19	7540	2245	7540	2245	0	210	1	1	0.15811267605633803	1
muscle	ENSG00000105968.19	7540	2246	7540	2246	0	210	1	1	0.15811267605633803	1
muscle	ENSG00000105971.15	2247	10800	2247	10800	0	136	0	1	-0.0579157894736842	1
muscle	ENSG00000106305.10	2260	17891	2260	17891	0	85	0	1	0.09882608695652174	0
muscle	ENSG00000106305.10	2260	18785	2260	18785	0	78	0	1	0.15364102564102564	0
muscle	ENSG00000106415.13	2271	23982	2271	23982	0	590	0	1	0.23859344894026974	1
muscle	ENSG00000106415.13	2271	23983	2271	23983	0	590	0	1	0.23859344894026974	1
muscle	ENSG00000106415.13	2271	24305	2271	24305	0	312	0	1	0.2337694915254237	1
muscle	ENSG00000106477.20	2273	33399	33399	2273	1	351	0	1	0.14146590909090906	1
muscle	ENSG00000106479.11	2275	22831	2275	22831	0	1020	0	1	0.10536036036036035	1
muscle	ENSG00000241127.8	2279	20981	2279	20981	0	197	0	1	0.09927731092436971	1
muscle	ENSG00000106588.12	2281	21328	2281	21328	0	83	0	1	0.10325301204819275	0
muscle	ENSG00000106588.12	2281	22663	2281	22663	0	122	0	1	0.09435245901639343	1
muscle	ENSG00000106603.20	2283	19822	2283	19822	0	3	0	1	-0.028666666666666674	0
muscle	ENSG00000106603.20	2283	21406	2283	21406	0	44	0	1	0.05527272727272728	0
muscle	ENSG00000106603.20	2283	21900	2283	21900	0	3	0	1	-0.028666666666666674	0
muscle	ENSG00000106603.20	2283	21915	2283	21915	0	44	0	1	0.05527272727272728	0
muscle	ENSG00000106624.11	2284	22231	2284	22231	0	532	1	1	0.3121395833333333	0
muscle	ENSG00000106635.8	2285	19640	2285	19640	0	88	0	0	0.24394736842105266	1
muscle	ENSG00000106635.8	2285	22514	2285	22514	0	229	0	1	0.24164739884393063	1
muscle	ENSG00000106635.8	2285	22531	22531	2285	1	52	0	1	0.07084848484848487	0
muscle	ENSG00000106635.8	2285	23968	23968	2285	1	69	0	1	0.16503508771929826	0
muscle	ENSG00000106636.9	2286	33563	2286	33563	0	10	0	0	0.012888888888888887	1
muscle	ENSG00000106665.16	2287	12933	2287	12933	0	35	0	0	0.15048571428571428	0
muscle	ENSG00000107223.13	2294	14429	2294	14429	0	22	0	0	0.32575	1
muscle	ENSG00000107290.14	2295	21298	2295	21298	0	1787	0	1	0.13760978384527872	1
muscle	ENSG00000026025.16	2296	23287	2296	23287	0	242	0	1	0.1229585062240664	1
muscle	ENSG00000026025.16	2296	23288	2296	23288	0	242	0	1	0.1229585062240664	1
muscle	ENSG00000026025.16	2296	24241	2296	24241	0	40	0	0	0.15547499999999997	1
muscle	ENSG00000107669.19	2298	13760	2298	13760	0	43	0	0	0.19523255813953483	0
muscle	ENSG00000107669.19	2298	13763	2298	13763	0	39	0	0	0.21230434782608693	0
muscle	ENSG00000107669.19	2298	27110	2298	27110	0	65	0	1	0.16586363636363635	1
muscle	ENSG00000107771.17	14568	2299	14568	2299	0	295	0	0	0.20920622568093386	1
muscle	ENSG00000107771.17	14568	27300	14568	27300	0	868	0	1	0.17265903614457834	1
muscle	ENSG00000107796.14	2300	19846	2300	19846	0	22	0	1	0.3309090909090908	0
muscle	ENSG00000107796.14	2300	22719	2300	22719	0	22	0	1	0.3309090909090908	0
muscle	ENSG00000107959.17	2301	16572	2301	16572	0	4	0	1	0.14033333333333334	0
muscle	ENSG00000107959.17	2301	33608	2301	33608	0	28	0	1	0.025350000000000004	0
muscle	ENSG00000107959.17	2301	33609	2301	33609	0	28	0	1	0.025350000000000004	0
muscle	ENSG00000107959.17	2301	33684	2301	33684	0	162	0	1	0.08369718309859153	0
muscle	ENSG00000107959.17	2301	33869	33869	2301	1	88	0	1	0.12706756756756754	0
muscle	ENSG00000107960.12	2302	23157	2302	23157	0	216	0	1	0.10023611111111111	1
muscle	ENSG00000107960.12	2302	23158	2302	23158	0	216	0	1	0.10023611111111111	1
muscle	ENSG00000108179.14	2304	22045	2304	22045	0	84	0	1	0.104231884057971	0
muscle	ENSG00000013306.16	15796	2310	15796	2310	0	9	0	0	0.2112222222222222	0
muscle	ENSG00000013306.16	15796	26893	15796	26893	0	23	0	1	0.1251304347826087	0
muscle	ENSG00000013306.16	15796	29525	15796	29525	0	9	0	0	0.2112222222222222	0
muscle	ENSG00000083454.23	2311	11052	2311	11052	0	24	0	0	0.03566666666666668	0
