tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary	severity_score	domain_binary_faithful
brain	DECR1	13114	13111	13111	13114	1	14	0	0	0.1155714285714285	1	-0.7095077037811279	0
brain	DECR1	13114	13112	13114	13112	0	551	1	1	0.0525604026845637	1	0.0483825206756591	1
brain	DECR1	13114	13113	13114	13113	0	187	0	0	0.0559621621621621	1	3.173536777496338	1
brain	DECR1	13114	13115	13114	13115	0	341	1	1	0.0624261744966442	1	-1.0668399333953855	1
brain	DECR1	13114	13116	13114	13116	0	518	1	1	0.0503826714801444	1	1.2826807498931885	1
brain	DECR1	13114	13117	13114	13117	0	551	1	1	0.0525604026845637	1	0.0483825206756591	1
brain	DEDD2	13125	13124	13125	13124	0	5	0	0	0.0789999999999999	0	-0.3313479125499725	0
brain	DEF6	13128	13127	13128	13127	0	279	1	1	0.0714301075268817	0	-0.171992152929306	1
brain	DEF8	13133	13129	13133	13129	0	270	1	0	0.084377358490566	1	13.448586463928224	1
brain	DEF8	13133	13130	13133	13130	0	333	1	1	0.1459594594594594	1	11.833812713623049	1
brain	DEF8	13133	13131	13131	13133	1	61	0	1	0.0707704918032786	0	-2.151679515838623	0
brain	DEF8	13133	13132	13133	13132	0	270	1	0	0.084377358490566	1	13.448589324951172	1
brain	DEF8	13133	13134	13133	13134	0	17	0	0	0.0864117647058823	0	-0.3442475795745849	1
brain	DEF8	13133	13135	13133	13135	0	17	0	0	0.0864117647058823	0	-0.3442475795745849	1
brain	DEF8	13133	13136	13133	13136	0	10	0	0	-0.0074999999999999	0	-0.2749643921852112	0
brain	DEK	13141	13139	13139	13141	1	6	0	0	-0.1224999999999999	1	-0.0870522558689117	1
brain	DEK	13141	13140	13140	13141	1	5	0	1	0.0888	0	-0.3810334205627441	0
brain	DEK	13141	13142	13141	13142	0	139	1	0	0.2653739130434783	1	4.697307586669922	1
brain	DEK	13141	13145	13141	13145	0	262	0	0	0.2828174273858921	1	8.912530899047852	1
brain	DELE1	13146	13148	13146	13148	0	299	0	1	0.1625217391304347	1	-5.39890193939209	1
brain	DENND11	13151	13152	13151	13152	0	64	0	0	0.04296875	1	-0.2385583370923996	0
brain	DENND1B	13159	13154	13159	13154	0	820	1	1	0.1002433936022253	1	15.893548965454102	1
brain	DENND1B	13159	13156	13159	13156	0	480	1	0	0.1438479166666666	1	-4.870035171508789	1
brain	DENND1B	13159	13157	13159	13157	0	20	0	0	0.1381	0	-0.1820741593837738	1
brain	DENND1B	13159	13158	13159	13158	0	372	0	0	0.1593870967741935	1	-2.88480806350708	1
brain	DENND2A	13161	13163	13161	13163	0	220	1	0	0.1147716894977169	1	0.7864347696304321	1
brain	DENND2B	13165	13164	13165	13164	0	420	0	1	0.2712857142857143	0	-0.7380328178405762	0
brain	DENND2C	13168	13167	13168	13167	0	57	0	0	0.1608421052631578	0	-0.3434275984764099	0
brain	DENND2D	13170	13169	13170	13169	0	20	0	1	-0.0213571428571428	0	-0.4042121767997741	0
brain	DENND2D	13170	13171	13170	13171	0	331	1	0	0.089801282051282	1	8.323637962341309	1
brain	DENND3	13173	13174	13173	13174	0	1148	1	1	0.0991983394833948	1	1.0607587099075315	1
brain	DENND3	13173	13175	13173	13175	0	1070	1	0	0.0841130841121495	1	13.683704376220703	1
brain	DENND3	13173	13176	13173	13176	0	862	1	1	0.0829662243667068	1	7.374851226806641	1
brain	DENND3	13173	13177	13173	13177	0	1052	1	1	0.1007540514775977	1	-7.896205902099609	1
brain	DENND3	13173	13178	13173	13178	0	1030	1	1	0.0969689320388349	1	-4.830162048339844	1
brain	DENND3	13173	13179	13173	13179	0	1137	1	1	0.0880712401055409	1	16.327686309814453	1
brain	DENND4A	13183	13182	13183	13182	0	44	0	0	0.11775	0	0.27633798122406	0
brain	DENND4A	13183	13184	13184	13183	1	10	0	0	0.0695555555555555	0	-0.0134071139618754	0
brain	DENND4A	13183	13185	13183	13185	0	906	0	0	0.1280507726269315	1	0.1429574489593505	0
brain	DENND4A	13183	13186	13183	13186	0	1248	0	0	0.1296979166666666	1	-1.522592067718506	0
brain	DENND4B	13189	13187	13189	13187	0	1074	1	1	0.1574711359404096	1	6.646755218505859	1
brain	DENND4C	13195	13190	13195	13190	0	1167	1	1	0.1065809768637532	1	4.959551811218262	1
brain	DENND4C	13195	13191	13195	13191	0	49	0	0	0.1001632653061224	0	-0.0905992537736892	0
brain	DENND4C	13195	13192	13195	13192	0	955	1	1	0.0936115183246073	0	5.676074981689453	1
brain	DENND4C	13195	13193	13195	13193	0	955	1	1	0.0936115183246073	0	5.676074981689453	1
brain	DENND4C	13195	13194	13195	13194	0	1288	1	1	0.1155310559006211	1	6.529759407043457	1
brain	DENND5A	13200	13196	13200	13196	0	69	0	0	0.0760289855072463	0	0.0	1
brain	DENND5A	13200	13197	13200	13197	0	274	0	1	0.079455223880597	0	-0.4607337415218353	1
brain	DENND5A	13200	13198	13200	13198	0	1175	1	1	0.0825055508112724	1	17.573474884033203	1
brain	DENND5A	13200	13199	13200	13199	0	430	0	1	0.0794767441860465	0	1.821066737174988	1
brain	DENND5A	13200	13201	13201	13200	1	20	0	0	0.0617499999999999	0	0.0	1
brain	DENND5A	13200	13202	13200	13202	0	1134	1	1	0.0964959785522788	1	8.325554847717285	1
brain	DENND5A	13200	13203	13200	13203	0	657	1	1	0.0976012176560121	1	5.7704362869262695	1
brain	DENND5A	13200	13204	13200	13204	0	969	1	1	0.0959442724458204	1	4.463046073913574	1
brain	DENND5A	13200	13205	13200	13205	0	991	1	1	0.0871261352169525	1	13.014896392822266	1
brain	DENND5A	13200	13206	13200	13206	0	733	1	1	0.0868565573770491	1	-2.556250095367432	1
brain	DENND5A	13200	13207	13200	13207	0	24	0	1	0.1133333333333333	0	-0.6603959202766418	0
brain	DENND5A	13200	13208	13200	13208	0	1153	1	1	0.0873645104895104	1	-1.6439316272735596	1
brain	DENND5A	13200	13209	13200	13209	0	244	0	1	0.0607827868852458	0	-0.6116504073143005	1
brain	DENND5A	13200	13210	13200	13210	0	1177	1	1	0.0818768054375531	1	16.393030166625977	1
brain	DENND5A	13200	13211	13200	13211	0	96	0	1	0.1245520833333333	0	-0.6116504073143005	1
brain	DENND5A	13200	13212	13200	13212	0	1177	1	1	0.0818768054375531	1	16.393030166625977	1
brain	DENND5A	13200	13213	13200	13213	0	1050	1	1	0.0887667304015296	1	-4.284458637237549	1
brain	DENND5A	13200	13214	13200	13214	0	1029	1	1	0.0908600583090379	1	12.346894264221191	1
brain	DENND5A	13200	13215	13200	13215	0	657	1	1	0.0976012176560121	1	5.7704362869262695	1
brain	DENND5B	13217	13216	13217	13216	0	583	1	0	0.070729055258467	0	-0.4661027789115906	1
brain	DENND5B	13217	13218	13217	13218	0	791	1	1	0.0951187739463601	1	-2.540563106536865	1
brain	DENND5B	13217	13219	13219	13217	1	88	0	1	0.1075	0	-3.295945167541504	0
brain	DENND6B	13222	13221	13222	13221	0	454	1	1	0.0923295194508009	1	-2.066803216934204	1
brain	DENR	13225	13223	13225	13223	0	172	0	0	0.2015284552845528	1	14.871467590332031	1
brain	DEPDC1	13227	13226	13227	13226	0	284	1	0	0.1371232394366197	1	-0.6561681032180786	0
brain	DEPDC1B	13228	13229	13228	13229	0	424	1	0	0.1144575471698113	1	1.2493951320648191	1
brain	DEPDC5	13240	13231	13240	13231	0	1410	1	0	0.0977056737588652	1	-2.224153757095337	1
brain	DEPDC5	13240	13232	13240	13232	0	100	0	0	0.13469	0	-1.083508014678955	0
brain	DEPDC5	13240	13233	13240	13233	0	78	0	0	0.1573974358974358	0	-0.92100989818573	0
brain	DEPDC5	13240	13234	13240	13234	0	32	0	0	0.0701875	0	-0.1352546960115432	0
brain	DEPDC5	13240	13235	13240	13235	0	1047	1	1	0.0764910714285714	1	7.293848991394043	1
brain	DEPDC5	13240	13236	13240	13236	0	1233	1	1	0.1065109489051095	1	13.160039901733398	1
brain	DEPDC5	13240	13237	13240	13237	0	422	1	0	0.0433729216152019	1	0.0	1
brain	DEPDC5	13240	13238	13240	13238	0	409	1	0	0.0355594594594594	1	0.0	1
brain	DEPDC5	13240	13239	13240	13239	0	623	1	1	0.0603938411669367	0	0.487419992685318	1
brain	DEPDC5	13240	13241	13240	13241	0	429	1	0	0.0476983372921615	1	0.0	1
brain	DEPDC5	13240	13242	13240	13242	0	1004	0	1	0.1015727091633466	1	9.465047836303713	1
brain	DEPDC5	13240	13243	13240	13243	0	814	0	1	0.1024373464373464	1	10.952107429504396	1
brain	DEPDC5	13240	13244	13240	13244	0	1233	1	1	0.1065109489051095	1	13.160039901733398	1
brain	DEPDC5	13240	13245	13240	13245	0	32	0	0	0.0701875	0	-0.1352546960115432	0
brain	DEPDC5	13240	13246	13240	13246	0	1225	1	1	0.1077044897959183	1	13.718406677246094	1
brain	DEPDC5	13240	13247	13240	13247	0	1465	1	0	0.0926348122866894	1	10.038278579711914	1
brain	DEPDC7	13249	13248	13249	13248	0	351	0	0	0.09640059347181	1	2.8534388542175293	0
brain	DERL1	13254	13255	13254	13255	0	145	0	1	-0.0247655172413793	1	16.185922622680664	1
brain	DERL1	13254	13256	13254	13256	0	100	0	1	-0.1381799999999999	0	13.944700241088867	1
brain	DERL3	13259	13258	13259	13258	0	117	0	1	-0.0096495726495726	0	16.169095993041992	1
brain	DESI2	13264	13265	13264	13265	0	33	0	1	0.1318787878787878	0	1.3341786861419678	1
brain	DET1	13266	13267	13266	13267	0	137	0	1	0.039978102189781	0	1.1237493753433228	1
brain	DET1	13266	13268	13266	13268	0	11	0	1	-0.045	0	-0.164346233010292	0
brain	DET1	13266	13269	13266	13269	0	293	0	1	0.0654709897610921	1	4.077354907989502	1
brain	DEXI	13273	13271	13273	13271	0	26	0	1	0.1455384615384615	0	0.210720032453537	0
brain	DEXI	13273	13272	13273	13272	0	195	0	1	0.1481984126984127	1	-3.767863750457764	1
brain	DFFA	13274	13275	13274	13275	0	66	0	0	0.202590909090909	1	-0.2804567813873291	1
brain	DFFB	13278	13276	13278	13276	0	70	0	0	0.1443714285714285	1	0.1873693764209747	1
brain	DFFB	13278	13277	13278	13277	0	192	0	1	0.11646875	1	2.43526029586792	1
brain	DGAT1	13281	13279	13281	13279	0	373	0	1	0.0193217158176943	1	3.277648448944092	1
brain	DGAT1	13281	13280	13281	13280	0	373	0	1	0.0193217158176943	1	3.277648448944092	1
brain	DGAT2	13282	13283	13282	13283	0	43	0	1	-0.0311162790697674	0	-1.0215721130371094	0
brain	DGAT2	13282	13284	13282	13284	0	165	0	1	-0.0267575757575757	0	-0.4124309420585632	1
brain	DGAT2	13282	13285	13282	13285	0	54	0	0	0.1807045454545454	1	0.3875682651996612	1
brain	DGAT2	13282	13286	13282	13286	0	239	0	0	0.0562978723404255	1	22.696762084960938	1
brain	DGCR2	13290	13288	13290	13288	0	41	1	1	0.153780487804878	0	0.8029782772064209	1
brain	DGCR2	13290	13289	13290	13289	0	2	0	0	-0.2654999999999999	0	-0.00362379103899	0
brain	DGCR2	13290	13291	13290	13291	0	224	1	1	0.1042410714285714	0	2.0047621726989746	1
brain	DGCR2	13290	13292	13290	13292	0	432	1	1	0.1221105882352941	1	3.139646291732788	1
brain	DGCR5	13295	13294	13295	13294	0	32	0	0	0.3596666666666666	0	6.302019119262695	1
brain	DGCR5	13295	13296	13295	13296	0	33	0	0	0.3559310344827586	0	6.646734714508057	1
brain	DGCR5	13295	13301	13295	13301	0	165	0	1	0.1970776699029126	1	-8.558565139770508	1
brain	DGCR6	13304	13303	13304	13303	0	776	1	1	0.1653072196620583	1	11.687965393066406	1
brain	DGCR6	13304	13305	13304	13305	0	754	1	1	0.1749072	1	9.425651550292969	1
brain	DGCR6L	13307	13306	13307	13306	0	50	0	0	0.1569333333333333	1	1.153117299079895	1
brain	DGCR6L	13307	13308	13308	13307	1	267	0	1	0.1987260273972602	1	-7.158587455749512	1
brain	DGCR6L	13307	13309	13307	13309	0	107	0	1	0.0967368421052631	0	7.432501792907715	1
brain	DGCR8	13312	13310	13312	13310	0	388	0	1	0.1939123711340206	1	-3.5983688831329346	1
brain	DGCR8	13312	13311	13312	13311	0	357	0	1	0.1852885154061624	0	-2.9975695610046387	0
brain	DGCR8	13312	13313	13312	13313	0	700	1	1	0.1822643171806167	1	8.362133026123047	1
brain	DGKA	13315	13314	13315	13314	0	783	1	1	0.0887603305785124	1	20.75934600830078	1
brain	DGKA	13315	13316	13315	13316	0	634	1	0	0.0892956810631229	1	11.158209800720217	1
brain	DGKA	13315	13317	13315	13317	0	622	1	1	0.0819656946826758	1	3.4745359420776367	1
brain	DGKA	13315	13318	13315	13318	0	497	1	0	0.0914708249496981	1	11.200855255126951	1
brain	DGKB	13323	13319	13319	13323	1	1	0	0	0.318	0	-0.0034979134798049	0
brain	DGKB	13323	13320	13323	13320	0	7	0	1	0.0869999999999999	0	-0.4305990636348724	1
brain	DGKB	13323	13321	13323	13321	0	374	1	0	0.1035534759358288	1	1.826855421066284	1
brain	DGKB	13323	13322	13323	13322	0	34	0	0	0.1728181818181818	0	-0.2578526735305786	0
brain	DGKB	13323	13324	13323	13324	0	109	0	1	0.1302475247524752	0	-0.8922529220581055	1
brain	DGKD	13329	13325	13329	13325	0	968	1	1	0.1509114194236926	1	-6.92625617980957	1
brain	DGKD	13329	13327	13329	13327	0	50	0	1	0.46918	0	1.012216091156006	1
brain	DGKD	13329	13328	13329	13328	0	537	1	1	0.1488611111111111	0	1.050800323486328	1
brain	DGKE	13332	13330	13332	13330	0	166	1	1	0.0797831325301204	0	-1.2099230289459229	1
brain	DGKE	13332	13331	13332	13331	0	309	1	0	0.0669006849315068	1	9.92727756500244	1
brain	DGKE	13332	13333	13332	13333	0	405	1	0	0.0654688279301745	1	8.59846019744873	1
brain	DGKG	13335	13334	13335	13334	0	39	0	0	0.0636666666666666	0	1.4057501554489136	0
brain	DGKG	13335	13336	13335	13336	0	649	1	1	0.113115987460815	1	8.12761402130127	1
brain	DGKG	13335	13337	13335	13337	0	191	0	0	0.0914105263157894	0	2.049967050552368	1
brain	DGKG	13335	13338	13335	13338	0	25	0	0	0.0755599999999999	0	0.2304486483335495	1
brain	DGKH	13339	13340	13339	13340	0	925	1	0	0.1218864864864864	1	-5.477902412414551	1
brain	DGKH	13339	13341	13339	13341	0	755	1	0	0.134292715231788	1	-6.493293762207031	1
brain	DGKH	13339	13342	13339	13342	0	74	1	0	0.0709393939393939	1	0.0	1
brain	DGKI	13345	13343	13343	13345	1	21	0	0	0.1101904761904762	0	-0.4104686081409454	0
brain	DGKI	13345	13344	13345	13344	0	931	1	1	0.1230827067669172	1	-1.027989149093628	1
brain	DGKI	13345	13346	13346	13345	1	28	0	0	-0.0392777777777777	0	-0.4334371089935303	0
brain	DGKZ	13356	13350	13356	13350	0	221	1	1	0.1714072398190045	0	0.9800214171409608	1
brain	DGKZ	13356	13351	13351	13356	1	70	0	1	0.182566037735849	0	-0.8626258373260498	0
brain	DGKZ	13356	13352	13352	13356	1	1	0	0	0.318	0	-0.0472463518381118	0
brain	DGKZ	13356	13353	13356	13353	0	929	1	1	0.1410320197044335	1	21.32393455505371	1
brain	DGKZ	13356	13354	13354	13356	1	223	0	1	0.1632405660377358	0	-2.940350294113159	0
brain	DGKZ	13356	13357	13357	13356	1	6	1	0	0.499	0	-0.0796304941177368	1
brain	DGKZ	13356	13358	13356	13358	0	303	1	1	0.1795607843137255	0	4.20423698425293	1
brain	DGLUCY	13360	13359	13360	13359	0	280	0	1	0.1278210116731517	0	-5.317337989807129	1
brain	DGLUCY	13360	13361	13360	13361	0	5	0	0	0.0723999999999999	0	-0.107216864824295	1
brain	DGLUCY	13360	13362	13360	13362	0	57	0	0	0.1291578947368421	0	0.6610631942749023	1
brain	DGLUCY	13360	13363	13360	13363	0	74	0	1	0.0753378378378378	0	-0.1442169547080993	1
brain	DGLUCY	13360	13364	13360	13364	0	469	0	0	0.1158699360341151	1	13.84244441986084	1
brain	DGLUCY	13360	13365	13360	13365	0	40	0	0	0.079475	0	0.6941219568252563	1
brain	DGLUCY	13360	13366	13360	13366	0	5	0	0	0.0723999999999999	0	-0.107216864824295	1
brain	DGUOK	13372	13368	13372	13368	0	185	0	1	0.0578918918918918	1	23.470497131347656	1
brain	DGUOK	13372	13369	13372	13369	0	269	0	1	0.0397336683417085	1	20.767295837402344	1
brain	DGUOK	13372	13371	13372	13371	0	97	0	1	0.0969587628865979	0	3.1543257236480717	1
brain	DHCR24	13374	13373	13373	13374	1	12	0	0	0.0656666666666666	0	-0.3418045043945312	0
brain	DHCR24	13374	13376	13374	13376	0	126	0	1	-0.0053174603174603	0	-0.8502896428108215	1
brain	DHCR24	13374	13377	13374	13377	0	138	0	1	0.0009420289855072	0	-0.532944917678833	1
brain	DHCR7	13378	13381	13378	13381	0	190	0	0	-0.0334029850746268	1	11.69402027130127	1
brain	DHCR7	13378	13382	13378	13382	0	188	0	0	-0.0027852348993288	1	13.659775733947754	1
brain	DHCR7	13378	13383	13378	13383	0	202	0	1	-0.0206485148514851	0	-3.7623114585876474	1
brain	DHCR7	13378	13385	13378	13385	0	259	1	0	-0.0532393822393822	1	14.311386108398438	1
brain	DHCR7	13378	13386	13378	13386	0	32	0	1	-0.20865625	0	0.1163364276289939	1
brain	DHDDS	13389	13388	13388	13389	1	1	0	0	0.318	0	-0.0356740951538085	0
brain	DHDDS	13389	13390	13389	13390	0	93	0	1	0.0564408602150537	0	17.228782653808594	1
brain	DHDDS	13389	13391	13389	13391	0	34	0	0	0.0465588235294117	0	-1.3498914241790771	1
brain	DHDDS	13389	13392	13389	13392	0	93	0	1	0.0564408602150537	0	17.228782653808594	1
brain	DHDDS	13389	13395	13389	13395	0	94	0	1	0.0564408602150537	1	17.375253677368164	1
brain	DHODH	13400	13401	13400	13401	0	233	0	0	0.1148111587982832	1	3.934596061706543	1
brain	DHPS	13402	13404	13402	13404	0	71	0	1	0.0859999999999999	0	-1.4543787240982056	1
brain	DHPS	13402	13405	13402	13405	0	107	0	0	0.0443627450980392	1	0.783860445022583	1
brain	DHPS	13402	13406	13402	13406	0	242	0	0	0.0569049586776859	1	15.716318130493164	1
brain	DHRS1	13408	13407	13408	13407	0	176	0	0	0.0621885714285714	1	2.662727117538452	1
brain	DHRS1	13408	13409	13408	13409	0	141	0	0	0.0809361702127659	1	-1.210447072982788	1
brain	DHRS11	13414	13412	13414	13412	0	294	1	1	0.0701493212669683	1	27.57937240600586	1
brain	DHRS11	13414	13413	13414	13413	0	166	0	1	0.0791626506024096	1	0.0332001447677612	1
brain	DHRS12	13416	13415	13416	13415	0	33	0	0	0.21490625	1	0.3267805576324463	0
brain	DHRS12	13416	13417	13417	13416	1	100	0	1	0.0984683544303797	0	2.3500847816467285	1
brain	DHRS13	13419	13418	13419	13418	0	50	0	1	0.0082599999999999	0	1.6652958393096924	1
brain	DHRS4	13423	13421	13423	13421	0	361	1	1	0.0894200743494423	1	26.174575805664062	1
brain	DHRS4	13423	13422	13423	13422	0	34	0	0	0.0162647058823529	0	1.19670569896698	1
brain	DHRS4	13423	13424	13423	13424	0	163	0	0	0.0747018633540372	1	10.302303314208984	1
brain	DHRS7	13438	13437	13438	13437	0	50	0	1	-0.10208	0	-0.0318860709667205	0
brain	DHRS7	13438	13439	13439	13438	1	124	0	0	0.0967499999999999	0	-3.203386783599853	0
brain	DHRS7	13438	13440	13438	13440	0	132	0	0	0.0405546218487394	1	0.5630941987037659	1
brain	DHRS7B	13443	13441	13443	13441	0	15	0	1	0.2538666666666666	0	-0.693313479423523	0
brain	DHRS7B	13443	13442	13443	13442	0	15	0	1	0.2538666666666666	0	-0.693313479423523	0
brain	DHRS7B	13443	13444	13443	13444	0	344	1	1	0.0444143835616438	1	25.38726806640625	1
brain	DHRSX	13447	13448	13447	13448	0	167	0	1	0.0508443113772455	1	5.089036464691162	1
brain	DHX15	13450	13451	13450	13451	0	617	1	1	0.1210375203915171	1	15.71451473236084	1
brain	DHX15	13450	13452	13450	13452	0	701	1	1	0.1142071535022354	1	4.997106552124023	1
brain	DHX15	13450	13455	13450	13455	0	582	1	1	0.11943470790378	1	19.808956146240234	1
brain	DHX16	13457	13456	13457	13456	0	510	1	1	0.1958353413654618	0	-0.9945217967033386	1
brain	DHX29	13460	13458	13460	13458	0	641	0	1	0.1843728549141965	0	0.3994027376174927	1
brain	DHX29	13460	13459	13460	13459	0	1239	1	1	0.125773204196933	1	1.7493319511413574	1
brain	DHX30	13463	13461	13463	13461	0	39	0	1	0.2293846153846153	0	-0.2295471727848053	0
brain	DHX30	13463	13462	13462	13463	1	66	0	1	0.1548846153846153	0	0.3295622766017914	0
brain	DHX30	13463	13464	13463	13464	0	965	1	1	0.1050849740932642	1	6.803961753845215	1
brain	DHX32	13467	13466	13467	13466	0	631	1	0	0.0766798732171156	1	3.2590932846069336	1
brain	DHX32	13467	13468	13467	13468	0	376	0	1	0.0943058510638297	1	3.3479762077331543	0
brain	DHX33	13471	13469	13471	13469	0	224	1	1	0.1390267857142857	0	1.815678954124451	1
brain	DHX33	13471	13470	13471	13470	0	173	1	1	0.1500751445086705	0	0.6687150001525879	1
brain	DHX33	13471	13472	13471	13472	0	173	1	1	0.1500751445086705	0	0.6687150001525879	1
brain	DHX34	13473	13474	13473	13474	0	871	1	1	0.1238335246842709	1	10.742504119873049	1
brain	DHX35	13477	13476	13477	13476	0	155	0	1	0.0959548387096774	0	0.6873669624328613	0
brain	DHX36	13479	13478	13479	13478	0	869	1	1	0.0798672875436554	1	16.368057250976562	1
brain	DHX37	13483	13481	13483	13481	0	269	0	1	0.2887692307692308	0	0.8271768093109131	0
brain	DHX37	13483	13482	13483	13482	0	331	1	0	0.1041121495327102	1	-0.4872218370437622	1
brain	DHX38	13484	13485	13484	13485	0	1037	1	1	0.1398129218900675	1	15.920513153076172	1
brain	DHX57	13490	13487	13490	13487	0	749	1	0	0.0831813261163734	1	3.1561760902404785	1
brain	DHX57	13490	13488	13490	13488	0	568	1	1	0.157100352112676	0	0.0122749805450439	1
brain	DHX57	13490	13489	13490	13489	0	749	1	0	0.0831813261163734	1	3.1561760902404785	1
brain	DHX8	13494	13493	13494	13493	0	71	0	0	0.1057868852459016	1	0.0	1
brain	DHX8	13494	13495	13494	13495	0	409	1	1	0.0963129584352078	0	-0.946006178855896	1
brain	DHX8	13494	13496	13494	13496	0	70	0	0	0.1083030303030302	1	0.0	1
brain	DHX9	13497	13498	13497	13498	0	724	1	1	0.1164323204419889	1	4.19180154800415	1
brain	DIABLO	13505	13500	13505	13500	0	80	0	1	0.027938775510204	0	-1.563288688659668	1
brain	DIABLO	13505	13501	13505	13501	0	79	0	1	-0.0043164556962025	0	2.3362364768981934	1
brain	DIABLO	13505	13502	13505	13502	0	83	0	1	0.00825	0	-3.178544521331787	1
brain	DIABLO	13505	13503	13505	13503	0	80	0	1	0.027938775510204	0	-1.563288688659668	1
brain	DIABLO	13505	13504	13505	13504	0	83	0	1	0.00825	0	-3.178544521331787	1
brain	DIAPH1	13510	13507	13510	13507	0	9	0	1	0.0848888888888888	0	-0.4992293417453766	0
brain	DIAPH1	13510	13509	13510	13509	0	48	0	0	0.1728205128205128	1	0.0	0
brain	DIAPH2	13512	13511	13512	13511	0	21	0	0	0.1746666666666666	1	0.0	0
brain	DICER1	13519	13514	13519	13514	0	1109	1	1	0.1062106690777577	1	5.714363098144531	1
brain	DICER1	13519	13515	13519	13515	0	149	1	1	0.0729597315436241	0	3.814731121063232	1
brain	DICER1	13519	13516	13519	13516	0	561	1	1	0.0908484848484848	0	6.1775102615356445	1
brain	DICER1	13519	13517	13519	13517	0	128	0	0	0.1892936507936508	1	0.0	1
brain	DICER1	13519	13520	13519	13520	0	1809	1	0	0.1086640798226164	1	3.4437713623046875	1
brain	DICER1	13519	13521	13519	13521	0	1809	1	0	0.1086640798226164	1	3.4437713623046875	1
brain	DICER1	13519	13522	13519	13522	0	54	0	0	0.1711481481481481	1	0.0	1
brain	DICER1	13519	13524	13519	13524	0	130	0	0	0.1574180327868852	1	0.0	1
brain	DICER1	13519	13525	13519	13525	0	493	1	1	0.0888032454361054	0	3.5095436573028564	1
brain	DICER1	13519	13529	13519	13529	0	832	0	0	0.1055120192307692	1	0.0	1
brain	DICER1	13519	13530	13519	13530	0	130	0	0	0.1574180327868852	1	0.0	1
brain	DICER1	13519	13532	13519	13532	0	223	0	0	0.1117155963302752	1	0.0	1
brain	DICER1	13519	13533	13519	13533	0	1166	0	0	0.1045951972555746	1	-3.518017053604126	1
brain	DICER1	13519	13534	13519	13534	0	1563	1	1	0.1061042866282789	1	1.6670585870742798	1
brain	DICER1	13519	13535	13519	13535	0	1710	1	1	0.1082485380116959	1	3.3762781620025635	1
brain	DIDO1	13544	13542	13544	13542	0	1698	0	0	0.2489257513258692	1	0.2754666805267334	1
brain	DIDO1	13544	13543	13544	13543	0	1690	0	0	0.2499247184350919	1	1.0441222190856934	1
brain	DIDO1	13544	13546	13544	13546	0	1690	0	0	0.2499247184350919	1	1.0441222190856934	1
brain	DIDO1	13544	13547	13544	13547	0	1051	0	0	0.2768087535680305	1	0.0	1
brain	DIDO1	13544	13548	13544	13548	0	1690	0	0	0.2499247184350919	1	1.0441222190856934	1
brain	DIMT1	13557	13549	13557	13549	0	28	0	1	0.2110357142857143	0	-0.6132724285125732	1
brain	DIMT1	13557	13550	13557	13550	0	29	0	1	0.1668620689655172	0	1.188981294631958	1
brain	DIMT1	13557	13551	13557	13551	0	70	0	0	0.0258571428571428	1	-1.25360107421875	1
brain	DIMT1	13557	13552	13557	13552	0	160	0	0	0.07298125	1	-2.5968785285949707	1
brain	DIMT1	13557	13553	13557	13553	0	48	0	0	-0.0003333333333333	1	-0.8837839365005493	1
brain	DIMT1	13557	13554	13557	13554	0	181	0	0	0.0729649122807017	1	-2.4556236267089844	1
brain	DIMT1	13557	13555	13557	13555	0	70	0	0	0.0258571428571428	1	-1.25360107421875	1
brain	DIMT1	13557	13556	13557	13556	0	49	0	0	-0.024	1	-0.6706185340881348	1
brain	DIO3OS	13560	13561	13560	13561	0	291	0	1	0.2324577777777778	1	6.638897895812988	0
brain	DIP2A	13574	13566	13574	13566	0	730	0	0	0.0723301369863013	1	-0.8639065623283386	1
brain	DIP2A	13574	13567	13574	13567	0	1014	0	1	0.1040355029585798	1	-3.2633023262023926	1
brain	DIP2A	13574	13568	13574	13568	0	1567	1	1	0.1062960784313725	1	20.706958770751957	1
brain	DIP2A	13574	13569	13574	13569	0	1508	1	1	0.1048587608261159	1	22.409469604492188	1
brain	DIP2A	13574	13570	13574	13570	0	1341	1	1	0.1064884414615958	1	7.726444721221924	1
brain	DIP2A	13574	13571	13574	13571	0	1280	0	1	0.1148312302839116	1	-5.966225624084473	1
brain	DIP2A	13574	13572	13574	13572	0	4	0	0	0.3755	0	0.057875320315361	0
brain	DIP2A	13574	13573	13574	13573	0	1344	1	1	0.1144688672168041	1	1.09075665473938	1
brain	DIP2A	13574	13575	13575	13574	1	10	0	0	0.2388	0	0.0	1
brain	DIP2A	13574	13576	13574	13576	0	773	0	0	0.0785653298835705	1	-1.4601829051971436	1
brain	DIP2B	13577	13579	13577	13579	0	1197	1	0	0.0724113712374581	1	8.318052291870117	1
brain	DIP2C	13580	13581	13581	13580	1	66	0	1	0.0858787878787878	0	0.0186245292425155	1
brain	DIPK1A	13584	13583	13584	13583	0	25	0	1	0.0015599999999999	0	-0.2148338854312896	1
brain	DIPK1A	13584	13585	13584	13585	0	266	0	0	0.056563909774436	1	7.3591766357421875	1
brain	DIPK1B	13587	13586	13587	13586	0	87	0	1	-0.0069310344827586	0	-0.8575883507728577	1
