tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary	severity_score	domain_binary_faithful	severity_score_region	severity_score_scram	size_long_region	size_short_region
brain	CMTM5	10301	10302	10301	10302	0	59	1	1	0.0254406779661016	0	0.0458529293537139	1	-5.725337982177734	6.650549411773682	59	60
brain	CMTR2	10311	10309	10311	10309	0	822	0	1	0.051390243902439	1	17.34231185913086	1	17.33877944946289	16.504377365112305	738	101
brain	CMYA5	10312	10313	10312	10313	0	3907	1	1	0.2235600204760686	1	3.480353116989136	1	3.746533155441284	3.1261675357818604	966	107
brain	CMYA5	10312	10314	10312	10314	0	3613	1	1	0.222116246886244	1	8.556367874145508	1	10.49950122833252	6.476263046264648	566	60
brain	CMYA5	10312	10315	10312	10315	0	3418	1	1	0.2297055718475073	1	0.2153028398752212	1	-0.8905407190322876	0.012029588222503662	860	506
brain	CNBP	10321	10317	10321	10317	0	10	0	1	0.0653	0	-1.1630597114562988	0	-12.759624481201172	-4.091965198516846	10	60
brain	CNBP	10321	10318	10321	10318	0	119	0	0	0.176049504950495	1	9.26310920715332	1	24.624488830566406	12.81080436706543	101	19
brain	CNBP	10321	10319	10321	10319	0	9	0	1	0.0581428571428571	0	0.1487300097942352	0	-10.142728805541992	-4.021571159362793	7	2
brain	CNBP	10321	10320	10320	10321	1	2	0	0	0.3075	0	-0.5062698721885681	0	2.6669654846191406	3.323164939880371	2	60
brain	CNBP	10321	10322	10322	10321	1	1	0	0	0.736	0	-0.2357678413391113	0	3.332035779953003	-12.556182861328125	1	60
brain	CNBP	10321	10323	10321	10323	0	7	0	1	0.0581428571428571	0	-0.3594464063644409	0	-9.290858268737793	2.865877151489258	7	60
brain	CNDP1	10324	10325	10324	10325	0	413	0	0	0.0723375	1	18.539146423339844	1	21.426149368286133	19.618404388427734	400	15
brain	CNDP1	10324	10326	10324	10326	0	197	0	1	0.0879593908629441	0	4.410660743713379	1	12.777484893798828	9.954551696777344	197	60
brain	CNDP1	10324	10327	10324	10327	0	362	0	1	0.074481690140845	1	4.9618916511535645	1	6.940909385681152	6.873103141784668	355	19
brain	CNDP2	10331	10329	10331	10329	0	84	0	0	0.1455595238095238	0	3.955335855484009	1	14.883111000061035	8.120607376098633	84	60
brain	CNDP2	10331	10330	10331	10330	0	287	0	1	0.0958289962825278	1	12.973798751831056	1	25.212646484375	4.005321979522705	269	30
brain	CNEP1R1	10335	10333	10333	10335	1	17	0	1	0.1277058823529411	0	-0.6148871779441833	1	-2.2183022499084473	-4.253737449645996	17	60
brain	CNGA3	10337	10336	10337	10336	0	19	0	0	0.1893684210526315	0	-0.3565652966499328	0	-2.863823652267456	0.9157682657241821	19	1
brain	CNIH1	10343	10341	10343	10341	0	48	0	0	-0.07175	1	5.096795558929443	1	6.0643415451049805	5.643115043640137	48	60
brain	CNIH1	10343	10344	10344	10343	1	16	0	1	0.1806249999999999	0	0.3947110772132873	1	0.7098826169967651	3.383162021636963	16	60
brain	CNIH4	10347	10348	10347	10348	0	47	0	0	-0.021063829787234	1	3.1950483322143555	1	4.208218097686768	4.821634292602539	47	60
brain	CNKSR2	10352	10350	10352	10350	0	852	1	0	0.1669553990610328	1	-0.7205347418785095	1	-7.115588188171387	-4.689193248748779	840	60
brain	CNKSR2	10352	10351	10352	10351	0	30	0	0	0.1587666666666666	0	0.2519573867321014	1	8.849861145019531	3.222520112991333	30	12
brain	CNKSR2	10352	10353	10352	10353	0	502	1	0	0.1709800796812748	1	-0.6083260774612427	1	-8.360697746276855	-5.64597749710083	490	1
brain	CNKSR2	10352	10354	10352	10354	0	932	1	1	0.1536480686695278	1	10.169511795043944	1	17.398115158081055	12.46931266784668	932	12
brain	CNKSR2	10352	10356	10352	10356	0	631	1	1	0.1244342313787638	1	3.4350385665893555	1	13.723904609680176	4.282802581787109	631	16
brain	CNKSR2	10352	10357	10352	10357	0	889	1	1	0.149660292463442	1	11.635675430297852	1	17.74631690979004	13.891724586486816	889	15
brain	CNKSR2	10352	10358	10352	10358	0	49	1	0	0.0890408163265306	0	0.2160975784063339	1	8.92691421508789	-2.8749327659606934	49	12
brain	CNKSR2	10352	10359	10352	10359	0	79	1	0	0.1155189873417721	0	0.3070132434368133	1	9.23709774017334	-6.302588939666748	79	12
brain	CNKSR2	10352	10360	10352	10360	0	767	1	1	0.1213129074315515	1	2.259484052658081	1	8.693839073181152	0.514441728591919	755	4
brain	CNKSR2	10352	10361	10352	10361	0	219	1	1	0.0688940092165898	0	2.09855318069458	1	16.712182998657227	2.60260009765625	217	15
brain	CNKSR2	10352	10362	10352	10362	0	857	1	0	0.1697767106842737	1	1.9889347553253167	1	8.30286979675293	-8.158828735351562	821	40
brain	CNKSR2	10352	10363	10352	10363	0	849	1	1	0.1427656065959953	1	3.698007106781006	1	-6.382938385009766	6.973289966583252	837	60
brain	CNKSR2	10352	10364	10352	10364	0	453	1	0	0.1798432671081677	1	-0.7534346580505371	1	-8.255239486694336	-9.948556900024414	441	1
brain	CNKSR2	10352	10365	10352	10365	0	423	1	0	0.181338061465721	1	-0.8490915298461914	1	-8.401540756225586	-5.660951137542725	411	1
brain	CNKSR2	10352	10366	10352	10366	0	185	1	0	0.1021189189189189	0	-0.7490577101707458	1	-12.637537002563477	-1.5043302774429321	173	60
brain	CNKSR2	10352	10367	10352	10367	0	758	1	0	0.1760614973262032	1	-3.0157012939453125	1	0.6317493915557861	-10.209648132324219	736	14
brain	CNKSR2	10352	10368	10352	10368	0	166	0	0	0.1162168674698795	0	-0.6937735676765442	1	-12.871742248535156	3.1938223838806152	154	60
brain	CNKSR2	10352	10369	10352	10369	0	641	1	0	0.1644602184087363	1	-0.5015050172805786	1	10.384210586547852	-6.632378101348877	629	1
brain	CNKSR2	10352	10370	10352	10370	0	73	1	0	0.0890408163265306	0	0.8591489791870117	1	8.711030006408691	20.273008346557617	49	36
brain	CNKSR2	10352	10371	10352	10371	0	183	1	0	0.1082362637362637	0	-0.5896971821784973	1	2.9836502075195312	2.533259391784668	170	4
brain	CNKSR2	10352	10372	10352	10372	0	136	0	0	0.1068308823529411	1	-0.7930363416671753	0	-13.63396167755127	-4.795644760131836	124	60
brain	CNKSR2	10352	10373	10352	10373	0	796	1	0	0.1717625628140703	1	0.9770277738571168	1	10.13616943359375	9.823589324951172	785	3
brain	CNN2	10378	10377	10378	10377	0	39	0	0	0.1198974358974359	0	-0.4976471960544586	1	-9.3723726272583	-4.1092681884765625	39	60
brain	CNN3	10380	10381	10380	10381	0	460	1	1	0.1032821428571428	1	20.04550552368164	1	19.552934646606445	19.438922882080078	280	207
brain	CNN3	10380	10383	10380	10383	0	41	0	1	0.1335365853658536	0	0.0252057313919067	1	-4.5100250244140625	0.6573905944824219	41	60
brain	CNNM1	10388	10387	10387	10388	1	21	0	0	0.154047619047619	0	-0.1174602210521698	0	3.0860493183135986	6.417755126953125	21	60
brain	CNNM2	10390	10389	10390	10389	0	22	0	0	0.1124545454545454	0	-0.175332024693489	0	2.458704948425293	13.408235549926758	22	60
brain	CNNM4	10392	10393	10392	10393	0	650	1	1	0.0514976	1	4.1116251945495605	1	11.99770736694336	6.49976921081543	625	29
brain	CNNM4	10392	10394	10392	10394	0	743	1	1	0.0497319884726224	1	18.19398498535156	1	22.441741943359375	16.193376541137695	694	66
brain	CNOT1	10400	10397	10400	10397	0	227	0	0	0.051374449339207	0	-0.4547885358333587	1	-6.533339500427246	-10.700557708740234	6	6
brain	CNOT1	10400	10398	10400	10398	0	6	0	0	0.4073333333333334	0	-0.4547885358333587	1	-6.533339500427246	-3.4048004150390625	6	6
brain	CNOT1	10400	10399	10400	10399	0	1995	0	1	0.085265664160401	1	-3.177155017852783	1	-3.1038260459899902	-3.6343846321105957	971	330
brain	CNOT10	10403	10402	10403	10402	0	27	0	0	0.3165185185185185	0	-0.1139684244990348	0	-9.086435317993164	-3.812979221343994	27	60
brain	CNOT10	10403	10404	10403	10404	0	398	0	1	0.1382437185929648	1	0.5278563499450684	0	-1.524850606918335	-1.4348130226135254	398	60
brain	CNOT11	10408	10405	10408	10405	0	55	0	0	0.1017090909090909	0	-0.9470548629760742	0	-1.9226219654083252	4.8182454109191895	55	60
brain	CNOT11	10408	10406	10408	10406	0	63	0	0	0.0297142857142857	1	7.143778800964356	1	9.549140930175781	-0.4375934600830078	63	60
brain	CNOT11	10408	10407	10408	10407	0	188	0	1	0.1472393617021276	0	-2.008658170700073	0	0.03374427556991577	-7.840242385864258	188	60
brain	CNOT2	10410	10409	10409	10410	1	20	0	1	0.1029499999999999	0	-0.2466741800308227	0	-5.635973930358887	-3.3635592460632324	20	60
brain	CNOT2	10410	10411	10410	10411	0	284	0	1	0.0896931818181818	1	7.198569297790527	1	13.671159744262695	0.7485231161117554	264	20
brain	CNOT2	10410	10413	10413	10410	1	20	0	1	0.1029499999999999	0	-0.2466741800308227	0	-5.635973930358887	-1.6275273561477661	20	60
brain	CNOT2	10410	10414	10410	10414	0	371	0	1	0.0929973045822102	1	1.1449880599975586	1	1.7615032196044922	0.31872451305389404	371	60
brain	CNOT2	10410	10415	10415	10410	1	11	0	1	0.1038181818181818	0	-0.2342943251132965	0	-5.705819129943848	-0.39669209718704224	11	60
brain	CNOT2	10410	10416	10410	10416	0	329	0	1	0.156370820668693	1	0.388996958732605	0	5.546576976776123	6.877398490905762	329	60
brain	CNOT2	10410	10417	10410	10417	0	402	0	1	0.1485288220551378	1	20.8657169342041	1	23.34771156311035	23.267757415771484	399	5
brain	CNOT3	10419	10418	10419	10418	0	221	0	1	0.1045968586387434	0	2.710422277450561	1	15.97225570678711	-0.6496500372886658	191	40
brain	CNOT3	10419	10420	10419	10420	0	85	0	0	0.048625	1	2.240642547607422	1	19.97185516357422	-1.482578992843628	64	29
brain	CNOT3	10419	10421	10419	10421	0	448	0	0	0.229737819025522	1	7.192561149597168	1	18.209260940551758	5.197530269622803	431	30
brain	CNOT3	10419	10422	10419	10422	0	41	0	0	0.0024999999999999	1	-0.0293636247515678	1	-4.468524932861328	3.949430465698242	30	12
brain	CNOT4	10423	10424	10423	10424	0	164	0	0	0.1641341463414634	0	-1.2146661281585691	0	4.898000717163086	-6.111907958984375	164	2
brain	CNOT4	10423	10425	10423	10425	0	175	0	0	0.173920245398773	0	-0.8296667337417603	0	4.593667030334473	0.36037302017211914	163	22
brain	CNOT4	10423	10426	10423	10426	0	4	0	0	-0.01975	0	-0.1245951950550079	0	2.796315908432007	0.7643510103225708	4	1
brain	CNOT4	10423	10427	10423	10427	0	71	0	0	0.1144929577464788	0	-0.5606240034103394	0	-15.683424949645996	4.075099945068359	71	60
brain	CNOT4	10423	10428	10423	10428	0	75	0	0	0.1073333333333333	0	-0.6925089359283447	0	5.642934799194336	-1.9486722946166992	75	1
brain	CNOT4	10423	10429	10423	10429	0	171	0	0	0.1787924528301887	1	-0.6708245277404785	0	4.77492094039917	-1.068095326423645	159	21
brain	CNOT6L	10433	10431	10433	10431	0	100	1	1	0.09832	0	-0.9882200956344604	1	-0.8412426710128784	8.121115684509277	100	60
brain	CNOT6L	10433	10432	10433	10432	0	120	0	1	0.0535833333333333	0	0.2243585884571075	1	10.484983444213867	6.118634223937988	120	60
brain	CNOT7	10438	10435	10438	10435	0	41	0	0	0.0879268292682926	1	-1.3026763200759888	0	-13.837376594543457	-0.45256030559539795	41	60
brain	CNOT7	10438	10437	10438	10437	0	41	0	0	0.0879268292682926	1	-1.3026763200759888	0	-13.837376594543457	-0.8064699172973633	41	60
brain	CNOT9	10445	10442	10445	10442	0	170	0	1	0.073635294117647	1	4.873013973236084	1	5.051102638244629	5.688454627990723	170	60
brain	CNOT9	10445	10443	10445	10443	0	54	0	0	0.17264	1	0.4611174464225769	1	7.066476821899414	11.533435821533203	50	9
brain	CNOT9	10445	10444	10445	10444	0	370	0	1	0.0863071161048689	1	16.505268096923828	1	16.448806762695312	16.914670944213867	267	108
brain	CNP	10449	10446	10449	10446	0	20	0	1	0.02525	0	-0.62844318151474	0	-11.467100143432617	-5.276556968688965	20	60
brain	CNP	10449	10448	10449	10448	0	20	0	1	0.02525	0	-0.62844318151474	0	-11.467100143432617	-4.776951789855957	20	60
brain	CNPY2	10453	10452	10453	10452	0	150	0	0	0.1315794392523364	1	4.918814659118652	1	8.115946769714355	-2.1429128646850586	107	48
brain	CNPY2	10453	10454	10453	10454	0	88	0	1	0.0702045454545454	0	8.830102920532227	1	13.331758499145508	4.24934196472168	88	60
brain	CNR1	10461	10460	10461	10460	0	557	1	1	-0.0060605381165919	1	16.699851989746094	1	17.06121063232422	17.422706604003906	446	122
brain	CNST	10466	10467	10466	10467	0	490	1	0	0.1758451882845188	1	2.728548049926758	1	9.392374038696289	9.816839218139648	478	16
brain	CNST	10466	10468	10466	10468	0	111	1	0	0.0478648648648648	1	1.4214086532592771	1	8.956148147583008	1.1573182344436646	111	2
brain	CNTLN	10476	10473	10476	10473	0	676	0	1	0.1691257396449704	0	0.1973084211349487	0	0.36755186319351196	-2.3033716678619385	321	29
brain	CNTLN	10476	10474	10476	10474	0	1017	0	0	0.1792576204523107	1	0.8930026292800903	0	12.92065143585205	-4.679518699645996	633	2
brain	CNTLN	10476	10475	10476	10475	0	1253	0	0	0.1726967479674796	1	11.013010025024414	0	14.574586868286133	12.353970527648926	840	21
brain	CNTN1	10478	10477	10478	10477	0	433	1	0	0.1234247572815534	1	1.0805188417434692	1	14.619019508361816	-3.9312987327575684	412	21
brain	CNTN1	10478	10479	10478	10479	0	638	1	0	0.0939416403785489	1	3.247714042663574	1	14.886131286621094	-3.530580759048462	634	9
brain	CNTN1	10478	10480	10478	10480	0	433	1	0	0.1234247572815534	1	1.080518364906311	1	14.619019508361816	0.01548159122467041	412	21
brain	CNTN1	10478	10481	10478	10481	0	11	0	1	-0.0737272727272727	0	-0.282870888710022	0	-9.735597610473633	3.5685529708862305	11	60
brain	CNTN2	10505	10484	10505	10484	0	891	1	1	0.1038250863060989	1	7.32402229309082	1	21.152896881103516	6.5959553718566895	851	24
brain	CNTN2	10505	10485	10505	10485	0	380	0	1	0.0904458874458874	0	3.226101875305176	1	16.791330337524414	0.6347818970680237	220	173
brain	CNTN2	10505	10486	10505	10486	0	957	1	1	0.1035010570824524	1	10.771135330200195	1	19.39107322692871	7.67049503326416	928	16
brain	CNTN2	10505	10487	10505	10487	0	897	1	1	0.1096442199775533	1	7.197830677032471	1	17.360755920410156	10.54964828491211	873	8
brain	CNTN2	10505	10488	10505	10488	0	770	1	1	0.098670170827858	1	-1.345979928970337	1	6.378884315490723	-0.5638127326965332	746	21
brain	CNTN2	10505	10489	10505	10489	0	202	0	1	0.0962755102040816	0	-0.6516772508621216	1	11.655355453491211	13.882441520690918	178	8
brain	CNTN2	10505	10491	10505	10491	0	690	0	1	0.1081492753623188	1	0.5173848867416382	1	12.50065803527832	5.909754276275635	672	1
brain	CNTN2	10505	10492	10505	10492	0	963	1	1	0.1041783107403545	1	11.81081199645996	1	16.973735809326172	8.335658073425293	943	12
brain	CNTN2	10505	10493	10505	10493	0	821	1	1	0.1123826850690087	1	3.5448145866394043	1	16.4444637298584	-3.8948545455932617	779	26
brain	CNTN2	10505	10495	10505	10495	0	1009	1	1	0.1063542510121457	1	24.512840270996094	1	24.44778060913086	25.82514762878418	972	43
brain	CNTN2	10505	10496	10496	10505	1	97	0	0	0.3251643835616438	1	-0.0257787387818098	0	-2.253962516784668	1.4247339963912964	12	12
brain	CNTN2	10505	10497	10505	10497	0	212	0	1	0.1013349056603773	0	-0.1302821934223175	1	5.742382526397705	-4.921875	212	18
brain	CNTN2	10505	10499	10505	10499	0	953	1	1	0.1058497899159663	1	1.3952102661132812	1	22.10718536376953	-1.1803470849990845	934	3
brain	CNTN2	10505	10500	10505	10500	0	720	0	1	0.1087907303370786	1	0.912808120250702	1	15.50027847290039	5.979791164398193	694	9
brain	CNTN2	10505	10501	10505	10501	0	483	0	1	0.1030696202531645	0	-1.402108907699585	1	3.525202751159668	-5.599432945251465	459	21
brain	CNTN2	10505	10502	10505	10502	0	415	0	1	0.1038698979591836	0	0.1383294761180877	1	8.321916580200195	-0.6727248430252075	374	28
brain	CNTN2	10505	10503	10505	10503	0	615	0	1	0.1041324503311258	1	0.8024057149887085	1	15.744805335998535	3.632730722427368	586	16
brain	CNTN2	10505	10504	10505	10504	0	306	0	0	0.1056428571428571	1	1.348210692405701	1	19.298200607299805	8.000029563903809	276	18
brain	CNTN4	10508	10507	10508	10507	0	328	0	0	0.1149969512195122	1	0.2859286963939667	1	12.699877738952637	-2.541513442993164	324	1
brain	CNTN4	10508	10509	10508	10509	0	744	1	1	0.1001209677419354	1	2.1944360733032227	1	8.901494026184082	-5.627954959869385	744	4
brain	CNTN4	10508	10512	10508	10512	0	1134	1	1	0.102734879032258	1	23.07920837402344	1	22.738250732421875	22.885181427001953	988	150
brain	CNTN4	10508	10513	10508	10513	0	1129	1	1	0.1037082494969818	1	23.376428604125977	1	22.962875366210938	23.944963455200195	990	145
brain	CNTN4	10508	10514	10508	10514	0	1129	1	1	0.1037082494969818	1	23.376428604125977	1	22.962875366210938	23.24148178100586	990	145
brain	CNTN4	10508	10515	10508	10515	0	512	0	1	0.1059433593749999	1	-0.4361072182655334	1	-2.250173568725586	1.3447010517120361	508	60
brain	CNTN4	10508	10516	10508	10516	0	528	1	0	0.1109393939393939	1	0.3888207674026489	1	5.220688819885254	-1.789442777633667	524	60
brain	CNTN5	10522	10517	10522	10517	0	918	1	1	0.1038600823045267	1	-0.6560425758361816	1	0.39673805236816406	-0.4881080389022827	729	189
brain	CNTN5	10522	10518	10522	10518	0	404	0	1	0.0839348837209302	0	-1.3906314373016355	1	-5.918783187866211	-1.472955584526062	215	189
brain	CNTN5	10522	10521	10522	10521	0	236	1	0	0.1468093220338983	1	0.7484509348869324	1	10.728825569152832	-1.4295445680618286	236	1
brain	CNTN5	10522	10523	10522	10523	0	816	1	1	0.1134142156862745	1	2.42690658569336	1	1.345687747001648	2.7289350032806396	816	60
brain	CNTNAP2	10531	10529	10531	10529	0	1155	1	1	0.0654462738301559	1	-2.112603187561035	1	11.114848136901855	-0.27355706691741943	853	16
brain	CNTNAP2	10531	10530	10531	10530	0	1223	1	1	0.0729165985282093	1	13.252894401550291	1	13.666763305664062	12.475059509277344	991	77
brain	CNTNAP2	10531	10532	10531	10532	0	1151	0	1	0.0758957968476357	1	4.739974021911621	1	11.131258010864258	10.526068687438965	833	13
brain	CNTNAP2	10531	10533	10531	10533	0	987	0	1	0.0858432989690721	1	3.460721254348755	1	8.147382736206055	8.171257972717285	666	30
brain	CNTNAP2	10531	10534	10531	10534	0	853	1	1	0.081664712778429	1	-0.9864959120750428	1	-0.9438843131065369	-3.716698169708252	544	60
brain	CNTNAP2	10531	10535	10531	10535	0	766	1	1	0.0652381615598885	1	2.861152648925781	1	20.99500274658203	13.965679168701172	413	55
brain	CNTNAP2	10531	10536	10531	10536	0	1223	1	1	0.0729165985282093	1	13.252894401550291	1	13.666763305664062	11.421710968017578	991	77
brain	CNTNAP2	10531	10537	10531	10537	0	941	1	1	0.0675345377258235	1	4.059930324554443	1	4.060858249664307	2.508070707321167	941	309
brain	CNTNAP3	10540	10538	10540	10538	0	543	0	0	0.0902136279926335	1	-0.217260330915451	1	3.7583446502685547	-1.0611708164215088	277	60
brain	CNTNAP3	10540	10539	10540	10539	0	253	0	1	0.119079365079365	0	-0.4429797232151031	1	-3.1918532848358154	-4.17362117767334	88	88
brain	CNTNAP3B	10544	10541	10544	10541	0	543	0	0	0.0921546961325966	1	-0.271969586610794	1	3.941758155822754	-3.020531177520752	277	60
brain	CNTNAP3B	10544	10543	10544	10543	0	924	1	0	0.0864522776572668	1	0.404962420463562	1	10.214890480041504	-2.44284725189209	657	15
brain	CNTNAP4	10547	10549	10547	10549	0	49	0	0	0.0681020408163265	0	0.7966467142105103	1	13.902132034301758	14.392590522766113	48	48
brain	CNTNAP4	10547	10550	10547	10550	0	587	1	1	0.0739318568994889	0	-0.4843722581863403	1	-0.8000736832618713	-5.785737037658691	301	60
brain	CNTNAP5	10552	10551	10552	10551	0	1	0	0	-0.121	0	-0.0299053490161895	0	11.604865074157715	2.5711841583251953	1	1
brain	CNTNAP5	10552	10553	10552	10553	0	1290	1	1	0.0691616814874696	1	21.457199096679688	1	20.702924728393555	21.40920639038086	954	81
brain	CNTNAP5	10552	10554	10552	10554	0	1290	1	1	0.0691616814874696	1	21.457199096679688	1	20.702924728393555	20.161457061767578	954	81
brain	CNTRL	10565	10557	10565	10557	0	1956	1	1	0.1685266716754319	1	0.8757720589637756	1	0.49964168667793274	0.8311454057693481	886	858
brain	CNTRL	10565	10558	10565	10558	0	1375	1	0	0.1861369356032568	1	0.6890349984169006	0	12.135517120361328	-10.429399490356445	673	30
brain	CNTRL	10565	10559	10565	10559	0	929	1	1	0.1651657696447793	1	1.5899484157562256	1	3.637751579284668	1.4423054456710815	552	302
brain	CNTRL	10565	10560	10565	10560	0	929	1	1	0.1651657696447793	1	1.5899484157562256	1	3.637751579284668	3.5225777626037598	552	302
brain	CNTRL	10565	10561	10565	10561	0	1424	1	0	0.1880168539325842	1	-1.5670881271362305	1	5.790900707244873	7.318124771118164	751	5
brain	CNTRL	10565	10563	10563	10565	1	1209	1	0	0.1783820395738203	0	-1.3262405395507812	1	-2.4789271354675293	-0.31887274980545044	552	552
brain	CNTRL	10565	10564	10565	10564	0	1455	1	1	0.1808885793871866	1	3.1463584899902344	1	13.44028091430664	2.1285643577575684	758	19
brain	CNTRL	10565	10566	10565	10566	0	1058	1	1	0.1757590132827324	1	3.2412612438201904	1	18.434480667114258	-0.9117443561553955	399	41
brain	CNTRL	10565	10567	10565	10567	0	1713	1	1	0.1757487834549878	1	10.749417304992676	1	9.738762855529785	11.167686462402344	973	99
brain	CNTRL	10565	10568	10568	10565	1	1179	1	0	0.1796778309409888	0	-1.3262405395507812	1	-2.4789271354675293	-2.735238552093506	552	552
brain	CNTRL	10565	10569	10565	10569	0	1021	0	1	0.1737954319761668	1	1.809090614318848	1	15.879959106445312	1.4228458404541016	342	34
brain	CNTRL	10565	10570	10565	10570	0	929	1	1	0.1651657696447793	1	1.5899484157562256	1	3.637751579284668	-0.5767003297805786	552	302
brain	CNTRL	10565	10572	10565	10572	0	1689	1	1	0.1742653061224489	1	11.469639778137209	1	11.802816390991211	12.15791130065918	939	103
brain	CNTRL	10565	10573	10565	10573	0	1271	1	0	0.1882859424920127	1	1.8851903676986688	0	12.080408096313477	9.365804672241211	574	19
brain	CNTRL	10565	10574	10565	10574	0	129	1	0	0.1643181818181818	0	0.8645867109298706	0	5.512667655944824	4.010992050170898	19	19
brain	CNTROB	10576	10575	10575	10576	1	1	0	0	0.18	0	-0.0112880812957882	0	-2.4100985527038574	-2.2721033096313477	1	60
brain	CNTROB	10576	10577	10576	10577	0	647	0	1	0.2215603715170278	1	-5.547837257385254	0	2.1985249519348145	-6.27255916595459	646	5
brain	CNTROB	10576	10578	10576	10578	0	747	0	1	0.2122035278154681	1	7.30232048034668	0	13.638487815856934	9.983760833740234	737	18
brain	COA4	10592	10590	10592	10590	0	3	0	1	0.2573333333333333	0	-0.8010777235031128	0	-6.811443328857422	12.441387176513672	3	60
brain	COA4	10592	10591	10591	10592	1	17	0	1	0.050235294117647	0	-2.284301280975342	0	-8.20373821258545	5.093405723571777	17	60
brain	COA4	10592	10593	10593	10592	1	17	0	1	0.050235294117647	0	-2.284301280975342	0	-8.20373821258545	18.474475860595703	17	60
brain	COA6	10601	10598	10601	10598	0	1	0	1	-0.397	0	-0.2299885153770446	0	8.212615966796875	17.959793090820312	1	60
brain	COA6	10601	10600	10601	10600	0	83	0	1	0.1747931034482758	0	-2.962157249450684	0	-0.38898730278015137	-10.812724113464355	58	28
brain	COA8	10604	10606	10604	10606	0	170	0	1	0.156090909090909	1	-1.335930585861206	1	1.522239089012146	2.3882033824920654	132	44
brain	COA8	10604	10607	10604	10607	0	96	0	1	0.0687395833333333	0	2.836811780929565	1	7.343260288238525	-0.5979536771774292	96	2
brain	COASY	10609	10610	10609	10610	0	385	0	1	0.1069254237288135	1	5.49465274810791	1	16.465885162353516	-1.0284855365753174	295	90
brain	COBL	10613	10612	10613	10612	0	890	0	0	0.2129164705882352	1	-1.982537150382996	1	7.873165130615234	10.252272605895996	625	72
brain	COBL	10613	10614	10613	10614	0	461	0	1	0.2212255965292841	0	3.484472274780273	1	0.8498778343200684	3.0930652618408203	461	242
brain	COBL	10613	10615	10615	10613	1	104	0	0	0.3775087719298245	0	0.5350391268730164	1	6.131967544555664	4.289952278137207	57	57
brain	COBL	10613	10616	10613	10616	0	884	0	0	0.2078122171945701	1	-5.599937915802002	1	4.638056755065918	-4.548439979553223	645	2
brain	COBLL1	10619	10617	10619	10617	0	231	0	1	0.1462380952380952	0	1.0139274597167969	1	2.7544565200805664	-0.11934980750083923	231	106
brain	COBLL1	10619	10618	10618	10619	1	40	0	0	0.2324102564102563	0	-0.1180550381541252	0	-0.6843538284301758	-9.14056396484375	39	39
brain	COBLL1	10619	10620	10620	10619	1	105	0	1	0.1777809523809524	0	-1.0734537839889526	1	-4.942024230957031	-0.5569964647293091	105	105
brain	COBLL1	10619	10621	10621	10619	1	46	0	1	0.1806304347826086	0	-0.4439212679862976	0	-9.154906272888184	-1.4990266561508179	46	46
brain	COBLL1	10619	10622	10619	10622	0	913	0	0	0.2179116997792494	1	-2.830655574798584	1	5.291563987731934	0.766411542892456	800	7
brain	COBLL1	10619	10623	10619	10623	0	534	0	1	0.1958595505617977	0	3.2450668811798096	1	0.9699233174324036	2.010999917984009	534	106
brain	COCH	10625	10627	10627	10625	1	65	0	1	0.2004615384615384	0	-2.111744403839112	0	-8.125514030456543	2.0832834243774414	65	60
brain	COG1	10633	10629	10633	10629	0	870	0	1	0.1083287356321839	1	14.979286193847656	1	13.871805191040039	13.271377563476562	870	60
brain	COG1	10633	10630	10633	10630	0	868	0	1	0.0974375	1	-4.610430240631104	0	2.9653072357177734	-11.721474647521973	864	7
brain	COG1	10633	10632	10633	10632	0	98	0	1	0.1755833333333333	0	0.5731160044670105	1	13.195999145507812	14.221351623535156	84	16
brain	COG2	10636	10634	10636	10634	0	1	0	0	0.06	0	0.0571553483605384	1	-15.770745277404785	1.7186111211776733	1	60
brain	COG2	10636	10635	10636	10635	0	535	0	0	0.1102018691588785	1	-3.742441177368164	1	5.120351314544678	5.051560401916504	535	2
brain	COG3	10637	10638	10637	10638	0	384	0	0	0.0977395833333333	1	2.42645525932312	1	5.76599645614624	6.7550435066223145	384	60
brain	COG4	10640	10639	10640	10639	0	322	0	1	0.0893238993710691	0	2.780571222305298	1	16.15870475769043	2.005636692047119	318	12
brain	COG4	10640	10641	10640	10641	0	85	0	0	0.0056117647058823	1	0.5286985039710999	1	3.0108964443206787	7.750916004180908	85	60
brain	COG4	10640	10642	10640	10642	0	292	0	0	0.0534570446735395	1	1.3106786012649536	1	16.43417739868164	1.818759560585022	291	1
brain	COG4	10640	10643	10640	10643	0	77	0	1	0.1966883116883116	0	-0.0745594352483749	0	-7.302501678466797	-1.9365532398223877	77	60
brain	COG4	10640	10644	10640	10644	0	142	0	1	0.1172112676056337	0	0.5146546363830566	1	0.4709378480911255	6.871842384338379	142	60
brain	COG4	10640	10645	10640	10645	0	405	0	1	0.0721754385964912	1	5.381221294403076	1	12.360101699829102	5.047122955322266	399	18
brain	COG5	10647	10646	10647	10646	0	68	0	0	0.1042162162162162	0	-0.1592893749475479	0	-1.7030725479125977	9.54720687866211	37	31
brain	COG5	10647	10648	10647	10648	0	662	0	0	0.0773015384615384	1	-3.222818851470948	1	-2.0084104537963867	-8.375345230102539	650	12
