gene	iso_a	iso_b	gap	slim	hits_a	hits_b	diff	top_go	top_go_name
ENSG00000166974	ENST00000413393.5	ENST00000436190.6	0.0568	phospho_PKA	6	4	2	GO:0008017	microtubule binding
ENSG00000166974	ENST00000413393.5	ENST00000436190.6	0.0568	phospho_CK2	4	3	1	GO:0008017	microtubule binding
ENSG00000166974	ENST00000413393.5	ENST00000436190.6	0.0568	phospho_PKA	6	4	2	GO:0008017	microtubule binding
ENSG00000166974	ENST00000413393.5	ENST00000436190.6	0.0568	phospho_CK2	4	3	1	GO:0008017	microtubule binding
ENSG00000166974	ENST00000413393.5	ENST00000436190.6	0.0568	phospho_PKA	6	4	2	GO:0008017	microtubule binding
ENSG00000018869	ENST00000301310.8	ENST00000586929.6	0.05595	phospho_PKA	18	17	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000018869	ENST00000301310.8	ENST00000586929.6	0.05595	phospho_PKA	18	17	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000018869	ENST00000301310.8	ENST00000586929.6	0.05595	phospho_PKA	18	17	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000018869	ENST00000301310.8	ENST00000586929.6	0.05595	phospho_PKA	18	17	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000018869	ENST00000301310.8	ENST00000586929.6	0.05595	phospho_PKA	18	17	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000018869	ENST00000301310.8	ENST00000586929.6	0.05595	phospho_PKA	18	17	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000171735	ENST00000461311.1	ENST00000557126.5	0.06773	NLS_basic_cluster	0	2	-2	GO:0003690	double-stranded DNA binding
ENSG00000171735	ENST00000461311.1	ENST00000557126.5	0.06773	phospho_PKA	4	3	1	GO:0003690	double-stranded DNA binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	PXXP_SH3_binding	0	1	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	phospho_PKA	7	8	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	PXXP_SH3_binding	0	1	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	phospho_PKA	7	8	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	PXXP_SH3_binding	0	1	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	phospho_PKA	7	8	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	PXXP_SH3_binding	0	1	-1	GO:0042802	identical protein binding
ENSG00000178927	ENST00000306645.10	ENST00000434650.6	0.07661	phospho_PKA	7	8	-1	GO:0042802	identical protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	NLS_basic_cluster	1	3	-2	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	PXXP_SH3_binding	2	1	1	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	phospho_CK2	3	2	1	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	phospho_PKA	4	5	-1	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	NLS_basic_cluster	1	3	-2	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	PXXP_SH3_binding	2	1	1	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	phospho_CK2	3	2	1	GO:0005515	protein binding
ENSG00000173272	ENST00000309451.7	ENST00000445782.2	0.05352	phospho_PKA	4	5	-1	GO:0005515	protein binding
ENSG00000115875	ENST00000313117.11	ENST00000409276.5	0.06351	phospho_PKA	18	19	-1	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000313117.11	ENST00000409276.5	0.06351	phospho_PKA	18	19	-1	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000409276.5	ENST00000446327.6	0.06351	NLS_basic_cluster	3	4	-1	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000409276.5	ENST00000446327.6	0.06351	phospho_PKA	19	16	3	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000409276.5	ENST00000446327.6	0.06351	phospho_CDK	3	2	1	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000409276.5	ENST00000446327.6	0.06351	NLS_basic_cluster	3	4	-1	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000409276.5	ENST00000446327.6	0.06351	phospho_PKA	19	16	3	GO:0003676	nucleic acid binding
ENSG00000115875	ENST00000409276.5	ENST00000446327.6	0.06351	phospho_CDK	3	2	1	GO:0003676	nucleic acid binding
ENSG00000143740	ENST00000480897.5	ENST00000681929.1	0.05909	NLS_basic_cluster	0	1	-1	GO:0046872	metal ion binding
ENSG00000143740	ENST00000480897.5	ENST00000681929.1	0.05909	phospho_CK2	1	8	-7	GO:0046872	metal ion binding
ENSG00000143740	ENST00000480897.5	ENST00000681929.1	0.05909	phospho_PKA	3	8	-5	GO:0046872	metal ion binding
ENSG00000143740	ENST00000480897.5	ENST00000681929.1	0.05909	NLS_basic_cluster	0	1	-1	GO:0046872	metal ion binding
ENSG00000143740	ENST00000480897.5	ENST00000681929.1	0.05909	phospho_CK2	1	8	-7	GO:0046872	metal ion binding
ENSG00000143740	ENST00000480897.5	ENST00000681929.1	0.05909	phospho_PKA	3	8	-5	GO:0046872	metal ion binding
ENSG00000131943	ENST00000342680.5	ENST00000392275.1	0.09085	PXXP_SH3_binding	0	2	-2	GO:0000981	DNA-binding transcription factor activit
ENSG00000131943	ENST00000342680.5	ENST00000392275.1	0.09085	phospho_PKA	2	1	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000131943	ENST00000392275.1	ENST00000623113.3	0.09947	NLS_basic_cluster	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000131943	ENST00000392275.1	ENST00000623113.3	0.09947	PXXP_SH3_binding	2	0	2	GO:0000981	DNA-binding transcription factor activit
ENSG00000131943	ENST00000392275.1	ENST00000623113.3	0.09947	phospho_PKA	1	2	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000131943	ENST00000392275.1	ENST00000623113.3	0.09947	phospho_CDK	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000185591	ENST00000327443.9	ENST00000426431.2	0.14052	PXXP_SH3_binding	1	2	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000185591	ENST00000327443.9	ENST00000426431.2	0.14052	PXXP_SH3_binding	1	2	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000185591	ENST00000327443.9	ENST00000426431.2	0.14052	PXXP_SH3_binding	1	2	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000185591	ENST00000327443.9	ENST00000426431.2	0.14052	PXXP_SH3_binding	1	2	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000239672	ENST00000336097.7	ENST00000393196.8	0.05707	phospho_CK2	1	0	1	GO:0106310	protein serine kinase activity
ENSG00000125812	ENST00000338121.10	ENST00000377051.2	0.06397	phospho_PKA	17	16	1	GO:0000978	RNA polymerase II cis-regulatory region 
ENSG00000125812	ENST00000338121.10	ENST00000377051.2	0.06397	phospho_PKA	17	16	1	GO:0000978	RNA polymerase II cis-regulatory region 
ENSG00000125812	ENST00000338121.10	ENST00000377051.2	0.06397	phospho_PKA	17	16	1	GO:0000978	RNA polymerase II cis-regulatory region 
ENSG00000125812	ENST00000338121.10	ENST00000377051.2	0.06397	phospho_PKA	17	16	1	GO:0000978	RNA polymerase II cis-regulatory region 
ENSG00000007866	ENST00000338863.13	ENST00000639578.3	0.05045	phospho_PKA	8	9	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000007866	ENST00000338863.13	ENST00000639578.3	0.05045	phospho_PKA	8	9	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000393667.8	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	NES_leucine_rich	9	10	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000340645.10	ENST00000614479.5	0.05966	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000393667.8	ENST00000494517.6	0.07888	phospho_CK2	92	91	1	GO:0003723	RNA binding
ENSG00000173230	ENST00000393667.8	ENST00000494517.6	0.07888	phospho_PKA	52	51	1	GO:0003723	RNA binding
ENSG00000173230	ENST00000393667.8	ENST00000494517.6	0.07888	phospho_CK2	92	91	1	GO:0003723	RNA binding
ENSG00000173230	ENST00000393667.8	ENST00000494517.6	0.07888	phospho_PKA	52	51	1	GO:0003723	RNA binding
ENSG00000173230	ENST00000494517.6	ENST00000614479.5	0.07888	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000494517.6	ENST00000614479.5	0.07888	phospho_PKA	51	52	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000494517.6	ENST00000614479.5	0.07888	phospho_CK2	91	92	-1	GO:0003723	RNA binding
ENSG00000173230	ENST00000494517.6	ENST00000614479.5	0.07888	phospho_PKA	51	52	-1	GO:0003723	RNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	NLS_basic_cluster	15	14	1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	PXXP_SH3_binding	4	5	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_CK2	18	20	-2	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_PKA	24	25	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	NLS_basic_cluster	15	14	1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	PXXP_SH3_binding	4	5	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_CK2	18	20	-2	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_PKA	24	25	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	NLS_basic_cluster	15	14	1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	PXXP_SH3_binding	4	5	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_CK2	18	20	-2	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_PKA	24	25	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	NLS_basic_cluster	15	14	1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	PXXP_SH3_binding	4	5	-1	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_CK2	18	20	-2	GO:0003677	DNA binding
ENSG00000008083	ENST00000341776.7	ENST00000397311.4	0.05317	phospho_PKA	24	25	-1	GO:0003677	DNA binding
ENSG00000135316	ENST00000355238.11	ENST00000369622.8	0.06081	NLS_basic_cluster	5	6	-1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000369622.8	0.06081	phospho_PKA	4	5	-1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000676542.1	0.05959	NLS_basic_cluster	5	6	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000355238.11	ENST00000676542.1	0.05959	phospho_PKA	4	5	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000355238.11	ENST00000676688.1	0.06213	NLS_basic_cluster	5	6	-1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000676688.1	0.06213	PXXP_SH3_binding	2	1	1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000676688.1	0.06213	phospho_PKA	4	7	-3	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000369622.8	0.06081	NLS_basic_cluster	5	6	-1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000369622.8	0.06081	phospho_PKA	4	5	-1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000676542.1	0.05959	NLS_basic_cluster	5	6	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000355238.11	ENST00000676542.1	0.05959	phospho_PKA	4	5	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000355238.11	ENST00000676688.1	0.06213	NLS_basic_cluster	5	6	-1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000676688.1	0.06213	PXXP_SH3_binding	2	1	1	GO:0003723	RNA binding
ENSG00000135316	ENST00000355238.11	ENST00000676688.1	0.06213	phospho_PKA	4	7	-3	GO:0003723	RNA binding
ENSG00000135316	ENST00000676542.1	ENST00000677771.1	0.05959	NLS_basic_cluster	6	4	2	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000677771.1	0.05959	PXXP_SH3_binding	2	1	1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000677771.1	0.05959	phospho_PKA	5	6	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000677771.1	0.05959	NLS_basic_cluster	6	4	2	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000677771.1	0.05959	PXXP_SH3_binding	2	1	1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000677771.1	0.05959	phospho_PKA	5	6	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000678528.1	0.05959	NLS_basic_cluster	6	4	2	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000678528.1	0.05959	PXXP_SH3_binding	2	1	1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000678528.1	0.05959	phospho_PKA	5	6	-1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000678528.1	0.05959	NLS_basic_cluster	6	4	2	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000678528.1	0.05959	PXXP_SH3_binding	2	1	1	GO:0003676	nucleic acid binding
ENSG00000135316	ENST00000676542.1	ENST00000678528.1	0.05959	phospho_PKA	5	6	-1	GO:0003676	nucleic acid binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000357814.8	ENST00000583834.5	0.05383	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	NES_leucine_rich	0	1	-1	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	PXXP_SH3_binding	0	4	-4	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	phospho_CK2	7	1	6	GO:0005515	protein binding
ENSG00000109065	ENST00000581136.5	ENST00000583834.5	0.05468	phospho_PKA	1	2	-1	GO:0005515	protein binding
ENSG00000197021	ENST00000370404.5	ENST00000462691.5	0.07523	phospho_CK2	1	5	-4	GO:0000981	DNA-binding transcription factor activit
ENSG00000197021	ENST00000370404.5	ENST00000462691.5	0.07523	phospho_PKA	2	3	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000197021	ENST00000370404.5	ENST00000462691.5	0.07523	phospho_CK2	1	5	-4	GO:0000981	DNA-binding transcription factor activit
ENSG00000197021	ENST00000370404.5	ENST00000462691.5	0.07523	phospho_PKA	2	3	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000197021	ENST00000370406.8	ENST00000462691.5	0.07523	phospho_CK2	1	5	-4	GO:0000981	DNA-binding transcription factor activit
ENSG00000197021	ENST00000370406.8	ENST00000462691.5	0.07523	phospho_PKA	2	3	-1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NLS_basic_cluster	4	0	4	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NES_leucine_rich	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	PXXP_SH3_binding	1	7	-6	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	phospho_PKA	2	5	-3	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NLS_basic_cluster	4	0	4	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NES_leucine_rich	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	PXXP_SH3_binding	1	7	-6	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	phospho_PKA	2	5	-3	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NLS_basic_cluster	4	0	4	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NES_leucine_rich	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	PXXP_SH3_binding	1	7	-6	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	phospho_PKA	2	5	-3	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NLS_basic_cluster	4	0	4	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NES_leucine_rich	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	PXXP_SH3_binding	1	7	-6	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	phospho_PKA	2	5	-3	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NLS_basic_cluster	4	0	4	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NES_leucine_rich	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	PXXP_SH3_binding	1	7	-6	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	phospho_PKA	2	5	-3	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NLS_basic_cluster	4	0	4	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	NES_leucine_rich	1	0	1	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	PXXP_SH3_binding	1	7	-6	GO:0000981	DNA-binding transcription factor activit
ENSG00000162599	ENST00000603233.2	ENST00000662015.1	0.08693	phospho_PKA	2	5	-3	GO:0000981	DNA-binding transcription factor activit
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	PXXP_SH3_binding	2	3	-1	GO:0008017	microtubule binding
ENSG00000117298	ENST00000374893.11	ENST00000415912.6	0.06632	phospho_PKA	8	10	-2	GO:0008017	microtubule binding
