isoform_id	gene	type	primary_module	module_score	max_score
PRKD3-201	PRKD3	known	31	0.3504048883914947	0.6375148
NDUFAF1-201	NDUFAF1	known	5	0.2138330936431884	0.4197008
transcript135810.chr16.nnic	CTU2	nnic	9	0.4345397055149078	0.5024766
ENST00000668653	ENSG00000291166	known	44	0.2948901355266571	0.37831363
NARS1-201	NARS1	known	6	0.4513752460479736	0.5744492
ZNF845-202	ZNF845	known	2	0.1795280575752258	0.5332765
ASIC1-206	ASIC1	known	11	0.3556534647941589	0.5992939
APC2-208	APC2	known	44	0.2651889622211456	0.35297808
KLHL41-201	KLHL41	known	29	0.2381980419158935	0.36822835
NHLRC3-202	NHLRC3	known	16	0.215213730931282	0.34202254
SNUPN-210	SNUPN	known	8	0.2441174536943435	0.3202125
MACF1-244	MACF1	known	36	0.3894126117229461	0.5434226
GOSR2-209	GOSR2	known	7	0.289507120847702	0.44167218
CXXC1-204	CXXC1	known	2	0.3054234683513641	0.4027707
ATM-204	ATM	known	3	0.2169068306684494	0.3314577
transcript34201.chr18.nic	RNF125	nic	29	0.304974228143692	0.6305839
PDAP1-201	PDAP1	known	8	0.2372098416090011	0.36168534
GRIA2-229	GRIA2	known	11	0.3621026277542114	0.67067915
AKAP9-212	AKAP9	known	44	0.4845279455184936	0.5647179
ADCY3-213	ADCY3	known	15	0.5016100406646729	0.6844565
IFI6-203	IFI6	known	30	0.5005887746810913	0.732346
AMPD2-250	AMPD2	known	25	0.4017327129840851	0.57499415
MATR3-210	MATR3	known	8	0.3700267076492309	0.39965743
DXO-205	DXO	known	2	0.2368155270814895	0.3486851
DNAJC21-207	DNAJC21	known	8	0.2448281645774841	0.3054421
transcript69033.chr12.nnic	GPD1	nnic	15	0.3668453395366668	0.46308964
TSG101-204	TSG101	known	29	0.3672096729278564	0.45098266
WDR19-207	WDR19	known	44	0.3495351672172546	0.49345103
TMEM150A-207	TMEM150A	known	17	0.3311662971973419	0.4098497
KPNA6-201	KPNA6	known	7	0.4981656372547149	0.7081006
PNKD-204	PNKD	known	16	0.2468961924314499	0.38034248
ATP5PO-201	ATP5PO	known	6	0.334331065416336	0.39419544
MOV10-204	MOV10	known	9	0.3819819390773773	0.48898807
MDN1-215	MDN1	known	1	0.2929409742355346	0.3907734
CTSA-207	CTSA	known	25	0.4343707263469696	0.4718415
AKAP9-231	AKAP9	known	44	0.4892832338809967	0.5802711
NKAP-201	NKAP	known	8	0.460282415151596	0.5110012
FNBP1L-203	FNBP1L	known	43	0.3028717041015625	0.4746229
EXTL3-216	EXTL3	known	20	0.5978537201881409	0.6685704
MIER2-201	MIER2	known	2	0.2490562200546264	0.37704808
MEN1-206	MEN1	known	29	0.3079146146774292	0.40120012
SLC22A10-202	SLC22A10	known	11	0.1808605343103408	0.31488675
FECH-201	FECH	known	15	0.2884232103824615	0.4472615
EXOC4-219	EXOC4	known	5	0.3389912545681	0.5156727
MBP-202	MBP	known	26	0.4211726486682892	0.549862
TXNDC9-207	TXNDC9	known	4	0.2722759246826172	0.39097878
PHF21A-228	PHF21A	known	2	0.2457115054130554	0.3800482
CH25H-201	CH25H	known	16	0.3590975105762481	0.5044645
ATP2B3-205	ATP2B3	known	11	0.3140423893928528	0.5442053
TTC3-209	TTC3	known	29	0.2556492686271667	0.5093643
PAFAH1B1-205	PAFAH1B1	known	2	0.2237113118171692	0.31746274
GPR27-201	GPR27	known	14	0.3720801472663879	0.67060685
SORBS2-272	SORBS2	known	36	0.3597756922245025	0.49084026
CDKN1B-201	CDKN1B	known	2	0.300355851650238	0.38504344
AARS1-218	AARS1	known	6	0.3916566073894501	0.5574276
PCDH8-201	PCDH8	known	35	0.372497409582138	0.7037198
APMAP-201	APMAP	known	16	0.2762159705162048	0.39398926
ANKRD28-212	ANKRD28	known	43	0.3674067258834839	0.5340522
RIMBP2-214	RIMBP2	known	13	0.2480885684490203	0.34147042
UBE2D1-204	UBE2D1	known	29	0.4737489223480224	0.7379778
transcript29671.chr22.nnic	DUSP18	nnic	32	0.3794790208339691	0.59648323
transcript259908.chr3.nic	LXN	nic	30	0.1844754964113235	0.35273325
SEMA4D-212	SEMA4D	known	36	0.6113380193710327	0.83390254
EML1-203	EML1	known	44	0.3208267092704773	0.48673406
FGFR2-237	FGFR2	known	17	0.7037327289581299	0.80364096
RIMS2-226	RIMS2	known	13	0.5039708614349365	0.8862303
PMM2-201	PMM2	known	15	0.2684378623962402	0.451938
TCF4-202	TCF4	known	2	0.3291307985782623	0.64095867
SEMA3B-213	SEMA3B	known	36	0.6436551213264465	0.890205
ETS2-208	ETS2	known	2	0.2466766983270645	0.5065446
AK6-201	AK6	known	15	0.3986656963825226	0.67112255
SUPT5H-201	SUPT5H	known	8	0.4603732824325561	0.539889
PCDHB7-201	PCDHB7	known	35	0.3113995492458343	0.7229661
MGA-207	MGA	known	2	0.3331356644630432	0.47495237
RAB7A-201	RAB7A	known	25	0.4517239034175873	0.581505
FANCM-228	FANCM	known	1	0.3905464708805084	0.56591785
STIM2-203	STIM2	known	12	0.4265758991241455	0.57446796
MAGEH1-201	MAGEH1	known	2	0.1971229612827301	0.33982322
BCCIP-203	BCCIP	known	7	0.3895645439624786	0.49502516
FMO5-209	FMO5	known	16	0.3559861481189728	0.44843262
SLC7A4-201	SLC7A4	known	11	0.4320965707302093	0.6381338
transcript231618.chr6.nnic	THBS2	nnic	40	0.3130521774291992	0.40616336
EPC1-206	EPC1	known	2	0.33741295337677	0.4528045
COG6-202	COG6	known	43	0.3225599825382232	0.5484544
VAMP8-201	VAMP8	known	25	0.487734317779541	0.56898135
THOC3-201	THOC3	known	7	0.3951618671417236	0.4690567
DARS2-212	DARS2	known	6	0.4970637559890747	0.6307597
CUEDC1-212	CUEDC1	known	26	0.2966699302196502	0.40364027
TAF6-260	TAF6	known	2	0.3450548052787781	0.44013357
NFE2L3-201	NFE2L3	known	2	0.2817479372024536	0.48329443
CYP26B1-201	CYP26B1	known	16	0.3047829568386078	0.46306142
WTAP-205	WTAP	known	8	0.2970614433288574	0.34055316
HTR2C-202	HTR2C	known	14	0.3682760596275329	0.55153584
SAFB2-206	SAFB2	known	2	0.2540959119796753	0.33657178
TMEM116-206	TMEM116	known	14	0.3101601302623749	0.615569
USP16-205	USP16	known	29	0.3010143041610718	0.55071145
UNC80-208	UNC80	known	42	0.2856642007827759	0.40165034
USP35-201	USP35	known	29	0.2857056558132171	0.6972923
KLHL15-204	KLHL15	known	29	0.255884438753128	0.52315605
RMND5A-201	RMND5A	known	29	0.4276844561100006	0.6917818
NEK4-202	NEK4	known	31	0.3483960032463074	0.5858416
GOLGA4-207	GOLGA4	known	36	0.3220583796501159	0.4998661
RPF1-201	RPF1	known	10	0.3626796007156372	0.61994815
transcript74333.chr7.nnic	CCT6P3	nnic	19	0.2240689992904663	0.3090716
ITGA11-201	ITGA11	known	35	0.4069734811782837	0.59448797
ATAD2B-203	ATAD2B	known	2	0.2947636246681213	0.5124327
STAT2-221	STAT2	known	23	0.2317400127649307	0.3524139
ELF1-205	ELF1	known	2	0.2790404558181762	0.56904715
PHOSPHO2-201	PHOSPHO2	known	15	0.1933314204216003	0.43065348
CLYBL-203	CLYBL	known	9	0.3040745556354522	0.43335754
KNDC1-223	KNDC1	known	36	0.2605118751525879	0.3786175
EGLN1-206	EGLN1	known	2	0.2332416325807571	0.32225078
SATB2-201	SATB2	known	2	0.2739308774471283	0.49336797
COBLL1-201	COBLL1	known	36	0.4019511342048645	0.49848565
SIPA1L2-210	SIPA1L2	known	42	0.3014186024665832	0.39380246
DUSP16-201	DUSP16	known	32	0.3341697752475738	0.4499011
PIAS1-201	PIAS1	known	29	0.3375419676303863	0.53630215
RBM11-203	RBM11	known	2	0.1492941677570343	0.35006946
GRIK2-205	GRIK2	known	11	0.3623189926147461	0.67442524
CYP8B1-201	CYP8B1	known	16	0.2730007171630859	0.3886272
DIMT1-201	DIMT1	known	9	0.5209773182868958	0.68662596
G3BP1-270	G3BP1	known	8	0.4268305599689483	0.5214359
ZNF3-202	ZNF3	known	2	0.1756574660539627	0.65981275
TOE1-201	TOE1	known	9	0.3285451829433441	0.43140134
DMD-270	DMD	known	36	0.3088878989219665	0.5075674
TUBGCP2-218	TUBGCP2	known	44	0.4031213223934173	0.6097749
NECAP2-207	NECAP2	known	28	0.2377196997404098	0.32359523
ANKHD1-201	ANKHD1	known	29	0.2239876240491867	0.3159437
GUSB-201	GUSB	known	25	0.6313177347183228	0.66718465
CEP250-216	CEP250	known	44	0.4777710139751434	0.5692289
NARF-201	NARF	known	6	0.323551207780838	0.45797372
PRPF4-202	PRPF4	known	8	0.5098903775215149	0.5790262
TCF4-211	TCF4	known	2	0.3357945680618286	0.6575256
AFAP1L2-201	AFAP1L2	known	31	0.3192467093467712	0.4682723
ODF2L-226	ODF2L	known	44	0.2763641476631164	0.35956663
DLGAP1-207	DLGAP1	known	44	0.2219324856996536	0.31930813
MYEF2-204	MYEF2	known	8	0.3891561329364776	0.41787976
KLF9-201	KLF9	known	2	0.2493626922369003	0.6109595
SYNCRIP-212	SYNCRIP	known	8	0.5868858695030212	0.65707827
PPP3CC-201	PPP3CC	known	15	0.3674526810646057	0.52008784
DEAF1-201	DEAF1	known	2	0.2687791287899017	0.44581923
COQ6-201	COQ6	known	16	0.2609013020992279	0.39888814
TSC1-246	TSC1	known	44	0.2230346798896789	0.31650007
PSMC5-205	PSMC5	known	29	0.3653050065040588	0.53452486
LSM1-201	LSM1	known	8	0.4959172904491424	0.72983086
APOL2-202	APOL2	known	11	0.2738600373268127	0.49316373
TJP2-225	TJP2	known	35	0.2656522393226623	0.39586338
MAST1-203	MAST1	known	3	0.2272859513759613	0.39788654
TLR1-201	TLR1	known	23	0.4601795077323913	0.680429
GOLGA2-213	GOLGA2	known	44	0.3104318380355835	0.38792664
PLCB4-211	PLCB4	known	17	0.298088014125824	0.40015215
transcript141093.chr11.nic	ME3	nic	15	0.2648966908454895	0.3500411
KCNJ16-202	KCNJ16	known	11	0.3729569315910339	0.74321175
SLC5A11-203	SLC5A11	known	11	0.3672372698783874	0.62106407
PFKFB2-201	PFKFB2	known	15	0.5210861563682556	0.75570774
BCAP31-201	BCAP31	known	27	0.4655147492885589	0.49402723
CLYBL-201	CLYBL	known	9	0.3040745556354522	0.43335754
CHN1-201	CHN1	known	42	0.4409664571285248	0.6748743
CARS2-201	CARS2	known	6	0.5059110522270203	0.6212805
MX1-237	MX1	known	3	0.24599389731884	0.39359036
SCN2A-206	SCN2A	known	11	0.441799134016037	0.850924
NEIL2-202	NEIL2	known	1	0.2527180314064026	0.5378534
ZDHHC6-221	ZDHHC6	known	5	0.2573437988758087	0.33002296
RO60-201	RO60	known	1	0.194837749004364	0.3363574
PLEC-209	PLEC	known	35	0.3246999382972717	0.5332318
LPAR5-202	LPAR5	known	14	0.3373223841190338	0.6514021
ERLEC1-229	ERLEC1	known	18	0.4257291257381439	0.5431909
NDUFS2-277	NDUFS2	known	16	0.3145920932292938	0.48871738
TAB3-201	TAB3	known	31	0.4200780987739563	0.59259254
PVRIG-201	PVRIG	known	24	0.2999129593372345	0.44379035
CCDC14-222	CCDC14	known	44	0.2662438154220581	0.36918092
HEPH-203	HEPH	known	11	0.1788908690214157	0.32363826
ZNF501-201	ZNF501	known	2	0.1481269001960754	0.5991141
TK2-206	TK2	known	15	0.3246059119701385	0.5860619
CYP27A1-201	CYP27A1	known	16	0.3441064059734344	0.5358122
MPHOSPH10-202	MPHOSPH10	known	10	0.3281912207603454	0.50836074
JAKMIP3-208	JAKMIP3	known	44	0.2051972299814224	0.31471372
SLC52A3-205	SLC52A3	known	11	0.3664967715740204	0.5724987
DNM1L-209	DNM1L	known	3	0.2494818866252899	0.31860963
TUBGCP4-207	TUBGCP4	known	44	0.3081633448600769	0.54319227
RAB3GAP1-207	RAB3GAP1	known	9	0.2413759678602218	0.30479068
transcript305491.chr2.nic	CD302	nic	25	0.3214262127876282	0.3734859
FAM131C-201	FAM131C	known	2	0.1577778309583664	0.31253856
FBXO6-201	FBXO6	known	29	0.3474851250648498	0.5627285
HACD3-202	HACD3	known	15	0.4248787760734558	0.58065146
NPY5R-201	NPY5R	known	14	0.3672368228435516	0.61288977
MAGOHB-203	MAGOHB	known	7	0.3994147479534149	0.5968545
transcript192675.chr8.nnic	TSNARE1	nnic	1	0.1894502937793731	0.31217137
TNFSF12-204	TNFSF12	known	23	0.3421265780925751	0.47445774
transcript223270.chr2.nnic	RPL31	nnic	6	0.6243414282798767	0.80735224
TRIM2-287	TRIM2	known	29	0.2709991037845611	0.345594
MKRN2-211	MKRN2	known	29	0.2986095547676086	0.5742249
KCNMA1-267	KCNMA1	known	12	0.3227110803127289	0.56740266
TNFAIP1-201	TNFAIP1	known	29	0.293140709400177	0.47460517
GCC2-222	GCC2	known	44	0.3517818450927734	0.4388267
NAP1L1-223	NAP1L1	known	6	0.2440182715654373	0.32553
FAN1-206	FAN1	known	1	0.2664062082767486	0.46853462
CRTAC1-203	CRTAC1	known	20	0.2779689133167267	0.3535771
TNFSF10-201	TNFSF10	known	23	0.3899731338024139	0.54193085
CLEC5A-206	CLEC5A	known	25	0.4066768586635589	0.49053115
MIF4GD-202	MIF4GD	known	7	0.2253580093383789	0.37094182
ZNF302-209	ZNF302	known	9	0.1358711421489715	0.35294983
CYTH2-203	CYTH2	known	42	0.2712400555610657	0.3778908
CASK-224	CASK	known	13	0.2708910405635834	0.38319921
ITGA2-205	ITGA2	known	35	0.3711961507797241	0.5751623
ABCB9-203	ABCB9	known	43	0.262417733669281	0.4139785
PLCB2-204	PLCB2	known	17	0.3449247181415558	0.46613336
SH3KBP1-217	SH3KBP1	known	41	0.2540169358253479	0.34335363
transcript30878.chr12.nnic	H4C16	nnic	1	0.302251785993576	0.60620683
TONSL-202	TONSL	known	1	0.2552719414234161	0.39501637
SOS1-201	SOS1	known	42	0.5054720044136047	0.6345867
ITGAL-218	ITGAL	known	40	0.189215213060379	0.33448094
ABCB9-208	ABCB9	known	11	0.234674260020256	0.482623
CACNA1A-212	CACNA1A	known	12	0.4241561591625213	0.83073616
transcript157087.chr11.nic	TRPC6	nic	12	0.392027735710144	0.5670103
DOCK7-223	DOCK7	known	17	0.2277250587940216	0.33337623
transcript107454.chr16.nic	NIP7	nic	9	0.3611792623996734	0.50199586
GYG2-205	GYG2	known	16	0.214589312672615	0.34388247
CTSL-235	CTSL	known	19	0.3417934477329254	0.46300036
SLC25A39-202	SLC25A39	known	11	0.2520199120044708	0.47904015
EIF2D-201	EIF2D	known	9	0.3276157975196838	0.42361695
RNFT1-201	RNFT1	known	29	0.2476849555969238	0.4949318
PDE4A-203	PDE4A	known	14	0.2571886479854584	0.4002295
ZNF34-202	ZNF34	known	2	0.1767971515655517	0.61335796
LTA4H-210	LTA4H	known	19	0.5014774799346924	0.54644877
SPTLC2-206	SPTLC2	known	9	0.2379486113786697	0.40063047
HTRA2-215	HTRA2	known	19	0.425451248884201	0.47375757
ALKBH1-204	ALKBH1	known	9	0.2162959724664688	0.31192616
DDX52-213	DDX52	known	9	0.350745290517807	0.5541812
ZNF213-201	ZNF213	known	2	0.1472862064838409	0.4939459
HSD17B12-201	HSD17B12	known	15	0.3839472830295563	0.500306
transcript19527.chr18.nic	PRELID3A	nic	11	0.2389461398124694	0.34711918
CSNK2A1-237	CSNK2A1	known	30	0.3444569408893585	0.5316028
ENST00000686484	ENSG00000291100	known	35	0.2513442933559418	0.33344433
APEX1-210	APEX1	known	1	0.3634665608406067	0.57599247
PRCP-210	PRCP	known	25	0.5006682276725769	0.53314096
TMEM50A-203	TMEM50A	known	43	0.2405566573143005	0.38203657
XRCC1-205	XRCC1	known	44	0.2483201622962951	0.36879736
G3BP1-237	G3BP1	known	8	0.4553596079349518	0.58126104
PLXNB2-201	PLXNB2	known	36	0.5772430300712585	0.6625655
TTC21B-234	TTC21B	known	44	0.3790762722492218	0.4917887
IGBP1-202	IGBP1	known	30	0.3011351227760315	0.4299411
BLTP1-238	BLTP1	known	22	0.1724276393651962	0.30533105
WDR82-204	WDR82	known	8	0.2140969485044479	0.32584062
SPG7-277	SPG7	known	18	0.3959141075611114	0.48822793
PPP2R1A-201	PPP2R1A	known	32	0.4384233653545379	0.52432406
RTN3-208	RTN3	known	36	0.1974250376224517	0.30139568
SDCCAG8-201	SDCCAG8	known	44	0.4340333342552185	0.5326506
GBP3-202	GBP3	known	23	0.3837875127792358	0.5310263
PABPC4-204	PABPC4	known	8	0.3485801517963409	0.4724955
MBD3-202	MBD3	known	2	0.2376168817281723	0.39782965
GDF5-201	GDF5	known	40	0.3202150762081146	0.4305567
MRPS16-201	MRPS16	known	6	0.5290660858154297	0.6497757
POMZP3-202	POMZP3	known	3	0.2617149353027344	0.34474033
MRPL53-201	MRPL53	known	6	0.412390261888504	0.46927944
ZNF584-201	ZNF584	known	2	0.1622510850429535	0.59119034
ALS2-262	ALS2	known	42	0.312620997428894	0.40927038
transcript56889.chr6.nnic	TREM2	nnic	24	0.2996402084827423	0.4241101
CCNE2-201	CCNE2	known	1	0.1985040605068206	0.3960175
PDK1-201	PDK1	known	9	0.279556006193161	0.3756994
PARP1-203	PARP1	known	1	0.430407702922821	0.5587926
DDX1-213	DDX1	known	9	0.3073510229587555	0.38597435
GPR155-206	GPR155	known	11	0.3010731935501098	0.50146973
PSMD13-202	PSMD13	known	25	0.5446817874908447	0.59742695
ZNF496-201	ZNF496	known	2	0.1992136389017105	0.5207599
FYN-205	FYN	known	24	0.5544646382331848	0.7242869
MED13L-224	MED13L	known	2	0.2203081250190735	0.49167976
TP53BP1-205	TP53BP1	known	1	0.3470003306865692	0.47434133
DNAJC7-201	DNAJC7	known	5	0.2538255155086517	0.31847608
HDAC8-209	HDAC8	known	1	0.3392530083656311	0.5313594
RPL6-203	RPL6	known	5	0.4563612341880798	0.51678574
EFR3B-204	EFR3B	known	17	0.4330626428127289	0.49329528
CTDSP1-201	CTDSP1	known	9	0.2179413437843322	0.36533782
CAPRIN2-226	CAPRIN2	known	36	0.3166542053222656	0.5444964
SRPK2-203	SRPK2	known	8	0.601504385471344	0.64121616
STAMBP-258	STAMBP	known	5	0.1880401223897934	0.30808124
UBN2-202	UBN2	known	2	0.2354976087808609	0.38779578
EFNB1-201	EFNB1	known	36	0.4456877112388611	0.6359119
CRISPLD2-201	CRISPLD2	known	25	0.3850914239883423	0.39836222
RAB21-201	RAB21	known	25	0.3975640833377838	0.59755605
SYCE1-203	SYCE1	known	44	0.2946587800979614	0.38196614
ZNF540-202	ZNF540	known	2	0.1793695390224456	0.5283519
ACSL3-221	ACSL3	known	25	0.3288805186748504	0.47959623
transcript115686.chr15.nnic	RCN2	nnic	19	0.1842086166143417	0.3185716
POLDIP2-201	POLDIP2	known	6	0.2914517223834991	0.33947995
transcript295901.chr2.nic	PRPF40A	nic	8	0.4849715232849121	0.5299423
ENC1-206	ENC1	known	29	0.2699019312858581	0.5218722
SMG8-201	SMG8	known	3	0.2473939508199691	0.34182733
TRIM9-207	TRIM9	known	29	0.2355793267488479	0.40507275
CHD1L-202	CHD1L	known	1	0.4052046239376068	0.59321845
RPL4-210	RPL4	known	5	0.751196563243866	0.90442514
SAP30L-201	SAP30L	known	2	0.2633225321769714	0.381545
ARPC2-209	ARPC2	known	41	0.2877517640590668	0.3320449
JAK1-213	JAK1	known	23	0.291856586933136	0.45729023
METTL8-217	METTL8	known	9	0.5173935890197754	0.52566534
ZNF525-202	ZNF525	known	2	0.1632728278636932	0.5974426
KHDRBS1-202	KHDRBS1	known	8	0.5049493908882141	0.5846522
KCNIP2-206	KCNIP2	known	12	0.3869101703166961	0.63161993
GRIK2-228	GRIK2	known	11	0.3101711571216583	0.487871
MRPL17-202	MRPL17	known	3	0.1963955461978912	0.42092896
transcript119112.chr2.nic	KCMF1	nic	29	0.3476344347000122	0.46352845
SETD5-244	SETD5	known	2	0.2734107673168182	0.39564812
KMT2C-222	KMT2C	known	2	0.3850636780261993	0.5169079
ISLR-201	ISLR	known	35	0.2546002268791199	0.38823068
SKIC3-221	SKIC3	known	4	0.2550655901432037	0.3730607
PPP2CA-210	PPP2CA	known	15	0.3543664515018463	0.5165518
AKT1-217	AKT1	known	17	0.2671000063419342	0.37760976
DST-222	DST	known	35	0.3611631691455841	0.56008637
DNAJC11-201	DNAJC11	known	5	0.2417923957109451	0.32732147
KDM2B-202	KDM2B	known	2	0.3786012828350067	0.7011491
ZNF655-201	ZNF655	known	2	0.2292872369289398	0.48554078
EVI5L-201	EVI5L	known	42	0.2384017407894134	0.3724741
ZNF320-216	ZNF320	known	2	0.1400256901979446	0.53446007
LINC00632-215	LINC00632	known	2	0.2144282460212707	0.3206688
MYO6-205	MYO6	known	41	0.2307981550693512	0.43091956
TINF2-205	TINF2	known	3	0.2179403156042099	0.3161199
HNRNPA1-238	HNRNPA1	known	8	0.4415577352046966	0.5659916
RBBP4-202	RBBP4	known	2	0.4134881496429443	0.6171541
CYP26A1-202	CYP26A1	known	16	0.2159885913133621	0.3690319
BMAL1-214	BMAL1	known	26	0.3102684319019317	0.4582625
CD9-203	CD9	known	25	0.4083258807659149	0.46129388
SRPK2-210	SRPK2	known	8	0.5207913517951965	0.5560358
SNAP25-223	SNAP25	known	25	0.637786865234375	0.77097
IFNAR1-208	IFNAR1	known	23	0.3394405245780945	0.5264791
GPR161-201	GPR161	known	14	0.4807256162166595	0.78488433
HSPA1B-201	HSPA1B	known	25	0.4687606990337372	0.51221865
VRK1-209	VRK1	known	31	0.3180950880050659	0.652487
transcript50368.chr22.nnic	EP300	nnic	2	0.3783392608165741	0.58943427
CAMKK1-201	CAMKK1	known	31	0.3033399581909179	0.67492235
CRY2-206	CRY2	known	9	0.3598088920116424	0.3984287
ZUP1-202	ZUP1	known	1	0.2332720011472702	0.3930894
RPL24-201	RPL24	known	5	0.7039238214492798	0.80319643
KYNU-201	KYNU	known	16	0.3123194575309753	0.49451512
STAT3-238	STAT3	known	2	0.3014280796051025	0.4228345
PCDHA4-202	PCDHA4	known	35	0.2906066179275512	0.70265365
RPP38-204	RPP38	known	9	0.3467714786529541	0.49943796
WNK1-210	WNK1	known	31	0.3758996725082397	0.6533054
EEF1A1-202	EEF1A1	known	6	0.4904784262180328	0.6516614
CSRNP3-202	CSRNP3	known	2	0.2190774530172348	0.3070836
CCNDBP1-213	CCNDBP1	known	2	0.1890247613191604	0.31098053
PRRC2B-208	PRRC2B	known	10	0.1833511143922805	0.31551695
MCM7-213	MCM7	known	1	0.4260273873806	0.6160206
OPTN-205	OPTN	known	43	0.2730984687805176	0.3266999
CSNK1A1-203	CSNK1A1	known	2	0.2437494993209839	0.35915107
transcript42444.chr17.nic	TMEM199	nic	2	0.2076267898082733	0.3047876
STAG2-202	STAG2	known	4	0.337990939617157	0.5031805
DYNC1I2-219	DYNC1I2	known	41	0.2016574442386627	0.31386232
SYT13-203	SYT13	known	43	0.2915084064006805	0.51742333
transcript38323.chr10.nnic	MSANTD7	nnic	3	0.1340208202600479	0.348133
CDH18-201	CDH18	known	35	0.6043718457221985	0.7615759
ABCB7-203	ABCB7	known	11	0.2971502542495727	0.5336318
HTR3B-201	HTR3B	known	13	0.303888201713562	0.64534855
ADGRG1-214	ADGRG1	known	14	0.4516319632530212	0.6398736
SYPL1-202	SYPL1	known	25	0.323655754327774	0.3423184
SNX17-210	SNX17	known	42	0.283863216638565	0.41654634
ANGEL1-201	ANGEL1	known	9	0.2557352185249328	0.37860665
transcript65023.chr7.nic	IKZF1	nic	2	0.2619907855987549	0.51719695
IKBKB-208	IKBKB	known	31	0.2804039716720581	0.68951243
SMARCA4-223	SMARCA4	known	2	0.4412095546722412	0.57183146
RAB4A-205	RAB4A	known	17	0.343596488237381	0.4483374
FNTA-205	FNTA	known	8	0.2131809443235397	0.34435
CCN2-201	CCN2	known	38	0.2899118065834045	0.4150711
SHC1-210	SHC1	known	42	0.3325921297073364	0.4305508
ZNF70-201	ZNF70	known	2	0.1702023297548294	0.5943983
NIT2-203	NIT2	known	16	0.2461362034082412	0.41368824
GSTM3-205	GSTM3	known	15	0.2234799861907959	0.3511002
SPPL2A-207	SPPL2A	known	25	0.387995034456253	0.44442835
KALRN-231	KALRN	known	42	0.2939507663249969	0.3847139
TEX2-209	TEX2	known	17	0.2839484214782715	0.33760777
FOXRED1-218	FOXRED1	known	16	0.2585020661354065	0.4250762
MED12-231	MED12	known	2	0.2200623750686645	0.4707602
BCS1L-201	BCS1L	known	27	0.2984918355941772	0.41970238
RADIL-206	RADIL	known	42	0.233739823102951	0.31102613
RIC1-203	RIC1	known	7	0.2515833973884582	0.4458499
MINDY2-203	MINDY2	known	29	0.2383500635623932	0.4553234
KHK-202	KHK	known	15	0.3401476442813873	0.4951698
KIF5C-201	KIF5C	known	44	0.4983585774898529	0.63136286
PKHD1-202	PKHD1	known	35	0.2550060451030731	0.30955726
PRPF39-203	PRPF39	known	8	0.4719800949096679	0.5754655
LARP1B-201	LARP1B	known	8	0.3809730112552643	0.4383084
ZMYM2-205	ZMYM2	known	2	0.1859049797058105	0.34695512
CENPF-207	CENPF	known	4	0.408331036567688	0.56744945
RASGEF1C-201	RASGEF1C	known	42	0.3699968159198761	0.5640675
TUBGCP3-204	TUBGCP3	known	44	0.2413523346185684	0.30862153
ZKSCAN1-205	ZKSCAN1	known	2	0.1688753962516784	0.60090214
PHLDB1-221	PHLDB1	known	44	0.2266221046447754	0.3693723
RPUSD1-202	RPUSD1	known	9	0.4147922098636627	0.55995166
ZFP30-201	ZFP30	known	2	0.1558504402637481	0.5121441
WDR26-210	WDR26	known	29	0.2638704180717468	0.37769645
transcript72570.chr14.nnic	SMOC1	nnic	40	0.2361652106046676	0.325051
TACC2-227	TACC2	known	41	0.3253873586654663	0.41323185
SPG7-259	SPG7	known	19	0.2916275560855865	0.37271383
C19orf12-201	C19orf12	known	22	0.2171570956707	0.36740702
OBSCN-201	OBSCN	known	41	0.3045306205749511	0.5800691
transcript391225.chr2.nic	MFF	nic	44	0.2614271342754364	0.42271233
SLC6A1-232	SLC6A1	known	11	0.5199214220046997	0.7681104
transcript86017.chr14.nic	VIPAS39	nic	44	0.2485867291688919	0.34931427
DNAH7-201	DNAH7	known	44	0.3566326797008514	0.48926273
TWF2-213	TWF2	known	6	0.2521253824234009	0.3104531
NME4-201	NME4	known	6	0.3875459730625152	0.44337645
MKRN2-203	MKRN2	known	29	0.3099868893623352	0.6056563
PRPF6-201	PRPF6	known	8	0.4495784342288971	0.5771073
GRK4-206	GRK4	known	42	0.265868991613388	0.46071082
ZNF664-207	ZNF664	known	2	0.1738415211439132	0.6201673
TOMM20-201	TOMM20	known	5	0.3340606093406677	0.4556241
MACF1-248	MACF1	known	41	0.2499705255031585	0.44301915
AEBP2-202	AEBP2	known	2	0.315016895532608	0.45639652
P4HB-223	P4HB	known	30	0.3162328898906708	0.45071965
SMC1A-208	SMC1A	known	4	0.4096327424049377	0.66439265
MYO6-203	MYO6	known	41	0.3040797114372253	0.47793764
MKRN2-208	MKRN2	known	29	0.3175427615642547	0.60384417
AAK1-210	AAK1	known	13	0.202306866645813	0.38344938
FXYD5-207	FXYD5	known	12	0.2324005961418151	0.3935592
MAGI2-204	MAGI2	known	13	0.3414416909217834	0.46609074
UNC79-207	UNC79	known	42	0.2365752160549163	0.38687056
GOLGB1-223	GOLGB1	known	43	0.2930587232112884	0.41552362
SAMHD1-227	SAMHD1	known	1	0.2252369225025177	0.44198245
STAT2-238	STAT2	known	2	0.2291070818901062	0.3486454
GOSR1-204	GOSR1	known	43	0.4323152303695678	0.5714688
GALNT10-201	GALNT10	known	20	0.6014201641082764	0.68539745
transcript181688.chr4.nnic	ZNF827	nnic	2	0.2459219098091125	0.535184
ZEB1-217	ZEB1	known	2	0.2488868981599807	0.50790226
