enst_id	gene_name
ENST00000339488	PTCHD4
ENST00000339490	PHKA1
ENST00000339507	PRMT7
ENST00000339511	OGG1
ENST00000339514	MYO1B
ENST00000339526	GLUL
ENST00000339561	CLIC5
ENST00000339562	NR4A2
ENST00000339569	MSL1
ENST00000339570	SCARB1
ENST00000339582	GRM8
ENST00000339594	BAZ1B
ENST00000339600	NDUFA4
ENST00000339618	ALDH3A2
ENST00000339647	UBC
ENST00000339656	ZNF587
ENST00000339664	ZNF189
ENST00000339697	SERINC1
ENST00000339701	CSMD3
ENST00000339728	ARL4C
ENST00000339732	GALNT15
ENST00000339733	SLC7A8
ENST00000339746	ANKRD6
ENST00000339754	NECAP1
ENST00000339773	SEMA4F
ENST00000339775	BTG3
ENST00000339777	LRRC43
ENST00000339818	CFAP410
ENST00000339824	KSR2
ENST00000339834	BORCS7
ENST00000339837	NMNAT3
ENST00000339839	CEP83
ENST00000339861	SEMA4D
ENST00000339865	USP47
ENST00000339872	HMGB1
ENST00000339875	MARCHF1
ENST00000339876	NFASC
ENST00000339882	CCNYL1
ENST00000339901	SECISBP2
ENST00000339907	ZNF292
ENST00000339914	ZNF493
ENST00000339950	USP1
ENST00000339986	ZNF695
ENST00000339994	KCNJ11
ENST00000339995	EIF4G2
ENST00000339997	RTN3
ENST00000340001	ABCA9
ENST00000340004	DOK1
ENST00000340020	AIDA
ENST00000340022	KRIT1
ENST00000340026	TRAF3IP2
ENST00000340042	GLI4
ENST00000340058	RET
ENST00000340067	KCTD21
ENST00000340074	UBE3B
ENST00000340080	MIOS
ENST00000340083	DOK7
ENST00000340087	NANOS1
ENST00000340093	PLAUR
ENST00000340096	OFD1
ENST00000340099	DOK4
ENST00000340112	RNF133
ENST00000340124	GPT2
ENST00000340126	SP100
ENST00000340134	IFITM10
ENST00000340139	INTS12
ENST00000340149	GAB2
ENST00000340157	VRK2
ENST00000340171	C3orf33
ENST00000340177	HRH3
ENST00000340183	PAQR6
ENST00000340192	ERCC1
ENST00000340217	GLRA3
ENST00000340253	FBXO38
ENST00000340258	RASSF4
ENST00000340281	ZNF326
ENST00000340296	DYNC1I2
ENST00000340305	TMEM201
ENST00000340308	SLC37A3
ENST00000340309	UBE2V1
ENST00000340334	FOLH1
ENST00000340344	NDUFV3
ENST00000340353	TMEM135
ENST00000340368	INSIG1
ENST00000340370	DOCK7
ENST00000340381	TMEM201
ENST00000340384	TUBB4B
ENST00000340385	PRDX6
ENST00000340394	ATXN2L
ENST00000340413	NUP43
ENST00000340415	RAB37
ENST00000340417	LIN54
ENST00000340434	PTAR1
ENST00000340437	CPSF7
ENST00000340438	GSPT2
ENST00000340449	DOCK9
ENST00000340450	CAP1
ENST00000340457	UPK3BL1
ENST00000340473	GTF2F2
ENST00000340487	ZSCAN16
ENST00000340490	NAPRT
ENST00000340491	DLGAP4
ENST00000340510	LINC00265
ENST00000340513	TPX2
ENST00000340533	CYB5A
ENST00000340535	MIA3
ENST00000340541	VAPA
ENST00000340545	MEIS2
ENST00000340553	FOXN2
ENST00000340573	UBE2L6
ENST00000340578	RANBP3
ENST00000340592	GRIA1
ENST00000340600	SOCS2
ENST00000340607	PTGES
ENST00000340611	BRAT1
ENST00000340621	CCDC144A
ENST00000340622	ZNF746
ENST00000340623	C2orf88
ENST00000340630	IFT27
ENST00000340634	PAQR9
ENST00000340645	GOLGB1
ENST00000340647	BRCC3
ENST00000340648	RRP1B
ENST00000340650	NHLRC1
ENST00000340652	VWC2
ENST00000340660	ATXN3
ENST00000340666	SYN1
ENST00000340677	CDK11B
ENST00000340684	ZNF124
ENST00000340692	MOCS1
ENST00000340694	PPP1R9A
ENST00000340700	KCNK10
ENST00000340726	EYA1
ENST00000340729	CLPB
ENST00000340736	ADGRL1
ENST00000340748	DNMT1
ENST00000340766	PPP1CC
ENST00000340811	PKP2
ENST00000340825	ARHGAP44
ENST00000340828	CCNG1
ENST00000340829	CDK13
ENST00000340830	RECQL5
ENST00000340834	DST
ENST00000340848	TBC1D16
ENST00000340852	HM13
ENST00000340855	IDS
ENST00000340857	H1-0
ENST00000340866	CRYZ
ENST00000340879	IP6K2
ENST00000340881	PPIL4
ENST00000340888	PNCK
ENST00000340892	TC2N
ENST00000340900	RNASE1
ENST00000340908	WNK1
ENST00000340912	SENP8
ENST00000340913	HNRNPA1
ENST00000340918	EXOC5
ENST00000340926	SUN1
ENST00000340932	SPHK2
ENST00000340934	BROX
ENST00000340941	MCCC2
ENST00000340951	EXD3
ENST00000340954	STAU1
ENST00000340957	FAM131A
ENST00000340958	CLDN4
ENST00000340967	ACER2
ENST00000340978	PDE8B
ENST00000340990	ADIPOR1
ENST00000340993	TUBD1
ENST00000341012	POMT1
ENST00000341029	ART3
ENST00000341048	ANKRD55
ENST00000341049	CAV1
ENST00000341068	ANAPC1
ENST00000341071	BSDC1
ENST00000341084	RNF19A
ENST00000341099	ESR2
ENST00000341119	SLC25A40
ENST00000341130	TMEM221
ENST00000341154	SRSF10
ENST00000341156	B4GALNT1
ENST00000341162	FCF1
ENST00000341164	ZNF606
ENST00000341165	NBR1
ENST00000341170	TSTD2
ENST00000341179	DNM1
ENST00000341181	CLDND1
ENST00000341183	MKNK1
ENST00000341184	MGAT3
ENST00000341189	ARMCX3
ENST00000341191	ZNF823
ENST00000341193	HAP1
ENST00000341197	TOX2
ENST00000341211	ADCK1
ENST00000341222	CFLAR
ENST00000341223	CFL2
ENST00000341247	LIMA1
ENST00000341249	METTL23
ENST00000341255	RTL6
ENST00000341259	SH2B3
ENST00000341276	ENO4
ENST00000341285	FBXL5
ENST00000341287	C2orf80
ENST00000341298	DPM3
ENST00000341307	RTN3
ENST00000341316	SPG7
ENST00000341318	KAT5
ENST00000341322	BRWD1
ENST00000341329	RHBDD1
ENST00000341333	TEX264
ENST00000341356	CORO1B
ENST00000341360	ATP2B4
ENST00000341369	PTMA
ENST00000341372	TPM3
ENST00000341375	ZDHHC14
ENST00000341376	NFYA
ENST00000341394	CAPRIN1
ENST00000341400	NPIPB4
ENST00000341411	SLCO2B1
ENST00000341420	FLRT3
ENST00000341421	TRAK1
ENST00000341423	HMGB1
ENST00000341426	NADK
ENST00000341441	MEST
ENST00000341455	CCDC66
ENST00000341458	SGK2
ENST00000341462	FGFR1
ENST00000341463	NABP2
ENST00000341469	TRIM14
ENST00000341484	PARN
ENST00000341485	TPM3
ENST00000341491	ATF3
ENST00000341500	INSR
ENST00000341502	MIA2
ENST00000341514	ATP7A
ENST00000341516	DCAF5
ENST00000341517	PDE4B
ENST00000341524	KCNAB2
ENST00000341529	CDH5
ENST00000341533	NAPEPLD
ENST00000341541	THYN1
ENST00000341547	LMO7
ENST00000341550	ING4
ENST00000341567	TMEM248
ENST00000341590	FERMT2
ENST00000341595	TMEM179
ENST00000341633	CLUAP1
ENST00000341657	ANKFY1
ENST00000341671	LRRC37B
ENST00000341676	ATP13A2
ENST00000341681	MAP4K3
ENST00000341690	TAF1C
ENST00000341694	DCTN3
ENST00000341695	PPA2
ENST00000341700	GNA14
ENST00000341712	MPRIP
ENST00000341735	MESP2
ENST00000341744	PMEPA1
ENST00000341745	ENSG00000290976
ENST00000341747	PRR19
ENST00000341749	MIA2
ENST00000341752	ANKS1B
ENST00000341754	RAD1
ENST00000341757	SCIN
ENST00000341761	WDR31
ENST00000341772	DNER
ENST00000341773	CD22
ENST00000341776	JARID2
ENST00000341785	FAM163A
ENST00000341807	COL22A1
ENST00000341832	CDK11B
ENST00000341840	ZKSCAN7
ENST00000341852	TNIK
ENST00000341861	DPP8
ENST00000341864	TAF9B
ENST00000341866	LINC01164
ENST00000341871	TMEM220
ENST00000341872	LGALS8
ENST00000341893	CEP97
ENST00000341901	SBK1
ENST00000341919	NFIC
ENST00000341928	EPB41L3
ENST00000341942	LAMTOR4
ENST00000341948	PCDHB13
ENST00000341949	DALRD3
ENST00000341976	ZNF70
ENST00000341980	PPP2R1B
ENST00000341990	CNTNAP3B
ENST00000341998	SLC24A2
ENST00000342002	IKZF2
ENST00000342016	CIR1
ENST00000342020	CTSL
ENST00000342032	PPP1R17
ENST00000342045	BABAM2
ENST00000342058	FBLN5
ENST00000342071	MRPL43
ENST00000342085	PDPK1
ENST00000342101	IFNAR2
ENST00000342115	AMPD2
ENST00000342136	IFNAR2
ENST00000342147	EMP2
ENST00000342160	HUWE1
ENST00000342166	DPY30
ENST00000342179	DPY19L3
ENST00000342183	NRXN1
ENST00000342192	UBE2L3
ENST00000342193	COBLL1
ENST00000342203	SSX2IP
ENST00000342206	IGBP1
ENST00000342213	CLEC14A
ENST00000342216	PKN1
ENST00000342219	ISM2
ENST00000342232	JPH1
ENST00000342245	SMPD1
ENST00000342251	AFF2
ENST00000342266	AKAP7
ENST00000342280	GJA4
ENST00000342287	PBX3
ENST00000342295	RBPJ
ENST00000342308	TMEM230
ENST00000342312	ADSL
ENST00000342315	OAS2
ENST00000342316	CSRNP3
ENST00000342320	RBPJ
ENST00000342350	DCAKD
ENST00000342355	DCDC1
ENST00000342358	ATP13A5
ENST00000342374	SERINC3
ENST00000342380	ASTL
ENST00000342392	DIABLO
ENST00000342409	FRMD4A
ENST00000342415	SNRNP48
ENST00000342422	RAB5IF
ENST00000342427	ZNF341
ENST00000342435	PLSCR1
ENST00000342444	ASCC1
ENST00000342449	BRWD1
ENST00000342454	HAUS4
ENST00000342456	ALDH3B1
ENST00000342462	TMPPE
ENST00000342473	CMTM5
ENST00000342480	PODXL2
ENST00000342483	ZNF79
ENST00000342494	UBE3B
ENST00000342502	IKBIP
ENST00000342503	RTN1
ENST00000342505	JAK1
ENST00000342512	PANK1
ENST00000342526	AGMO
ENST00000342537	ZBTB42
ENST00000342556	NAB2
ENST00000342558	PPP3CB
ENST00000342560	GDAP1L1
ENST00000342572	CYBC1
ENST00000342579	BPTF
ENST00000342584	PP7080
ENST00000342607	TMEM120B
ENST00000342616	RUFY2
ENST00000342623	OR14I1
ENST00000342624	TMTC4
ENST00000342649	TCAIM
ENST00000342651	ZNF12
ENST00000342665	SOX12
ENST00000342669	SNRPD2
ENST00000342677	FUT8
ENST00000342679	MAP2K3
ENST00000342683	C15orf61
ENST00000342694	NPR2
ENST00000342695	ATP13A4
ENST00000342697	TP53INP1
ENST00000342702	WDR20
ENST00000342704	CBFA2T2
ENST00000342711	CDC42BPG
ENST00000342740	CARMIL3
ENST00000342741	PKLR
ENST00000342743	TMEM215
ENST00000342745	SUSD6
ENST00000342751	SDHC
ENST00000342752	LY6H
ENST00000342785	VCAN
ENST00000342788	ERBB4
ENST00000342790	ZDHHC3
ENST00000342818	BTBD8
ENST00000342833	FOXD4L3
ENST00000342835	SPTB
ENST00000342873	WFDC2
ENST00000342907	ST3GAL2
ENST00000342922	MADD
ENST00000342932	PPCDC
ENST00000342933	EPB41L3
ENST00000342947	GSDME
ENST00000342970	HSD11B1L
ENST00000342972	MAGEH1
ENST00000342981	EIF4G1
ENST00000342983	RAP2C
ENST00000342988	SMAD4
ENST00000342992	TTN
ENST00000342995	EZHIP
ENST00000343003	SPATA13
ENST00000343004	PABIR2
ENST00000343010	C3orf62
ENST00000343017	SNX18
ENST00000343028	TM7SF3
ENST00000343043	DAP3
ENST00000343053	NELFB
ENST00000343075	ALKBH2
ENST00000343090	UBE4B
ENST00000343106	UBE2D3
ENST00000343110	PRELP
ENST00000343111	MAPK9
ENST00000343123	ENSG00000291079
ENST00000343131	SYCE1
ENST00000343137	PRDM2
ENST00000343139	HLA-DQA1
ENST00000343150	CTSL
ENST00000343164	SLC6A13
ENST00000343200	VCAN
ENST00000343202	RIC3
ENST00000343210	ST7L
ENST00000343216	RTP5
ENST00000343217	DUSP28
ENST00000343218	DPYSL3
ENST00000343225	SLC12A2
ENST00000343253	CCDC18
ENST00000343255	SRSF10
ENST00000343262	RPS2
ENST00000343267	APOD
ENST00000343276	ASB7
ENST00000343279	FERMT2
ENST00000343280	ZNF772
ENST00000343289	NT5C2
ENST00000343304	LRRC41
ENST00000343307	B3GLCT
ENST00000343315	TMPO
ENST00000343317	TFEB
ENST00000343325	ZNF791
ENST00000343327	PTBP3
ENST00000343348	SEMA6A
ENST00000343380	E2F1
ENST00000343381	ZNF669
ENST00000343388	TLK2
ENST00000343411	MBTPS1
ENST00000343431	ZFAND5
ENST00000343450	TADA3
ENST00000343455	DICER1
ENST00000343459	ZNF34
ENST00000343470	LYAR
ENST00000343478	SHISA6
ENST00000343484	TCEA2
ENST00000343499	ZNF177
ENST00000343516	CASKIN1
ENST00000343526	TRIM24
ENST00000343529	RELN
ENST00000343534	C1orf162
ENST00000343537	TP53BP2
ENST00000343544	THNSL2
ENST00000343546	P4HTM
ENST00000343550	USF2
ENST00000343575	CXCL12
ENST00000343597	FAM111B
ENST00000343599	ZNF540
ENST00000343600	MBNL2
ENST00000343605	SLC35E4
ENST00000343619	ATP6V0A1
ENST00000343625	RASAL3
ENST00000343629	MEAK7
ENST00000343631	EXT2
ENST00000343632	GGA1
ENST00000343638	UBTF
ENST00000343666	TMEM203
ENST00000343674	DGKZ
ENST00000343677	H1-2
ENST00000343684	NKAPL
ENST00000343687	ABCG1
ENST00000343702	NTN4
ENST00000343730	MED22
ENST00000343736	TSPOAP1
ENST00000343742	LRRK2
ENST00000343744	ACOT11
ENST00000343765	VIPAS39
ENST00000343769	ZNF93
ENST00000343776	ZNF678
ENST00000343788	SUGT1
ENST00000343796	NR3C1
ENST00000343810	MCRS1
ENST00000343813	ICMT
ENST00000343815	UBAP2L
ENST00000343818	PYCR2
ENST00000343820	TGIF1
ENST00000343823	ASH2L
ENST00000343827	TCF12
ENST00000343846	SUSD4
ENST00000343854	RGS6
ENST00000343882	FOXO3
ENST00000343905	SOWAHD
ENST00000343933	CORO2A
ENST00000343938	CPTP
ENST00000343949	ZNF763
ENST00000343958	FGD6
ENST00000343975	HMGCR
ENST00000343979	ZNF136
ENST00000343984	SEPTIN6
ENST00000343986	RPS21
ENST00000343998	DIPK1C
ENST00000344029	SUSD4
ENST00000344034	PPM1G
ENST00000344051	SPINT1
ENST00000344063	RPL28
ENST00000344079	LRRC27
ENST00000344095	TAF6
ENST00000344096	DYRK2
ENST00000344099	ZNF14
ENST00000344102	WARS1
ENST00000344111	COX19
ENST00000344114	HERPUD1
ENST00000344120	SPRY4
ENST00000344135	TRIO
ENST00000344147	ZCCHC17
ENST00000344157	YTHDC1
ENST00000344191	AFDN
ENST00000344204	TRIO
ENST00000344222	ZNF550
ENST00000344229	RNF13
ENST00000344256	CDC25B
ENST00000344275	ABCB9
ENST00000344279	ZSCAN31
ENST00000344290	MAPT
ENST00000344302	KRBOX4
ENST00000344318	ZMAT5
ENST00000344320	C15orf62
ENST00000344327	TRPC6
ENST00000344337	KPNA1
ENST00000344351	CREM
ENST00000344357	OLA1
ENST00000344366	CA12
ENST00000344376	ATG4B
ENST00000344387	ZNF197
ENST00000344408	EVC2
ENST00000344417	INTS15
ENST00000344420	SLC35F6
ENST00000344423	ZNF395
ENST00000344425	KCNQ2
ENST00000344429	NOVA1
ENST00000344442	LARP7
ENST00000344450	DUSP22
ENST00000344484	DGKG
ENST00000344517	ABCB10
ENST00000344519	ZNF66
ENST00000344529	PIGC
ENST00000344532	RCBTB2
ENST00000344537	DTNBP1
ENST00000344546	ATP5PD
ENST00000344548	CDC42
ENST00000344575	FZD9
ENST00000344591	RSRC2
ENST00000344592	FLYWCH1
ENST00000344595	SRR
ENST00000344604	ECM2
ENST00000344622	GDNF
ENST00000344626	SMARCA4
ENST00000344629	OGG1
ENST00000344641	MRRF
ENST00000344646	ZFAND4
ENST00000344651	UNC119B
ENST00000344657	SPHKAP
ENST00000344680	RTN2
ENST00000344683	MCPH1
ENST00000344686	MAP3K14
ENST00000344697	POMGNT2
ENST00000344698	PCNX2
ENST00000344710	EIF4ENIF1
ENST00000344720	AK5
ENST00000344721	NR3C2
ENST00000344726	HMGN3
ENST00000344730	ABL2
ENST00000344733	RGS12
ENST00000344746	RPL10
ENST00000344754	SIGLEC1
ENST00000344756	INSIG1
ENST00000344762	CCDC15
ENST00000344768	FRMD6
ENST00000344773	BABAM2
ENST00000344780	SNX21
ENST00000344791	LYSMD4
ENST00000344795	RAB5IF
ENST00000344823	ZNF174
ENST00000344824	TPM4
ENST00000344836	USP7
ENST00000344843	MRPL20
ENST00000344862	PUS7L
ENST00000344870	LARP6
ENST00000344876	PCDH18
ENST00000344877	ANAPC11
ENST00000344908	MAP3K2
ENST00000344920	NNT
ENST00000344921	SMARCB1
ENST00000344922	MIA3
ENST00000344924	BPGM
ENST00000344930	ZNF107
ENST00000344949	TBC1D23
ENST00000344951	CUL3
ENST00000344956	PVR
ENST00000344962	FAM221A
ENST00000344979	PDE4A
ENST00000344980	ZNF433
ENST00000344987	MPPE1
ENST00000344989	SRSF10
ENST00000344995	LAT2
ENST00000345003	GYG1
ENST00000345005	CLK3
ENST00000345034	RSC1A1
ENST00000345042	HSPD1
ENST00000345044	SLC2A11
ENST00000345046	BCAP31
ENST00000345057	TRADD
ENST00000345060	ADRB3
ENST00000345068	CORO6
ENST00000345093	RNF41
ENST00000345094	THUMPD3
ENST00000345097	FOXN3
ENST00000345114	MLXIPL
ENST00000345117	THAP1
ENST00000345122	ARHGAP5
ENST00000345127	PRICKLE1
ENST00000345136	PLEC
ENST00000345146	IDH1
ENST00000345201	PTK7
ENST00000345239	GFM2
ENST00000345254	SEC24C
ENST00000345264	RSU1
ENST00000345317	SKAP2
ENST00000345330	NPTN
ENST00000345348	TM7SF2
ENST00000345358	BAX
ENST00000345365	RAD51D
ENST00000345392	VHL
ENST00000345415	NARF
ENST00000345429	MBNL2
ENST00000345496	UBE2G2
ENST00000345506	STAT5A
ENST00000345512	PTPRU
ENST00000345514	BCL11B
ENST00000345519	CLTA
ENST00000345530	WDR35
ENST00000345541	WAC
ENST00000345589	TMEM130
ENST00000345598	APLP2
ENST00000345617	HDAC4
ENST00000345664	CENPL
ENST00000345714	SGK3
ENST00000345716	NISCH
ENST00000345721	PAM
ENST00000345724	MALT1
ENST00000345728	FERMT3
ENST00000345732	MS4A1
ENST00000345739	ATF2
ENST00000345781	RBM10
ENST00000345795	GOLM2
ENST00000345807	CLTB
ENST00000345813	ZNF274
ENST00000345843	RBPJ
ENST00000345851	TRIM3
ENST00000345865	UPF3B
ENST00000345877	YAP1
ENST00000345901	P2RX5
ENST00000345957	SNX16
ENST00000345985	NOL10
ENST00000345988	PPL
ENST00000345990	CSNK1G3
ENST00000346027	TLK2
ENST00000346042	PDE8B
ENST00000346049	PTK2B
ENST00000346128	TJP1
ENST00000346134	EXOC1
ENST00000346166	RNF6
ENST00000346169	EIF4G1
ENST00000346177	FLNC
ENST00000346178	GANAB
ENST00000346183	NFATC3
ENST00000346193	FAM47A
ENST00000346199	NNAT
ENST00000346213	RAB5C
ENST00000346226	BIN1
ENST00000346234	OSTF1
ENST00000346246	ARID3B
ENST00000346248	CHST15
ENST00000346249	TPD52L2
ENST00000346299	MTMR2
ENST00000346301	TTC8
ENST00000346329	CTTN
ENST00000346333	ENSG00000291186
ENST00000346348	SNX14
ENST00000346365	NUDT2
ENST00000346403	SNRPN
ENST00000346416	CDK5RAP1
ENST00000346424	AIFM1
ENST00000346436	CLCN6
ENST00000346454	DRD2
ENST00000346473	DDIT3
ENST00000346495	TSPAN3
ENST00000346498	FBXO16
ENST00000346528	RBM23
ENST00000346530	ABCB9
ENST00000346603	DHRS7B
ENST00000346617	ZFP64
ENST00000346618	E2F3
ENST00000346623	ALDH1A3
ENST00000346691	ATRIP
ENST00000346736	BRME1
ENST00000346785	SLC41A3
ENST00000346798	APP
ENST00000346832	ABI1
ENST00000346833	MLX
ENST00000346867	TAC1
ENST00000346872	IKZF3
ENST00000346874	PARD3
ENST00000347004	JAG2
ENST00000347055	KRCC1
ENST00000347063	RNF175
ENST00000347077	ZNF546
ENST00000347132	KCNQ4
ENST00000347136	GPR107
ENST00000347147	TMEM44
ENST00000347159	PSAT1
ENST00000347162	KLC4
ENST00000347206	IFTAP
ENST00000347215	PMEPA1
ENST00000347230	ZFYVE26
ENST00000347275	ZNF644
ENST00000347300	IFT122
ENST00000347302	ZNF211
ENST00000347328	LARP4
ENST00000347343	AURKA
ENST00000347364	MKKS
ENST00000347370	UBE2J2
ENST00000347404	KITLG
ENST00000347454	EIF2B4
ENST00000347458	STAU1
ENST00000347466	ZNF419
ENST00000347471	SMARCC2
ENST00000347486	SUPT6H
ENST00000347512	RPL36
ENST00000347519	CHMP4A
ENST00000347528	ANK1
ENST00000347546	MAGED2
ENST00000347557	SMTN
ENST00000347606	ZNF334
ENST00000347613	CLCN3
ENST00000347615	SMG7
ENST00000347616	CNTN1
ENST00000347630	SPOP
ENST00000347631	ST3GAL3
ENST00000347635	NUP50
ENST00000347642	RNF14
ENST00000347691	TRAPPC6B
ENST00000347697	EPN2
ENST00000347699	MAP4K4
ENST00000347708	HGH1
ENST00000347735	ERC1
ENST00000347739	TNFRSF10B
ENST00000347755	PIDD1
ENST00000347770	AZIN1
ENST00000347785	CD5
ENST00000347842	ASIC4
ENST00000347869	RBM5
ENST00000347898	SLC5A11
ENST00000347901	HAP1
ENST00000347934	WAC
ENST00000347941	PRDX5
ENST00000347968	MBD1
ENST00000347970	TM2D3
ENST00000347982	NSD1
ENST00000347992	MINK1
ENST00000348007	MIA2
ENST00000348022	RBBP6
ENST00000348031	UBOX5
ENST00000348035	RAC1
ENST00000348120	RGS7
ENST00000348126	PAM
ENST00000348127	IMPDH1
ENST00000348141	PTPA
ENST00000348159	MEF2D
ENST00000348160	RBPJ
ENST00000348165	UBE3C
ENST00000348208	TJP2
ENST00000348225	PTN
ENST00000348227	WDR54
ENST00000348257	TPD52L2
ENST00000348259	MRPL55
ENST00000348286	DNMT3B
ENST00000348332	NCOA1
ENST00000348335	CAMKK1
ENST00000348340	C8orf34
ENST00000348354	BTG3
ENST00000348367	GPAM
ENST00000348370	RNF111
ENST00000348403	STRBP
ENST00000348405	SEC31A
ENST00000348411	FTSJ1
ENST00000348419	CNN2
ENST00000348433	REXO5
ENST00000348459	HELLS
ENST00000348462	RPL35
ENST00000348476	ARID4A
ENST00000348495	SSBP4
ENST00000348499	GATD3
ENST00000348502	ACSL4
ENST00000348513	SMARCE1
ENST00000348520	KLC1
ENST00000348547	ERGIC3
ENST00000348549	CASP9
ENST00000348564	PTPRC
ENST00000348579	ZDHHC1
ENST00000348581	EXO1
ENST00000348610	SENP7
ENST00000348616	CDH26
ENST00000348628	CAMK2A
ENST00000348655	IRF7
ENST00000348657	POLDIP3
ENST00000348706	PPA2
ENST00000348721	CISH
ENST00000348749	CHRNA1
ENST00000348750	BIN1
ENST00000348761	CNTN1
ENST00000348811	WSB1
ENST00000348817	DYRK1B
ENST00000348824	MAP3K4
ENST00000348849	RBMS1
ENST00000348850	KCNIP2
ENST00000348925	ALDH5A1
ENST00000348943	HNRNPM
ENST00000348956	CKB
ENST00000348974	PROS1
ENST00000348990	APP
ENST00000348993	ENSG00000291159
ENST00000348997	DTNA
ENST00000349004	NDRG3
ENST00000349038	PTBP1
ENST00000349048	PFKL
ENST00000349062	TRIM4
ENST00000349064	ASIC3
ENST00000349129	DOP1A
ENST00000349139	WDR3
ENST00000349155	TBX3
ENST00000349157	PUF60
ENST00000349213	ARID4B
ENST00000349215	HPS5
ENST00000349225	RLIM
ENST00000349228	TNFSF13
ENST00000349258	THSD1
ENST00000349305	ALDH8A1
ENST00000349310	AKT1
ENST00000349384	RREB1
ENST00000349431	UBE2J2
ENST00000349441	IFT122
ENST00000349451	OPRL1
ENST00000349456	CFAP36
ENST00000349459	PELI3
ENST00000349466	ATP2B3
ENST00000349485	POFUT2
ENST00000349492	C8orf34
ENST00000349496	CTNNB1
ENST00000349511	UBA3
ENST00000349533	LEPR
ENST00000349556	CEP43
ENST00000349598	EXOC1
ENST00000349655	HNRNPDL
ENST00000349693	POP1
ENST00000349703	RFC1
ENST00000349714	UQCC1
ENST00000349736	CSNK2A1
ENST00000349752	GALNT14
ENST00000349780	CDK5RAP2
ENST00000349792	PIP5K1A
ENST00000349820	IQCB1
ENST00000349830	ARHGEF10
ENST00000349841	MYNN
ENST00000349893	COPE
ENST00000349901	MFF
ENST00000349938	ARMC9
ENST00000349945	NFAT5
ENST00000349959	PKIG
ENST00000349995	COG3
ENST00000350021	NDUFB6
ENST00000350027	TAF1A
ENST00000350028	SAMM50
ENST00000350030	NASP
ENST00000350033	COPS7B
ENST00000350051	BIRC5
ENST00000350060	ARHGAP4
ENST00000350061	CACNA1D
ENST00000350082	CILK1
ENST00000350110	CNTN6
ENST00000350119	DOC2A
ENST00000350148	SMAD9
ENST00000350199	RNF38
ENST00000350210	ENTREP3
ENST00000350221	FSIP1
ENST00000350228	KCNC2
ENST00000350249	PPP2R5C
ENST00000350302	FBXO25
ENST00000350303	ACADVL
ENST00000350320	SEPTIN7
ENST00000350427	C7orf25
ENST00000350481	EIF4G1
ENST00000350485	TAC1
ENST00000350490	MARK2
ENST00000350498	PDAP1
ENST00000350499	SPACA9
ENST00000350527	SEZ6L2
ENST00000350573	PILRA
ENST00000350592	C1orf43
ENST00000350612	SUPT20H
ENST00000350638	ELP4
ENST00000350690	SLC25A10
ENST00000350697	SEC13
ENST00000350721	ATR
ENST00000350763	TNC
ENST00000350766	MAPKAP1
ENST00000350773	TSC2
ENST00000350777	HINFP
ENST00000350792	NDRG2
ENST00000350796	CYTH3
ENST00000350811	CAMK2B
ENST00000350878	MAP4K4
ENST00000350881	THBS4
ENST00000350889	STMN4
ENST00000350896	MSR1
ENST00000350902	GRIN1
ENST00000350908	FOXP2
ENST00000350941	BBS9
ENST00000350995	EZH2
ENST00000350997	FADS1
ENST00000351004	GNAI1
ENST00000351010	CAMK2A
ENST00000351017	AFDN
ENST00000351018	RHOG
ENST00000351030	ODF2
ENST00000351035	ST3GAL3
ENST00000351071	WASHC2A
ENST00000351111	MRPL10
ENST00000351137	CKLF
ENST00000351193	NMD3
ENST00000351217	NPTN
ENST00000351218	ZFP30
ENST00000351223	NASP
ENST00000351233	MTMR14
ENST00000351266	CNTFR
ENST00000351273	ACP3
ENST00000351288	SMPD4
ENST00000351293	CAMK2G
ENST00000351298	PLD1
ENST00000351325	FXYD1
ENST00000351328	CS
ENST00000351393	ELP2
ENST00000351424	TPD52L2
ENST00000351429	N6AMT1
ENST00000351450	PPA2
ENST00000351486	BNIP1
ENST00000351487	UPF3A
ENST00000351488	MTMR3
ENST00000351500	PFDN5
ENST00000351546	SLAIN1
ENST00000351554	CD59
ENST00000351559	MAPT
ENST00000351659	BIN1
ENST00000351677	PTPN11
ENST00000351691	TRAF3
ENST00000351698	TOR1A
ENST00000351718	NRCAM
ENST00000351773	ZNF37A
ENST00000351797	FAM114A2
ENST00000351808	IFT88
ENST00000351829	AKR1A1
ENST00000351839	HNRNPK
ENST00000351842	USP4
ENST00000351870	MTERF1
ENST00000351898	SLC4A4
ENST00000351933	PATZ1
ENST00000351937	TRIM41
ENST00000351948	SMC6
ENST00000351986	NPM1
ENST00000351989	DGCR8
ENST00000352035	ACLY
ENST00000352041	PLAT
ENST00000352065	TCF7L2
ENST00000352066	NUP62
ENST00000352078	RGN
ENST00000352127	XRCC3
ENST00000352131	RFC2
ENST00000352133	SLC37A1
ENST00000352151	FMNL3
ENST00000352171	NRDC
ENST00000352178	CBS
ENST00000352210	PPOX
ENST00000352241	MITF
ENST00000352251	PROSER1
ENST00000352297	MTMR2
ENST00000352301	HNRNPD
ENST00000352303	PSMD13
ENST00000352327	THYN1
ENST00000352393	CPNE1
ENST00000352397	CYB5R3
ENST00000352410	MPI
ENST00000352431	ZMYND8
ENST00000352432	ATP2B2
ENST00000352433	PTTG1
ENST00000352456	HNRNPUL1
ENST00000352480	ASS1
