gene_name	canonical_iso_idx	canonical_iso_id	canonical_source
ENSG00000270953	17124	ENST00000604965	Ensembl
ENSG00000271009	17125	ENST00000604855	Ensembl
ENSG00000271011	17126	ENST00000604215	Ensembl
ENSG00000271141	17127	ENST00000605334	Ensembl
ENSG00000271155	17128	ENST00000604104	Ensembl
ENSG00000271204	17129	ENST00000605249	Ensembl
ENSG00000271234	17130	ENST00000603529	Ensembl
ENSG00000271254	17131	ENST00000612640	Ensembl
ENSG00000271259	17133	ENST00000605051	Ensembl
ENSG00000271265	17134	ENST00000604082	Ensembl
ENSG00000271320	17135	ENST00000604239	Ensembl
ENSG00000271327	17136	ENST00000605595	Ensembl
ENSG00000271344	17137	ENST00000605007	Ensembl
ENSG00000271380	17138	ENST00000605085	Ensembl
ENSG00000271382	17139	ENST00000604017	Ensembl
ENSG00000271427	17140	ENST00000604156	Ensembl
ENSG00000271533	17141	ENST00000604070	Ensembl
ENSG00000271553	17143	ENST00000605836	Ensembl
ENSG00000271590	17144	ENST00000603748	Ensembl
ENSG00000271653	17145	ENST00000603982	Ensembl
ENSG00000271737	17146	ENST00000606089	Ensembl
ENSG00000271743	17147	ENST00000607368	Ensembl
ENSG00000271746	17148	ENST00000607670	Ensembl
ENSG00000271755	17149	ENST00000607727	Ensembl
ENSG00000271761	17150	ENST00000607490	Ensembl
ENSG00000271771	17151	ENST00000607051	Ensembl
ENSG00000271776	17152	ENST00000607269	Ensembl
ENSG00000271778	17153	ENST00000606839	Ensembl
ENSG00000271780	17154	ENST00000607414	Ensembl
ENSG00000271781	17155	ENST00000607068	Ensembl
ENSG00000271787	17156	ENST00000607181	Ensembl
ENSG00000271789	17157	ENST00000607386	Ensembl
ENSG00000271795	17158	ENST00000606930	Ensembl
ENSG00000271806	17159	ENST00000606533	Ensembl
ENSG00000271811	17160	ENST00000606154	Ensembl
ENSG00000271828	17161	ENST00000606813	Ensembl
ENSG00000271833	17162	ENST00000607259	Ensembl
ENSG00000271851	17163	ENST00000607496	Ensembl
ENSG00000271857	17164	ENST00000606796	Ensembl
ENSG00000271860			no_CDS
ENSG00000271862	17168	ENST00000607625	Ensembl
ENSG00000271871	17169	ENST00000607378	Ensembl
ENSG00000271917	17170	ENST00000607752	Ensembl
ENSG00000271918	17171	ENST00000606662	Ensembl
ENSG00000271933	17172	ENST00000606511	Ensembl
ENSG00000271967	17173	ENST00000606298	Ensembl
ENSG00000271971	17174	ENST00000607706	Ensembl
ENSG00000271976	17175	ENST00000607783	Ensembl
ENSG00000271980	17176	ENST00000606194	Ensembl
ENSG00000272008	17177	ENST00000606274	Ensembl
ENSG00000272010	17178	ENST00000606963	Ensembl
ENSG00000272033	17179	ENST00000607611	Ensembl
ENSG00000272037	17180	ENST00000606361	Ensembl
ENSG00000272046	17181	ENST00000606221	Ensembl
ENSG00000272054	17182	ENST00000606229	Ensembl
ENSG00000272056	17183	ENST00000607407	Ensembl
ENSG00000272070	17186	ENST00000606674	Ensembl
ENSG00000272071	17187	ENST00000606566	Ensembl
ENSG00000272072	17188	ENST00000607036	Ensembl
ENSG00000272077	17189	ENST00000606008	Ensembl
ENSG00000272079	17190	ENST00000607794	Ensembl
ENSG00000272084	17191	ENST00000606379	Ensembl
ENSG00000272087	17192	ENST00000607624	Ensembl
ENSG00000272092	17193	ENST00000607047	Ensembl
ENSG00000272106	17194	ENST00000607222	Ensembl
ENSG00000272108	17195	ENST00000606030	Ensembl
ENSG00000272121	17196	ENST00000606217	Ensembl
ENSG00000272129	17197	ENST00000606629	Ensembl
ENSG00000272144	17198	ENST00000607250	Ensembl
ENSG00000272155	17199	ENST00000606067	Ensembl
ENSG00000272157	17200	ENST00000607735	Ensembl
ENSG00000272159	17201	ENST00000606593	Ensembl
ENSG00000272163	17202	ENST00000607058	Ensembl
ENSG00000272167	17203	ENST00000607258	Ensembl
ENSG00000272173	17204	ENST00000607421	Ensembl
ENSG00000272182	17205	ENST00000607214	Ensembl
ENSG00000272195	17206	ENST00000607453	Ensembl
ENSG00000272219	17207	ENST00000606640	Ensembl
ENSG00000272221	17208	ENST00000606743	Ensembl
ENSG00000272223	17209	ENST00000607790	Ensembl
ENSG00000272235	17210	ENST00000607061	Ensembl
ENSG00000272240	17211	ENST00000606572	Ensembl
ENSG00000272254	17212	ENST00000607665	Ensembl
ENSG00000272277	17213	ENST00000606441	Ensembl
ENSG00000272316	17214	ENST00000606125	Ensembl
ENSG00000272320	17215	ENST00000607565	Ensembl
ENSG00000272321	17216	ENST00000605923	Ensembl
ENSG00000272335	17217	ENST00000607056	Ensembl
ENSG00000272341	17218	ENST00000606924	Ensembl
ENSG00000272345	17219	ENST00000607014	Ensembl
ENSG00000272356	17220	ENST00000607434	Ensembl
ENSG00000272361	17221	ENST00000607795	Ensembl
ENSG00000272368	17222	ENST00000548468	Ensembl
ENSG00000272372	17223	ENST00000606772	Ensembl
ENSG00000272379	17224	ENST00000606393	Ensembl
ENSG00000272384	17225	ENST00000607710	Ensembl
ENSG00000272405	17226	ENST00000605886	Ensembl
ENSG00000272420	17227	ENST00000607858	Ensembl
ENSG00000272425	17228	ENST00000606235	Ensembl
ENSG00000272434	17229	ENST00000607245	Ensembl
ENSG00000272447	17230	ENST00000605920	Ensembl
ENSG00000272463	17231	ENST00000606285	Ensembl
ENSG00000272476	17232	ENST00000606070	Ensembl
ENSG00000272477	17233	ENST00000607148	Ensembl
ENSG00000272479	17234	ENST00000606398	Ensembl
ENSG00000272482	17235	ENST00000606790	Ensembl
ENSG00000272485	17236	ENST00000606622	Ensembl
ENSG00000272489	17237	ENST00000606384	Ensembl
ENSG00000272491	17238	ENST00000606809	Ensembl
ENSG00000272498	17239	ENST00000607363	Ensembl
ENSG00000272501	17240	ENST00000606367	Ensembl
ENSG00000272505	17241	ENST00000606115	Ensembl
ENSG00000272515	17242	ENST00000607405	Ensembl
ENSG00000272518	17243	ENST00000606512	Ensembl
ENSG00000272541	17244	ENST00000607119	Ensembl
ENSG00000272542	17245	ENST00000607072	Ensembl
ENSG00000272555	17246	ENST00000608881	Ensembl
ENSG00000272563	17247	ENST00000608834	Ensembl
ENSG00000272572	17248	ENST00000608554	Ensembl
ENSG00000272576	17249	ENST00000610270	Ensembl
ENSG00000272583	17250	ENST00000609485	Ensembl
ENSG00000272597	17251	ENST00000609969	Ensembl
ENSG00000272599	17252	ENST00000608444	Ensembl
ENSG00000272622	17253	ENST00000668519	Ensembl
ENSG00000272625	17254	ENST00000608032	Ensembl
ENSG00000272630	17255	ENST00000608005	Ensembl
ENSG00000272631	17256	ENST00000608826	Ensembl
ENSG00000272661	17257	ENST00000607902	Ensembl
ENSG00000272668	17260	ENST00000608430	Ensembl
ENSG00000272678	17261	ENST00000608436	Ensembl
ENSG00000272688	17262	ENST00000609924	Ensembl
ENSG00000272692	17263	ENST00000609200	Ensembl
ENSG00000272696	17264	ENST00000609315	Ensembl
ENSG00000272699	17265	ENST00000608131	Ensembl
ENSG00000272702			no_CDS
ENSG00000272720	17267	ENST00000609162	Ensembl
ENSG00000272735	17268	ENST00000608897	Ensembl
ENSG00000272750	17269	ENST00000608771	Ensembl
ENSG00000272754	17270	ENST00000608925	Ensembl
ENSG00000272755	17271	ENST00000610119	Ensembl
ENSG00000272760	17272	ENST00000608064	Ensembl
ENSG00000272768	17273	ENST00000608450	Ensembl
ENSG00000272769	17274	ENST00000608279	Ensembl
ENSG00000272777	17275	ENST00000609071	Ensembl
ENSG00000272807	17276	ENST00000608095	Ensembl
ENSG00000272812	17277	ENST00000609090	Ensembl
ENSG00000272821	17278	ENST00000608319	Ensembl
ENSG00000272829	17279	ENST00000610278	Ensembl
ENSG00000272831	17280	ENST00000607978	Ensembl
ENSG00000272839	17282	ENST00000608596	Ensembl
ENSG00000272843	17283	ENST00000608799	Ensembl
ENSG00000272848	17284	ENST00000607876	Ensembl
ENSG00000272871	17285	ENST00000610061	Ensembl
ENSG00000272872	17286	ENST00000608286	Ensembl
ENSG00000272892	17287	ENST00000610279	Ensembl
ENSG00000272906	17288	ENST00000610272	Ensembl
ENSG00000272909	17289	ENST00000609125	Ensembl
ENSG00000272914	17290	ENST00000608729	Ensembl
ENSG00000272915	17291	ENST00000608625	Ensembl
ENSG00000272918	17292	ENST00000607968	Ensembl
ENSG00000272927	17293	ENST00000609172	Ensembl
ENSG00000272936	17294	ENST00000610267	Ensembl
ENSG00000272941	17295	ENST00000608819	Ensembl
ENSG00000272944	17296	ENST00000609776	Ensembl
ENSG00000272953	17297	ENST00000609130	Ensembl
ENSG00000272970	17298	ENST00000693086	Ensembl
ENSG00000272973	17300	ENST00000609825	Ensembl
ENSG00000272977	17301	ENST00000609475	Ensembl
ENSG00000272983	17302	ENST00000608335	Ensembl
ENSG00000272995	17303	ENST00000610199	Ensembl
ENSG00000273010	17304	ENST00000609118	Ensembl
ENSG00000273011	17305	ENST00000609463	Ensembl
ENSG00000273014	17306	ENST00000609151	Ensembl
ENSG00000273055	17307	ENST00000608515	Ensembl
ENSG00000273064	17308	ENST00000608069	Ensembl
ENSG00000273076	17309	ENST00000607991	Ensembl
ENSG00000273080	17310	ENST00000610262	Ensembl
ENSG00000273108	17311	ENST00000609691	Ensembl
ENSG00000273139	17312	ENST00000609632	Ensembl
ENSG00000273151	17313	ENST00000609998	Ensembl
ENSG00000273175	17314	ENST00000610145	Ensembl
ENSG00000273181	17315	ENST00000609288	Ensembl
ENSG00000273188	17316	ENST00000607943	Ensembl
ENSG00000273192	17317	ENST00000610245	Ensembl
ENSG00000273198	17318	ENST00000609032	Ensembl
ENSG00000273203	17319	ENST00000608373	Ensembl
ENSG00000273214	17320	ENST00000609265	Ensembl
ENSG00000273230	17321	ENST00000609755	Ensembl
ENSG00000273245	17322	ENST00000608509	Ensembl
ENSG00000273248	17323	ENST00000609182	Ensembl
ENSG00000273262	17324	ENST00000608017	Ensembl
ENSG00000273267	17325	ENST00000608962	Ensembl
ENSG00000273271	17326	ENST00000609934	Ensembl
ENSG00000273284	17327	ENST00000609701	Ensembl
ENSG00000273287	17328	ENST00000609206	Ensembl
ENSG00000273295	17329	ENST00000609510	Ensembl
ENSG00000273302	17330	ENST00000609422	Ensembl
ENSG00000273305	17331	ENST00000610252	Ensembl
ENSG00000273312	17333	ENST00000635993	Ensembl
ENSG00000273314	17334	ENST00000610085	Ensembl
ENSG00000273319	17335	ENST00000608412	Ensembl
ENSG00000273320	17336	ENST00000609281	Ensembl
ENSG00000273321	17338	ENST00000608010	Ensembl
ENSG00000273325	17339	ENST00000608926	Ensembl
ENSG00000273329	17340	ENST00000608694	Ensembl
ENSG00000273343	17342	ENST00000608275	Ensembl
ENSG00000273350	17343	ENST00000608677	Ensembl
ENSG00000273355	17344	ENST00000610185	Ensembl
ENSG00000273367	17345	ENST00000610233	Ensembl
ENSG00000273374	17346	ENST00000608028	Ensembl
ENSG00000273381	17347	ENST00000608358	Ensembl
ENSG00000273419	17348	ENST00000608963	Ensembl
ENSG00000273420	17349	ENST00000609744	Ensembl
ENSG00000273448	17350	ENST00000609770	Ensembl
ENSG00000273451	17351	ENST00000609320	Ensembl
ENSG00000273455	17352	ENST00000608883	Ensembl
ENSG00000273456	17353	ENST00000607928	Ensembl
ENSG00000273472	17354	ENST00000609937	Ensembl
ENSG00000273483	17355	ENST00000608357	Ensembl
ENSG00000273486	17356	ENST00000609553	Ensembl
ENSG00000273489	17357	ENST00000610193	Ensembl
ENSG00000273507			no_CDS
ENSG00000273521	17364	ENST00000617191	Ensembl
ENSG00000273599	17365	ENST00000617058	Ensembl
ENSG00000273618	17366	ENST00000622438	Ensembl
ENSG00000273619	17367	ENST00000610979	Ensembl
ENSG00000273650	17369	ENST00000613683	Ensembl
ENSG00000273674	17374	transcript66264.chr15.nic	longest_CDS
ENSG00000273691	17375	ENST00000614119	Ensembl
ENSG00000273702	17376	ENST00000611877	Ensembl
ENSG00000273729	17377	ENST00000619017	Ensembl
ENSG00000273733	17378	ENST00000615848	Ensembl
ENSG00000273792	17379	ENST00000616822	Ensembl
ENSG00000273828	17380	ENST00000651935	Ensembl
ENSG00000273855	17381	ENST00000622487	Ensembl
ENSG00000273891	17382	ENST00000620490	Ensembl
ENSG00000273893	17383	ENST00000610430	Ensembl
ENSG00000273901	17384	ENST00000619318	Ensembl
ENSG00000273906	17385	ENST00000620503	Ensembl
ENSG00000274001	17386	ENST00000613918	Ensembl
ENSG00000274015			no_CDS
ENSG00000274021	17388	ENST00000611513	Ensembl
ENSG00000274080	17389	ENST00000619486	Ensembl
ENSG00000274104	17390	ENST00000612269	Ensembl
ENSG00000274105	17391	ENST00000620472	Ensembl
ENSG00000274184	17392	ENST00000618230	Ensembl
ENSG00000274220	17393	ENST00000621929	Ensembl
ENSG00000274227	17394	ENST00000614212	Ensembl
ENSG00000274253	17396	ENST00000619611	Ensembl
ENSG00000274265	17398	ENST00000668239	longest_CDS
ENSG00000274270	17401	ENST00000618151	Ensembl
ENSG00000274292	17402	ENST00000613093	Ensembl
ENSG00000274331	17403	ENST00000618896	Ensembl
ENSG00000274333			no_CDS
ENSG00000274340	17405	ENST00000611703	Ensembl
ENSG00000274363	17406	ENST00000616113	Ensembl
ENSG00000274383	17407	ENST00000619654	Ensembl
ENSG00000274421	17408	ENST00000622201	Ensembl
ENSG00000274422	17409	ENST00000610778	Ensembl
ENSG00000274425	17410	ENST00000612689	Ensembl
ENSG00000274444	17411	ENST00000620584	Ensembl
ENSG00000274460	17412	ENST00000616774	Ensembl
ENSG00000274492	17413	ENST00000613917	Ensembl
ENSG00000274554	17414	ENST00000617795	Ensembl
ENSG00000274598	17415	ENST00000612818	Ensembl
ENSG00000274667	17416	ENST00000614966	Ensembl
ENSG00000274682	17417	ENST00000615828	Ensembl
ENSG00000274698	17418	ENST00000619354	Ensembl
ENSG00000274718	17419	ENST00000622038	Ensembl
ENSG00000274751	17420	ENST00000339021	Ensembl
ENSG00000274776	17421	ENST00000621730	Ensembl
ENSG00000274828	17422	ENST00000616428	Ensembl
ENSG00000274893	17423	ENST00000619851	Ensembl
ENSG00000274895	17424	ENST00000610409	Ensembl
ENSG00000274922	17425	ENST00000612143	Ensembl
ENSG00000274929	17426	ENST00000612996	Ensembl
ENSG00000274964	17427	ENST00000622688	Ensembl
ENSG00000274979	17428	ENST00000613291	Ensembl
ENSG00000275005	17429	ENST00000614150	Ensembl
ENSG00000275055	17430	ENST00000614138	Ensembl
ENSG00000275056	17431	ENST00000614098	Ensembl
ENSG00000275088	17432	ENST00000621095	Ensembl
ENSG00000275139	17433	ENST00000617854	Ensembl
ENSG00000275180	17434	ENST00000619323	Ensembl
ENSG00000275297			no_CDS
ENSG00000275329	17436	ENST00000617896	Ensembl
ENSG00000275358	17437	ENST00000613001	Ensembl
ENSG00000275367	17438	ENST00000618256	Ensembl
ENSG00000275371	17439	ENST00000610691	Ensembl
ENSG00000275383	17440	ENST00000612545	Ensembl
ENSG00000275389	17441	ENST00000621669	Ensembl
ENSG00000275393	17442	ENST00000614011	Ensembl
ENSG00000275409	17443	ENST00000610630	Ensembl
ENSG00000275413	17444	ENST00000616896	Ensembl
ENSG00000275427	17445	ENST00000617093	Ensembl
ENSG00000275437	17446	ENST00000616512	Ensembl
ENSG00000275438	17447	ENST00000619963	Ensembl
ENSG00000275441	17448	ENST00000613454	Ensembl
ENSG00000275454	17449	ENST00000621523	Ensembl
ENSG00000275457	17450	ENST00000622628	Ensembl
ENSG00000275465	17451	ENST00000661937	longest_CDS
ENSG00000275481	17452	ENST00000621248	Ensembl
ENSG00000275494	17453	ENST00000613406	Ensembl
ENSG00000275512	17454	ENST00000612496	Ensembl
ENSG00000275580	17455	ENST00000617563	Ensembl
ENSG00000275601	17456	ENST00000621680	Ensembl
ENSG00000275632	17457	ENST00000619201	Ensembl
ENSG00000275672	17458	ENST00000617932	Ensembl
ENSG00000275720	17459	ENST00000618067	Ensembl
ENSG00000275734	17460	ENST00000615131	Ensembl
ENSG00000275764	17461	ENST00000620519	Ensembl
ENSG00000275765	17462	ENST00000623943	Ensembl
ENSG00000275807	17463	ENST00000614819	Ensembl
ENSG00000275846			no_CDS
ENSG00000275850	17465	ENST00000619492	Ensembl
ENSG00000275854	17466	ENST00000620106	Ensembl
ENSG00000275897	17467	ENST00000620769	Ensembl
ENSG00000275898	17468	ENST00000621942	Ensembl
ENSG00000275964	17469	ENST00000620617	Ensembl
ENSG00000276007	17470	ENST00000612986	Ensembl
ENSG00000276071	17471	ENST00000611182	Ensembl
ENSG00000276075			no_CDS
ENSG00000276092	17473	ENST00000613819	Ensembl
ENSG00000276101	17474	ENST00000611259	Ensembl
ENSG00000276115	17475	ENST00000614539	Ensembl
ENSG00000276166	17476	ENST00000613495	Ensembl
ENSG00000276248	17477	ENST00000619092	Ensembl
ENSG00000276256	17478	ENST00000612465	Ensembl
ENSG00000276259	17479	ENST00000622896	Ensembl
ENSG00000276269	17480	ENST00000617383	Ensembl
ENSG00000276278	17481	ENST00000621980	Ensembl
ENSG00000276334	17482	ENST00000610331	Ensembl
ENSG00000276337	17483	ENST00000612833	Ensembl
ENSG00000276345	17484	ENST00000612848	Ensembl
ENSG00000276417	17485	ENST00000611627	Ensembl
ENSG00000276449	17486	ENST00000620532	Ensembl
ENSG00000276517	17487	ENST00000617415	Ensembl
ENSG00000276542	17488	ENST00000620420	Ensembl
ENSG00000276564	17489	ENST00000618736	Ensembl
ENSG00000276649			no_CDS
ENSG00000276651	17491	ENST00000615045	Ensembl
ENSG00000276663	17492	ENST00000616553	Ensembl
ENSG00000276672	17493	ENST00000621575	Ensembl
ENSG00000276698	17494	ENST00000610486	Ensembl
ENSG00000276728	17495	ENST00000612013	Ensembl
ENSG00000276740	17496	ENST00000615941	Ensembl
ENSG00000276744	17497	ENST00000617588	Ensembl
ENSG00000276791	17498	ENST00000621230	Ensembl
ENSG00000276809	17499	ENST00000622881	Ensembl
ENSG00000276842	17500	ENST00000622162	Ensembl
ENSG00000276853	17501	ENST00000621847	Ensembl
ENSG00000276900	17502	ENST00000619086	Ensembl
ENSG00000276952	17503	ENST00000610840	Ensembl
ENSG00000276980	17504	ENST00000614781	Ensembl
ENSG00000277007	17505	ENST00000612055	Ensembl
ENSG00000277011	17506	ENST00000613430	Ensembl
ENSG00000277087	17507	ENST00000618494	Ensembl
ENSG00000277128	17508	ENST00000646225	longest_CDS
ENSG00000277130	17509	ENST00000619055	Ensembl
ENSG00000277151	17510	ENST00000617901	Ensembl
ENSG00000277152	17511	ENST00000617013	Ensembl
ENSG00000277159	17512	ENST00000613809	Ensembl
ENSG00000277182	17513	ENST00000610658	Ensembl
ENSG00000277196	17514	ENST00000621424	Ensembl
ENSG00000277247	17515	ENST00000615051	Ensembl
ENSG00000277270	17517	ENST00000662116	Ensembl
ENSG00000277287	17519	ENST00000621919	Ensembl
ENSG00000277324	17520	ENST00000621167	Ensembl
ENSG00000277342	17521	ENST00000619744	Ensembl
ENSG00000277368	17522	ENST00000621997	Ensembl
ENSG00000277369	17523	ENST00000615722	Ensembl
ENSG00000277383	17524	ENST00000611423	Ensembl
ENSG00000277386	17525	ENST00000612824	Ensembl
ENSG00000277400	17526	ENST00000613230	Ensembl
ENSG00000277450	17527	ENST00000613598	Ensembl
ENSG00000277463	17528	ENST00000617734	Ensembl
ENSG00000277476	17529	ENST00000622750	Ensembl
ENSG00000277511	17530	ENST00000613639	Ensembl
ENSG00000277534	17531	ENST00000620414	Ensembl
ENSG00000277687	17532	ENST00000613826	Ensembl
ENSG00000277692	17533	ENST00000612444	Ensembl
ENSG00000277701	17534	ENST00000656264	Ensembl
ENSG00000277715	17538	ENST00000611145	Ensembl
ENSG00000277728	17539	ENST00000613523	Ensembl
ENSG00000277767	17540	ENST00000620246	Ensembl
ENSG00000277831	17541	ENST00000613838	Ensembl
ENSG00000277837	17542	ENST00000620778	Ensembl
ENSG00000277840	17543	ENST00000614934	Ensembl
ENSG00000277879	17544	ENST00000614747	Ensembl
ENSG00000277895	17545	ENST00000610945	Ensembl
ENSG00000277938	17546	ENST00000613361	Ensembl
ENSG00000277954	17547	ENST00000622621	Ensembl
ENSG00000277959	17548	ENST00000614406	Ensembl
ENSG00000277969	17549	ENST00000612330	Ensembl
ENSG00000277991	17550	ENST00000623374	Ensembl
ENSG00000278000	17551	ENST00000616901	Ensembl
ENSG00000278002	17552	ENST00000618845	Ensembl
ENSG00000278017	17553	ENST00000612025	Ensembl
ENSG00000278022	17554	ENST00000618697	Ensembl
ENSG00000278041	17555	ENST00000622757	Ensembl
ENSG00000278126	17556	ENST00000620274	Ensembl
ENSG00000278177	17557	ENST00000610286	Ensembl
ENSG00000278192	17558	ENST00000619370	Ensembl
ENSG00000278254	17559	ENST00000614289	Ensembl
ENSG00000278266	17560	ENST00000617117	Ensembl
ENSG00000278291	17561	ENST00000610494	Ensembl
ENSG00000278330	17562	ENST00000611482	Ensembl
ENSG00000278376	17563	ENST00000610705	Ensembl
ENSG00000278384	17564	ENST00000612565	Ensembl
ENSG00000278396	17565	ENST00000622847	Ensembl
ENSG00000278434	17566	ENST00000612995	Ensembl
ENSG00000278445	17567	ENST00000613439	Ensembl
ENSG00000278456	17568	ENST00000615211	Ensembl
ENSG00000278464			no_CDS
ENSG00000278467			no_CDS
ENSG00000278518	17571	ENST00000622716	Ensembl
ENSG00000278576	17572	ENST00000617439	Ensembl
ENSG00000278600	17573	ENST00000618835	Ensembl
ENSG00000278601	17574	ENST00000619110	Ensembl
ENSG00000278627	17575	ENST00000611427	Ensembl
ENSG00000278668	17576	ENST00000618199	Ensembl
ENSG00000278727	17577	ENST00000613696	Ensembl
ENSG00000278730	17578	ENST00000620266	Ensembl
ENSG00000278737	17579	ENST00000619781	Ensembl
ENSG00000278740	17580	ENST00000612725	Ensembl
ENSG00000278743	17581	ENST00000622671	Ensembl
ENSG00000278784	17582	ENST00000619226	Ensembl
ENSG00000278817	17583	ENST00000613204	Ensembl
ENSG00000278834	17584	ENST00000619697	Ensembl
ENSG00000278890	17585	ENST00000624219	Ensembl
ENSG00000278899	17586	ENST00000623174	Ensembl
ENSG00000278932			no_CDS
ENSG00000278981	17590	ENST00000625026	Ensembl
ENSG00000279006	17591	ENST00000623239	Ensembl
ENSG00000279080	17592	ENST00000624072	Ensembl
ENSG00000279085	17593	ENST00000623888	Ensembl
ENSG00000279110	17594	ENST00000623980	Ensembl
ENSG00000279145	17595	ENST00000623483	Ensembl
ENSG00000279159	17596	ENST00000624945	Ensembl
ENSG00000279175	17597	ENST00000623440	Ensembl
ENSG00000279277			no_CDS
ENSG00000279278	17600	ENST00000624350	Ensembl
ENSG00000279317	17601	ENST00000639259	Ensembl
ENSG00000279342	17605	ENST00000638898	Ensembl
ENSG00000279345	17606	ENST00000624882	Ensembl
ENSG00000279440	17607	ENST00000623027	Ensembl
ENSG00000279467	17608	ENST00000624923	Ensembl
ENSG00000279529	17609	ENST00000623966	Ensembl
ENSG00000279548	17610	ENST00000624101	Ensembl
ENSG00000279571	17611	ENST00000624141	Ensembl
ENSG00000279652	17612	ENST00000625157	Ensembl
ENSG00000279668	17614	transcript56311.chr17.nnic	longest_CDS
ENSG00000279712	17615	ENST00000623760	Ensembl
ENSG00000279738	17616	ENST00000623726	Ensembl
ENSG00000279833	17617	ENST00000624656	Ensembl
ENSG00000279954	17618	ENST00000623717	Ensembl
ENSG00000280007	17619	ENST00000623543	Ensembl
ENSG00000280011	17620	ENST00000624215	Ensembl
ENSG00000280025	17621	ENST00000623947	Ensembl
ENSG00000280036	17622	ENST00000624853	Ensembl
ENSG00000280118	17623	ENST00000623426	longest_CDS
ENSG00000280169	17624	ENST00000624456	Ensembl
ENSG00000280195	17625	ENST00000624054	Ensembl
ENSG00000280206	17626	ENST00000624682	Ensembl
ENSG00000280241			no_CDS
ENSG00000280336	17628	ENST00000623581	Ensembl
ENSG00000280356	17629	ENST00000624442	Ensembl
ENSG00000280383	17630	ENST00000623075	Ensembl
ENSG00000280395	17631	ENST00000623740	Ensembl
ENSG00000280434	17632	ENST00000624919	Ensembl
ENSG00000280486	17633	ENST00000626781	Ensembl
ENSG00000280614	17634	ENST00000625598	Ensembl
ENSG00000280660	17635	ENST00000630034	Ensembl
ENSG00000280800	17636	ENST00000631211	Ensembl
ENSG00000280850			no_CDS
ENSG00000281091	17638	ENST00000629535	Ensembl
ENSG00000281160	17639	ENST00000631079	Ensembl
ENSG00000281181	17640	ENST00000627981	Ensembl
ENSG00000281383	17641	ENST00000629969	Ensembl
ENSG00000281530	17642	ENST00000629517	Ensembl
ENSG00000281849			no_CDS
ENSG00000282021	17644	ENST00000633189	Ensembl
ENSG00000282022	17645	transcript17610.chr12.nnic	longest_CDS
ENSG00000282057	17647	transcript150100.chr1.nic	longest_CDS
ENSG00000282375	17648	ENST00000631653	Ensembl
ENSG00000282390	17649	ENST00000632982	Ensembl
ENSG00000282393	17650	ENST00000632484	Ensembl
ENSG00000282692	17651	ENST00000634128	Ensembl
ENSG00000282876	17652	ENST00000635579	Ensembl
ENSG00000282885			no_CDS
ENSG00000282936	17654	ENST00000634965	Ensembl
ENSG00000282997	17655	ENST00000634535	Ensembl
ENSG00000283003			no_CDS
ENSG00000283025	17657	ENST00000635215	Ensembl
ENSG00000283033	17658	ENST00000635352	Ensembl
ENSG00000283064			no_CDS
ENSG00000283078	17661	ENST00000635124	Ensembl
ENSG00000283103			no_CDS
ENSG00000283128	17667	ENST00000688916	Ensembl
ENSG00000283183			no_CDS
ENSG00000283213	17671	ENST00000636354	Ensembl
ENSG00000283294	17672	ENST00000577614	Ensembl
ENSG00000283341			no_CDS
ENSG00000283405	17674	ENST00000652795	Ensembl
ENSG00000283462	17677	ENST00000637582	Ensembl
ENSG00000283633	17678	ENST00000592918	Ensembl
ENSG00000283662			no_CDS
ENSG00000283667	17681	ENST00000637973	Ensembl
ENSG00000283674	17684	ENST00000635775	longest_CDS
ENSG00000283828			no_CDS
ENSG00000283839	17686	ENST00000640078	Ensembl
ENSG00000283886	17687	ENST00000622735	Ensembl
ENSG00000283897			no_CDS
ENSG00000284052	17690	ENST00000639773	longest_CDS
ENSG00000284196	17691	ENST00000640346	longest_CDS
ENSG00000284428	17693	ENST00000640355	longest_CDS
ENSG00000284602	17696	ENST00000641729	Ensembl
ENSG00000284618	17697	ENST00000641352	Ensembl
ENSG00000284624	17698	ENST00000641650	Ensembl
ENSG00000284633			no_CDS
ENSG00000284650	17700	ENST00000642067	Ensembl
ENSG00000284685	17701	ENST00000641956	Ensembl
ENSG00000284691	17703	ENST00000642087	MANE
ENSG00000284703	17704	ENST00000642139	Ensembl
ENSG00000284707	17705	ENST00000641315	longest_CDS
ENSG00000284719			no_CDS
ENSG00000284830			no_CDS
ENSG00000284882	17708	ENST00000646567	Ensembl
ENSG00000284959			no_CDS
ENSG00000284966	17711	ENST00000646480	Ensembl
ENSG00000284968	17712	ENST00000508280	Ensembl
ENSG00000284976	17713	ENST00000645271	MANE
ENSG00000284977	17715	transcript194606.chr9.nnic	longest_CDS
ENSG00000285043	17717	ENST00000338110	MANE
ENSG00000285081	17718	ENST00000642619	Ensembl
ENSG00000285095	17719	ENST00000646805	Ensembl
ENSG00000285100	17720	ENST00000643430	Ensembl
ENSG00000285103	17721	ENST00000649931	longest_CDS
ENSG00000285151	17722	ENST00000643472	Ensembl
ENSG00000285184			no_CDS
ENSG00000285204	17724	ENST00000646820	Ensembl
ENSG00000285517	17725	transcript47412.chr12.nic	longest_CDS
ENSG00000285560	17728	ENST00000648196	Ensembl
ENSG00000285561	17729	ENST00000647864	Ensembl
ENSG00000285564	17730	ENST00000648606	Ensembl
ENSG00000285569	17733	ENST00000663962	longest_CDS
ENSG00000285572			no_CDS
ENSG00000285600	17736	ENST00000650122	Ensembl
