gene_base	gene_versioned	canonical_enst_base	canonical_iso_idx	canonical_source	canonical_iso_id
ENSG00000087460	ENSG00000087460.29	ENST00000371085	14300	MANE	ENST00000371085.8
ENSG00000087470	ENSG00000087470.21	ENST00000549701	27657	MANE	ENST00000549701.6
ENSG00000087495	ENSG00000087495.17	ENST00000492611	24482	longest_CDS	ENST00000492611.5
ENSG00000087502	ENSG00000087502.19	ENST00000360150	12616	MANE	ENST00000360150.9
ENSG00000087586	ENSG00000087586.18	ENST00000395915	18041	MANE	ENST00000395915.8
ENSG00000087842	ENSG00000087842.11	ENST00000380420	16458	MANE	ENST00000380420.10
ENSG00000087884	ENSG00000087884.16	ENST00000393427	17446	MANE	ENST00000393427.7
ENSG00000087903	ENSG00000087903.13	ENST00000303657	7134	MANE	ENST00000303657.10
ENSG00000087995	ENSG00000087995.16	ENST00000311506	7866	MANE	ENST00000311506.10
ENSG00000088035	ENSG00000088035.18	ENST00000263440	4335	MANE	ENST00000263440.6
ENSG00000088038	ENSG00000088038.20	ENST00000358389	12308	longest_CDS	ENST00000358389.7
ENSG00000088179	ENSG00000088179.9	ENST00000263708	4385	MANE	ENST00000263708.7
ENSG00000088205	ENSG00000088205.13	ENST00000263239	4293	MANE	ENST00000263239.7
ENSG00000088247	ENSG00000088247.19	ENST00000600480	29940	MANE	ENST00000600480.2
ENSG00000088256	ENSG00000088256.9	ENST00000078429	1683	MANE	ENST00000078429.9
ENSG00000088298	ENSG00000088298.13	ENST00000374492	15276	MANE	ENST00000374492.8
ENSG00000088320	ENSG00000088320.4	ENST00000201979	1819	MANE	ENST00000201979.3
ENSG00000088325	ENSG00000088325.16	ENST00000300403	6841	MANE	ENST00000300403.11
ENSG00000088356	ENSG00000088356.6	ENST00000202017	1820	MANE	ENST00000202017.6
ENSG00000088367	ENSG00000088367.23	ENST00000338074	10201	MANE	ENST00000338074.7
ENSG00000088387	ENSG00000088387.22	ENST00000682017	34289	MANE	ENST00000682017.1
ENSG00000088448	ENSG00000088448.14	ENST00000267339	4909	MANE	ENST00000267339.6
ENSG00000088451	ENSG00000088451.11	ENST00000261296	3848	MANE	ENST00000261296.7
ENSG00000088538	ENSG00000088538.13	ENST00000266037	4821	MANE	ENST00000266037.10
ENSG00000088543	ENSG00000088543.15	ENST00000357203	12060	MANE	ENST00000357203.8
ENSG00000088682	ENSG00000088682.14	ENST00000262507	4156	MANE	ENST00000262507.11
ENSG00000088727	ENSG00000088727.14	ENST00000684063	34620	MANE	ENST00000684063.1
ENSG00000088756	ENSG00000088756.13	ENST00000383472	16890	MANE	ENST00000383472.9
ENSG00000088766	ENSG00000088766.12	ENST00000378863	16143	MANE	ENST00000378863.9
ENSG00000088808	ENSG00000088808.18	ENST00000202556	1821	MANE	ENST00000202556.14
ENSG00000088812	ENSG00000088812.18	ENST00000262919	4218	MANE	ENST00000262919.10
ENSG00000088826	ENSG00000088826.18	ENST00000305958	7304	MANE	ENST00000305958.9
ENSG00000088827	ENSG00000088827.14	ENST00000344754	10972	MANE	ENST00000344754.6
ENSG00000088832	ENSG00000088832.18	ENST00000400137	18759	MANE	ENST00000400137.9
ENSG00000088833	ENSG00000088833.18	ENST00000216879	2011	MANE	ENST00000216879.9
ENSG00000088836	ENSG00000088836.14	ENST00000642402	31789	MANE	ENST00000642402.1
ENSG00000088854	ENSG00000088854.13	ENST00000252032	3181	MANE	ENST00000252032.10
ENSG00000088876	ENSG00000088876.13	ENST00000278772	5485	MANE	ENST00000278772.9
ENSG00000088882	ENSG00000088882.8	ENST00000380605	16491	MANE	ENST00000380605.3
ENSG00000088888	ENSG00000088888.18	ENST00000428216	20715	MANE	ENST00000428216.4
ENSG00000088899	ENSG00000088899.16	ENST00000329152	9363	APPRIS	ENST00000329152.7
ENSG00000088930	ENSG00000088930.8	ENST00000377191	15806	MANE	ENST00000377191.5
ENSG00000088970	ENSG00000088970.16	ENST00000619189	30904	MANE	ENST00000619189.5
ENSG00000088986	ENSG00000088986.11	ENST00000548342	27598	longest_CDS	ENST00000548342.5
ENSG00000088992	ENSG00000088992.18	ENST00000335209	9867	MANE	ENST00000335209.12
ENSG00000089006	ENSG00000089006.17	ENST00000377759	15909	MANE	ENST00000377759.9
ENSG00000089009	ENSG00000089009.16	ENST00000202773	1824	MANE	ENST00000202773.14
ENSG00000089022	ENSG00000089022.15	ENST00000550735	27730	MANE	ENST00000550735.7
ENSG00000089041	ENSG00000089041.17	ENST00000328963	9344	MANE	ENST00000328963.10
ENSG00000089048	ENSG00000089048.15	ENST00000617257	30773	MANE	ENST00000617257.2
ENSG00000089050	ENSG00000089050.16	ENST00000337227	10091	MANE	ENST00000337227.9
ENSG00000089053	ENSG00000089053.13	ENST00000261819	3974	MANE	ENST00000261819.8
ENSG00000089057	ENSG00000089057.15	ENST00000338244	10230	MANE	ENST00000338244.6
ENSG00000089060	ENSG00000089060.12	ENST00000680972	34146	MANE	ENST00000680972.1
ENSG00000089063	ENSG00000089063.16	ENST00000342308	10694	MANE	ENST00000342308.11
ENSG00000089094	ENSG00000089094.21	ENST00000377071	15788	MANE	ENST00000377071.9
ENSG00000089101	ENSG00000089101.19	ENST00000245957	2939	MANE	ENST00000245957.10
ENSG00000089123	ENSG00000089123.16	ENST00000337743	10157	MANE	ENST00000337743.9
ENSG00000089127	ENSG00000089127.15	ENST00000202917	1827	MANE	ENST00000202917.10
ENSG00000089154	ENSG00000089154.11	ENST00000300648	6859	MANE	ENST00000300648.7
ENSG00000089157	ENSG00000089157.16	ENST00000392514	17235	MANE	ENST00000392514.9
ENSG00000089159	ENSG00000089159.17	ENST00000637617	31589	MANE	ENST00000637617.2
ENSG00000089163	ENSG00000089163.4	ENST00000202967	1828	MANE	ENST00000202967.4
ENSG00000089177	ENSG00000089177.20	ENST00000354981	11635	MANE	ENST00000354981.7
ENSG00000089195	ENSG00000089195.15	ENST00000203001	1829	MANE	ENST00000203001.7
ENSG00000089199	ENSG00000089199.10	ENST00000378961	16160	MANE	ENST00000378961.9
ENSG00000089220	ENSG00000089220.5	ENST00000261313	3852	MANE	ENST00000261313.3
ENSG00000089225	ENSG00000089225.20	ENST00000405440	19123	MANE	ENST00000405440.7
ENSG00000089234	ENSG00000089234.16	ENST00000419234	20065	MANE	ENST00000419234.9
ENSG00000089248	ENSG00000089248.7	ENST00000261735	3949	MANE	ENST00000261735.4
ENSG00000089250	ENSG00000089250.20	ENST00000317775	8400	MANE	ENST00000317775.11
ENSG00000089280	ENSG00000089280.20	ENST00000254108	3323	MANE	ENST00000254108.12
ENSG00000089289	ENSG00000089289.16	ENST00000342206	10683	longest_CDS	ENST00000342206.10
ENSG00000089327	ENSG00000089327.16	ENST00000392219	17169	MANE	ENST00000392219.7
ENSG00000089335	ENSG00000089335.22	ENST00000505242	24987	MANE	ENST00000505242.6
ENSG00000089351	ENSG00000089351.15	ENST00000599564	29912	longest_CDS	ENST00000599564.5
ENSG00000089472	ENSG00000089472.18	ENST00000684071	34621	longest_CDS	ENST00000684071.1
ENSG00000089486	ENSG00000089486.17	ENST00000567695	28634	MANE	ENST00000567695.6
ENSG00000089597	ENSG00000089597.18	ENST00000356638	11950	MANE	ENST00000356638.8
ENSG00000089682	ENSG00000089682.18	ENST00000685964	34823	MANE	ENST00000685964.1
ENSG00000089692	ENSG00000089692.9	ENST00000203629	1833	MANE	ENST00000203629.3
ENSG00000089693	ENSG00000089693.11	ENST00000203630	1834	MANE	ENST00000203630.10
ENSG00000089775	ENSG00000089775.12	ENST00000608382	30210	MANE	ENST00000608382.6
ENSG00000089818	ENSG00000089818.18	ENST00000339754	10394	MANE	ENST00000339754.11
ENSG00000089820	ENSG00000089820.17	ENST00000350060	11311	MANE	ENST00000350060.10
ENSG00000089876	ENSG00000089876.12	ENST00000284690	5758	MANE	ENST00000284690.4
ENSG00000089902	ENSG00000089902.10	ENST00000262241	4096	MANE	ENST00000262241.7
ENSG00000089916	ENSG00000089916.18	ENST00000261530	3895	MANE	ENST00000261530.12
ENSG00000090006	ENSG00000090006.18	ENST00000396819	18225	MANE	ENST00000396819.8
ENSG00000090013	ENSG00000090013.11	ENST00000263368	4321	MANE	ENST00000263368.9
ENSG00000090020	ENSG00000090020.11	ENST00000263980	4429	MANE	ENST00000263980.8
ENSG00000090054	ENSG00000090054.16	ENST00000262554	4162	MANE	ENST00000262554.7
ENSG00000090060	ENSG00000090060.19	ENST00000216277	1976	MANE	ENST00000216277.13
ENSG00000090061	ENSG00000090061.17	ENST00000389879	17042	MANE	ENST00000389879.9
ENSG00000090097	ENSG00000090097.22	ENST00000461554	22902	MANE	ENST00000461554.6
ENSG00000090104	ENSG00000090104.12	ENST00000367459	13355	MANE	ENST00000367459.8
ENSG00000090238	ENSG00000090238.12	ENST00000398841	18600	MANE	ENST00000398841.6
ENSG00000090263	ENSG00000090263.16	ENST00000324787	9014	MANE	ENST00000324787.10
ENSG00000090266	ENSG00000090266.13	ENST00000247866	3006	MANE	ENST00000247866.9
ENSG00000090273	ENSG00000090273.14	ENST00000321265	8714	MANE	ENST00000321265.10
ENSG00000090316	ENSG00000090316.16	ENST00000303400	7115	MANE	ENST00000303400.9
ENSG00000090339	ENSG00000090339.9	ENST00000264832	4614	MANE	ENST00000264832.8
ENSG00000090372	ENSG00000090372.15	ENST00000263280	4313	MANE	ENST00000263280.11
ENSG00000090376	ENSG00000090376.11	ENST00000261233	3836	MANE	ENST00000261233.9
ENSG00000090382	ENSG00000090382.7	ENST00000261267	3847	MANE	ENST00000261267.7
ENSG00000090432	ENSG00000090432.7	ENST00000264198	4490	MANE	ENST00000264198.5
ENSG00000090447	ENSG00000090447.12	ENST00000204517	1835	MANE	ENST00000204517.11
ENSG00000090470	ENSG00000090470.15	ENST00000204549	1837	MANE	ENST00000204549.9
ENSG00000090487	ENSG00000090487.11	ENST00000204566	1838	MANE	ENST00000204566.7
ENSG00000090520	ENSG00000090520.12	ENST00000265028	4662	MANE	ENST00000265028.8
ENSG00000090530	ENSG00000090530.10	ENST00000319332	8546	MANE	ENST00000319332.10
ENSG00000090534	ENSG00000090534.20	ENST00000647395	32170	MANE	ENST00000647395.1
ENSG00000090539	ENSG00000090539.16	ENST00000204604	1839	MANE	ENST00000204604.6
ENSG00000090554	ENSG00000090554.13	ENST00000597551	29846	MANE	ENST00000597551.6
ENSG00000090581	ENSG00000090581.11	ENST00000204679	1840	MANE	ENST00000204679.9
ENSG00000090612	ENSG00000090612.22	ENST00000536435	26800	MANE	ENST00000536435.7
ENSG00000090615	ENSG00000090615.16	ENST00000450791	22239	MANE	ENST00000450791.8
ENSG00000090621	ENSG00000090621.15	ENST00000372858	14798	MANE	ENST00000372858.8
ENSG00000090659	ENSG00000090659.18	ENST00000315599	8212	MANE	ENST00000315599.12
ENSG00000090661	ENSG00000090661.13	ENST00000251363	3139	MANE	ENST00000251363.10
ENSG00000090674	ENSG00000090674.16	ENST00000264079	4462	MANE	ENST00000264079.11
ENSG00000090686	ENSG00000090686.16	ENST00000308271	7551	MANE	ENST00000308271.14
ENSG00000090776	ENSG00000090776.6	ENST00000204961	1844	MANE	ENST00000204961.5
ENSG00000090857	ENSG00000090857.14	ENST00000288050	5925	MANE	ENST00000288050.9
ENSG00000090861	ENSG00000090861.17	ENST00000261772	3957	MANE	ENST00000261772.13
ENSG00000090863	ENSG00000090863.12	ENST00000422840	20274	MANE	ENST00000422840.7
ENSG00000090905	ENSG00000090905.19	ENST00000395799	18004	MANE	ENST00000395799.8
ENSG00000090924	ENSG00000090924.15	ENST00000425673	20516	MANE	ENST00000425673.6
ENSG00000090975	ENSG00000090975.14	ENST00000320201	8610	MANE	ENST00000320201.10
ENSG00000090989	ENSG00000090989.18	ENST00000381295	16623	MANE	ENST00000381295.7
ENSG00000091009	ENSG00000091009.8	ENST00000265271	4705	MANE	ENST00000265271.7
ENSG00000091039	ENSG00000091039.17	ENST00000261183	3820	MANE	ENST00000261183.8
ENSG00000091073	ENSG00000091073.20	ENST00000430490	20882	MANE	ENST00000430490.7
ENSG00000091127	ENSG00000091127.14	ENST00000469408	23274	MANE	ENST00000469408.6
ENSG00000091136	ENSG00000091136.15	ENST00000222399	2233	MANE	ENST00000222399.11
ENSG00000091137	ENSG00000091137.14	ENST00000644269	31930	MANE	ENST00000644269.2
ENSG00000091140	ENSG00000091140.15	ENST00000205402	1849	MANE	ENST00000205402.10
ENSG00000091157	ENSG00000091157.15	ENST00000254442	3340	MANE	ENST00000254442.8
ENSG00000091164	ENSG00000091164.13	ENST00000217515	2039	MANE	ENST00000217515.11
ENSG00000091317	ENSG00000091317.8	ENST00000205636	1850	MANE	ENST00000205636.4
ENSG00000091409	ENSG00000091409.17	ENST00000684293	34655	MANE	ENST00000684293.1
ENSG00000091428	ENSG00000091428.18	ENST00000397087	18286	longest_CDS	ENST00000397087.7
ENSG00000091436	ENSG00000091436.17	ENST00000375213	15439	MANE	ENST00000375213.8
ENSG00000091483	ENSG00000091483.8	ENST00000366560	13099	MANE	ENST00000366560.4
ENSG00000091490	ENSG00000091490.11	ENST00000399878	18738	MANE	ENST00000399878.8
ENSG00000091513	ENSG00000091513.16	ENST00000402696	18913	MANE	ENST00000402696.9
ENSG00000091527	ENSG00000091527.17	ENST00000264993	4652	MANE	ENST00000264993.8
ENSG00000091542	ENSG00000091542.9	ENST00000399138	18645	MANE	ENST00000399138.5
ENSG00000091592	ENSG00000091592.17	ENST00000572272	28836	MANE	ENST00000572272.6
ENSG00000091640	ENSG00000091640.8	ENST00000206020	1851	MANE	ENST00000206020.8
ENSG00000091651	ENSG00000091651.9	ENST00000219097	2073	MANE	ENST00000219097.7
ENSG00000091656	ENSG00000091656.19	ENST00000651372	32534	MANE	ENST00000651372.2
ENSG00000091732	ENSG00000091732.18	ENST00000358303	12291	MANE	ENST00000358303.9
ENSG00000091831	ENSG00000091831.25	ENST00000206249	1852	MANE	ENST00000206249.8
ENSG00000091844	ENSG00000091844.8	ENST00000367225	13291	APPRIS	ENST00000367225.6
ENSG00000091879	ENSG00000091879.14	ENST00000629816	31364	MANE	ENST00000629816.3
ENSG00000091947	ENSG00000091947.10	ENST00000206380	1853	MANE	ENST00000206380.8
ENSG00000091972	ENSG00000091972.19	ENST00000315711	8218	MANE	ENST00000315711.12
ENSG00000091986	ENSG00000091986.16	ENST00000206423	1854	MANE	ENST00000206423.8
ENSG00000092020	ENSG00000092020.11	ENST00000261475	3882	MANE	ENST00000261475.10
ENSG00000092036	ENSG00000092036.19	ENST00000541587	27175	MANE	ENST00000541587.6
ENSG00000092054	ENSG00000092054.14	ENST00000355349	11695	MANE	ENST00000355349.4
ENSG00000092068	ENSG00000092068.21	ENST00000316902	8323	MANE	ENST00000316902.12
ENSG00000092096	ENSG00000092096.19	ENST00000354772	11604	MANE	ENST00000354772.10
ENSG00000092108	ENSG00000092108.22	ENST00000458591	22766	MANE	ENST00000458591.7
ENSG00000092140	ENSG00000092140.16	ENST00000206595	1858	MANE	ENST00000206595.11
ENSG00000092148	ENSG00000092148.14	ENST00000399332	18661	MANE	ENST00000399332.6
ENSG00000092199	ENSG00000092199.19	ENST00000553300	27868	MANE	ENST00000553300.6
ENSG00000092201	ENSG00000092201.10	ENST00000216297	1981	MANE	ENST00000216297.7
ENSG00000092203	ENSG00000092203.15	ENST00000448790	22104	MANE	ENST00000448790.7
ENSG00000092208	ENSG00000092208.19	ENST00000308317	7556	MANE	ENST00000308317.12
ENSG00000092421	ENSG00000092421.17	ENST00000343348	10820	MANE	ENST00000343348.11
ENSG00000092439	ENSG00000092439.16	ENST00000646667	32126	MANE	ENST00000646667.1
ENSG00000092445	ENSG00000092445.12	ENST00000263798	4399	MANE	ENST00000263798.8
ENSG00000092470	ENSG00000092470.12	ENST00000263795	4398	MANE	ENST00000263795.11
ENSG00000092529	ENSG00000092529.26	ENST00000397163	18314	MANE	ENST00000397163.8
ENSG00000092531	ENSG00000092531.10	ENST00000249647	3074	MANE	ENST00000249647.8
ENSG00000092607	ENSG00000092607.15	ENST00000369429	13848	MANE	ENST00000369429.5
ENSG00000092621	ENSG00000092621.13	ENST00000641023	31752	MANE	ENST00000641023.2
ENSG00000092820	ENSG00000092820.19	ENST00000367075	13247	MANE	ENST00000367075.4
ENSG00000092841	ENSG00000092841.19	ENST00000550697	27725	MANE	ENST00000550697.6
ENSG00000092847	ENSG00000092847.14	ENST00000373204	14927	MANE	ENST00000373204.6
ENSG00000092871	ENSG00000092871.17	ENST00000394597	17726	MANE	ENST00000394597.7
ENSG00000092929	ENSG00000092929.13	ENST00000207549	1861	MANE	ENST00000207549.9
ENSG00000092931	ENSG00000092931.12	ENST00000685175	34771	MANE	ENST00000685175.1
ENSG00000092964	ENSG00000092964.18	ENST00000311151	7829	APPRIS	ENST00000311151.9
ENSG00000092969	ENSG00000092969.12	ENST00000366930	13205	MANE	ENST00000366930.9
ENSG00000092978	ENSG00000092978.11	ENST00000366935	13209	MANE	ENST00000366935.8
ENSG00000093000	ENSG00000093000.19	ENST00000347635	11152	MANE	ENST00000347635.9
ENSG00000093010	ENSG00000093010.15	ENST00000361682	12973	MANE	ENST00000361682.11
ENSG00000093072	ENSG00000093072.19	ENST00000262607	4171	longest_CDS	ENST00000262607.3
ENSG00000093144	ENSG00000093144.19	ENST00000454859	22513	MANE	ENST00000454859.8
ENSG00000093167	ENSG00000093167.18	ENST00000336686	10020	MANE	ENST00000336686.9
ENSG00000093183	ENSG00000093183.14	ENST00000264454	4540	MANE	ENST00000264454.8
ENSG00000094631	ENSG00000094631.22	ENST00000334136	9752	MANE	ENST00000334136.11
ENSG00000094804	ENSG00000094804.12	ENST00000209728	1862	MANE	ENST00000209728.9
ENSG00000094841	ENSG00000094841.14	ENST00000373383	14983	MANE	ENST00000373383.9
ENSG00000094880	ENSG00000094880.11	ENST00000394886	17806	MANE	ENST00000394886.7
ENSG00000094916	ENSG00000094916.16	ENST00000209875	1864	MANE	ENST00000209875.9
ENSG00000094963	ENSG00000094963.14	ENST00000209929	1867	MANE	ENST00000209929.10
ENSG00000094975	ENSG00000094975.15	ENST00000263688	4379	MANE	ENST00000263688.4
ENSG00000095002	ENSG00000095002.16	ENST00000233146	2560	MANE	ENST00000233146.7
ENSG00000095015	ENSG00000095015.6	ENST00000399503	18685	MANE	ENST00000399503.4
ENSG00000095059	ENSG00000095059.17	ENST00000210060	1868	MANE	ENST00000210060.12
ENSG00000095066	ENSG00000095066.12	ENST00000264827	4612	longest_CDS	ENST00000264827.9
ENSG00000095139	ENSG00000095139.15	ENST00000264028	4442	MANE	ENST00000264028.5
ENSG00000095203	ENSG00000095203.15	ENST00000374566	15286	MANE	ENST00000374566.8
ENSG00000095209	ENSG00000095209.12	ENST00000374692	15314	MANE	ENST00000374692.8
ENSG00000095261	ENSG00000095261.14	ENST00000210313	1869	MANE	ENST00000210313.8
ENSG00000095303	ENSG00000095303.17	ENST00000362012	13057	MANE	ENST00000362012.7
ENSG00000095319	ENSG00000095319.14	ENST00000372577	14716	MANE	ENST00000372577.2
ENSG00000095321	ENSG00000095321.18	ENST00000318080	8435	MANE	ENST00000318080.7
ENSG00000095370	ENSG00000095370.20	ENST00000314830	8144	MANE	ENST00000314830.13
ENSG00000095380	ENSG00000095380.11	ENST00000210444	1870	MANE	ENST00000210444.6
ENSG00000095383	ENSG00000095383.20	ENST00000465784	23101	MANE	ENST00000465784.7
ENSG00000095485	ENSG00000095485.18	ENST00000354105	11492	MANE	ENST00000354105.10
ENSG00000095564	ENSG00000095564.15	ENST00000265990	4810	MANE	ENST00000265990.12
ENSG00000095574	ENSG00000095574.12	ENST00000368886	13717	MANE	ENST00000368886.10
ENSG00000095585	ENSG00000095585.18	ENST00000224337	2297	MANE	ENST00000224337.10
ENSG00000095587	ENSG00000095587.9	ENST00000357947	12218	MANE	ENST00000357947.4
ENSG00000095637	ENSG00000095637.23	ENST00000371247	14342	MANE	ENST00000371247.7
ENSG00000095713	ENSG00000095713.14	ENST00000370597	14164	MANE	ENST00000370597.8
ENSG00000095739	ENSG00000095739.11	ENST00000375533	15509	MANE	ENST00000375533.6
ENSG00000095787	ENSG00000095787.26	ENST00000354911	11620	MANE	ENST00000354911.9
ENSG00000095794	ENSG00000095794.21	ENST00000685392	34786	MANE	ENST00000685392.1
ENSG00000095906	ENSG00000095906.17	ENST00000262302	4108	MANE	ENST00000262302.14
ENSG00000095951	ENSG00000095951.18	ENST00000379388	16242	MANE	ENST00000379388.7
ENSG00000096060	ENSG00000096060.15	ENST00000357266	12079	MANE	ENST00000357266.9
ENSG00000096063	ENSG00000096063.16	ENST00000373825	15099	MANE	ENST00000373825.7
ENSG00000096070	ENSG00000096070.19	ENST00000357641	12166	MANE	ENST00000357641.10
ENSG00000096080	ENSG00000096080.12	ENST00000372133	14576	MANE	ENST00000372133.8
ENSG00000096092	ENSG00000096092.6	ENST00000211314	1874	MANE	ENST00000211314.5
ENSG00000096093	ENSG00000096093.16	ENST00000371068	14293	MANE	ENST00000371068.11
ENSG00000096384	ENSG00000096384.20	ENST00000371646	14428	MANE	ENST00000371646.10
ENSG00000096401	ENSG00000096401.8	ENST00000371477	14388	MANE	ENST00000371477.4
ENSG00000096433	ENSG00000096433.11	ENST00000605930	30131	MANE	ENST00000605930.3
ENSG00000096654	ENSG00000096654.16	ENST00000683788	34568	MANE	ENST00000683788.1
ENSG00000096696	ENSG00000096696.17	ENST00000713912	36250	longest_CDS	ENST00000713912.1
ENSG00000096717	ENSG00000096717.12	ENST00000212015	1877	MANE	ENST00000212015.11
ENSG00000096746	ENSG00000096746.18	ENST00000265866	4798	MANE	ENST00000265866.12
ENSG00000096872	ENSG00000096872.17	ENST00000380062	16387	MANE	ENST00000380062.10
ENSG00000096968	ENSG00000096968.14	ENST00000381652	16685	MANE	ENST00000381652.4
ENSG00000097007	ENSG00000097007.20	ENST00000318560	8477	MANE	ENST00000318560.6
ENSG00000097021	ENSG00000097021.21	ENST00000361521	12924	MANE	ENST00000361521.9
ENSG00000097033	ENSG00000097033.15	ENST00000370558	14158	MANE	ENST00000370558.8
ENSG00000097046	ENSG00000097046.13	ENST00000234626	2612	MANE	ENST00000234626.11
ENSG00000097096	ENSG00000097096.10	ENST00000341460	10600	MANE	ENST00000341460.6
ENSG00000099139	ENSG00000099139.14	ENST00000376752	15727	longest_CDS	ENST00000376752.9
ENSG00000099194	ENSG00000099194.6	ENST00000370355	14106	MANE	ENST00000370355.3
ENSG00000099203	ENSG00000099203.7	ENST00000214869	1882	MANE	ENST00000214869.7
ENSG00000099204	ENSG00000099204.23	ENST00000533213	26602	MANE	ENST00000533213.7
ENSG00000099219	ENSG00000099219.15	ENST00000339450	10358	MANE	ENST00000339450.10
ENSG00000099246	ENSG00000099246.19	ENST00000356940	12003	MANE	ENST00000356940.11
ENSG00000099250	ENSG00000099250.18	ENST00000374867	15371	MANE	ENST00000374867.7
ENSG00000099256	ENSG00000099256.19	ENST00000320152	8605	MANE	ENST00000320152.11
ENSG00000099260	ENSG00000099260.12	ENST00000263174	4278	MANE	ENST00000263174.9
ENSG00000099282	ENSG00000099282.10	ENST00000373290	14958	MANE	ENST00000373290.7
ENSG00000099284	ENSG00000099284.15	ENST00000373255	14952	MANE	ENST00000373255.9
ENSG00000099290	ENSG00000099290.17	ENST00000282633	5674	MANE	ENST00000282633.10
ENSG00000099308	ENSG00000099308.13	ENST00000687212	34931	MANE	ENST00000687212.1
ENSG00000099326	ENSG00000099326.9	ENST00000215057	1885	MANE	ENST00000215057.7
ENSG00000099330	ENSG00000099330.9	ENST00000215061	1886	MANE	ENST00000215061.9
ENSG00000099331	ENSG00000099331.14	ENST00000682292	34350	MANE	ENST00000682292.1
ENSG00000099337	ENSG00000099337.5	ENST00000263372	4323	MANE	ENST00000263372.5
ENSG00000099341	ENSG00000099341.13	ENST00000215071	1887	MANE	ENST00000215071.9
ENSG00000099377	ENSG00000099377.14	ENST00000297679	6618	MANE	ENST00000297679.10
ENSG00000099381	ENSG00000099381.20	ENST00000262519	4159	MANE	ENST00000262519.14
ENSG00000099385	ENSG00000099385.12	ENST00000215115	1889	MANE	ENST00000215115.5
ENSG00000099622	ENSG00000099622.14	ENST00000587896	29385	MANE	ENST00000587896.6
ENSG00000099624	ENSG00000099624.8	ENST00000215375	1890	MANE	ENST00000215375.7
ENSG00000099783	ENSG00000099783.13	ENST00000325495	9080	MANE	ENST00000325495.9
ENSG00000099785	ENSG00000099785.11	ENST00000215555	1892	MANE	ENST00000215555.7
ENSG00000099795	ENSG00000099795.7	ENST00000215565	1893	MANE	ENST00000215565.3
ENSG00000099797	ENSG00000099797.15	ENST00000215567	1894	MANE	ENST00000215567.10
ENSG00000099800	ENSG00000099800.8	ENST00000215570	1895	MANE	ENST00000215570.8
ENSG00000099804	ENSG00000099804.9	ENST00000215574	1896	MANE	ENST00000215574.9
ENSG00000099810	ENSG00000099810.21	ENST00000644715	31958	MANE	ENST00000644715.2
ENSG00000099814	ENSG00000099814.17	ENST00000414716	19806	MANE	ENST00000414716.8
ENSG00000099817	ENSG00000099817.12	ENST00000615234	30643	MANE	ENST00000615234.5
ENSG00000099821	ENSG00000099821.14	ENST00000588649	29419	MANE	ENST00000588649.7
ENSG00000099860	ENSG00000099860.10	ENST00000215631	1897	MANE	ENST00000215631.9
ENSG00000099864	ENSG00000099864.18	ENST00000338448	10253	MANE	ENST00000338448.10
ENSG00000099875	ENSG00000099875.16	ENST00000250896	3119	MANE	ENST00000250896.9
ENSG00000099889	ENSG00000099889.14	BambuTx2034	779	longest_CDS	BambuTx2034
ENSG00000099899	ENSG00000099899.16	ENST00000252136	3190	MANE	ENST00000252136.12
ENSG00000099901	ENSG00000099901.18	ENST00000430524	20885	MANE	ENST00000430524.6
ENSG00000099904	ENSG00000099904.16	ENST00000334554	9802	MANE	ENST00000334554.12
ENSG00000099910	ENSG00000099910.17	ENST00000328879	9335	MANE	ENST00000328879.9
ENSG00000099917	ENSG00000099917.17	ENST00000263205	4285	MANE	ENST00000263205.11
ENSG00000099940	ENSG00000099940.12	ENST00000215730	1899	MANE	ENST00000215730.12
ENSG00000099942	ENSG00000099942.13	ENST00000354336	11526	MANE	ENST00000354336.8
ENSG00000099949	ENSG00000099949.22	ENST00000646124	32065	MANE	ENST00000646124.2
ENSG00000099954	ENSG00000099954.19	ENST00000262608	4172	MANE	ENST00000262608.13
ENSG00000099957	ENSG00000099957.17	ENST00000413302	19726	MANE	ENST00000413302.7
ENSG00000099968	ENSG00000099968.18	ENST00000317582	8385	MANE	ENST00000317582.10
ENSG00000099991	ENSG00000099991.18	ENST00000263119	4273	MANE	ENST00000263119.10
ENSG00000099992	ENSG00000099992.16	ENST00000215790	1902	MANE	ENST00000215790.12
ENSG00000099994	ENSG00000099994.11	ENST00000358321	12293	MANE	ENST00000358321.4
ENSG00000099995	ENSG00000099995.19	ENST00000215793	1904	MANE	ENST00000215793.13
ENSG00000099998	ENSG00000099998.19	ENST00000327365	9222	MANE	ENST00000327365.10
ENSG00000100003	ENSG00000100003.18	ENST00000615189	30640	MANE	ENST00000615189.5
ENSG00000100014	ENSG00000100014.20	ENST00000314328	8104	MANE	ENST00000314328.14
ENSG00000100023	ENSG00000100023.20	ENST00000398831	18596	MANE	ENST00000398831.8
ENSG00000100027	ENSG00000100027.17	ENST00000339468	10360	MANE	ENST00000339468.8
ENSG00000100028	ENSG00000100028.12	ENST00000215829	1906	MANE	ENST00000215829.8
ENSG00000100029	ENSG00000100029.18	ENST00000354694	11591	MANE	ENST00000354694.12
ENSG00000100030	ENSG00000100030.15	ENST00000215832	1907	MANE	ENST00000215832.11
ENSG00000100034	ENSG00000100034.14	ENST00000263212	4287	MANE	ENST00000263212.10
ENSG00000100036	ENSG00000100036.13	ENST00000343605	10841	MANE	ENST00000343605.5
