cls	gene	long_idx	short_idx	canonical_idx	other_idx	size	len_long	n_intervals
slim	ENSG00000140332.18	28210	22308	22308	28210	3	772	1
slim	ENSG00000130713.17	14639	27465	14639	27465	26	297	1
slim	ENSG00000147202.19	9012	14868	9012	14868	21	1022	0
slim	ENSG00000164330.18	8056	16504	8056	16504	31	591	2
slim	ENSG00000114745.15	8540	35381	8540	35381	30	440	1
slim	ENSG00000141367.14	23468	5027	5027	23468	7	1022	0
slim	ENSG00000135723.14	496	3599	3599	496	26	1022	2
slim	ENSG00000134686.21	34485	14991	34485	14991	29	859	1
slim	ENSG00000178573.7	9119	17426	9119	17426	31	403	1
slim	ENSG00000106733.21	12790	15735	12790	15735	24	199	2
slim	ENSG00000149761.9	5517	21567	5517	21567	33	310	1
slim	ENSG00000138758.12	4625	1293	4625	1293	5	429	2
slim	ENSG00000114988.12	15793	4644	4644	15793	11	359	1
slim	ENSG00000196235.14	21026	18873	21026	18873	4	1022	2
slim	ENSG00000089682.18	34823	14681	34823	14681	24	437	1
slim	ENSG00000085433.17	14003	12782	14003	12782	28	919	1
slim	ENSG00000198522.14	30291	4595	30291	4595	3	377	1
slim	ENSG00000099330.9	1886	29934	1886	29934	40	264	6
slim	ENSG00000144674.19	11987	13032	13032	11987	36	1022	2
slim	ENSG00000164683.19	10181	11596	11596	10181	4	308	1
slim	ENSG00000117569.20	33413	30241	33413	30241	9	539	2
slim	ENSG00000164136.17	8652	23711	8652	23711	35	162	4
slim	ENSG00000155755.20	19563	19460	19563	19460	12	408	2
slim	ENSG00000162521.19	15015	15011	15015	15011	19	425	3
slim	ENSG00000115762.17	35324	18988	35324	18988	37	245	2
slim	ENSG00000157540.22	32153	32182	32153	32182	29	754	1
slim	ENSG00000108342.13	2316	17615	17615	2316	3	207	1
slim	ENSG00000169249.14	35125	7496	7496	35125	26	486	4
slim	ENSG00000214046.9	24210	29854	24210	29854	5	104	1
slim	ENSG00000165119.22	15642	35945	15642	35945	30	464	4
slim	ENSG00000162520.15	19389	15010	19389	15010	32	482	6
slim	ENSG00000137274.14	16453	20443	16453	20443	27	291	8
slim	ENSG00000156990.14	16921	21091	16921	21091	15	349	1
slim	ENSG00000189376.12	5423	1544	5423	1544	33	380	4
slim	ENSG00000100796.18	27965	27946	27965	27946	13	833	1
slim	ENSG00000132485.14	14259	3375	14259	3375	24	330	5
slim	ENSG00000154723.13	5772	18756	5772	18756	19	127	1
slim	ENSG00000108312.16	21268	10847	21268	10847	37	764	1
slim	ENSG00000079308.21	32099	34335	34335	32099	32	1022	4
slim	ENSG00000130684.14	3245	740	3245	740	32	751	1
slim	ENSG00000100722.20	3122	17462	3122	17462	25	736	1
slim	ENSG00000116871.16	23575	14912	23575	14912	32	840	1
slim	ENSG00000102038.16	14313	14315	14313	14315	12	1022	2
slim	ENSG00000102158.22	35216	30842	30842	35216	32	367	1
slim	ENSG00000137720.8	26290	3757	3757	26290	35	170	5
slim	ENSG00000197712.12	1272	12389	12389	1272	21	584	1
slim	ENSG00000092199.19	27868	9954	27868	9954	33	293	5
slim	ENSG00000131143.10	3287	28690	3287	28690	40	169	6
slim	ENSG00000132589.16	17818	29230	17818	29230	10	428	8
slim	ENSG00000134330.19	24730	23940	24730	23940	34	253	3
slim	ENSG00000163682.17	6392	32024	6392	32024	11	203	1
slim	ENSG00000080503.25	11288	12070	11288	12070	18	1022	0
slim	ENSG00000233060.2	36665	36664	36665	36664	32	135	1
slim	ENSG00000113649.14	33907	17677	33907	17677	38	1022	3
slim	ENSG00000133657.17	32010	34908	32010	34908	30	1022	0
slim	ENSG00000132406.12	16849	3364	16849	3364	29	165	3
slim	ENSG00000117859.19	22020	20737	20737	22020	36	752	2
slim	ENSG00000125691.15	23798	36411	23798	36411	3	143	1
slim	ENSG00000102158.22	12249	30842	30842	12249	32	367	1
slim	ENSG00000149809.17	5522	11030	5522	11030	27	418	1
slim	ENSG00000169032.11	7423	35264	7423	35264	24	393	4
slim	ENSG00000163125.16	13768	18811	13768	18811	26	1022	2
slim	ENSG00000256269.11	32670	27359	32670	27359	40	361	1
slim	ENSG00000118418.16	31004	36102	31004	36102	28	170	4
slim	ENSG00000130779.22	31019	7046	31019	7046	11	1022	2
slim	ENSG00000136003.16	7893	27519	7893	27519	31	167	4
slim	ENSG00000095321.18	8435	22537	8435	22537	40	626	1
slim	ENSG00000004487.18	18763	11948	18763	11948	24	876	2
slim	ENSG00000143379.13	35233	5164	35233	5164	20	1022	3
slim	ENSG00000092208.19	7556	3106	7556	3106	21	274	2
slim	ENSG00000137070.19	21581	35230	21581	35230	32	422	1
slim	ENSG00000213638.6	9381	631	9381	631	16	367	1
slim	ENSG00000170004.19	9464	12267	9464	12267	34	1022	0
slim	ENSG00000196569.14	20232	30801	20232	30801	4	1022	0
slim	ENSG00000106211.11	33471	3035	3035	33471	10	215	1
slim	ENSG00000173681.17	16310	16312	16310	16312	29	711	1
slim	ENSG00000083312.19	10099	34075	10099	34075	30	898	5
slim	ENSG00000112304.11	2480	26876	2480	26876	24	140	2
slim	ENSG00000013306.16	15796	2310	15796	2310	9	359	1
slim	ENSG00000100997.20	15677	10332	10332	15677	18	404	3
slim	ENSG00000108312.16	21268	17484	21268	17484	37	764	1
slim	ENSG00000147604.14	11444	1535	11444	1535	40	248	1
slim	ENSG00000083312.19	10099	25051	10099	25051	8	898	1
slim	ENSG00000186432.10	9764	33540	9764	33540	24	521	1
slim	ENSG00000121417.14	2767	11123	2767	11123	13	577	1
slim	ENSG00000134363.12	3503	18251	3503	18251	27	344	1
slim	ENSG00000305887.1	36681	36678	36681	36678	40	152	5
slim	ENSG00000179364.15	21971	9076	21971	9076	15	904	2
slim	ENSG00000114439.19	9101	19826	9101	19826	30	941	1
slim	ENSG00000170004.19	9464	12266	9464	12266	34	1022	0
slim	ENSG00000013306.16	15796	29525	15796	29525	9	359	1
slim	ENSG00000154654.15	18790	5770	18790	5770	18	837	1
slim	ENSG00000107957.17	13942	11817	13942	11817	28	1022	2
slim	ENSG00000162729.14	8117	536	8117	536	27	613	3
slim	ENSG00000101152.12	12738	23357	12738	23357	33	198	2
slim	ENSG00000107959.17	2301	16572	2301	16572	4	1022	3
slim	ENSG00000163743.14	8990	25403	8990	25403	27	261	3
slim	ENSG00000046653.15	12004	22471	12004	22471	19	265	1
slim	ENSG00000076685.19	33324	19053	19053	33324	8	569	1
slim	ENSG00000108433.17	31740	31708	31708	31740	38	226	3
slim	ENSG00000079308.21	32101	34335	34335	32101	32	1022	4
slim	ENSG00000182220.15	31538	31527	31538	31527	32	350	1
slim	ENSG00000101745.17	4062	18749	4062	18749	23	1022	2
slim	ENSG00000109113.20	17894	19821	17894	19821	22	259	1
slim	ENSG00000136819.15	14671	83	14671	83	20	289	1
slim	ENSG00000138802.11	4697	18638	4697	18638	35	1022	2
slim	ENSG00000308263.1	36718	36717	36718	36717	9	136	2
slim	ENSG00000121851.13	13825	13824	13825	13824	23	218	1
slim	ENSG00000166170.12	6723	21870	6723	21870	23	470	1
slim	ENSG00000013374.17	28686	19715	28686	19715	14	615	1
slim	ENSG00000162585.17	1424	16080	16080	1424	18	198	3
slim	ENSG00000132570.15	25408	3382	3382	25408	3	136	1
slim	ENSG00000074416.16	4664	18509	4664	18509	10	313	1
slim	ENSG00000070756.17	8485	25932	8485	25932	32	636	1
slim	ENSG00000125351.14	5403	11050	5403	11050	13	483	1
slim	ENSG00000118257.17	12655	12196	12196	12655	5	931	1
slim	ENSG00000135870.13	13427	13426	13427	13426	10	1022	2
slim	ENSG00000117906.14	8688	17805	17805	8688	18	335	1
slim	ENSG00000205678.8	16607	25099	16607	25099	39	363	4
slim	ENSG00000100749.9	27885	34181	27885	34181	25	420	2
slim	ENSG00000135899.20	3605	12354	3605	12354	24	713	1
slim	ENSG00000102471.16	35863	2062	2062	35863	23	351	4
slim	ENSG00000120647.10	2733	19654	2733	19654	32	488	1
slim	ENSG00000100219.17	18966	1928	18966	1928	5	266	1
slim	ENSG00000135111.16	3543	11255	11255	3543	20	743	1
slim	ENSG00000138768.15	4629	25502	25502	4629	11	973	2
slim	ENSG00000155975.10	9017	25894	9017	25894	25	397	2
slim	ENSG00000048540.16	27152	26857	26857	27152	18	163	1
slim	ENSG00000129353.15	640	9923	9923	640	32	709	10
slim	ENSG00000186501.15	15177	30216	15177	30216	24	188	1
slim	ENSG00000060656.20	15086	20703	15086	20703	3	1022	2
slim	ENSG00000139746.16	21424	4905	21424	4905	31	1007	3
slim	ENSG00000180879.14	8670	14040	14040	8670	14	184	1
slim	ENSG00000164329.15	22436	20295	22436	20295	4	484	1
slim	ENSG00000163219.12	19394	19399	19394	19399	17	646	4
slim	ENSG00000108591.10	2338	17988	2338	17988	28	364	5
slim	ENSG00000115514.12	4505	19458	4505	19458	38	268	2
slim	ENSG00000144674.19	35745	13032	13032	35745	29	1022	2
slim	ENSG00000169016.17	16665	21800	16665	21800	33	281	2
slim	ENSG00000148498.17	15342	27438	15342	27438	13	1022	2
slim	ENSG00000160194.18	769	11511	11511	769	22	494	1
slim	ENSG00000005243.10	31070	574	31070	574	29	216	3
slim	ENSG00000167863.12	6942	10940	6942	10940	29	179	2
slim	ENSG00000267508.6	30630	29614	30630	29614	18	618	2
slim	ENSG00000067064.13	16635	35416	16635	35416	39	284	1
slim	ENSG00000114054.14	23406	3159	3159	23406	28	556	5
slim	ENSG00000120697.10	2736	33964	2736	33964	38	324	1
slim	ENSG00000118200.16	12383	19727	12383	19727	16	1022	2
slim	ENSG00000162819.12	882	10529	10529	882	29	440	1
slim	ENSG00000165915.14	13059	11618	13059	11618	7	361	1
slim	ENSG00000156958.15	28284	9209	28284	9209	14	458	3
slim	ENSG00000186298.12	10512	9853	9853	10512	26	337	3
slim	ENSG00000006704.11	23698	20393	20393	23698	37	960	6
slim	ENSG00000071564.19	4232	29400	4232	29400	28	654	15
slim	ENSG00000123992.21	5255	15153	5255	15153	14	485	1
slim	ENSG00000119682.18	11898	34168	11898	34168	10	823	1
slim	ENSG00000107862.7	33174	33203	33174	33203	8	1022	2
slim	ENSG00000155229.21	14217	21444	21444	14217	12	1022	2
slim	ENSG00000078043.16	29275	618	29275	618	9	621	1
slim	ENSG00000143393.17	13710	13711	13710	13711	15	816	1
slim	ENSG00000197223.12	19606	19422	19606	19422	18	159	1
slim	ENSG00000133195.12	27230	3418	3418	27230	7	342	1
slim	ENSG00000092841.19	6203	27725	27725	6203	6	152	4
slim	ENSG00000135390.21	17667	10275	17667	10275	9	161	4
slim	ENSG00000130544.12	3237	19805	3237	19805	7	430	1
slim	ENSG00000100991.12	3178	22315	3178	22315	8	797	1
slim	ENSG00000105607.14	29353	2214	2214	29353	16	454	1
slim	ENSG00000134909.19	34367	7744	34367	7744	14	1022	2
slim	ENSG00000167186.11	8783	28711	8783	28711	37	234	6
slim	ENSG00000145216.17	10126	35885	10126	35885	36	594	1
slim	ENSG00000108312.16	21268	10846	21268	10846	37	764	1
slim	ENSG00000178053.21	23121	24099	23121	24099	40	283	2
slim	ENSG00000115652.15	5692	19474	5692	19474	5	425	1
slim	ENSG00000008988.11	25764	1602	1602	25764	31	142	3
slim	ENSG00000109654.16	10278	33490	10278	33490	27	771	1
slim	ENSG00000164967.10	16159	6611	16159	6611	23	186	1
slim	ENSG00000070423.18	6145	29496	6145	29496	28	311	2
slim	ENSG00000109475.18	17743	17741	17743	17741	11	128	1
slim	ENSG00000005194.15	17673	28625	17673	28625	14	312	1
slim	ENSG00000176731.12	30941	30464	30941	30464	24	124	1
slim	ENSG00000131732.12	16414	19281	19281	16414	21	292	1
slim	ENSG00000167840.14	3094	28856	3094	28856	27	444	1
slim	ENSG00000135506.17	8241	35821	8241	35821	16	667	2
slim	ENSG00000136870.11	10384	15367	10384	15367	14	626	1
slim	ENSG00000167862.10	6941	29199	6941	29199	28	211	2
slim	ENSG00000072310.18	11786	3927	3927	11786	30	1022	2
slim	ENSG00000133657.17	32010	32032	32010	32032	30	1022	0
slim	ENSG00000076984.18	18479	18477	18477	18479	16	435	2
slim	ENSG00000198604.11	12642	12368	12642	12368	32	1022	2
slim	ENSG00000132313.15	10070	3352	10070	3352	18	188	1
slim	ENSG00000158769.19	13507	563	13507	563	25	299	4
slim	ENSG00000197056.12	32460	12564	12564	32460	31	1022	7
slim	ENSG00000204673.11	17081	10908	10908	17081	20	276	1
slim	ENSG00000130717.13	14602	14603	14603	14602	13	282	3
slim	ENSG00000113161.17	5918	34207	5918	34207	34	922	1
slim	ENSG00000122884.13	17808	14851	17808	14851	11	534	7
slim	ENSG00000168517.11	29245	29469	29469	29245	22	308	1
slim	ENSG00000074266.24	4319	33155	4319	33155	14	441	1
slim	ENSG00000162066.16	6225	32256	6225	32256	23	409	1
slim	ENSG00000148180.22	17668	20994	20994	17668	17	748	1
slim	ENSG00000168214.22	11716	11183	11716	11183	10	492	2
slim	ENSG00000170445.16	24934	22670	24934	22670	20	509	1
slim	ENSG00000168961.17	17929	7007	17929	7007	32	355	1
slim	ENSG00000134480.17	32059	3506	3506	32059	16	325	3
slim	ENSG00000074416.16	4664	22435	4664	22435	30	313	1
slim	ENSG00000071994.11	27212	17144	27212	17144	33	344	1
slim	ENSG00000237489.5	170	31574	31574	170	12	113	3
slim	ENSG00000205221.13	16209	17051	16209	17051	15	693	1
slim	ENSG00000137177.20	31551	3721	3721	31551	40	1022	2
slim	ENSG00000105835.13	2239	34059	2239	34059	38	491	4
slim	ENSG00000166598.16	27721	34033	27721	34033	22	796	5
slim	ENSG00000102038.16	14313	14314	14313	14314	19	1022	0
slim	ENSG00000229116.4	32982	32746	32982	32746	25	250	1
slim	ENSG00000137070.19	27974	21581	21581	27974	4	426	1
slim	ENSG00000164162.14	25108	30530	25108	30530	29	214	1
slim	ENSG00000163682.17	6392	22149	6392	22149	11	203	1
slim	ENSG00000155100.11	30806	19059	19059	30806	17	323	1
slim	ENSG00000111641.13	8802	18682	8802	18682	4	812	1
slim	ENSG00000127824.15	3030	17143	3030	17143	15	448	1
slim	ENSG00000179344.17	15390	21153	21153	15390	17	294	2
slim	ENSG00000132600.18	34961	21566	21566	34961	24	713	3
slim	ENSG00000140463.15	28594	4951	4951	28594	17	527	2
slim	ENSG00000136003.16	7893	17299	7893	17299	33	167	4
slim	ENSG00000136861.19	11290	34957	11290	34957	33	1022	3
slim	ENSG00000130826.19	13884	35482	13884	35482	21	514	3
slim	ENSG00000175600.16	31343	9913	9913	31343	26	469	1
slim	ENSG00000162775.17	13951	32728	13951	32728	23	933	6
slim	ENSG00000119638.14	33696	2701	2701	33696	12	991	1
slim	ENSG00000143248.13	26431	8071	8071	26431	4	185	1
slim	ENSG00000163950.13	24307	24250	24307	24250	35	270	1
slim	ENSG00000107863.20	34031	18146	18146	34031	34	1022	7
slim	ENSG00000075234.17	16584	820	16584	820	30	469	4
slim	ENSG00000101945.17	10171	15702	15702	10171	15	423	2
slim	ENSG00000160179.20	13003	18546	18546	13003	12	678	1
slim	ENSG00000198324.14	12915	34483	34483	12915	13	262	1
slim	ENSG00000186575.20	10270	33102	10270	33102	13	595	4
slim	ENSG00000170581.15	35586	8083	8083	35586	32	902	1
slim	ENSG00000042317.17	17465	11940	17465	11940	32	599	1
slim	ENSG00000112237.13	25802	25798	25802	25798	21	283	3
slim	ENSG00000204843.13	19561	19406	19561	19406	20	1022	2
slim	ENSG00000196628.20	11545	28567	11545	28567	27	671	8
slim	ENSG00000118418.16	31004	35916	31004	35916	24	170	2
slim	ENSG00000196935.10	11654	31387	11654	31387	36	1022	6
slim	ENSG00000013375.17	25412	25482	25482	25412	24	566	2
slim	ENSG00000125868.16	2947	22126	2947	22126	34	165	4
slim	ENSG00000072682.20	12684	16179	12684	16179	27	560	1
slim	ENSG00000094841.14	14983	14982	14983	14982	31	309	3
slim	ENSG00000109881.17	9324	207	9324	207	36	373	1
slim	ENSG00000099797.15	29851	1894	1894	29851	30	338	2
slim	ENSG00000163629.13	21327	19637	19637	21327	5	1022	0
slim	ENSG00000115380.20	11705	17719	11705	17719	40	533	1
slim	ENSG00000074054.21	22527	27160	22527	27160	28	1022	8
slim	ENSG00000101096.20	18052	14405	14405	18052	26	925	3
slim	ENSG00000165219.23	17599	6626	6626	17599	28	1022	2
slim	ENSG00000168517.11	29611	29469	29469	29611	29	315	1
slim	ENSG00000065978.19	8720	1295	8720	1295	30	324	1
slim	ENSG00000172264.19	34692	2028	34692	2028	23	448	1
slim	ENSG00000148680.16	5447	14458	5447	14458	13	445	1
slim	ENSG00000291233.2	36613	34754	34754	36613	11	184	1
slim	ENSG00000125818.18	9938	2943	9938	2943	12	271	3
slim	ENSG00000135930.15	3618	19362	3618	19362	28	245	3
slim	ENSG00000107537.14	4247	18249	4247	18249	25	338	5
slim	ENSG00000148737.18	11825	5451	11825	5451	40	619	2
slim	ENSG00000131051.24	3281	12809	3281	12809	6	530	1
slim	ENSG00000160408.16	14909	14903	14909	14903	34	333	1
slim	ENSG00000119650.13	8078	27257	8078	27257	21	208	1
slim	ENSG00000115762.17	35324	2596	35324	2596	24	245	2
slim	ENSG00000101333.19	16061	34893	16061	34893	12	1022	2
slim	ENSG00000107362.14	15776	9705	9705	15776	7	293	1
slim	ENSG00000101152.12	12738	23361	12738	23361	33	198	2
slim	ENSG00000105364.14	3263	29657	3263	29657	11	311	1
slim	ENSG00000137449.17	26932	16804	26932	16804	30	1022	2
slim	ENSG00000109790.18	3869	24926	24926	3869	22	759	4
slim	ENSG00000151726.16	5605	24892	5605	24892	10	698	1
slim	ENSG00000188554.15	29574	10557	29574	10557	32	998	1
slim	ENSG00000176896.9	832	35441	35441	832	30	381	1
slim	ENSG00000105974.13	10538	22258	10538	22258	31	178	1
slim	ENSG00000253352.10	31962	31859	31962	31859	23	135	1
slim	ENSG00000163930.10	22850	6436	22850	6436	18	729	1
slim	ENSG00000111667.14	2454	16981	2454	16981	24	858	1
slim	ENSG00000046651.16	10429	16484	10429	16484	40	1012	1
slim	ENSG00000135315.12	18948	30808	18948	30808	25	1022	6
slim	ENSG00000168769.14	25428	16377	16377	25428	21	1022	2
slim	ENSG00000138399.18	22409	1087	22409	1087	23	847	1
slim	ENSG00000186106.11	9910	12405	9910	12405	33	228	1
slim	ENSG00000150093.20	20301	7014	7014	20301	13	801	6
slim	ENSG00000005471.19	4773	32366	32366	4773	7	1022	0
slim	ENSG00000135108.16	9473	31132	31132	9473	16	628	2
slim	ENSG00000112701.18	21956	14022	21956	14022	7	1022	2
slim	ENSG00000119844.17	19575	2717	19575	2717	29	936	2
slim	ENSG00000171714.13	9001	34719	9001	34719	15	913	2
slim	ENSG00000108064.11	24218	15128	24218	15128	32	246	1
slim	ENSG00000144724.20	23585	6375	23585	6375	29	1022	2
slim	ENSG00000008294.22	4023	12046	4023	12046	14	1022	2
slim	ENSG00000137764.20	1765	11549	1765	11549	39	448	5
slim	ENSG00000213689.14	31472	24460	31472	24460	26	303	5
slim	ENSG00000111358.14	319	27305	27305	319	15	323	1
slim	ENSG00000162976.13	6290	21613	6290	21613	14	202	1
slim	ENSG00000136451.9	29112	29205	29112	29205	9	521	2
slim	ENSG00000130985.17	15832	9950	9950	15832	40	1022	2
slim	ENSG00000168310.12	35504	17473	17473	35504	7	356	1
slim	ENSG00000196141.14	30972	19374	19374	30972	30	588	1
slim	ENSG00000034152.20	10735	17936	10735	17936	29	347	1
slim	ENSG00000154582.18	25789	25791	25791	25789	31	142	2
slim	ENSG00000167996.16	30978	5285	5285	30978	39	222	1
slim	ENSG00000158864.13	33549	33626	33549	33626	14	469	3
slim	ENSG00000072210.19	33067	1758	1758	33067	40	521	2
slim	ENSG00000162066.16	7075	6225	6225	7075	30	439	1
slim	ENSG00000196091.15	12909	27555	12909	27555	39	1022	2
slim	ENSG00000108799.13	20758	19863	20758	19863	9	747	1
slim	ENSG00000168291.13	7056	16901	7056	16901	18	359	1
slim	ENSG00000131100.13	3286	18727	3286	18727	22	226	1
slim	ENSG00000175354.20	7680	9215	7680	9215	30	415	4
slim	ENSG00000101972.20	14320	22538	14320	22538	37	1022	0
slim	ENSG00000117335.21	11612	13239	13239	11612	27	384	5
slim	ENSG00000275052.5	30713	30703	30713	30703	32	849	1
slim	ENSG00000037474.15	4576	25038	4576	25038	36	767	1
slim	ENSG00000110958.16	30576	4031	4031	30576	4	164	1
slim	ENSG00000181061.14	8716	22390	8716	22390	16	118	3
slim	ENSG00000107796.14	2300	22719	2300	22719	22	399	1
slim	ENSG00000168591.16	26962	8571	26962	8571	20	321	1
slim	ENSG00000099290.17	5674	11352	5674	11352	21	1022	2
slim	ENSG00000100711.14	2002	7827	7827	2002	18	252	1
slim	ENSG00000137575.12	25994	3747	3747	25994	22	318	2
slim	ENSG00000141556.22	34682	11727	11727	34682	31	1022	2
slim	ENSG00000126453.11	2976	2975	2975	2976	37	334	1
slim	ENSG00000182400.15	9429	11155	9429	11155	28	158	1
slim	ENSG00000180957.19	31422	9876	9876	31422	6	273	3
slim	ENSG00000158019.21	16300	16301	16300	16301	31	383	2
slim	ENSG00000101152.12	12738	23358	12738	23358	33	198	2
slim	ENSG00000117335.21	12264	13239	13239	12264	15	392	1
slim	ENSG00000179295.19	11375	34987	11375	34987	38	593	1
slim	ENSG00000143740.15	13151	30796	30796	13151	9	464	1
slim	BambuGene36248	1430	1431	1430	1431	26	321	6
slim	ENSG00000113360.17	10947	25435	10947	25435	37	1022	3
slim	ENSG00000197548.13	11544	35305	35305	11544	8	711	1
slim	ENSG00000155100.11	5798	19059	19059	5798	17	323	1
slim	ENSG00000099797.15	29892	1894	1894	29892	18	323	2
slim	ENSG00000157020.18	10110	11333	11333	10110	21	343	8
slim	ENSG00000187239.19	21883	35897	21883	35897	30	617	2
slim	ENSG00000011566.15	4412	10625	4412	10625	21	894	1
slim	ENSG00000048740.19	31409	18737	31409	18737	31	521	1
slim	ENSG00000187736.14	20571	11988	11988	20571	5	304	1
slim	ENSG00000111652.10	26707	27287	27287	26707	25	300	1
slim	ENSG00000197959.15	13433	24109	13433	24109	25	859	6
slim	ENSG00000120685.20	11407	31277	11407	31277	22	944	1
slim	ENSG00000165689.17	12099	6667	12099	6667	23	435	1
slim	ENSG00000185404.17	19850	2866	19850	2866	25	580	1
slim	ENSG00000177200.18	21990	28546	21990	28546	16	1022	0
slim	ENSG00000115415.21	12792	17190	12792	17190	38	750	1
slim	ENSG00000152620.13	1330	16718	16718	1330	22	464	1
slim	ENSG00000143164.16	13457	604	13457	604	14	951	1
slim	ENSG00000112640.16	24124	17603	24124	17603	32	602	1
slim	ENSG00000105486.15	4306	20679	4306	20679	31	919	2
slim	ENSG00000112186.13	2477	16162	2477	16162	26	477	1
slim	ENSG00000162433.15	27403	9216	9216	27403	37	305	7
slim	ENSG00000140262.18	9728	4927	9728	4927	24	706	1
slim	ENSG00000129353.15	643	9923	9923	643	22	711	7
slim	ENSG00000128573.28	19323	35907	35907	19323	25	740	1
slim	ENSG00000136021.19	31459	12730	12730	31459	4	933	1
slim	ENSG00000123983.15	12108	33919	12108	33919	9	720	1
slim	ENSG00000089682.18	34823	14683	34823	14683	24	437	1
slim	ENSG00000137486.17	20150	237	20150	237	13	418	2
slim	ENSG00000137500.10	26376	22525	26376	22525	30	254	8
slim	ENSG00000185033.15	19621	9633	19621	9633	5	837	1
slim	ENSG00000167985.8	6965	27260	6965	27260	23	173	3
slim	ENSG00000129317.15	10986	19913	10986	19913	12	713	1
domain	ENSG00000137145.21	21139	12771	21139	12771	1314	1022	35
domain	ENSG00000244754.9	4889	33240	4889	33240	163	583	1
domain	ENSG00000147010.19	18443	35733	18443	35733	555	665	1
domain	ENSG00000089177.20	31496	11635	11635	31496	841	1022	2
domain	ENSG00000235109.8	10914	21246	10914	21246	201	406	2
domain	ENSG00000188906.17	6695	34055	6695	34055	1702	1022	77
domain	ENSG00000115183.15	4365	24669	4365	24669	1353	1022	57
domain	ENSG00000198453.15	9744	21810	9744	21810	819	644	46
domain	ENSG00000151612.18	25183	33127	25183	33127	241	1022	3
domain	ENSG00000139263.12	8661	21073	8661	21073	505	1022	9
domain	ENSG00000116754.14	14268	24051	14268	24051	190	484	1
domain	ENSG00000104320.15	4735	35543	4735	35543	112	754	6
domain	ENSG00000158186.13	20360	31045	20360	31045	262	208	19
domain	ENSG00000064703.13	13918	33906	13918	33906	399	824	3
domain	ENSG00000095794.21	34786	15326	34786	15326	167	299	10
domain	ENSG00000005884.18	8600	25053	8600	25053	1004	1022	35
domain	ENSG00000130881.14	3272	29533	3272	29533	146	770	14
domain	ENSG00000134775.16	29553	29638	29553	29638	1094	1022	41
domain	ENSG00000071626.17	2555	29479	2555	29479	175	407	6
domain	ENSG00000087460.29	14300	34474	14300	34474	620	496	37
domain	ENSG00000131069.20	12690	23693	12690	23693	609	701	15
domain	ENSG00000186017.16	17161	22399	22399	17161	506	419	21
domain	ENSG00000106701.13	23921	15322	23921	15322	219	530	1
domain	ENSG00000112561.19	14859	20416	14859	20416	93	569	1
domain	ENSG00000005812.11	11738	23752	11738	23752	461	428	36
domain	ENSG00000138182.15	14465	23796	14465	23796	789	1022	2
domain	ENSG00000115234.11	2573	20647	2573	20647	214	470	1
domain	ENSG00000107798.18	9979	22631	9979	22631	129	412	1
domain	ENSG00000169291.10	7218	27992	7218	27992	592	495	12
domain	ENSG00000054523.20	33459	15795	33459	15795	1414	1022	37
domain	ENSG00000122482.22	10115	24770	10115	24770	1192	1022	1
domain	ENSG00000120896.14	2748	26019	2748	26019	342	671	1
domain	ENSG00000103326.12	2112	28493	2112	28493	940	1022	2
domain	ENSG00000133030.22	32511	10633	32511	10633	1442	1022	27
domain	ENSG00000163697.18	25173	24943	25173	24943	549	759	1
domain	ENSG00000122367.21	12883	14554	12883	14554	547	727	29
domain	ENSG00000115325.14	2580	10415	2580	10415	214	481	1
domain	ENSG00000130749.10	3257	29990	3257	29990	435	1022	3
domain	ENSG00000076513.17	3950	27863	3950	27863	362	590	1
domain	ENSG00000159202.18	12760	25433	12760	25433	167	354	1
domain	ENSG00000153015.17	16588	35268	16588	35268	121	472	4
domain	ENSG00000112851.16	5721	35671	5721	35671	1263	1022	40
domain	ENSG00000167549.19	16936	22789	16936	22789	346	472	10
domain	ENSG00000115183.15	4365	24670	4365	24670	1353	1022	57
domain	ENSG00000133961.22	27999	28096	27999	28096	192	603	2
domain	ENSG00000183386.11	14853	24139	14853	24139	498	339	24
domain	ENSG00000092148.14	18661	28131	18661	28131	2141	1022	59
domain	ENSG00000197928.11	29878	29893	29878	29893	656	584	16
domain	ENSG00000105429.13	3135	15991	3135	15991	431	1022	0
domain	ENSG00000197062.12	20206	8301	20206	8301	135	479	1
domain	ENSG00000173442.13	7646	26610	7646	26610	1411	1022	28
domain	ENSG00000290763.2	21238	36583	21238	36583	328	255	9
domain	ENSG00000054654.20	27973	22710	27973	22710	6381	1022	51
domain	ENSG00000186017.16	24521	22399	22399	24521	377	314	28
domain	ENSG00000168826.16	10173	1259	10173	1259	345	765	2
domain	ENSG00000174437.18	27014	27704	27014	27704	931	1022	3
domain	ENSG00000131503.21	12731	19663	12731	19663	1934	1022	3
domain	ENSG00000165322.18	18082	24503	18082	24503	698	841	4
domain	ENSG00000182150.20	32721	32935	32721	32935	1399	1022	12
domain	ENSG00000116171.19	14396	24281	14396	24281	560	547	25
domain	ENSG00000038382.23	10909	35635	10909	35635	2275	1022	24
domain	ENSG00000140795.13	17777	485	17777	485	341	819	1
domain	ENSG00000112576.13	14844	25341	14844	25341	134	345	1
domain	ENSG00000158158.12	15790	1035	15790	1035	513	775	1
domain	ENSG00000115464.15	18567	24362	18567	24362	3435	1022	23
domain	ENSG00000146063.20	8155	25562	8155	25562	412	630	4
domain	ENSG00000135424.19	3572	27927	3572	27927	753	1022	2
