cls	gene	long_idx	short_idx	canonical_idx	other_idx	size	len_long	len_short	edit_span_long	n_intervals	first_edit_start
slim	ERMP1	19647	19635	19647	19635	31	904	873	31	1	340
slim	RCN2	46216	46215	46215	46216	18	335	317	18	1	149
slim	EIF2B4	15504	15500	15500	15504	29	544	523	27	3	1
slim	G3BP2	22187	22176	22187	22176	33	482	449	33	1	242
slim	FAM153CP	20301	20299	20301	20299	29	173	144	29	1	0
slim	SEC23B	49070	49071	49070	49071	18	767	749	18	1	122
slim	TBC1D5	55100	55099	55100	55099	22	817	795	22	1	530
slim	SPAST	52663	52668	52663	52668	33	616	583	33	2	138
slim	LRBA	31184	31192	31192	31184	5	2857	2852	5	1	2484
slim	ELF1	15761	15763	15761	15763	4	619	615	4	1	615
slim	MKRN2	34200	34207	34207	34200	20	427	416	17	2	1
slim	RAB3GAP1	45183	45177	45177	45183	7	988	981	7	1	903
slim	HNRNPH1	25743	25738	25743	25738	21	449	429	21	2	372
slim	TMEM126B	56448	56447	56448	56447	30	230	200	30	1	0
slim	NFE2L2	37197	37199	37197	37199	14	605	604	10	4	1
slim	HLA-A	25467	25468	25467	25468	28	365	337	28	1	0
slim	PPARGC1B	42974	42971	42974	42971	39	1023	984	39	1	155
slim	CAMKV	6979	6982	6979	6982	28	501	473	28	1	187
slim	ELOVL2	15846	15845	15846	15845	40	296	257	40	2	255
slim	UBE3A	59317	59314	59314	59317	11	875	872	8	2	1
slim	LY6H	31708	31709	31708	31709	21	161	140	21	1	0
slim	SEPTIN4	49347	49348	49347	49348	19	479	460	19	1	1
slim	CYB5B	12219	12221	12219	12221	33	150	127	33	5	111
slim	CNBP	10321	10323	10321	10323	7	177	170	7	1	33
slim	STIL	53801	53799	53801	53799	18	1288	1270	18	1	872
slim	MEF2D	33340	33339	33340	33339	7	521	514	7	1	285
slim	ENSG00000282057	17647	17646	17647	17646	17	110	93	17	1	0
slim	PLK2	42153	42155	42153	42155	14	685	671	14	1	54
slim	PTGES3	44493	44495	44493	44495	21	160	139	21	1	125
slim	UPF1	59636	59635	59635	59636	11	1129	1118	11	1	352
slim	PAX6	39973	39968	39973	39968	14	436	422	14	1	47
slim	CAMSAP1	6992	6993	6993	6992	11	1613	1602	11	1	222
slim	IL17RD	26852	26851	26852	26851	39	739	711	35	5	1
slim	HK1	25451	25450	25451	25450	36	917	916	19	2	1
slim	AGTPBP1	1555	1556	1555	1556	40	1226	1186	40	1	302
slim	NDUFA5	36706	36702	36706	36702	15	116	101	15	1	7
slim	USP10	59760	59759	59760	59759	10	803	802	7	3	1
slim	SLC39A13	50999	51000	50999	51000	7	371	364	7	1	306
slim	KAT5	27975	27979	27975	27979	33	546	513	33	1	4
slim	ADGRG1	1222	1221	1221	1222	6	693	687	6	1	429
slim	PDZD11	40781	40779	40779	40781	32	172	140	32	1	0
slim	MKLN1	34178	34177	34178	34177	32	735	712	29	4	1
slim	IDH3B	26463	26464	26463	26464	17	385	383	14	6	360
slim	DCTN3	12768	12767	12768	12767	28	186	158	28	1	89
slim	CARMIL1	7201	7199	7201	7199	6	1371	1365	6	1	1211
slim	AMDHD2	2130	2131	2131	2130	30	439	409	30	1	324
slim	CAST	7317	7318	7317	7318	22	791	769	22	1	90
slim	DECR1	13114	13107	13114	13107	14	335	334	12	6	316
slim	SLA	50299	50297	50297	50299	17	293	276	17	1	0
slim	SEC24B	49077	49079	49077	49079	35	1268	1233	35	1	353
slim	MYO5A	35782	35777	35782	35777	28	1880	1852	28	2	1283
slim	SCP2	48886	48887	48886	48887	24	547	523	24	1	42
slim	UBE3A	59314	59315	59314	59315	20	872	852	20	1	0
slim	ARMC10	3664	3661	3664	3661	35	343	308	35	1	46
slim	MRPL35	34759	34757	34759	34757	18	188	170	18	1	170
slim	MEST	33442	33445	33442	33445	9	335	326	9	1	0
slim	PBXIP1	40044	40045	40044	40045	29	731	702	29	1	0
slim	PPP1CA	43198	43195	43195	43198	31	335	330	19	3	1
slim	SGCE	49725	49717	49725	49717	9	437	428	9	1	346
slim	XRCC4	61155	61152	61155	61152	36	334	298	36	1	298
slim	NAP1L1	36163	36166	36163	36166	38	391	379	27	3	143
slim	KIF3A	28837	28838	28837	28838	24	726	702	24	2	409
slim	ZNF131	62175	62179	62175	62179	34	623	589	34	1	243
slim	ANKRD12	2494	2495	2494	2495	23	2062	2039	23	1	78
slim	NDUFA6	36713	36712	36712	36713	26	154	128	26	1	0
slim	TMBIM6	56287	56291	56287	56291	37	237	200	37	1	0
slim	DVL1	14860	14859	14860	14859	26	695	670	26	1	377
slim	ZRSR2	63870	63872	63872	63870	20	486	482	15	3	469
slim	DCAF6	12625	12626	12625	12626	20	880	860	20	1	460
slim	SHROOM1	50063	50064	50063	50064	5	852	847	5	1	742
slim	GTF2I	24483	24480	24483	24480	20	998	978	20	1	253
slim	HM13	25536	25538	25536	25538	33	426	394	33	1	393
slim	MSRB2	35087	35086	35087	35086	32	182	158	31	3	148
slim	SLBP	50315	50313	50315	50313	39	270	231	39	1	19
slim	TNPO3	57226	57222	57222	57226	34	957	923	34	1	453
slim	DENND2D	13170	13169	13170	13169	20	471	468	14	5	1
slim	PMS2P3	42398	42397	42398	42397	17	169	168	9	3	158
slim	SERAC1	49401	49396	49401	49396	30	654	624	30	1	88
slim	HDAC2	24928	24927	24928	24927	30	488	458	30	1	0
slim	COA4	10593	10592	10592	10593	17	139	122	17	1	0
slim	HBP1	24845	24849	24849	24845	10	524	514	10	1	0
slim	PEX11B	40903	40904	40903	40904	16	259	245	16	2	1
slim	C12orf75	6141	6140	6140	6141	30	136	130	18	2	0
slim	ARFRP1	3249	3242	3249	3242	28	201	173	28	1	173
slim	FNIP1	21738	21736	21738	21736	28	1166	1138	28	1	207
slim	IPO5	27251	27244	27251	27244	18	1115	1097	18	1	0
slim	UBR5	59410	59412	59410	59412	7	2799	2792	7	2	295
slim	PLXNB3	42285	42282	42282	42285	36	1932	1909	31	5	1
slim	YME1L1	61274	61275	61274	61275	33	716	683	33	1	110
slim	CALM2	6863	6858	6863	6858	36	149	113	36	1	0
slim	AFTPH	1440	1435	1435	1440	31	967	936	31	2	818
slim	PLIN3	42144	42145	42144	42145	12	434	422	12	1	115
slim	LMAN2L	30989	30991	30991	30989	11	359	348	11	1	169
slim	NDUFS7	36857	36864	36857	36864	32	213	182	32	1	181
slim	FKBP1A	21495	21499	21495	21499	8	108	103	8	4	1
slim	SLC12A2	50341	50340	50341	50340	16	1212	1196	16	1	976
slim	ARAP1	3170	3168	3170	3168	11	1450	1439	11	1	1319
slim	CD99	8292	8291	8292	8291	26	185	160	26	2	158
slim	PTPRZ1	44791	44793	44791	44793	17	2315	2301	16	3	1
slim	HNRNPC	25700	25701	25700	25701	33	293	288	22	5	266
slim	PROM1	43868	43869	43868	43869	31	865	834	31	1	830
slim	SERBP1	49406	49405	49405	49406	15	408	393	15	1	232
slim	CSNK1D	11606	11605	11606	11605	19	415	409	13	3	399
slim	ALKBH8	2030	2031	2031	2030	3	667	664	3	1	0
slim	ZNF419	62802	62803	62802	62803	13	510	498	13	1	11
slim	ENTPD5	19113	19114	19113	19114	27	428	407	26	2	400
slim	ZCRB1	61656	61659	61659	61656	11	228	217	11	1	174
slim	RAPGEF2	45644	45643	45643	45644	31	1679	1660	25	2	175
slim	CDC42	8352	8345	8352	8345	10	191	191	7	5	162
slim	TMF1	57031	57032	57032	57031	3	1096	1093	3	1	449
slim	OTUB1	39363	39360	39360	39363	37	308	271	37	1	0
slim	NEDD4L	36938	36943	36938	36943	14	955	942	14	2	1
slim	FMR1	21684	21678	21684	21678	33	632	599	33	2	375
slim	KLHL13	29027	29032	29027	29032	26	639	613	26	1	0
slim	SCAF4	48628	48627	48628	48627	15	1147	1132	15	1	37
slim	CASP1	7272	7275	7272	7275	29	404	375	29	2	374
slim	PPP1R21	43277	43278	43277	43278	11	780	769	11	1	645
slim	LARP1B	29561	29565	29561	29565	12	914	902	12	1	549
slim	DNM1	14226	14222	14226	14222	23	864	864	14	11	406
slim	MAPK10	32452	32437	32452	32437	38	464	426	38	1	0
slim	GABRG2	22319	22325	22319	22325	36	475	446	33	2	1
slim	TAF6	54748	54756	54748	54756	10	677	667	10	1	42
slim	PFKP	40996	40992	40996	40992	38	784	746	38	1	0
slim	PPFIA2	43000	43010	43000	43010	39	1257	1232	34	6	83
slim	KLF10	28966	28965	28966	28965	11	480	469	11	1	1
slim	PCGF5	40309	40315	40309	40315	20	256	236	20	1	221
slim	NAA80	36029	36028	36028	36029	22	308	286	22	1	0
slim	SMARCB1	51546	51549	51546	51549	9	385	376	9	1	68
slim	STAMBPL1	53625	53622	53622	53625	39	461	436	35	7	419
slim	ARL13B	3572	3577	3577	3572	29	457	428	29	2	229
slim	G3BP2	22187	22177	22187	22177	33	482	449	33	1	242
slim	CDC42	8352	8349	8352	8349	27	191	166	27	3	162
slim	NAP1L1	36163	36160	36163	36160	29	391	383	21	7	363
slim	NAP1L4	36180	36178	36178	36180	12	386	375	12	1	374
slim	MFN1	33583	33582	33582	33583	28	769	741	28	1	0
slim	UBE2J2	59267	59268	59267	59268	40	259	224	39	4	1
slim	DDX19B	12926	12927	12926	12927	31	479	448	31	1	99
slim	AMZ2P1	2249	2245	2249	2245	23	119	98	23	4	92
slim	RALGDS	45520	45521	45520	45521	12	914	902	12	1	162
slim	SLC1A2	50443	50451	50443	50451	9	574	565	9	1	0
slim	ABI1	351	349	351	349	5	481	476	5	1	153
slim	CSDE1	11522	11516	11522	11516	31	798	767	31	1	103
slim	SGK3	49770	49768	49770	49768	32	496	464	32	1	326
slim	TRIM36	57941	57940	57940	57941	23	728	716	18	3	0
slim	SMARCE1	51592	51581	51592	51581	35	411	376	35	1	16
slim	DLGAP4	13812	13809	13812	13809	38	992	989	23	6	670
slim	DPH1	14477	14473	14477	14473	16	443	427	16	2	0
slim	SOS2	52509	52510	52509	52510	33	1332	1299	33	1	323
slim	MTCH2	35189	35188	35189	35188	9	303	294	9	1	93
slim	GPM6A	23819	23822	23819	23822	11	278	267	11	1	1
slim	CEP162	8894	8897	8894	8897	38	1403	1365	38	1	0
slim	UPF3B	59651	59654	59651	59654	13	483	470	13	1	269
slim	MATK	32755	32758	32758	32755	29	508	507	17	6	1
slim	TCOF1	55405	55409	55405	55409	38	1489	1451	38	1	1062
slim	DIMT1	13557	13549	13557	13549	28	313	285	28	1	0
slim	MIB2	33771	33760	33760	33771	18	1009	999	14	2	36
slim	UBTF	59423	59424	59423	59424	37	764	727	37	1	220
slim	DNAJB6	14054	14052	14052	14054	40	334	326	26	7	300
slim	LINGO1	30934	30935	30934	30935	6	620	614	6	1	0
slim	TSEN2	58345	58359	58345	58359	25	465	460	15	4	446
slim	IMPACT	26977	26975	26975	26977	22	332	320	20	3	310
slim	NPM1	38032	38034	38032	38034	29	294	265	29	1	194
slim	TMEM268	56843	56844	56843	56844	37	342	321	30	4	1
slim	CLUAP1	10239	10236	10236	10239	19	432	413	19	1	364
slim	PRELID2	43583	43580	43583	43580	17	177	164	16	3	158
slim	CHD9	9478	9472	9478	9472	16	2897	2881	16	1	2335
slim	MFSD14CP	33625	33624	33624	33625	20	151	131	20	1	131
slim	SIN3B	50154	50152	50152	50154	32	1162	1130	32	1	422
slim	ZMYND11	62121	62113	62121	62113	31	602	571	31	1	172
slim	ST7L	53544	53541	53544	53541	40	575	555	30	2	544
slim	DDT	12878	12877	12878	12877	22	118	112	20	3	95
slim	KIF21B	28789	28793	28793	28789	24	1637	1623	23	7	1606
slim	NTRK3	38578	38574	38574	38578	25	864	839	25	1	711
slim	PTPRK	44728	44730	44730	44728	19	1458	1440	19	2	831
slim	RNASET2	46974	46968	46974	46968	38	256	218	38	1	0
slim	ENSG00000291066	18816	18814	18814	18816	40	243	233	31	6	1
slim	NECAB3	36899	36900	36899	36900	34	396	362	34	1	241
slim	PHIP	41262	41259	41259	41262	13	1834	1821	13	1	412
slim	LRRC73	31444	31445	31444	31445	23	316	299	21	3	293
slim	USP54	59973	59977	59973	59977	40	1684	1644	40	2	787
slim	VPS54	60425	60424	60425	60424	12	977	965	12	1	45
slim	ECHDC2	15102	15101	15102	15101	31	292	261	31	1	121
slim	ARHGEF10	3401	3400	3400	3401	26	1368	1344	25	3	0
slim	NCKAP1	36487	36485	36485	36487	6	1134	1128	6	1	35
slim	L1CAM	29409	29406	29409	29406	10	1257	1248	10	2	25
slim	FAS	20801	20810	20801	20810	21	335	314	21	1	168
slim	CELF1	8722	8718	8722	8718	29	514	485	29	3	0
slim	ENTPD1	19091	19090	19090	19091	14	522	510	14	3	1
slim	CSPP1	11678	11695	11695	11678	36	1262	1226	36	1	0
slim	PLRG1	42229	42231	42229	42231	9	514	505	9	1	95
slim	MRPL39	34770	34769	34769	34770	27	353	338	23	6	323
slim	ZMIZ2	62073	62075	62073	62075	32	894	862	32	1	54
slim	CDON	8661	8664	8664	8661	23	1287	1264	23	1	1211
slim	FRMD4A	21921	21917	21917	21921	39	1050	1039	26	7	1017
slim	PARP10	39887	39888	39887	39888	9	1025	1016	9	1	583
slim	STAT3	53709	53726	53709	53726	10	770	760	10	2	576
slim	SSBP1	53356	53358	53358	53356	25	159	148	21	4	134
slim	MRPL10	34685	34684	34684	34685	28	271	261	20	5	1
slim	ART3	3861	3857	3857	3861	11	400	389	11	1	334
slim	CDC27	8331	8332	8332	8331	6	830	824	6	1	319
slim	ITSN2	27657	27654	27657	27654	27	1697	1670	27	1	619
slim	KCTD17	28364	28365	28364	28365	31	314	297	24	2	0
slim	DHDDS	13389	13391	13389	13391	34	333	299	34	2	146
slim	CXXC1	12181	12180	12181	12180	9	656	647	9	1	213
slim	LAMP2	29509	29510	29509	29510	22	410	410	19	15	366
slim	ATP1A1	4380	4382	4380	4382	31	1023	992	31	1	0
slim	ABR	396	399	399	396	40	871	859	27	5	1
slim	TUBA1A	58806	58809	58806	58809	35	451	416	35	1	0
slim	SGTA	49819	49813	49819	49813	37	313	276	37	1	276
slim	CTH	11810	11811	11810	11811	32	405	373	32	1	84
slim	TP53BP1	57414	57416	57414	57416	5	1977	1972	5	1	0
slim	PIGP	41495	41493	41495	41493	26	134	108	26	1	2
slim	HIKESHI	25388	25387	25388	25387	20	197	194	12	4	182
slim	IRF7	27381	27379	27379	27381	17	516	503	16	2	1
slim	TKT	56133	56136	56136	56133	8	631	623	8	1	145
slim	RFFL	46436	46437	46436	46437	36	363	327	36	2	197
slim	PCYT2	40461	40459	40459	40461	18	407	389	18	1	179
slim	CMPK2	10291	10292	10291	10292	40	449	409	40	1	409
slim	GJB1	23035	23036	23036	23035	15	289	283	12	2	276
slim	TAF15	54694	54691	54694	54691	3	592	589	3	1	59
slim	STAT1	53679	53684	53684	53679	31	779	750	31	3	746
slim	MBNL2	32858	32852	32858	32852	12	391	379	12	1	337
slim	LSS	31611	31612	31611	31612	11	732	721	11	1	132
slim	HLA-F	25502	25504	25502	25504	10	281	273	10	3	269
slim	TM2D1	56228	56227	56228	56227	32	207	176	32	4	171
slim	SDCBP	48946	48945	48945	48946	22	318	298	21	2	0
slim	SIRT2	50183	50181	50183	50181	37	389	352	37	1	0
slim	ZDHHC3	61735	61736	61736	61735	34	333	299	34	1	102
slim	COPB2	10849	10848	10849	10848	37	906	898	24	5	875
slim	KIAA1586	28659	28660	28659	28660	27	787	760	27	1	35
slim	TERF1	55581	55585	55581	55585	20	439	419	20	1	295
slim	PCDH7	40157	40159	40157	40159	34	1255	1228	33	3	1095
slim	PSME1	44327	44330	44327	44330	25	249	233	22	5	223
slim	CPT2	11227	11226	11226	11227	12	670	658	12	1	549
slim	UBP1	59378	59379	59378	59379	36	540	504	36	1	273
slim	ABCB8	191	187	191	187	25	718	693	25	1	647
slim	SPTAN1	53043	53042	53042	53043	12	2489	2477	12	1	0
slim	RRN3	47954	47955	47954	47955	30	651	621	30	1	84
slim	IL17RC	26849	26847	26849	26847	13	720	707	13	1	494
slim	ECD	15076	15078	15078	15076	33	677	644	33	1	375
slim	MXRA7	35555	35557	35557	35555	9	177	170	9	2	167
slim	ARHGEF2	3434	3436	3434	3436	28	986	958	28	2	0
slim	PALS1	39716	39723	39716	39723	34	675	641	34	1	0
slim	DSN1	14672	14674	14672	14674	16	356	340	16	1	0
slim	TNFSF13B	57168	57166	57168	57166	19	285	266	19	1	141
slim	HSF2	26088	26087	26088	26087	18	536	518	18	1	392
slim	SLC24A4	50540	50543	50540	50543	19	622	603	19	1	274
slim	COMMD5	10796	10795	10796	10795	35	224	189	35	1	0
slim	STAG1	53568	53567	53568	53567	34	1258	1224	34	1	895
slim	RPAP3	47383	47384	47383	47384	34	665	631	34	1	395
slim	GOLGA2	23463	23461	23463	23461	27	1029	1002	27	1	187
slim	MBD4	32820	32818	32818	32820	6	580	574	6	1	394
slim	PIK3C2B	41560	41562	41560	41562	28	1634	1606	28	1	849
slim	PEPD	40864	40868	40868	40864	15	507	493	15	4	1
slim	ZNF211	62336	62342	62336	62342	39	577	540	39	3	1
slim	GRAMD2B	24055	24052	24055	24052	39	432	410	31	7	67
slim	MAPK9	32534	32531	32534	32531	24	424	424	13	3	215
slim	A1BG-AS1	4	6	4	6	30	270	240	30	1	240
slim	TUBA1A	58806	58808	58806	58808	35	451	416	35	1	0
slim	SMC1A	51605	51607	51605	51607	32	1233	1211	31	5	1
slim	C6orf89	6513	6514	6514	6513	7	354	347	7	1	0
slim	SCHIP1	48754	48753	48753	48754	26	260	244	22	4	1
slim	CPEB3	11101	11107	11101	11107	33	698	684	24	2	366
slim	GOSR2	23647	23646	23647	23646	18	212	194	18	1	0
slim	CAPZB	7164	7162	7164	7162	28	272	244	28	1	244
slim	AXL	4849	4848	4849	4848	9	894	885	9	1	428
slim	HSPA9	26190	26191	26190	26191	25	679	665	23	3	654
slim	TCF4	55352	55362	55362	55352	11	680	671	10	2	0
slim	DDX5	13045	13047	13045	13047	18	614	614	10	4	1
slim	HSPA1A	26151	26153	26151	26153	27	641	614	27	1	450
slim	STAT2	53702	53704	53702	53704	4	851	847	4	1	94
slim	ACTR2	848	847	847	848	5	399	394	5	1	53
slim	EXOSC8	19951	19954	19951	19954	34	276	246	34	3	239
slim	SCN8A	48851	48861	48861	48851	13	1991	1980	13	3	206
slim	SETD4	49538	49536	49538	49536	24	440	416	24	1	1
slim	KCNK10	28234	28233	28234	28233	17	543	543	12	5	1
slim	INTS4	27180	27181	27180	27181	20	963	943	20	1	743
slim	ATF7IP	4162	4156	4156	4162	8	1278	1270	8	1	0
slim	ZNF211	62336	62338	62336	62338	40	577	576	23	6	1
slim	CRLF1	11411	11412	11412	11411	26	426	422	16	5	404
slim	SIVA1	50210	50208	50210	50208	16	175	166	16	2	157
slim	HNRNPK	25778	25776	25778	25776	6	464	463	4	3	458
slim	CEP43	8989	8990	8989	8990	20	399	379	20	1	172
slim	TPT1	57608	57609	57608	57609	12	172	160	12	1	0
slim	RAB8B	45276	45275	45276	45275	31	207	194	24	7	0
slim	ZSWIM8	63957	63958	63958	63957	13	1837	1834	8	3	936
slim	PACRGL	39594	39593	39594	39593	27	248	221	27	1	203
slim	NRXN2	38297	38299	38297	38299	10	1521	1511	10	2	392
slim	ADGRL1	1225	1226	1226	1225	6	1474	1469	6	1	131
slim	C19orf47	6231	6233	6233	6231	37	422	385	37	1	0
slim	RNF150	47073	47075	47073	47075	36	438	405	36	2	401
slim	STAT1	53684	53670	53684	53670	38	750	712	38	1	712
slim	ABLIM1	379	380	379	380	4	655	654	4	1	1
slim	CAMK2D	6939	6936	6939	6936	27	533	511	27	7	122
slim	NCL	36502	36506	36502	36506	16	710	694	16	1	0
slim	HEY1	25291	25290	25290	25291	4	308	304	4	1	82
slim	DCLK2	12682	12684	12684	12682	17	783	766	17	1	320
slim	TCF4	55362	55376	55362	55376	4	671	667	4	1	545
slim	TMEM143	56500	56499	56500	56499	35	459	424	35	1	87
slim	SRSF1	53276	53277	53277	53276	7	253	248	7	1	246
slim	ATXN7L3	4805	4804	4804	4805	7	354	347	7	1	159
slim	TENT2	55563	55562	55563	55562	4	484	480	4	1	224
slim	EXOSC10	19914	19916	19914	19916	25	885	860	25	1	694
slim	HSPA12A	26131	26128	26128	26131	22	686	675	18	4	1
slim	NUP98	38819	38826	38819	38826	34	1817	1783	34	2	253
slim	PNKD	42437	42441	42437	42441	4	385	382	4	1	174
slim	OPRM1	39161	39163	39163	39161	24	476	462	21	5	450
slim	LYRM9	31767	31766	31766	31767	15	106	100	13	2	0
slim	GABPB2	22258	22257	22258	22257	38	448	410	38	1	207
slim	CTSF	11973	11979	11973	11979	3	484	481	3	1	71
slim	USP43	59930	59928	59930	59928	5	1123	1118	5	1	665
slim	SSBP2	53362	53363	53362	53363	30	369	339	30	1	94
slim	TGOLN2	55774	55776	55776	55774	16	453	437	16	2	436
slim	CDC42	8352	8344	8352	8344	27	191	166	27	3	162
slim	MIEF2	33832	33831	33831	33832	11	465	454	11	1	0
slim	ANXA2R-AS1	2797	2798	2797	2798	14	217	203	14	1	0
slim	NLGN3	37549	37544	37549	37544	20	848	828	20	1	152
slim	CELF4	8755	8750	8755	8750	4	486	484	4	2	149
slim	ZDHHC6	61750	61755	61750	61755	4	413	409	4	1	89
slim	MED12L	33200	33201	33200	33201	35	2180	2145	35	1	656
slim	LRPPRC	31302	31288	31302	31288	15	1394	1379	15	1	639
slim	PDE2A	40531	40532	40531	40532	40	941	920	34	10	1
slim	C1orf159	6300	6299	6299	6300	32	230	198	32	1	0
slim	PRKAR2A	43703	43705	43703	43705	22	404	382	22	1	291
slim	SCN1A	48801	48794	48801	48794	11	2009	1998	11	1	670
slim	SRRM1	53245	53240	53240	53245	14	918	904	14	1	543
slim	GRIPAP1	24271	24249	24271	24249	6	841	835	6	1	759
slim	CNOT1	10400	10398	10400	10398	6	2376	2371	6	1	821
slim	TLCD5	56148	56147	56147	56148	22	267	245	22	1	0
slim	UPF3A	59645	59643	59645	59643	33	476	443	33	1	140
slim	PDHA1	40641	40650	40650	40641	28	418	390	28	1	19
slim	HMGCR	25589	25587	25587	25589	20	908	888	20	1	0
slim	BTD	6008	6003	6008	6003	20	543	523	20	1	0
slim	PHACTR4	41118	41120	41118	41120	16	702	686	16	1	0
slim	ELMOD1	15807	15806	15807	15806	8	334	326	8	1	207
slim	ATP5PF	4538	4539	4539	4538	8	116	108	8	1	0
slim	PLD2	41982	41983	41982	41983	11	933	922	11	2	809
slim	C11orf54	6102	6101	6102	6101	19	315	296	19	1	0
slim	EIF4B	15632	15633	15633	15632	6	616	611	6	1	435
slim	ST7	53532	53534	53532	53534	6	577	572	6	1	463
slim	KDM4B	28443	28441	28441	28443	34	1130	1096	34	1	372
slim	NOTCH2NLA	37865	37863	37863	37865	13	249	236	13	1	0
slim	ZFAND1	61809	61810	61809	61810	7	268	261	7	1	160
slim	BAIAP2	5033	5034	5033	5034	24	534	520	21	2	511
slim	TRIM2	57885	57891	57885	57891	36	797	761	36	3	1
slim	CUL2	12079	12080	12079	12080	39	745	706	39	1	663
slim	KCNAB1	28110	28108	28110	28108	31	401	374	29	2	172
slim	CAPRIN1	7123	7120	7123	7120	19	709	694	19	2	689
slim	PHIP	41259	41266	41259	41266	20	1821	1801	20	1	43
slim	ST18	53436	53443	53436	53443	35	1047	1012	35	1	0
slim	PAX6	39973	39967	39973	39967	14	436	422	14	1	47
slim	UQCRB	59685	59684	59685	59684	21	111	98	20	5	86
slim	GDF11	22785	22786	22785	22786	28	407	379	28	1	0
slim	ATP5MF	4521	4520	4520	4521	9	98	94	9	2	4
slim	SLC35C2	50869	50868	50868	50869	29	394	365	29	1	0
slim	SUV39H1	54287	54288	54288	54287	15	423	412	15	2	1
slim	FAHD1	20116	20117	20117	20116	15	226	224	10	4	212
slim	DDHD1	12839	12834	12839	12834	35	900	879	28	3	337
slim	ASAH1	3896	3890	3896	3890	25	395	370	25	1	127
slim	BTRC	6058	6057	6058	6057	26	605	579	26	1	51
slim	MED24	33265	33263	33265	33263	13	989	976	13	1	71
slim	IMMT	26964	26961	26964	26961	11	758	747	11	1	140
slim	NDRG4	36650	36645	36650	36645	26	352	327	26	2	259
slim	CRYL1	11484	11486	11484	11486	22	319	297	22	1	0
slim	OSBPL9	39299	39297	39297	39299	36	746	736	23	2	106
slim	PHRF1	41324	41326	41324	41326	4	1649	1645	4	1	28
slim	FAM153CP	20301	20313	20301	20313	29	173	144	29	1	0
slim	ZNF549	63092	63094	63092	63094	13	640	627	13	1	10
slim	CD37	8194	8193	8194	8193	34	281	270	23	3	256
slim	ZNF534	63059	63058	63058	63059	13	674	661	13	1	47
slim	AK2	1675	1685	1675	1685	8	239	232	8	1	231
slim	PPP1R12B	43230	43234	43234	43230	33	998	982	30	9	954
slim	CCDC144BP	7545	7544	7544	7545	30	755	725	30	1	245
slim	ERCC6L2-AS1	19536	19542	19536	19542	13	149	136	13	1	0
slim	CIAPIN1	9755	9754	9755	9754	14	312	299	14	1	52
slim	NDUFB8	36773	36774	36773	36774	35	186	164	29	2	156
slim	KIF1B	28772	28767	28772	28767	36	1816	1809	23	7	393
slim	GPBP1	23755	23754	23754	23755	7	480	473	7	1	20
slim	USP19	59816	59813	59816	59813	15	1421	1406	15	1	99
slim	GRIK1	24175	24170	24175	24170	15	949	934	15	1	401
slim	PRDM16-DT	43532	43531	43532	43531	13	211	198	13	1	0
slim	SGCE	49725	49723	49725	49723	13	437	426	13	2	346
slim	TTC1	58527	58523	58527	58523	37	292	256	37	4	251
domain	KIF9	28881	28882	28881	28882	634	725	91	634	4	87
domain	ARMCX4	3722	3720	3722	3720	2049	2382	360	2037	8	25
domain	ABCC8	256	239	256	239	1033	1581	548	1033	5	273
domain	PARD3B	39836	39835	39836	39835	1115	1205	95	1115	10	74
domain	TBC1D14	55012	55008	55012	55008	630	693	386	469	15	1
domain	NRBP2	38194	38196	38194	38196	278	501	269	258	8	0
domain	CHERP	9488	9491	9488	9491	723	916	193	723	3	0
domain	MARK1	32633	32632	32633	32632	689	795	106	689	3	103
domain	CDK20	8561	8558	8561	8558	193	346	153	193	1	0
domain	SCML4	48787	48786	48787	48786	314	414	100	314	5	95
domain	RYR3	48296	48297	48296	48297	4465	4873	410	4465	4	0
domain	NCAM1	36422	36416	36422	36416	941	858	461	669	2	0
domain	KIAA2026	28690	28691	28690	28691	2589	2103	729	2001	61	1
domain	ACTN1	807	805	805	807	258	966	914	155	3	787
domain	LTBP4	31635	31634	31635	31634	1302	1557	274	1294	11	0
domain	DMD	13859	13883	13859	13883	3479	3685	257	3455	6	0
domain	SVEP1	54310	54312	54310	54312	2255	3571	1316	2255	3	0
domain	KALRN	27864	27887	27864	27887	2870	2986	116	2870	3	0
domain	AGAP3	1456	1455	1456	1455	528	683	169	522	8	148
domain	AP3D1	2933	2938	2933	2938	941	1215	325	933	31	1
domain	AP3B2	2917	2927	2917	2927	578	1101	530	576	8	0
domain	SMARCAL1	51539	51529	51539	51529	202	954	752	202	3	748
domain	MAP3K10	32273	32271	32273	32271	729	954	241	722	6	0
domain	FASTK	20814	20819	20814	20819	340	549	243	327	12	27
domain	ABCC5	228	224	228	224	1230	1437	208	1230	7	197
domain	KIF1A	28761	28754	28761	28754	1354	1799	445	1354	1	445
domain	UBXN1	59432	59433	59432	59433	151	297	146	151	4	0
domain	KLHL8	29108	29107	29108	29107	183	620	437	183	1	72
domain	ZBTB11	61394	61392	61394	61392	284	1053	769	284	1	0
domain	C5	6474	6470	6474	6470	720	1676	956	720	2	0
domain	LSM8	31590	31591	31591	31590	126	101	96	71	13	11
domain	TAPBP	54910	54902	54910	54902	154	448	299	152	6	289
domain	C2	6344	6346	6344	6346	308	752	539	262	13	2
domain	KDM4C	28451	28449	28451	28449	313	1056	743	313	1	0
domain	NRXN1	38285	38290	38285	38290	1343	1507	176	1340	16	1
