gene	insert_frac	ratio	ec_norm	pool_norm	size	len_long
SLC35F5	0.0248565965583174	0.012535546	64.71242	0.8112055	13	523
VPS72	0.029333333333333333	0.04428406	57.02553	2.5253222	11	375
BAZ2A	0.016815554387808723	0.018563496	66.65269	1.2373068	32	1903
STUM	0.02127659574468085	0.019207077	70.163666	1.347639	3	141
NAXE	0.07291666666666667	0.025149994	74.84534	1.8823597	21	288
CRAT	0.038338658146964855	0.026096722	69.487946	1.8134077	24	626
CLYBL	0.1	0.053441357	64.237854	3.4329581	34	340
AIFM3	0.01487603305785124	0.030128777	62.985947	1.8976896	9	605
SLA	0.12658227848101267	0.047753163	71.84044	3.4306083	40	316
SOX5	0.045871559633027525	0.017267277	66.24055	1.143794	35	763
CTDSPL	0.03985507246376811	0.015498561	70.914345	1.0990703	11	276
C1GALT1	0.0215633423180593	0.013941255	70.34667	0.98072094	8	371
ERMP1	0.034292035398230086	0.015142072	75.61982	1.1450408	31	904
RCN2	0.05373134328358209	0.039288428	60.91263	2.3931613	18	335
EIF2B4	0.05330882352941176	0.020404808	68.75763	1.4029863	29	544
G3BP2	0.06846473029045644	0.03493683	69.558464	2.4301522	33	482
FAM153CP	0.1676300578034682	0.16425492	70.08543	11.511876	29	173
SEC23B	0.02346805736636245	0.06890493	101.79091	7.013895	18	767
TBC1D5	0.02692778457772338	0.015484113	65.93328	1.0209184	22	817
SPAST	0.05357142857142857	0.02444639	62.29232	1.5228224	33	616
ELF1	0.006462035541195477	0.0053872843	67.23558	0.3622172	4	619
MKRN2	0.0468384074941452	0.020147644	66.97564	1.3494014	20	427
RAB3GAP1	0.00708502024291498	0.006268377	58.034565	0.36378253	7	988
HNRNPH1	0.0467706013363029	0.05593973	69.916916	3.9111333	21	449
TMEM126B	0.13043478260869565	0.058426242	60.849564	3.5552113	30	230
NFE2L2	0.023140495867768594	0.01610045	72.53941	1.1679171	14	605
HLA-A	0.07671232876712329	0.04883646	75.61054	3.6925511	28	365
PPARGC1B	0.03812316715542522	0.012961935	64.50977	0.8361715	39	1023
CAMKV	0.05588822355289421	0.13115731	85.961205	11.27444	28	501
ELOVL2	0.13513513513513514	0.078894965	71.69726	5.656553	40	296
UBE3A	0.012571428571428572	0.023752803	62.635124	1.4877597	11	875
LY6H	0.13043478260869565	0.05034806	78.014305	3.9278688	21	161
SEPTIN4	0.03966597077244259	0.017813193	64.596535	1.1506705	19	479
CYB5B	0.22	0.105617985	74.7278	7.8925996	33	150
CNBP	0.03954802259887006	0.021439796	77.480576	1.6611677	7	177
STIL	0.013975155279503106	0.009115829	62.647167	0.57108086	18	1288
MEF2D	0.013435700575815739	0.014996851	64.103874	0.9613562	7	521
ENSG00000282057	0.15454545454545454	0.066884294	55.487034	3.7112112	17	110
PLK2	0.020437956204379562	0.019200705	78.3878	1.5051011	14	685
PTGES3	0.13125	0.052415352	78.44996	4.1119823	21	160
UPF1	0.00974313551815766	0.017683912	66.63844	1.1784284	11	1129
PAX6	0.03211009174311927	0.03977834	63.92138	2.5426865	14	436
CAMSAP1	0.006819590824550527	0.01443448	57.198406	0.82562923	11	1613
IL17RD	0.05277401894451962	0.02579868	70.28141	1.8131676	39	739
HK1	0.03925845147219193	0.010525624	62.003197	0.65262234	36	917
AGTPBP1	0.03262642740619902	0.02327887	63.38067	1.4754304	40	1226
NDUFA5	0.12931034482758622	0.07411754	62.747105	4.650661	15	116
USP10	0.012453300124533	0.014648926	64.26129	0.9413589	10	803
SLC39A13	0.018867924528301886	0.016063793	69.10771	1.110132	7	371
KAT5	0.06043956043956044	0.03503994	68.3643	2.395481	33	546
ADGRG1	0.008658008658008658	0.01320222	81.341286	1.0738856	6	693
PDZD11	0.18604651162790697	0.07158124	68.416626	4.8973465	32	172
MKLN1	0.04353741496598639	0.020763496	68.308	1.4183129	32	735
IDH3B	0.04415584415584416	0.013215003	72.45799	0.9575326	17	385
DCTN3	0.15053763440860216	0.0477128	58.92013	2.8112445	28	186
AMDHD2	0.0683371298405467	0.037491426	71.75988	2.6903803	30	439
CAST	0.02781289506953224	0.019958926	62.660744	1.2506412	22	791
DECR1	0.041791044776119404	0.023895977	67.82356	1.6207103	14	335
SLA	0.05802047781569966	0.027112942	72.31896	1.9607798	17	293
SEC24B	0.027602523659305992	0.021951154	67.485	1.4813737	35	1268
SCP2	0.043875685557586835	0.053462375	76.42681	4.085959	24	547
UBE3A	0.022935779816513763	0.02100331	69.92618	1.4686812	20	872
ARMC10	0.10204081632653061	0.057301816	66.035446	3.783951	35	343
MRPL35	0.09574468085106383	0.055306822	62.820408	3.4743972	18	188
MEST	0.026865671641791045	0.022168646	70.22686	1.5568343	9	335
PBXIP1	0.03967168262653899	0.0140471915	67.553444	0.94893616	29	731
PPP1CA	0.09253731343283582	0.04078194	65.75797	2.6817377	31	335
SGCE	0.020594965675057208	0.014098457	72.464645	1.0216397	9	437
XRCC4	0.10778443113772455	0.045753747	66.85937	3.0590665	36	334
NAP1L1	0.09718670076726342	0.07303669	78.38384	5.7248964	38	391
KIF3A	0.03305785123966942	0.020258116	73.26009	1.4841114	24	726
ZNF131	0.05457463884430177	0.01683871	71.27392	1.2001609	34	623
ANKRD12	0.011154219204655674	0.013705861	65.06609	0.8917868	23	2062
NDUFA6	0.16883116883116883	0.05556023	65.32604	3.62953	26	154
TMBIM6	0.15611814345991562	0.06510289	61.61555	4.0113506	37	237
DVL1	0.03741007194244604	0.025388584	69.33202	1.7602419	26	695
ZRSR2	0.0411522633744856	0.018903984	70.588295	1.3343999	20	486
DCAF6	0.022727272727272728	0.008101666	66.967514	0.5425485	20	880
SHROOM1	0.005868544600938967	0.005305097	65.54538	0.3477246	5	852
GTF2I	0.02004008016032064	0.013197328	68.23906	0.90057325	20	998
HM13	0.07746478873239436	0.034735434	70.08688	2.4344983	33	426
MSRB2	0.17582417582417584	0.23131905	73.79144	17.069366	32	182
SLBP	0.14444444444444443	0.087679885	64.07804	5.6183553	39	270
TNPO3	0.035527690700104496	0.012890411	65.27607	0.8414353	34	957
DENND2D	0.04246284501061571	0.014355871	63.74954	0.91518015	20	471
PMS2P3	0.10059171597633136	0.027018396	73.84311	1.9951224	17	169
SERAC1	0.045871559633027525	0.024866007	56.332375	1.4007612	30	654
HDAC2	0.06147540983606557	0.02073925	69.1198	1.4334928	30	488
COA4	0.1223021582733813	0.047973655	64.668	3.1023602	17	139
HBP1	0.019083969465648856	0.009213834	62.032387	0.5715561	10	524
PEX11B	0.06177606177606178	0.029909378	64.19101	1.9199132	16	259
C12orf75	0.22058823529411764	0.09091456	74.874664	6.807197	30	136
ARFRP1	0.13930348258706468	0.053225692	70.067696	3.7294016	28	201
FNIP1	0.024013722126929673	0.021867407	64.88675	1.418905	28	1166
IPO5	0.016143497757847534	0.011545275	64.57559	0.745543	18	1115
UBR5	0.002500893176134334	0.015214194	56.8968	0.865639	7	2799
PLXNB3	0.018633540372670808	0.021362504	69.114624	1.4764614	36	1932
YME1L1	0.046089385474860335	0.058878224	58.010475	3.4155538	33	716
CALM2	0.24161073825503357	0.06710777	75.435905	5.062335	36	149
AFTPH	0.03205791106514995	0.025284594	59.92064	1.515069	31	967
PLIN3	0.027649769585253458	0.014981423	71.1067	1.0652795	12	434
LMAN2L	0.03064066852367688	0.019905446	69.882935	1.3910509	11	359
NDUFS7	0.15023474178403756	0.12793484	67.53282	8.639801	32	213
FKBP1A	0.07407407407407407	0.03486465	69.64418	2.42812	8	108
SLC12A2	0.013201320132013201	0.026004363	63.135166	1.6417898	16	1212
CD99	0.14054054054054055	0.06971502	73.303505	5.1103554	26	185
PTPRZ1	0.00734341252699784	0.029189466	73.87621	2.156407	17	2315
HNRNPC	0.11262798634812286	0.051074468	76.20994	3.8923821	33	293
PROM1	0.035838150289017344	0.020372624	76.657234	1.561709	31	865
SERBP1	0.03676470588235294	0.01972383	63.83575	1.2590855	15	408
CSNK1D	0.04578313253012048	0.016589025	69.34435	1.1503552	19	415
ALKBH8	0.004497751124437781	0.005667358	67.20635	0.38088247	3	667
ZNF419	0.025490196078431372	0.016608391	62.680847	1.041028	13	510
ENTPD5	0.0630841121495327	0.016042266	73.310265	1.1760628	27	428
ZCRB1	0.04824561403508772	0.05378809	66.54231	3.5791838	11	228
CDC42	0.05235602094240838	0.014583329	78.77127	1.1487473	10	191
TMF1	0.002737226277372263	0.0054678577	67.373604	0.36838928	3	1096
OTUB1	0.12012987012987013	0.047809143	69.86104	3.3399963	37	308
NEDD4L	0.014659685863874346	0.0066844937	72.65918	0.48568982	14	955
FMR1	0.05221518987341772	0.020629603	66.132935	1.3642962	33	632
KLHL13	0.0406885758998435	0.01723636	62.979004	1.0855287	26	639
SCAF4	0.013077593722755012	0.021732474	71.30687	1.5496746	15	1147
CASP1	0.07178217821782178	0.023465427	64.08264	1.5037265	29	404
PPP1R21	0.014102564102564103	0.009601403	63.220917	0.60700953	11	780
LARP1B	0.01312910284463895	0.008677448	61.224174	0.5312696	12	914
DNM1	0.02662037037037037	0.008753513	66.44577	0.5816339	23	864
MAPK10	0.08189655172413793	0.03403909	58.49028	1.990956	38	464
GABRG2	0.07578947368421053	0.03996592	69.13857	2.7631867	36	475
TAF6	0.014771048744460856	0.0152367735	60.931175	0.9283945	10	677
PFKP	0.04846938775510204	0.028366998	70.83911	2.0094929	38	784
PPFIA2	0.031026252983293555	0.018425059	68.40168	1.2603049	39	1257
KLF10	0.022916666666666665	0.015410505	60.629837	0.9343364	11	480
PCGF5	0.078125	0.052493926	60.58252	3.1802144	20	256
NAA80	0.07142857142857142	0.041874215	69.32172	2.9027925	22	308
SMARCB1	0.023376623376623377	0.066299714	60.54218	4.0139294	9	385
STAMBPL1	0.08459869848156182	0.024802469	73.709076	1.8281671	39	461
ARL13B	0.06345733041575492	0.033348806	62.220406	2.0749762	29	457
G3BP2	0.06846473029045644	0.03493683	69.558464	2.4301522	33	482
CDC42	0.14136125654450263	0.054462247	76.173836	4.148598	27	191
NAP1L1	0.0741687979539642	0.07486808	78.29401	5.861722	29	391
NAP1L4	0.031088082901554404	0.059211265	80.60284	4.772596	12	386
MFN1	0.036410923276983094	0.020284994	65.5063	1.328795	28	769
UBE2J2	0.15444015444015444	0.07891068	65.784065	5.1910653	40	259
DDX19B	0.06471816283924843	0.025669092	69.75965	1.7906669	31	479
AMZ2P1	0.19327731092436976	0.09786173	50.436302	4.935784	23	119
RALGDS	0.01312910284463895	0.011609165	63.56758	0.73796654	12	914
SLC1A2	0.0156794425087108	0.011771623	72.748474	0.8563676	9	574
ABI1	0.010395010395010396	0.016421676	60.898907	1.0000621	5	481
CSDE1	0.03884711779448621	0.015212429	63.180523	0.9611292	31	798
SGK3	0.06451612903225806	0.11822742	89.34785	10.563366	32	496
TRIM36	0.03159340659340659	0.009649005	69.240486	0.6681018	23	728
SMARCE1	0.0851581508515815	0.038963657	67.492165	2.6297417	35	411
DLGAP4	0.038306451612903226	0.017794173	65.33332	1.1625525	38	992
DPH1	0.03611738148984198	0.020715594	62.120148	1.2868558	16	443
SOS2	0.024774774774774775	0.043208886	62.125484	2.684373	33	1332
MTCH2	0.0297029702970297	0.019573629	71.03343	1.390382	9	303
GPM6A	0.039568345323741004	0.032340504	76.45226	2.4725046	11	278
CEP162	0.0270848182466144	0.030625632	69.58404	2.131055	38	1403
UPF3B	0.026915113871635612	0.023427285	63.766968	1.493887	13	483
MATK	0.05708661417322835	0.016934099	69.04513	1.169217	29	508
DIMT1	0.08945686900958466	0.029117974	77.72472	2.2631862	28	313
MIB2	0.017839444995044598	0.008130108	65.98592	0.5364727	18	1009
UBTF	0.04842931937172775	0.029330295	67.279	1.9733129	37	764
DNAJB6	0.11976047904191617	0.07927173	65.0892	5.1597333	40	334
LINGO1	0.00967741935483871	0.0059783426	69.67241	0.41652554	6	620
TSEN2	0.053763440860215055	0.015105149	60.02863	0.9067414	25	465
IMPACT	0.06626506024096386	0.03951475	64.32758	2.5418885	22	332
NPM1	0.09863945578231292	0.043932285	70.75173	3.1082852	29	294
TMEM268	0.10818713450292397	0.059101526	64.61916	3.819091	37	342
CLUAP1	0.04398148148148148	0.022747362	70.52302	1.6042126	19	432
PRELID2	0.096045197740113	0.06386115	58.058796	3.7077014	17	177
MFSD14CP	0.13245033112582782	0.074574016	64.40513	4.802949	20	151
SIN3B	0.027538726333907058	0.031486	52.447052	1.651348	32	1162
ZMYND11	0.05149501661129568	0.014366138	62.75319	0.90152097	31	602
ST7L	0.06956521739130435	0.022706965	57.95095	1.3158902	40	575
DDT	0.1864406779661017	0.07966735	56.052814	4.4655795	22	118
NTRK3	0.028935185185185185	0.0101171145	69.0001	0.6980819	25	864
PTPRK	0.013031550068587106	0.012314436	58.820614	0.7243427	19	1458
RNASET2	0.1484375	0.11344834	66.97539	7.598246	38	256
ENSG00000291066	0.1646090534979424	0.0468818	59.740475	2.800741	40	243
NECAB3	0.08585858585858586	0.053275295	67.31913	3.5864465	34	396
PHIP	0.007088331515812432	0.009011337	66.572174	0.59990424	13	1834
LRRC73	0.07278481012658228	0.035798717	62.18202	2.2260365	23	316
USP54	0.023752969121140142	0.04202777	68.8808	2.8949065	40	1684
VPS54	0.012282497441146366	0.0075440924	62.40742	0.47080734	12	977
ECHDC2	0.10616438356164383	0.05668029	65.43002	3.7085927	31	292
ARHGEF10	0.019005847953216373	0.023603257	69.113335	1.6312997	26	1368
NCKAP1	0.005291005291005291	0.009695714	55.03073	0.53356224	6	1134
L1CAM	0.007955449482895784	0.00503511	67.63677	0.3405586	10	1257
FAS	0.0626865671641791	0.11344161	72.47043	8.221162	21	335
CELF1	0.05642023346303502	0.020566316	70.01089	1.4398661	29	514
ENTPD1	0.02681992337164751	0.021102734	74.29746	1.5678796	14	522
CSPP1	0.028526148969889066	0.018813008	63.407185	1.1928799	36	1262
PLRG1	0.017509727626459144	0.013747535	62.844486	0.86395675	9	514
MRPL39	0.0764872521246459	0.046102818	54.763744	2.5247629	27	353
ZMIZ2	0.035794183445190156	0.015818167	68.86223	1.0892743	32	894
FRMD4A	0.037142857142857144	0.0042940853	65.497444	0.2812516	39	1050
PARP10	0.00878048780487805	0.008215239	64.8384	0.532663	9	1025
STAT3	0.012987012987012988	0.01292716	67.328064	0.8703606	10	770
SSBP1	0.15723270440251572	0.07026829	60.157753	4.2271824	25	159
MRPL10	0.1033210332103321	0.07632786	76.5575	5.8434706	28	271
ART3	0.0275	0.020869862	63.90825	1.3337563	11	400
CDC27	0.007228915662650603	0.009250744	62.72371	0.58024096	6	830
ITSN2	0.015910430170889805	0.025967134	63.88709	1.6589646	27	1697
KCTD17	0.09872611464968153	0.029266296	66.66813	1.9511292	31	314
DHDDS	0.1021021021021021	0.03368012	74.860466	2.5213094	34	333
CXXC1	0.013719512195121951	0.0074011725	64.18454	0.47504085	9	656
LAMP2	0.05365853658536585	0.024731966	72.09451	1.783039	22	410
ATP1A1	0.030303030303030304	0.016775317	67.02699	1.1243991	31	1023
ABR	0.045924225028702644	0.020036053	67.49391	1.3523116	40	871
TUBA1A	0.07760532150776053	0.040023364	67.43063	2.6988008	35	451
SGTA	0.1182108626198083	0.046996392	72.37512	3.4013696	37	313
CTH	0.07901234567901234	0.061435696	76.96242	4.7282395	32	405
TP53BP1	0.0025290844714213456	0.0051259035	66.21161	0.33939433	5	1977
PIGP	0.19402985074626866	0.09601127	61.196903	5.8755927	26	134
HIKESHI	0.10152284263959391	0.045621242	57.149258	2.6072202	20	197
IRF7	0.03294573643410853	0.01232258	79.62032	0.98112786	17	516
TKT	0.012678288431061807	0.018057095	78.736015	1.4217438	8	631
RFFL	0.09917355371900827	0.033826046	69.66528	2.356501	36	363
PCYT2	0.044226044226044224	0.028756179	66.01469	1.8983301	18	407
CMPK2	0.08908685968819599	0.03933673	77.66356	3.0550303	40	449
GJB1	0.05190311418685121	0.015048675	66.79675	1.0052027	15	289
TAF15	0.005067567567567568	0.004694523	72.78277	0.34168038	3	592
STAT1	0.03979460847240052	0.01777198	63.58181	1.1299746	31	779
MBNL2	0.030690537084398978	0.022499923	63.056717	1.4187713	12	391
LSS	0.015027322404371584	0.017269673	70.34832	1.2148925	11	732
HLA-F	0.03558718861209965	0.021799913	77.287544	1.6848618	10	281
TM2D1	0.15458937198067632	0.06342556	65.77221	4.1716394	32	207
SDCBP	0.06918238993710692	0.047147907	55.820858	2.6318367	22	318
SIRT2	0.09511568123393316	0.043665014	77.562584	3.3867714	37	389
ZDHHC3	0.1021021021021021	0.0329773	68.577736	2.2615087	34	333
COPB2	0.04083885209713024	0.030056564	71.422516	2.1467154	37	906
KIAA1586	0.03430749682337993	0.013557368	63.12615	0.8558244	27	787
TERF1	0.04555808656036447	0.025248919	66.596176	1.6814815	20	439
PSME1	0.10040160642570281	0.045425855	60.048508	2.7277548	25	249
CPT2	0.01791044776119403	0.01404265	72.848885	1.0229914	12	670
UBP1	0.06666666666666667	0.044176538	73.80381	3.2603967	36	540
ABCB8	0.034818941504178275	0.02944607	78.97903	2.3256218	25	718
SPTAN1	0.004821213338690237	0.046327278	65.30301	3.0253108	12	2489
RRN3	0.04608294930875576	0.018028688	64.00759	1.1539729	30	651
IL17RC	0.018055555555555554	0.013427558	72.21251	0.9696377	13	720
ECD	0.04874446085672083	0.027761608	54.505974	1.5131735	33	677
MXRA7	0.05084745762711865	0.036311556	67.303696	2.443902	9	177
ARHGEF2	0.028397565922920892	0.014455919	65.52229	0.947185	28	986
PALS1	0.05037037037037037	0.022734893	68.16447	1.549712	34	675
DSN1	0.0449438202247191	0.019421613	66.42817	1.2901422	16	356
TNFSF13B	0.06666666666666667	0.025858356	62.080315	1.6052948	19	285
HSF2	0.033582089552238806	0.0158763	63.725105	1.011719	18	536
SLC24A4	0.03054662379421222	0.012618291	63.052723	0.79561764	19	622
COMMD5	0.15625	0.05158939	57.147152	2.9481866	35	224
STAG1	0.02702702702702703	0.013625507	61.522114	0.83827	34	1258
RPAP3	0.05112781954887218	0.016649356	66.94993	1.1146731	34	665
GOLGA2	0.026239067055393587	0.014775436	71.76385	1.0603422	27	1029
MBD4	0.010344827586206896	0.0072065177	71.04169	0.5119632	6	580
PIK3C2B	0.017135862913096694	0.01321243	58.22941	0.769352	28	1634
PEPD	0.029585798816568046	0.015974374	67.54323	1.0789608	15	507
ZNF211	0.06759098786828423	0.040984657	61.470238	2.5193367	39	577
GRAMD2B	0.09027777777777778	0.04382358	67.897125	2.975495	39	432
MAPK9	0.05660377358490566	0.02803046	77.9696	2.1855237	24	424
A1BG-AS1	0.1111111111111111	0.07998816	53.965748	4.316621	30	270
TUBA1A	0.07760532150776053	0.040023364	67.43063	2.6988008	35	451
SMC1A	0.025952960259529603	0.059293933	77.57754	4.5998774	32	1233
C6orf89	0.01977401129943503	0.01423569	56.24659	0.800709	7	354
SCHIP1	0.1	0.03935252	64.35791	2.532646	26	260
CPEB3	0.04727793696275072	0.023525264	61.59104	1.4489455	33	698
GOSR2	0.08490566037735849	0.037619628	68.10013	2.5619016	18	212
CAPZB	0.10294117647058823	0.055560928	57.850243	3.2142131	28	272
AXL	0.010067114093959731	0.006271089	68.32306	0.42845997	9	894
HSPA9	0.036818851251840944	0.025291609	69.17264	1.7494873	25	679
TCF4	0.016176470588235296	0.0241131	64.321175	1.550983	11	680
DDX5	0.029315960912052116	0.02499279	75.17553	1.8788463	18	614
HSPA1A	0.0421216848673947	0.013783706	67.34894	0.92831796	27	641
STAT2	0.004700352526439483	0.005028989	66.64811	0.33517262	4	851
ACTR2	0.012531328320802004	0.007725438	83.48578	0.6449642	5	399
EXOSC8	0.12318840579710146	0.047981158	70.07402	3.3622327	34	276
SCN8A	0.0065293822199899544	0.008240037	65.61193	0.5406447	13	1991
SETD4	0.05454545454545454	0.03160517	66.59245	2.1046658	24	440
KCNK10	0.03130755064456722	0.017877778	67.640976	1.2092704	17	543
INTS4	0.020768431983385256	0.012364064	60.873333	0.7526418	20	963
ATF7IP	0.006259780907668232	0.007949143	59.56492	0.47349006	8	1278
ZNF211	0.06932409012131716	0.024050567	63.379574	1.5243148	40	577
CRLF1	0.06103286384976526	0.011197883	65.66416	0.7352996	26	426
SIVA1	0.09142857142857143	0.04437102	65.00476	2.8843277	16	175
HNRNPK	0.01293103448275862	0.00714511	80.68728	0.5765195	6	464
CEP43	0.05012531328320802	0.038734782	68.656975	2.659413	20	399
TPT1	0.06976744186046512	0.049814273	54.65937	2.7228167	12	172
RAB8B	0.1497584541062802	0.04497275	69.538345	3.1273308	31	207
PACRGL	0.10887096774193548	0.04060542	65.36533	2.6541867	27	248
NRXN2	0.006574621959237344	0.015748404	69.93948	1.1014352	10	1521
ADGRL1	0.004070556309362279	0.00992732	65.42186	0.6494638	6	1474
C19orf47	0.08767772511848342	0.07161197	61.59967	4.411274	37	422
RNF150	0.0821917808219178	0.032916352	68.96	2.2699115	36	438
STAT1	0.050666666666666665	0.020774432	65.74624	1.3658407	38	750
ABLIM1	0.0061068702290076335	0.0081663495	69.18397	0.56498045	4	655
CAMK2D	0.05065666041275797	0.028626988	62.974483	1.8027698	27	533
NCL	0.022535211267605635	0.011249755	68.880775	0.7748918	16	710
HEY1	0.012987012987012988	0.014688508	73.93165	1.0859456	4	308
DCLK2	0.021711366538952746	0.011167174	71.92682	0.8032193	17	783
TCF4	0.005961251862891207	0.009243524	74.47795	0.6884387	4	671
TMEM143	0.07625272331154684	0.041748606	56.686687	2.3665903	35	459
SRSF1	0.02766798418972332	0.023269344	84.720955	1.971401	7	253
ATXN7L3	0.01977401129943503	0.027061854	66.96347	1.8121556	7	354
TENT2	0.008264462809917356	0.01660166	73.5345	1.2207947	4	484
EXOSC10	0.02824858757062147	0.010020546	63.7243	0.63855225	25	885
HSPA12A	0.03206997084548105	0.022032026	64.36993	1.4181999	22	686
NUP98	0.018712162905888827	0.017436594	71.47353	1.2462549	34	1817
PNKD	0.01038961038961039	0.04316008	81.60619	3.5221298	4	385
OPRM1	0.05042016806722689	0.02526808	66.98877	1.6926776	24	476
LYRM9	0.14150943396226415	0.106150255	60.765373	6.4502597	15	106
GABPB2	0.08482142857142858	0.031010857	60.663788	1.8812361	38	448
CTSF	0.006198347107438017	0.0068252995	67.43458	0.4602612	3	484
USP43	0.004452359750667854	0.031205352	82.887566	2.5865357	5	1123
SSBP2	0.08130081300813008	0.028729364	65.992424	1.8959204	30	369
TGOLN2	0.03532008830022075	0.026349423	68.83627	1.8137962	16	453
CDC42	0.14136125654450263	0.054462247	76.173836	4.148598	27	191
MIEF2	0.023655913978494623	0.010871651	64.98844	0.70653164	11	465
ANXA2R-AS1	0.06451612903225806	0.028773637	66.89129	1.9247057	14	217
NLGN3	0.02358490566037736	0.016746733	77.243454	1.2935755	20	848
CELF4	0.00823045267489712	0.013298016	75.63642	1.0058143	4	486
ZDHHC6	0.009685230024213076	0.00702962	72.257675	0.507944	4	413
MED12L	0.016055045871559634	0.03029418	60.07578	1.8199464	35	2180
LRPPRC	0.010760401721664276	0.010985627	58.188316	0.63923514	15	1394
PDE2A	0.04250797024442083	0.013391368	69.64116	0.93259037	40	941
C1orf159	0.1391304347826087	0.045792114	70.61683	3.2336938	32	230
PRKAR2A	0.054455445544554455	0.060528424	62.941822	3.8097692	22	404
SCN1A	0.0054753608760577405	0.032467958	70.55916	2.2909117	11	2009
SRRM1	0.015250544662309368	0.008414545	69.10418	0.5814802	14	918
GRIPAP1	0.007134363852556481	0.006327497	66.7037	0.42206743	6	841
CNOT1	0.0025252525252525255	0.02804451	60.727837	1.7030824	6	2376
TLCD5	0.08239700374531835	0.032760054	69.854385	2.2884336	22	267
UPF3A	0.06932773109243698	0.0420849	76.055824	3.2008016	33	476
PDHA1	0.06698564593301436	0.02606318	68.20465	1.7776301	28	418
HMGCR	0.022026431718061675	0.0074921227	72.66401	0.54440767	20	908
BTD	0.03683241252302026	0.015041706	74.1701	1.1156448	20	543
PHACTR4	0.022792022792022793	0.012404506	71.5052	0.88698673	16	702
ELMOD1	0.023952095808383235	0.01581704	57.329147	0.90677744	8	334
ATP5PF	0.06896551724137931	0.062709965	62.33404	3.9089653	8	116
PLD2	0.011789924973204717	0.008209509	68.58712	0.56306654	11	933
C11orf54	0.06031746031746032	0.042720083	58.11995	2.4828892	19	315
EIF4B	0.00974025974025974	0.007327005	69.37766	0.50833046	6	616
ST7	0.010398613518197574	0.013139734	55.800964	0.73320985	6	577
KDM4B	0.03008849557522124	0.017846245	68.951805	1.2305309	34	1130
NOTCH2NLA	0.05220883534136546	0.0150021855	71.27354	1.0692588	13	249
ZFAND1	0.026119402985074626	0.029956516	63.24095	1.8944786	7	268
BAIAP2	0.0449438202247191	0.02326132	67.72565	1.575388	24	534
TRIM2	0.0451693851944793	0.022597948	66.365364	1.499721	36	797
CUL2	0.052348993288590606	0.0323546	69.418175	2.2459974	39	745
KCNAB1	0.0773067331670823	0.029623521	71.909706	2.1302187	31	401
CAPRIN1	0.02679830747531735	0.028488366	72.82825	2.0747578	19	709
PHIP	0.010982976386600769	0.01100449	63.212543	0.6956218	20	1821
ST18	0.033428844317096466	0.01965662	61.482613	1.2085404	35	1047
PAX6	0.03211009174311927	0.03977834	63.92138	2.5426865	14	436
UQCRB	0.1891891891891892	0.1105612	61.22095	6.768662	21	111
GDF11	0.0687960687960688	0.043337394	79.41849	3.4417903	28	407
ATP5MF	0.09183673469387756	0.08088639	67.54837	5.4637437	9	98
SLC35C2	0.07360406091370558	0.038093083	66.90052	2.5484471	29	394
SUV39H1	0.03546099290780142	0.0115983095	63.547157	0.7370396	15	423
FAHD1	0.06637168141592921	0.021410936	73.8545	1.5812941	15	226
DDHD1	0.03888888888888889	0.010184657	63.53145	0.64704597	35	900
ASAH1	0.06329113924050633	0.033628177	54.774815	1.8419772	25	395
BTRC	0.04297520661157025	0.028579092	63.47053	1.8139302	26	605
MED24	0.01314459049544995	0.00687127	57.791615	0.3971018	13	989
IMMT	0.014511873350923483	0.007420505	70.70282	0.52465063	11	758
NDRG4	0.07386363636363637	0.033175632	64.07647	2.1257775	26	352
CRYL1	0.06896551724137931	0.073451854	81.08945	5.95617	22	319
OSBPL9	0.04825737265415549	0.01608599	66.35352	1.0673621	36	746
PHRF1	0.002425712553062462	0.0072164517	75.271385	0.5431923	4	1649
FAM153CP	0.1676300578034682	0.16425492	70.08543	11.511876	29	173
ZNF549	0.0203125	0.011350464	62.199295	0.70599085	13	640
CD37	0.12099644128113879	0.0412298	68.23093	2.8131473	34	281
ZNF534	0.019287833827893175	0.016149716	58.466915	0.94422406	13	674
AK2	0.03347280334728033	0.028424205	64.56459	1.8351972	8	239
PPP1R12B	0.033066132264529056	0.010073098	71.08488	0.71604496	33	998
CCDC144BP	0.039735099337748346	0.020909833	61.447483	1.2848566	30	755
ERCC6L2-AS1	0.087248322147651	0.065672524	73.66147	4.8375344	13	149
CIAPIN1	0.04487179487179487	0.05345636	73.30378	3.918553	14	312
NDUFB8	0.1881720430107527	0.0592374	65.25625	3.8656104	35	186
KIF1B	0.019823788546255508	0.007597862	69.24234	0.5260937	36	1816
GPBP1	0.014583333333333334	0.013059563	62.62983	0.8179182	7	480
USP19	0.01055594651653765	0.0084939785	66.76548	0.5671046	15	1421
GRIK1	0.015806111696522657	0.025393946	69.21335	1.7576001	15	949
PRDM16-DT	0.061611374407582936	0.039478946	62.94856	2.4851427	13	211
SGCE	0.029748283752860413	0.017256074	71.01027	1.2253585	13	437
TTC1	0.1267123287671233	0.053936355	71.53184	3.8581665	37	292
