gene	n_iso	n_type1	n_type2	canonical_dc	var_within	mean_gap	has_domain_variation
ENSG00000165233.18	4	0	0	0	0.0010405383072793484	0.06748359650373459	0
ENSG00000115556.14	4	0	2	5	0.0007533070747740567	0.03177006170153618	1
ENSG00000180370.10	4	0	0	0	0.0	0.0	0
ENSG00000092096.19	2	0	0	0	0.0	0.0	0
ENSG00000138399.18	4	0	0	2	9.218715604220051e-06	0.004863872192800045	0
ENSG00000132964.13	4	0	0	1	0.00029804965015500784	0.027004418894648552	0
ENSG00000089693.11	2	0	0	0	2.0179173588985577e-05	0.005997695028781891	0
ENSG00000114626.18	3	0	2	2	0.00016443454660475254	0.01742825284600258	1
ENSG00000180398.13	9	5	0	1	0.0016959357308223844	0.0593629814684391	1
ENSG00000124249.7	4	0	0	0	0.00013907744141761214	0.012124788016080856	0
ENSG00000140104.14	2	0	0	0	0.0	0.0	0
ENSG00000104866.11	4	2	0	1	0.0014175067190080881	0.0630282387137413	1
ENSG00000159346.13	2	0	0	0	0.0	0.0	0
ENSG00000153790.12	2	0	0	0	0.0	0.0	0
ENSG00000181444.13	2	0	0	0	0.0	0.0	0
ENSG00000111696.12	2	0	0	0	0.0	0.0	0
ENSG00000159674.12	2	0	0	0	2.9821283533237875e-05	0.007694174535572529	0
ENSG00000151746.15	4	0	0	0	0.0018871668726205826	0.07633859664201736	0
ENSG00000171552.14	17	4	0	1	9.47019798331894e-05	0.02043106220662594	1
ENSG00000109016.18	3	0	0	1	3.992516212747432e-06	0.0026167237665504217	0
ENSG00000150991.16	4	0	0	1	0.0011118565453216434	0.038830921053886414	0
ENSG00000104442.10	2	1	0	1	0.000603760767262429	0.034316956996917725	1
ENSG00000108848.16	4	0	0	0	0.001528226537629962	0.05182318016886711	0
ENSG00000086848.15	2	0	0	0	8.089952530099254e-07	0.001030909945257008	0
ENSG00000167904.16	3	1	0	1	0.00045728718396276236	0.031276166439056396	1
ENSG00000152518.8	2	0	0	0	0.0	0.0	0
ENSG00000141447.19	3	2	0	2	0.0002656266442500055	0.02149910293519497	1
ENSG00000172262.12	6	0	2	2	0.0005094324587844312	0.03024408221244812	1
ENSG00000100678.20	4	0	0	0	0.00012333063932601362	0.017649797722697258	0
ENSG00000005339.15	3	0	0	2	0.000384241109713912	0.02422899566590786	0
ENSG00000072210.19	7	0	0	1	3.328847742523067e-05	0.010262206196784973	0
ENSG00000170871.12	2	0	0	0	0.0	0.0	0
ENSG00000189403.15	6	0	0	2	0.00037620001239702106	0.024313539266586304	0
ENSG00000184828.10	4	0	0	0	0.006541701965034008	0.09569135308265686	0
ENSG00000151883.20	2	0	0	1	0.0	0.0	0
ENSG00000186153.19	2	0	0	2	6.299345841398463e-05	0.009667285718023777	0
ENSG00000163659.13	2	0	0	1	7.623658348165918e-06	0.0037996412720531225	0
ENSG00000164292.13	3	2	0	2	0.004930976778268814	0.0816381648182869	1
ENSG00000185361.9	2	0	0	0	0.0	0.0	0
ENSG00000103381.12	3	1	0	1	0.00024250574642792344	0.019029492512345314	1
ENSG00000198001.16	2	0	0	1	0.0003625054669100791	0.022304179146885872	0
ENSG00000085415.16	5	3	0	1	0.0025494443252682686	0.06217942759394646	1
ENSG00000162729.14	4	0	0	1	7.183152774814516e-06	0.0035200619604438543	0
ENSG00000178163.8	7	0	0	0	0.0015320045640692115	0.055096887052059174	0
ENSG00000134376.17	2	0	0	3	0.0	0.0	0
ENSG00000116791.14	3	0	1	2	0.0003209228452760726	0.019510701298713684	1
ENSG00000132305.22	4	0	0	0	0.00016760145081207156	0.014206173829734325	0
ENSG00000258289.10	5	0	0	0	0.0009573764400556684	0.055955223739147186	0
ENSG00000126878.13	3	0	0	0	0.00018251444271299988	0.018648188561201096	0
ENSG00000136560.14	2	0	0	0	0.0	0.0	0
ENSG00000151690.15	4	0	0	0	0.0	0.0	0
ENSG00000204104.12	4	0	0	0	4.4574146158993244e-05	0.007153782993555069	0
ENSG00000185658.14	4	1	0	2	0.0007252686191350222	0.040692005306482315	1
ENSG00000175203.17	6	0	0	0	0.00012841935676988214	0.016399526968598366	0
ENSG00000100209.11	2	0	0	0	0.0	0.0	0
ENSG00000286112.1	3	0	0	0	2.0051128949936002e-18	0.0	0
ENSG00000141569.12	3	0	1	3	0.005078569985926151	0.07214324921369553	1
ENSG00000085741.14	3	0	0	0	7.461161680602797e-18	0.0	0
ENSG00000136603.15	3	0	0	0	2.0803460056810638e-17	0.0	0
ENSG00000105401.10	4	0	0	0	0.0004274070670362562	0.025645306333899498	0
ENSG00000105953.16	5	0	0	0	0.001238246913999319	0.0606008805334568	0
ENSG00000144354.15	2	0	0	0	0.00011825512774521485	0.012886356562376022	0
ENSG00000181061.14	2	0	0	0	2.1796235159854405e-05	0.004009766038507223	0
ENSG00000118946.12	2	0	0	0	0.0	0.0	0
ENSG00000179335.20	4	0	0	1	0.0002523503790143877	0.019083809107542038	0
ENSG00000198794.12	2	0	0	0	0.0	0.0	0
ENSG00000130706.13	2	0	0	0	7.834150164853781e-05	0.009914789348840714	0
ENSG00000171105.14	4	2	0	1	1.956971209438052e-05	0.005282668396830559	1
ENSG00000149380.12	2	0	0	1	0.0	0.0	0
ENSG00000119326.15	2	0	0	0	7.842197192076128e-06	0.002975825220346451	0
ENSG00000126218.12	3	0	0	3	0.00045512558426707983	0.027597688138484955	0
ENSG00000135077.10	3	2	0	1	3.1850365758145927e-06	0.0025848704390227795	1
ENSG00000163349.22	8	4	0	1	0.007434827741235495	0.09613709151744843	1
ENSG00000141449.16	4	0	0	0	0.0017044420819729567	0.08232149481773376	0
ENSG00000198771.11	2	0	0	0	9.390037121193018e-06	0.003844847669824958	0
ENSG00000174080.12	2	0	0	2	9.811186828301288e-06	0.0037947341334074736	0
ENSG00000178104.22	14	1	7	3	0.0006166790844872594	0.06612596660852432	1
ENSG00000184164.15	2	0	0	1	5.907029117224738e-05	0.008576173335313797	0
ENSG00000124343.14	3	0	0	0	2.6797284590429626e-05	0.0052224574610590935	0
ENSG00000223547.10	2	0	0	2	0.0	0.0	0
ENSG00000115998.8	3	0	0	0	6.836423596804772e-18	0.0	0
ENSG00000122545.22	5	0	0	1	3.526841101120226e-05	0.008932650089263916	0
ENSG00000143382.16	2	0	0	1	0.0	0.0	0
ENSG00000130699.20	2	0	0	0	0.0035224154125899076	0.06177990511059761	0
ENSG00000101938.15	2	0	0	2	1.7258380466955714e-05	0.003930911421775818	0
ENSG00000123992.21	8	0	0	0	8.926240298023913e-06	0.0052743894048035145	0
ENSG00000108509.21	4	0	2	2	0.001366554875858128	0.04560296609997749	1
ENSG00000116809.12	2	0	0	3	2.2022875327820657e-06	0.001909206504933536	0
ENSG00000177606.9	2	0	0	1	0.0	0.0	0
ENSG00000121766.16	3	0	0	1	5.459562817122787e-05	0.007250158581882715	0
ENSG00000088833.18	3	0	0	2	8.168249041773379e-05	0.009309643879532814	0
ENSG00000172164.15	4	2	0	2	0.002163912169635296	0.05792728811502457	1
ENSG00000051108.15	6	0	0	1	0.0015965214697644114	0.06460540741682053	0
ENSG00000064419.14	3	0	0	0	4.7806497605051845e-05	0.009882197715342045	0
ENSG00000102312.24	2	0	0	0	2.3009522919892333e-05	0.003304986283183098	0
ENSG00000213221.5	3	0	0	0	4.8557714665001304e-18	0.0	0
ENSG00000267508.6	2	0	0	2	5.532693194254534e-06	0.002153850393369794	0
ENSG00000154328.16	4	0	0	0	0.0	0.0	0
ENSG00000153012.12	2	0	0	1	0.0	0.0	0
ENSG00000114796.16	3	1	0	4	0.0034586244728416204	0.06688254326581955	1
ENSG00000178860.9	2	0	0	1	0.0	0.0	0
ENSG00000130714.19	4	0	0	1	7.0848896029929165e-06	0.003730574855580926	0
ENSG00000233060.2	2	0	0	0	0.00017239073349628597	0.011967362836003304	0
ENSG00000183605.17	2	0	0	0	1.542840982438065e-05	0.003454022342339158	0
ENSG00000183798.5	3	0	0	0	1.4356422634378465e-17	0.0	0
ENSG00000166136.17	2	0	0	0	9.623461664887145e-05	0.010497219860553741	0
ENSG00000103196.12	2	0	0	0	0.0	0.0	0
ENSG00000153933.10	2	0	0	2	0.0	0.0	0
ENSG00000178035.13	4	0	0	1	0.0005161570152267814	0.02872101031243801	0
ENSG00000145861.9	2	0	0	2	0.0	0.0	0
ENSG00000180957.19	5	0	0	0	7.609401109220926e-06	0.0023253816179931164	0
ENSG00000162437.15	2	0	0	1	2.197822595917387e-06	0.0017047252040356398	0
ENSG00000196470.12	2	0	0	0	0.00015584391076117754	0.018698807805776596	0
ENSG00000106028.11	4	0	0	0	3.835446841549128e-05	0.009222433902323246	0
ENSG00000174032.17	2	0	0	1	0.00028340506833046675	0.013361969962716103	0
ENSG00000145990.11	6	0	0	0	0.0002562864392530173	0.020851382985711098	0
ENSG00000164674.17	2	0	0	1	4.936217374051921e-05	0.00781854148954153	0
ENSG00000100263.14	4	2	0	1	7.178171472332906e-06	0.002942916238680482	1
ENSG00000124785.9	2	0	0	0	9.157860768027604e-05	0.011305389925837517	0
ENSG00000139597.18	3	1	0	1	0.0008369163842871785	0.031934816390275955	1
ENSG00000111669.15	3	0	0	0	3.978254972025752e-05	0.005452306009829044	0
ENSG00000230487.10	2	0	0	0	0.0	0.0	0
ENSG00000205758.12	4	0	0	1	0.0001753370015649125	0.02064906433224678	0
ENSG00000186815.13	6	0	0	0	3.2031723094405606e-05	0.006343315355479717	0
ENSG00000131788.16	3	1	0	1	0.0030045786406844854	0.05426916852593422	1
ENSG00000162032.16	7	6	0	1	0.0002643192419782281	0.028131110593676567	1
ENSG00000080845.19	3	0	0	0	0.0002980268618557602	0.019604824483394623	0
ENSG00000018408.15	2	0	0	1	0.0	0.0	0
ENSG00000148335.15	6	0	0	0	0.00041828598477877676	0.038034144788980484	0
ENSG00000152102.18	4	0	0	0	0.0009758246014826	0.028900370001792908	0
ENSG00000148411.8	6	3	0	1	1.0789398479517891e-16	0.0	1
ENSG00000149150.9	2	0	0	1	0.0	0.0	0
ENSG00000164574.16	2	0	0	1	0.0	0.0	0
ENSG00000140526.18	4	0	0	0	0.0	0.0	0
ENSG00000174109.5	2	0	0	0	0.0010355027625337243	0.05065397918224335	0
ENSG00000165917.10	3	0	1	2	0.00012240569049026817	0.015977786853909492	1
ENSG00000101333.19	9	0	0	3	0.00011779732449213043	0.023288117721676826	0
ENSG00000198718.13	3	0	0	1	1.2127169611630961e-05	0.005068065598607063	0
ENSG00000131503.21	11	0	9	3	0.0013873925199732184	0.07923963665962219	1
ENSG00000109654.16	10	0	0	4	1.3376866263570264e-05	0.005010944791138172	0
ENSG00000143498.18	2	0	0	0	0.0	0.0	0
ENSG00000149923.14	5	0	0	1	0.00010522588127059862	0.013862150721251965	0
ENSG00000143793.13	2	0	0	0	0.0001556290953885764	0.014705715700984001	0
ENSG00000171055.15	7	0	0	0	0.0007302708108909428	0.055436618626117706	0
ENSG00000105808.19	6	2	2	2	0.00016294699162244797	0.01782163232564926	1
ENSG00000116473.15	2	0	0	1	0.0	0.0	0
ENSG00000204271.13	2	0	0	0	0.0022771016228944063	0.056568972766399384	0
ENSG00000136997.22	3	0	0	1	1.1870691954097414e-17	0.0	0
ENSG00000158411.11	2	0	0	0	0.0002215307904407382	0.018766142427921295	0
ENSG00000135116.9	2	0	0	0	0.0	0.0	0
ENSG00000114956.20	3	0	0	0	0.0003083999617956579	0.018225910142064095	0
ENSG00000117528.14	3	0	0	1	0.0002532115613576025	0.01686459220945835	0
ENSG00000065534.20	8	0	3	3	0.0023417947813868523	0.07534807175397873	1
ENSG00000127774.7	2	0	0	0	7.007714157225564e-05	0.009769257158041	0
ENSG00000141542.11	6	3	1	2	0.00744034256786108	0.10070957988500595	1
ENSG00000196782.13	2	0	0	0	0.0	0.0	0
ENSG00000134744.14	3	0	1	2	4.829433964914642e-05	0.009405447170138359	1
ENSG00000106785.15	2	0	0	0	0.0	0.0	0
ENSG00000104129.10	3	0	0	2	2.333854736347181e-18	0.0	0
ENSG00000121671.12	7	0	0	0	0.0051854937337338924	0.08695745468139648	0
ENSG00000110958.16	5	0	0	1	9.844361193245277e-05	0.016348237171769142	0
ENSG00000156304.15	5	2	0	1	3.452422242844477e-05	0.010676899924874306	1
ENSG00000198964.14	5	0	0	0	0.0005703476490452886	0.035719264298677444	0
ENSG00000147853.17	5	0	0	0	0.0030514660757035017	0.0396747961640358	0
ENSG00000177932.7	3	0	0	0	5.584781374056691e-17	0.0	0
ENSG00000143222.12	2	0	0	0	0.00032841399661265314	0.023664770647883415	0
ENSG00000120049.20	5	2	0	2	0.00010309703066013753	0.019507303833961487	1
ENSG00000165609.14	2	0	0	1	0.00013959121133666486	0.014214119873940945	0
ENSG00000143033.18	6	2	0	1	0.0010374524863436818	0.05744499713182449	1
ENSG00000151500.15	4	0	0	0	5.39586617378518e-05	0.010159952566027641	0
ENSG00000131828.14	6	0	0	0	0.00013478691107593477	0.015113186091184616	0
ENSG00000134853.12	2	0	0	0	0.0	0.0	0
ENSG00000101138.12	2	0	0	1	9.792357013793662e-05	0.014366707764565945	0
ENSG00000104907.13	3	0	0	1	1.5973391782608815e-05	0.00368314515799284	0
ENSG00000170345.11	2	1	0	1	0.0012268753489479423	0.03941500559449196	1
ENSG00000100379.18	2	0	0	0	0.0	0.0	0
ENSG00000095485.18	2	0	0	0	1.6593166947131976e-06	0.0013897056924179196	0
ENSG00000090863.12	3	0	0	0	0.0016606339486315846	0.04036930203437805	0
ENSG00000038219.13	2	0	0	0	0.0	0.0	0
ENSG00000010322.16	4	2	0	1	0.0005345077370293438	0.026245174929499626	1
ENSG00000116698.22	10	4	0	1	6.537573062814772e-05	0.016740113496780396	1
ENSG00000075884.14	2	0	1	2	0.00012388821050990373	0.011498192325234413	1
ENSG00000162613.18	2	0	0	1	7.60745388106443e-06	0.003647710895165801	0
ENSG00000108469.15	3	2	0	2	0.0035424265079200268	0.05782245472073555	1
ENSG00000046604.15	2	0	0	0	0.0	0.0	0
ENSG00000130528.12	2	0	0	0	0.002921877196058631	0.06257529556751251	0
ENSG00000166348.20	9	6	0	1	0.001361705595627427	0.05306698754429817	1
ENSG00000185513.18	2	0	0	0	0.0	0.0	0
ENSG00000233006.9	2	0	0	0	0.00045418221270665526	0.027877233922481537	0
ENSG00000138080.14	3	0	0	0	3.126204386307795e-17	0.0	0
ENSG00000066117.15	4	0	0	0	5.9838337620021775e-05	0.01047362107783556	0
ENSG00000251349.3	2	0	0	1	0.0010349864605814219	0.04607319459319115	0
ENSG00000184185.10	2	0	0	1	0.0	0.0	0
ENSG00000103148.17	3	0	0	0	2.2227796829226416e-18	0.0	0
ENSG00000197965.12	5	2	0	1	0.0017584208399057388	0.060268599539995193	1
ENSG00000182704.8	2	0	0	2	0.0	0.0	0
ENSG00000107521.21	6	0	0	0	3.5340257454663515e-05	0.00723566859960556	0
ENSG00000197530.13	6	1	0	4	0.004360899794846773	0.08805747330188751	1
ENSG00000221829.11	2	0	0	0	0.0	0.0	0
ENSG00000002016.18	4	0	0	0	0.0033088603522628546	0.07875733077526093	0
ENSG00000164663.15	4	0	0	2	0.0	0.0	0
ENSG00000095139.15	3	0	0	0	4.686530065017597e-17	0.0	0
ENSG00000174099.12	6	0	0	0	0.0007484342204406857	0.0498342327773571	0
ENSG00000152104.12	4	0	0	0	0.0016634296625852585	0.0465790219604969	0
ENSG00000177963.15	8	0	0	0	8.147813787218183e-05	0.014796135947108269	0
ENSG00000174373.17	4	0	0	0	0.00016188005974981934	0.014947637915611267	0
ENSG00000198431.18	7	0	0	1	0.00012151798000559211	0.02064034901559353	0
ENSG00000196588.21	2	0	0	1	0.0	0.0	0
ENSG00000079482.14	2	0	0	2	0.0	0.0	0
ENSG00000175582.20	2	0	0	1	4.022187567898072e-06	0.0028366106562316418	0
ENSG00000146063.20	5	0	4	3	0.0019698261748999357	0.05329436808824539	1
ENSG00000188735.13	3	0	0	0	6.966659875528796e-18	0.0	0
ENSG00000074201.9	3	0	0	0	6.90125089022331e-05	0.009134850464761257	0
ENSG00000145241.11	2	0	0	0	0.00023442768724635243	0.019811468198895454	0
ENSG00000079134.13	4	2	0	1	0.000980675802566111	0.05765251815319061	1
ENSG00000198517.10	2	0	0	0	0.0	0.0	0
ENSG00000160190.14	9	2	0	1	0.0019021524349227548	0.06426145136356354	1
ENSG00000056277.16	2	0	0	0	0.0	0.0	0
ENSG00000150722.11	2	0	0	0	0.0	0.0	0
ENSG00000065802.12	2	0	0	0	0.0	0.0	0
ENSG00000084112.15	5	4	0	1	0.00012331911420915276	0.015997711569070816	1
ENSG00000116141.17	5	2	1	3	0.00616058986634016	0.08303026109933853	1
ENSG00000166340.18	4	0	0	0	0.000598390179220587	0.028811797499656677	0
ENSG00000139263.12	4	0	2	4	0.00021528481738641858	0.01765616051852703	1
ENSG00000107147.14	3	0	0	0	5.488223450811347e-06	0.001919115660712123	0
ENSG00000135966.14	4	0	0	0	0.0	0.0	0
ENSG00000113558.19	4	0	0	0	0.0006029093638062477	0.033979382365942	0
ENSG00000152443.13	2	0	0	0	0.0	0.0	0
ENSG00000183878.16	3	1	0	2	0.0013138441136106849	0.030088964849710464	1
ENSG00000227896.2	2	0	0	0	0.0	0.0	0
ENSG00000142197.13	2	0	0	0	0.0	0.0	0
ENSG00000162601.12	3	0	2	2	0.0013330035144463181	0.05782465264201164	1
ENSG00000004487.18	8	0	0	1	0.001054486958310008	0.05384627729654312	0
ENSG00000072840.13	3	0	0	0	2.2805266917691016e-17	0.0	0
ENSG00000168016.15	2	0	0	0	2.4699191271793097e-05	0.006398401688784361	0
ENSG00000165819.12	3	0	0	0	0.0022283580619841814	0.051224127411842346	0
ENSG00000092054.14	3	0	0	3	1.0850484113393707e-16	0.0	0
ENSG00000116754.14	8	4	0	1	0.0017354455776512623	0.04288601130247116	1
ENSG00000139083.11	4	0	0	1	0.0	0.0	0
ENSG00000167378.10	3	0	0	0	7.468434252548363e-18	0.0	0
ENSG00000100767.17	3	0	0	0	2.5253977129657257e-18	0.0	0
ENSG00000104290.11	3	0	0	0	4.791644868538386e-17	0.0	0
ENSG00000165732.14	4	1	1	2	0.0031414523255079985	0.0717712938785553	1
ENSG00000144848.11	3	0	0	0	6.008727268635994e-06	0.003400386543944478	0
ENSG00000255874.5	8	0	0	0	0.0010985902044922113	0.06675422191619873	0
ENSG00000163516.14	4	3	0	1	0.00020045298151671886	0.022691665217280388	1
ENSG00000042493.16	3	0	0	1	3.899826333508827e-05	0.011265774257481098	0
ENSG00000293669.2	2	0	0	1	0.0	0.0	0
ENSG00000100811.15	4	0	0	1	0.00975070707499981	0.1207871213555336	0
ENSG00000106565.19	2	0	0	0	0.0	0.0	0
ENSG00000151276.24	5	0	0	3	8.485635044053197e-05	0.015111042186617851	0
ENSG00000119705.10	2	0	0	1	4.399087993078865e-05	0.006741461809724569	0
ENSG00000162461.8	2	0	0	1	0.0	0.0	0
ENSG00000159387.8	2	0	0	0	0.0	0.0	0
ENSG00000168621.15	6	0	0	0	0.005371248349547386	0.08023843169212341	0
ENSG00000145780.8	2	0	0	2	0.0	0.0	0
ENSG00000244045.13	2	0	0	1	0.00029767275555059314	0.025010040029883385	0
ENSG00000033327.13	6	0	0	0	8.41530054458417e-05	0.009749248623847961	0
ENSG00000125170.11	4	0	0	2	1.0151430615223944e-05	0.0035550366155803204	0
ENSG00000035141.10	2	0	0	0	4.004966467618942e-05	0.00816529430449009	0
ENSG00000176087.17	3	0	0	0	3.951718633177077e-19	0.0	0
ENSG00000138326.21	6	0	0	0	0.001662690774537623	0.04569977894425392	0
ENSG00000229117.9	2	0	0	0	9.896889969240874e-05	0.014867165125906467	0
ENSG00000107362.14	3	0	0	0	1.0452973810970434e-06	0.001176859950646758	0
ENSG00000161981.11	2	0	0	0	0.0	0.0	0
ENSG00000165175.17	9	0	0	0	9.511762436892576e-17	0.0	0
ENSG00000158796.17	4	0	0	0	8.107490430120379e-05	0.015259737148880959	0
ENSG00000159348.13	3	0	0	0	0.0028290939517319202	0.05690588057041168	0
ENSG00000167862.10	2	0	0	0	1.8012144209933467e-05	0.0035308694932609797	0
ENSG00000196531.14	6	0	0	0	0.0008910117321647704	0.052338797599077225	0
ENSG00000197614.11	2	0	0	0	1.0895976629399229e-05	0.003977954387664795	0
ENSG00000255471.2	2	0	0	0	3.242323873564601e-05	0.007288649212568998	0
ENSG00000147852.17	4	0	3	4	2.279699401697144e-05	0.0056663439609110355	1
ENSG00000166130.15	5	0	0	0	0.0004347477515693754	0.036152493208646774	0
ENSG00000143570.19	5	0	0	0	0.0001388409291394055	0.01608586683869362	0
ENSG00000136237.20	2	0	0	3	4.146641003899276e-05	0.0070055401884019375	0
ENSG00000146122.17	5	3	0	1	0.0008242902695201337	0.04298841208219528	1
ENSG00000196365.12	2	0	0	1	0.0001958934881258756	0.017510242760181427	0
ENSG00000162377.6	3	0	0	0	7.931764412205666e-05	0.012956450693309307	0
ENSG00000136710.10	3	0	0	0	0.0005773820448666811	0.04669807478785515	0
ENSG00000185947.15	2	0	1	2	0.0011303488863632083	0.04370507225394249	1
ENSG00000169251.13	2	0	0	0	7.363876648014411e-06	0.0023960359394550323	0
ENSG00000064886.14	3	0	0	0	3.0666840757476166e-05	0.007331295870244503	0
ENSG00000290263.1	2	0	0	0	0.0	0.0	0
ENSG00000068001.14	3	0	0	1	1.5893478068095926e-17	0.0	0
ENSG00000071282.12	5	0	0	1	0.0002842352550942451	0.0237257182598114	0
ENSG00000129219.14	2	0	0	1	1.734589574198253e-07	0.0004409774555824697	0
ENSG00000146067.17	6	0	0	0	0.000434084446169436	0.04504150152206421	0
ENSG00000118900.15	3	0	0	0	9.059698967709486e-18	0.0	0
ENSG00000165475.15	2	0	0	0	0.0003942657494917512	0.015687337145209312	0
ENSG00000141258.13	3	0	1	2	0.001070150756277144	0.03334948420524597	1
ENSG00000157600.13	5	0	0	0	0.00021364528220146894	0.015171797014772892	0
ENSG00000102683.8	2	0	0	0	0.0	0.0	0
ENSG00000119414.12	3	0	0	1	4.297783016227186e-05	0.00864417850971222	0
ENSG00000166847.10	4	0	0	0	0.0	0.0	0
ENSG00000172840.7	2	0	0	0	0.0	0.0	0
ENSG00000213445.10	2	0	0	1	0.0	0.0	0
ENSG00000108021.22	9	0	0	1	0.00038194621447473764	0.04478311538696289	0
ENSG00000120889.13	3	0	1	2	0.002456965856254101	0.05664686858654022	1
ENSG00000165879.9	2	0	0	0	0.0	0.0	0
ENSG00000123144.11	2	0	0	0	0.00012552829866763204	0.012714304961264133	0
ENSG00000146457.16	10	0	0	0	0.0007162316469475627	0.054079219698905945	0
ENSG00000089057.15	5	0	0	0	0.0	0.0	0
ENSG00000108654.16	16	9	0	2	0.004804732743650675	0.1101641058921814	1
ENSG00000125656.12	3	0	0	0	5.990605859551579e-05	0.009429470635950565	0
ENSG00000092607.15	6	0	0	0	0.003014346119016409	0.06038115546107292	0
ENSG00000184831.14	2	0	0	0	0.0	0.0	0
ENSG00000139926.16	4	2	0	3	2.7337289338902337e-06	0.0018076571868732572	1
ENSG00000088538.13	2	0	0	0	0.0	0.0	0
ENSG00000077254.14	5	0	1	3	0.0004374378186184913	0.03187313303351402	1
ENSG00000079462.8	2	0	0	0	0.0	0.0	0
ENSG00000160972.10	4	1	0	1	0.0003169578849337995	0.03143773600459099	1
ENSG00000185608.9	2	0	0	0	0.0012035401305183768	0.03146997094154358	0
ENSG00000241399.7	4	0	0	1	0.0015193449798971415	0.042464304715394974	0
ENSG00000131979.20	2	0	0	0	0.0	0.0	0
ENSG00000106012.19	7	6	0	1	2.5748408006620593e-05	0.008120180107653141	1
ENSG00000123200.17	3	0	0	1	4.636550819790408e-17	0.0	0
ENSG00000182606.18	9	0	0	0	0.0001653772487770766	0.027912698686122894	0
ENSG00000171811.14	5	0	0	0	0.0007005832158029079	0.03811745345592499	0
ENSG00000141298.19	7	4	0	1	0.001418155850842595	0.07888201624155045	1
ENSG00000123338.13	2	0	0	0	0.0	0.0	0
ENSG00000152689.19	3	0	0	3	4.534080678124074e-17	0.0	0
ENSG00000151694.15	3	0	0	0	0.0008585990290157497	0.04024399071931839	0
ENSG00000072274.14	7	6	0	1	0.0005203892942517996	0.05303315818309784	1
ENSG00000126088.14	5	0	0	0	0.00021953321993350983	0.025834865868091583	0
ENSG00000134900.13	9	0	0	0	0.001337480265647173	0.06657710671424866	0
ENSG00000106086.21	5	0	0	1	2.6793230063049123e-05	0.006414513103663921	0
ENSG00000109814.12	2	0	0	0	0.00014211544475983828	0.012305679731070995	0
ENSG00000169515.9	2	0	0	0	0.0	0.0	0
ENSG00000123130.17	2	0	0	1	4.963467290508561e-07	0.0009186452371068299	0
ENSG00000162695.13	2	0	0	0	0.0	0.0	0
ENSG00000167315.18	2	0	0	1	6.322995886876015e-06	0.002343640895560384	0
ENSG00000113048.19	8	0	0	0	0.00041096084169112146	0.046241167932748795	0
ENSG00000140009.19	3	0	0	2	6.973799602267986e-17	0.0	0
ENSG00000101361.17	2	0	0	0	0.003970718942582607	0.08127868920564651	0
ENSG00000090006.18	2	0	1	2	0.00016335413965862244	0.015681736171245575	1
ENSG00000108799.13	3	0	0	1	1.1048229680454824e-05	0.004922554828226566	0
ENSG00000189058.9	5	0	0	0	0.0005347002879716456	0.03286648169159889	0
ENSG00000169184.7	2	0	0	0	0.0	0.0	0
ENSG00000188517.17	4	2	0	1	4.171720775048016e-06	0.002395186573266983	1
ENSG00000018236.15	2	0	0	4	0.0	0.0	0
ENSG00000099250.18	6	2	1	3	0.0002318846236448735	0.027105646207928658	1
ENSG00000163714.18	4	1	0	1	0.0012525718193501234	0.04372433200478554	1
ENSG00000100014.20	4	0	0	0	0.0002441997348796576	0.016535567119717598	0
ENSG00000152061.24	4	2	0	2	0.001822827267460525	0.07174824178218842	1
ENSG00000161203.14	6	4	0	1	0.0002768601116258651	0.0214083231985569	1
ENSG00000250571.7	2	1	0	1	0.0026119202375411987	0.060388583689928055	1
ENSG00000247596.10	3	0	0	1	0.0016857222653925419	0.061492204666137695	0
ENSG00000235750.10	10	0	0	0	0.0002861567190848291	0.04240904003381729	0
ENSG00000156239.12	7	0	0	0	0.0011865803971886635	0.0491202212870121	0
ENSG00000100345.23	2	0	0	0	0.0	0.0	0
ENSG00000228801.9	3	0	0	0	0.00039656582521274686	0.029177047312259674	0
ENSG00000099994.11	2	0	0	0	0.0	0.0	0
ENSG00000143376.14	6	2	2	3	0.00026763035566546023	0.026438992470502853	1
ENSG00000116128.12	2	0	0	0	0.0	0.0	0
ENSG00000151693.11	2	0	0	4	9.446089279663283e-06	0.004461811389774084	0
ENSG00000141401.12	2	0	0	0	0.0026220923755317926	0.06142231449484825	0
ENSG00000016864.19	3	0	0	1	2.1866299462796347e-17	0.0	0
ENSG00000129993.15	9	3	0	1	0.001948117627762258	0.06239253282546997	1
ENSG00000203705.11	5	0	0	1	0.00017970125190913677	0.01716485433280468	0
ENSG00000162735.19	3	0	0	0	7.56908775656484e-05	0.012801258824765682	0
ENSG00000177042.16	4	0	0	0	0.001126660848967731	0.05519525706768036	0
ENSG00000127804.13	4	0	0	0	0.0014863318065181375	0.03433540090918541	0
ENSG00000092020.11	4	0	0	0	0.00021656366880051792	0.02113611064851284	0
ENSG00000167978.19	10	0	0	0	0.003674461040645838	0.09613634645938873	0
ENSG00000128335.14	5	0	0	0	0.0036398470401763916	0.050560660660266876	0
ENSG00000117448.14	3	0	0	1	8.675799151467705e-17	0.0	0
ENSG00000119392.16	3	0	0	0	0.00022438025916926563	0.02147648297250271	0
ENSG00000048052.25	7	5	0	1	0.0030125274788588285	0.0910300463438034	1
ENSG00000108984.16	3	0	0	1	8.87054338818416e-05	0.00980320479720831	0
ENSG00000159640.17	2	0	0	0	0.0	0.0	0
