go,go_name,type,cluster,rank,iso,gene,sb_score,peak_layer,is_go_pos,in_uniprot,in_bisect,in_target
GO:0007059,Chromosome segregation,flat,12,4,ENST00000440779.5,SPAG16,5.962,2,0,0,0,0
GO:0007018,MT-based movement,early,12,4,ENST00000440779.5,SPAG16,5.962,2,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,4,ENST00000440779.5,SPAG16,5.962,2,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,4,ENST00000376057.8,PDPN,5.945,23,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,4,ENST00000376057.8,PDPN,5.945,23,0,0,0,0
GO:0035556,Intracellular signal,mid,4,8,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0035556,Intracellular signal,mid,4,9,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0000165,MAPK cascade,mid,4,8,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0000165,MAPK cascade,mid,4,9,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0007265,Ras signaling,late,4,8,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0007265,Ras signaling,late,4,9,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,8,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,9,ENST00000531970.5,AFG2B,5.939,23,0,0,0,0
GO:0007015,Actin filament org,flat,0,6,ENST00000601675.5,PTOV1,5.934,26,0,0,0,0
GO:0030048,Actin-based movement,flat,0,6,ENST00000601675.5,PTOV1,5.934,26,0,0,0,0
GO:0045214,Sarcomere organization,early,0,6,ENST00000601675.5,PTOV1,5.934,26,0,0,0,0
GO:0006508,Proteolysis,flat,1,8,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006508,Proteolysis,flat,1,9,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006508,Proteolysis,flat,1,10,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006508,Proteolysis,flat,1,11,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,8,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,9,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,10,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,11,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,8,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,9,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,10,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,11,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,8,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,9,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,10,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,11,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,8,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,9,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,10,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,11,ENST00000173229.7,NTN1,5.888,2,0,0,0,0
GO:0035556,Intracellular signal,mid,4,10,ENST00000380071.8,RFC3,5.882,6,0,0,0,0
GO:0000165,MAPK cascade,mid,4,10,ENST00000380071.8,RFC3,5.882,6,0,0,0,0
GO:0007265,Ras signaling,late,4,10,ENST00000380071.8,RFC3,5.882,6,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,10,ENST00000380071.8,RFC3,5.882,6,0,0,0,0
GO:0007015,Actin filament org,flat,0,7,ENST00000431446.7,RBMX,5.866,4,0,0,0,0
GO:0030048,Actin-based movement,flat,0,7,ENST00000431446.7,RBMX,5.866,4,0,0,0,0
GO:0045214,Sarcomere organization,early,0,7,ENST00000431446.7,RBMX,5.866,4,0,0,0,0
GO:0006417,Regulation of translation,mid,15,11,ENST00000395799.8,TNRC6A,5.843,23,1,0,0,0
GO:0032465,Cytokinesis,flat,15,11,ENST00000395799.8,TNRC6A,5.843,23,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,5,ENST00000621990.5,PDPN,5.823,26,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,5,ENST00000621990.5,PDPN,5.823,26,0,0,0,0
GO:0035556,Intracellular signal,mid,4,11,ENST00000545578.5,INTS11,5.820,13,0,0,0,0
GO:0000165,MAPK cascade,mid,4,11,ENST00000545578.5,INTS11,5.820,13,0,0,0,0
GO:0007265,Ras signaling,late,4,11,ENST00000545578.5,INTS11,5.820,13,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,11,ENST00000545578.5,INTS11,5.820,13,0,0,0,0
GO:0006914,Autophagy,flat,11,5,ENST00000472750.5,PEX19,5.814,19,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,5,ENST00000472750.5,PEX19,5.814,19,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,6,ENST00000293379.9,ITGA5,5.776,12,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,6,ENST00000293379.9,ITGA5,5.776,12,0,0,0,0
GO:0006417,Regulation of translation,mid,15,12,ENST00000465950.5,SCAF11,5.776,12,0,0,0,0
GO:0006417,Regulation of translation,mid,15,13,ENST00000465950.5,SCAF11,5.776,12,0,0,0,0
GO:0032465,Cytokinesis,flat,15,12,ENST00000465950.5,SCAF11,5.776,12,0,0,0,0
GO:0032465,Cytokinesis,flat,15,13,ENST00000465950.5,SCAF11,5.776,12,0,0,0,0
GO:0006914,Autophagy,flat,11,6,ENST00000361138.7,SMC5,5.775,2,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,6,ENST00000361138.7,SMC5,5.775,2,0,0,0,0
GO:0006508,Proteolysis,flat,1,12,ENST00000348990.9,APP,5.765,11,0,1,0,0
GO:0005975,Carbohydrate metabolism,late,1,12,ENST00000348990.9,APP,5.765,11,0,1,0,0
GO:0006816,Ca2+ transport,mid,1,12,ENST00000348990.9,APP,5.765,11,1,1,0,0
GO:0006486,Protein glycosylation,flat,1,12,ENST00000348990.9,APP,5.765,11,0,1,0,0
GO:0006836,Neurotransmitter transp,flat,1,12,ENST00000348990.9,APP,5.765,11,0,1,0,0
GO:0055074,Ca2+ homeostasis,early,9,7,ENST00000294489.10,PDPN,5.765,26,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,7,ENST00000294489.10,PDPN,5.765,26,0,0,0,0
GO:0006417,Regulation of translation,mid,15,14,ENST00000336440.4,ZFP36L1,5.762,3,1,0,0,0
GO:0006417,Regulation of translation,mid,15,15,ENST00000336440.4,ZFP36L1,5.762,3,1,0,0,0
GO:0006417,Regulation of translation,mid,15,16,ENST00000336440.4,ZFP36L1,5.762,3,1,0,0,0
GO:0006417,Regulation of translation,mid,15,17,ENST00000336440.4,ZFP36L1,5.762,3,1,0,0,0
GO:0006417,Regulation of translation,mid,15,18,ENST00000439696.3,ZFP36L1,5.762,3,1,0,0,0
GO:0032465,Cytokinesis,flat,15,14,ENST00000336440.4,ZFP36L1,5.762,3,0,0,0,0
GO:0032465,Cytokinesis,flat,15,15,ENST00000336440.4,ZFP36L1,5.762,3,0,0,0,0
GO:0032465,Cytokinesis,flat,15,16,ENST00000336440.4,ZFP36L1,5.762,3,0,0,0,0
GO:0032465,Cytokinesis,flat,15,17,ENST00000336440.4,ZFP36L1,5.762,3,0,0,0,0
GO:0032465,Cytokinesis,flat,15,18,ENST00000439696.3,ZFP36L1,5.762,3,0,0,0,0
GO:0006508,Proteolysis,flat,1,13,ENST00000536829.1,EMP2,5.762,19,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,13,ENST00000536829.1,EMP2,5.762,19,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,13,ENST00000536829.1,EMP2,5.762,19,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,13,ENST00000536829.1,EMP2,5.762,19,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,13,ENST00000536829.1,EMP2,5.762,19,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,5,ENST00000482325.5,GCC2,5.755,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,5,ENST00000482325.5,GCC2,5.755,1,0,0,0,0
GO:0007018,MT-based movement,early,12,5,ENST00000482325.5,GCC2,5.755,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,5,ENST00000482325.5,GCC2,5.755,1,0,0,0,0
GO:0006914,Autophagy,flat,11,7,ENST00000332680.8,ANXA2,5.752,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,7,ENST00000332680.8,ANXA2,5.752,21,0,0,0,0
GO:0006508,Proteolysis,flat,1,14,ENST00000368850.4,SLC16A10,5.734,25,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,14,ENST00000368850.4,SLC16A10,5.734,25,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,14,ENST00000368850.4,SLC16A10,5.734,25,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,14,ENST00000368850.4,SLC16A10,5.734,25,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,14,ENST00000368850.4,SLC16A10,5.734,25,0,0,0,0
GO:0006914,Autophagy,flat,11,8,BambuTx294,ANXA4,5.691,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,8,BambuTx294,ANXA4,5.691,21,0,0,0,0
GO:0006914,Autophagy,flat,11,9,ENST00000396024.7,ANXA2,5.670,21,0,0,0,0
GO:0006914,Autophagy,flat,11,10,ENST00000421017.6,ANXA2,5.670,21,0,0,0,0
GO:0006914,Autophagy,flat,11,11,ENST00000560468.6,ANXA2,5.670,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,9,ENST00000396024.7,ANXA2,5.670,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,10,ENST00000421017.6,ANXA2,5.670,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,11,ENST00000560468.6,ANXA2,5.670,21,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,2,ENST00000624360.1,ENSG00000279598,5.670,19,0,0,0,0
GO:0035556,Intracellular signal,mid,4,12,ENST00000330503.12,DDX41,5.657,19,0,0,0,0
GO:0000165,MAPK cascade,mid,4,12,ENST00000330503.12,DDX41,5.657,19,0,0,0,0
GO:0007265,Ras signaling,late,4,12,ENST00000330503.12,DDX41,5.657,19,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,12,ENST00000330503.12,DDX41,5.657,19,0,0,0,0
GO:0006914,Autophagy,flat,11,12,ENST00000451270.7,ANXA2,5.632,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,12,ENST00000451270.7,ANXA2,5.632,21,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,8,ENST00000256196.9,RRAS2,5.595,26,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,8,ENST00000256196.9,RRAS2,5.595,26,0,0,0,0
GO:0006914,Autophagy,flat,11,13,ENST00000559780.6,ANXA2,5.586,21,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,13,ENST00000559780.6,ANXA2,5.586,21,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,9,ENST00000546076.6,TSPAN11,5.580,12,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,9,ENST00000546076.6,TSPAN11,5.580,12,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,10,ENST00000268296.9,ITGAX,5.574,12,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,10,ENST00000268296.9,ITGAX,5.574,12,0,0,0,0
GO:0035556,Intracellular signal,mid,4,13,ENST00000482491.5,NVL,5.567,19,0,0,0,0
GO:0000165,MAPK cascade,mid,4,13,ENST00000482491.5,NVL,5.567,19,0,0,0,0
GO:0007265,Ras signaling,late,4,13,ENST00000482491.5,NVL,5.567,19,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,13,ENST00000482491.5,NVL,5.567,19,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,11,ENST00000374426.6,CXCL12,5.554,7,1,0,0,0
GO:0007204,Ca2+ signaling,mid,9,11,ENST00000374426.6,CXCL12,5.554,7,0,0,0,0
GO:0006914,Autophagy,flat,11,14,ENST00000648446.1,MYO1C,5.548,14,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,14,ENST00000648446.1,MYO1C,5.548,14,0,0,0,0
GO:0006417,Regulation of translation,mid,15,19,ENST00000699723.1,SH3KBP1,5.537,15,0,0,0,0
GO:0032465,Cytokinesis,flat,15,19,ENST00000699723.1,SH3KBP1,5.537,15,0,0,0,0
GO:0006508,Proteolysis,flat,1,15,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0006508,Proteolysis,flat,1,16,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,15,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,16,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,15,ENST00000480426.5,GAS6,5.532,19,1,0,0,0
GO:0006816,Ca2+ transport,mid,1,16,ENST00000480426.5,GAS6,5.532,19,1,0,0,0
GO:0006486,Protein glycosylation,flat,1,15,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,16,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,15,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,16,ENST00000480426.5,GAS6,5.532,19,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,12,ENST00000379589.4,LHFPL6,5.514,12,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,12,ENST00000379589.4,LHFPL6,5.514,12,0,0,0,0
GO:0035556,Intracellular signal,mid,4,14,ENST00000518852.5,PPP3CC,5.506,15,0,0,0,0
GO:0035556,Intracellular signal,mid,4,15,ENST00000518852.5,PPP3CC,5.506,15,0,0,0,0
GO:0000165,MAPK cascade,mid,4,14,ENST00000518852.5,PPP3CC,5.506,15,0,0,0,0
GO:0000165,MAPK cascade,mid,4,15,ENST00000518852.5,PPP3CC,5.506,15,0,0,0,0
GO:0007265,Ras signaling,late,4,14,ENST00000518852.5,PPP3CC,5.506,15,0,0,0,0
GO:0007265,Ras signaling,late,4,15,ENST00000518852.5,PPP3CC,5.506,15,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,14,ENST00000518852.5,PPP3CC,5.506,15,1,0,0,0
GO:0006470,Dephosphorylation,mid,4,15,ENST00000518852.5,PPP3CC,5.506,15,1,0,0,0
GO:0035556,Intracellular signal,mid,4,16,ENST00000434425.5,RFC3,5.500,6,0,0,0,0
GO:0000165,MAPK cascade,mid,4,16,ENST00000434425.5,RFC3,5.500,6,0,0,0,0
GO:0007265,Ras signaling,late,4,16,ENST00000434425.5,RFC3,5.500,6,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,16,ENST00000434425.5,RFC3,5.500,6,0,0,0,0
GO:0006914,Autophagy,flat,11,15,ENST00000555794.2,SOS2,5.488,17,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,15,ENST00000555794.2,SOS2,5.488,17,0,0,0,0
GO:0006414,Translational elongation,mid,6,1,ENST00000254644.12,MRPL35,5.487,17,1,0,0,0
GO:0006414,Translational elongation,mid,6,2,ENST00000254644.12,MRPL35,5.487,17,1,0,0,0
GO:0006120,Complex I NADH ox,flat,6,1,ENST00000254644.12,MRPL35,5.487,17,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,2,ENST00000254644.12,MRPL35,5.487,17,0,0,0,0
GO:0035556,Intracellular signal,mid,4,17,ENST00000366584.9,LGALS8,5.472,19,0,0,0,0
GO:0000165,MAPK cascade,mid,4,17,ENST00000366584.9,LGALS8,5.472,19,0,0,0,0
GO:0007265,Ras signaling,late,4,17,ENST00000366584.9,LGALS8,5.472,19,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,17,ENST00000366584.9,LGALS8,5.472,19,0,0,0,0
GO:0006417,Regulation of translation,mid,15,20,ENST00000333129.4,FIGN,5.464,8,0,0,0,0
GO:0032465,Cytokinesis,flat,15,20,ENST00000333129.4,FIGN,5.464,8,0,0,0,0
GO:0035556,Intracellular signal,mid,4,18,ENST00000493008.1,ARHGAP12,5.455,17,0,0,0,0
GO:0000165,MAPK cascade,mid,4,18,ENST00000493008.1,ARHGAP12,5.455,17,0,0,0,0
GO:0007265,Ras signaling,late,4,18,ENST00000493008.1,ARHGAP12,5.455,17,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,18,ENST00000493008.1,ARHGAP12,5.455,17,0,0,0,0
GO:0006914,Autophagy,flat,11,16,ENST00000458169.2,MYO7A,5.446,17,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,16,ENST00000458169.2,MYO7A,5.446,17,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,3,ENST00000473330.1,FSCN1,5.421,8,0,0,0,0
GO:0006508,Proteolysis,flat,1,17,ENST00000515708.5,TSPAN17,5.411,12,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,17,ENST00000515708.5,TSPAN17,5.411,12,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,17,ENST00000515708.5,TSPAN17,5.411,12,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,17,ENST00000515708.5,TSPAN17,5.411,12,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,17,ENST00000515708.5,TSPAN17,5.411,12,0,0,0,0
GO:0006414,Translational elongation,mid,6,3,ENST00000357520.8,BET1,5.382,19,0,0,0,0
GO:0006414,Translational elongation,mid,6,4,ENST00000357520.8,BET1,5.382,19,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,3,ENST00000357520.8,BET1,5.382,19,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,4,ENST00000357520.8,BET1,5.382,19,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,13,ENST00000392779.6,B3GALNT1,5.366,13,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,14,ENST00000320474.10,B3GALNT1,5.366,13,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,13,ENST00000392779.6,B3GALNT1,5.366,13,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,14,ENST00000320474.10,B3GALNT1,5.366,13,0,0,0,0
GO:0035556,Intracellular signal,mid,4,19,ENST00000273480.4,RNF7,5.363,7,1,0,0,0
GO:0000165,MAPK cascade,mid,4,19,ENST00000273480.4,RNF7,5.363,7,0,0,0,0
GO:0007265,Ras signaling,late,4,19,ENST00000273480.4,RNF7,5.363,7,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,19,ENST00000273480.4,RNF7,5.363,7,0,0,0,0
GO:0006414,Translational elongation,mid,6,5,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006414,Translational elongation,mid,6,6,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006414,Translational elongation,mid,6,7,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006414,Translational elongation,mid,6,8,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,5,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,6,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,7,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,8,ENST00000485767.1,GSN,5.355,23,0,0,0,0
GO:0006914,Autophagy,flat,11,17,ENST00000648651.1,MYO1C,5.329,14,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,17,ENST00000648651.1,MYO1C,5.329,14,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,15,ENST00000274625.6,FGF18,5.307,15,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,16,ENST00000274625.6,FGF18,5.307,15,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,15,ENST00000274625.6,FGF18,5.307,15,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,16,ENST00000274625.6,FGF18,5.307,15,0,0,0,0
GO:0006508,Proteolysis,flat,1,18,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006508,Proteolysis,flat,1,19,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,18,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,19,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,18,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,19,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,18,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,19,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,18,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,19,ENST00000402802.8,PDGFA,5.298,7,0,0,0,0
GO:0006914,Autophagy,flat,11,18,ENST00000361007.7,MYO1C,5.292,14,0,0,0,0
GO:0006914,Autophagy,flat,11,19,ENST00000575158.5,MYO1C,5.292,14,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,18,ENST00000361007.7,MYO1C,5.292,14,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,19,ENST00000575158.5,MYO1C,5.292,14,0,0,0,0
GO:0006508,Proteolysis,flat,1,20,ENST00000370282.8,TMED5,5.278,19,0,0,0,0
GO:0005975,Carbohydrate metabolism,late,1,20,ENST00000370282.8,TMED5,5.278,19,0,0,0,0
GO:0006816,Ca2+ transport,mid,1,20,ENST00000370282.8,TMED5,5.278,19,0,0,0,0
GO:0006486,Protein glycosylation,flat,1,20,ENST00000370282.8,TMED5,5.278,19,0,0,0,0
GO:0006836,Neurotransmitter transp,flat,1,20,ENST00000370282.8,TMED5,5.278,19,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,17,BambuTx1483,TRDC,5.267,13,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,17,BambuTx1483,TRDC,5.267,13,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,6,ENST00000645342.1,CCDC88A,5.251,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,6,ENST00000645342.1,CCDC88A,5.251,1,0,0,0,0
GO:0007018,MT-based movement,early,12,6,ENST00000645342.1,CCDC88A,5.251,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,6,ENST00000645342.1,CCDC88A,5.251,1,0,0,0,0
GO:0035556,Intracellular signal,mid,4,20,ENST00000478183.5,SON,5.248,18,0,0,0,0
GO:0000165,MAPK cascade,mid,4,20,ENST00000478183.5,SON,5.248,18,0,0,0,0
GO:0007265,Ras signaling,late,4,20,ENST00000478183.5,SON,5.248,18,0,0,0,0
GO:0006470,Dephosphorylation,mid,4,20,ENST00000478183.5,SON,5.248,18,0,0,0,0
GO:0006914,Autophagy,flat,11,20,ENST00000333119.8,UXT,5.232,19,0,0,0,0
GO:0006906,Vesicle fusion,mid,11,20,ENST00000333119.8,UXT,5.232,19,0,0,0,0
GO:0006414,Translational elongation,mid,6,9,ENST00000477538.2,VHL,5.218,10,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,9,ENST00000477538.2,VHL,5.218,10,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,18,ENST00000395748.8,AREG,5.207,23,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,18,ENST00000395748.8,AREG,5.207,23,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,4,ENST00000710397.1,KCTD9,5.130,8,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,5,ENST00000221200.9,KCTD9,5.130,8,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,19,ENST00000373930.4,MEGF9,5.083,3,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,19,ENST00000373930.4,MEGF9,5.083,3,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,7,ENST00000309863.11,GCC2,5.052,1,1,0,0,0
GO:0007059,Chromosome segregation,flat,12,7,ENST00000309863.11,GCC2,5.052,1,0,0,0,0
GO:0007018,MT-based movement,early,12,7,ENST00000309863.11,GCC2,5.052,1,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,7,ENST00000309863.11,GCC2,5.052,1,0,0,0,0
GO:0055074,Ca2+ homeostasis,early,9,20,ENST00000676598.1,PCSK6,5.035,2,0,0,0,0
GO:0007204,Ca2+ signaling,mid,9,20,ENST00000676598.1,PCSK6,5.035,2,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,6,ENST00000374434.4,MYOM3,4.990,7,0,0,0,0
GO:0043161,Proteasome-UPS,late,3,7,ENST00000374434.4,MYOM3,4.990,7,0,0,0,0
GO:0006414,Translational elongation,mid,6,10,ENST00000505059.7,MRPL36,4.973,17,1,0,0,0
GO:0006120,Complex I NADH ox,flat,6,10,ENST00000505059.7,MRPL36,4.973,17,0,0,0,0
GO:0006414,Translational elongation,mid,6,11,ENST00000648020.2,CTPS1,4.893,20,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,11,ENST00000648020.2,CTPS1,4.893,20,0,0,0,0
GO:0000226,MT cytoskeleton org,flat,12,8,BambuTx217,MIA3,4.881,25,0,0,0,0
GO:0007059,Chromosome segregation,flat,12,8,BambuTx217,MIA3,4.881,25,0,0,0,0
GO:0007018,MT-based movement,early,12,8,BambuTx217,MIA3,4.881,25,0,0,0,0
GO:0006888,ER-Golgi transport,flat,12,8,BambuTx217,MIA3,4.881,25,1,0,0,0
GO:0006414,Translational elongation,mid,6,12,ENST00000269347.10,RAB40B,4.869,17,0,0,0,0
GO:0006414,Translational elongation,mid,6,13,ENST00000269347.10,RAB40B,4.869,17,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,12,ENST00000269347.10,RAB40B,4.869,17,0,0,0,0
GO:0006120,Complex I NADH ox,flat,6,13,ENST00000269347.10,RAB40B,4.869,17,0,0,0,0
GO:0007015,Actin filament org,flat,0,8,ENST00000307522.5,CCDC8,4.845,5,0,0,0,0
GO:0007015,Actin filament org,flat,0,9,ENST00000697726.1,CCDC8,4.845,5,0,0,0,0
GO:0030048,Actin-based movement,flat,0,8,ENST00000307522.5,CCDC8,4.845,5,0,0,0,0
GO:0030048,Actin-based movement,flat,0,9,ENST00000697726.1,CCDC8,4.845,5,0,0,0,0
GO:0045214,Sarcomere organization,early,0,8,ENST00000307522.5,CCDC8,4.845,5,0,0,0,0
GO:0045214,Sarcomere organization,early,0,9,ENST00000697726.1,CCDC8,4.845,5,0,0,0,0
